qvcenter,Q2center,bin,nu,Ex,W2,RL,RLerr,RT,RTerr,Chi2,num_points
0.148,,W2bin,0.047089075983537065,0.047038272002856214,0.949034420786586,0.5770878914804635,0.11671228106694768,0.11876286254849554,0.1130675673837716,1.597227688633229,4
0.148,,W2bin,0.05718589959685727,0.05713781262765857,0.969034420786586,0.39751177491841583,0.09819878833422814,0.23490213423972162,0.11080347373195483,0.44423888539975126,4
0.148,,W2bin,0.06718133550539018,0.06713645653594053,0.989034420786586,0.28551317492552714,0.07851262609977817,0.16132037165598329,0.08226449515299196,1.2170583206958092,3
0.167,,Exbin,0.007482152572748646,0.0074103257098785,0.866563808617903,-8.481560873422053,0.5249992346999475,14.120087520107997,0.8734176887215811,524.1423946768938,5
0.167,,Exbin,0.017481508393245804,0.0174103257098785,0.885577680314015,0.2535742440128792,0.03392196916882157,-0.22774674687238974,0.03071615426768975,829.745871794141,5
0.167,,Exbin,0.02748034822636214,0.0274103257098785,0.9047905296104292,0.5531009969937567,0.07094186872081494,0.0799034561070339,0.06307242149650577,0.02000604182463114,4
0.167,,W2bin,0.03544054963814758,0.03537181966635024,0.9202290767489212,0.5082713766561054,0.04370267649827668,0.1434357486201756,0.04341227831308109,0.15084375675900258,5
0.167,,W2bin,0.04565691455129628,0.04559032269065241,0.9402290767489212,0.3978538077894393,0.04916046688365452,0.22186155131599147,0.04765496026286215,5.903423965336343,5
0.167,,W2bin,0.05576828523362709,0.05570433993765709,0.9602290767489212,0.29135564127564567,0.050207135446233155,0.27078963399848405,0.05020889585517471,14.302885016591166,6
0.167,,W2bin,0.06577783374743584,0.06571702810837568,0.9802290767489212,0.20659060247678254,0.059865698417448,0.27978930923041245,0.06673554672464967,0.32648339503651397,4
0.205,,Exbin,0.006491410481771709,0.0063830680336519,0.8505547913129697,-0.0018303044615575995,0.00011413782993665337,0.0031949388902075227,0.00018963431028766199,966.8422533901645,7
0.205,,Exbin,0.016490817429485105,0.0163830680336519,0.8695489470725233,-0.013591933615845783,0.002813998359300861,0.02885913351184221,0.0030257812696751177,1012.8461052869422,6
0.205,,W2bin,0.046714008950628494,0.04661118921713977,0.9281744078015056,0.41028191974907413,0.02130000361371587,0.18710697202874682,0.011014419796042311,0.5854424679372858,6
0.205,,W2bin,0.056814638251780125,0.05671451710004308,0.9481744078015056,0.3741074184944746,0.023020670732674695,0.21300571282900707,0.016628933914346153,0.43483171758873485,6
0.205,,W2bin,0.06681376630503177,0.06671683527316631,0.9681744078015057,0.371940684221409,0.02235254193458636,0.20556592637594948,0.011705875902584052,1.191685064251154,6
0.205,,W2bin,0.07671439292737292,0.07662112902634356,0.9881744078015056,0.2583446319553485,0.06323768844699693,0.2705787262761936,0.07162916817528246,0.018632455560654373,3
0.205,,W2bin,0.08651937302075263,0.08643023943614571,1.0081744078015056,0.19046171909041557,0.04958963115678897,0.27051405288440555,0.04918127475617695,0.4960952425068945,4
0.205,,W2bin,0.09623142618748892,0.09614687293472549,1.0281744078015056,0.15702318345216285,0.04479497663831112,0.21113890073056235,0.043379225069277744,1.055339574333909,4
0.205,,W2bin,0.10585314554061698,0.10577361007750002,1.0481744078015056,0.061906208080568674,0.04602776268250544,0.22012223823558424,0.04557930135241237,1.0098984066185095,4
0.205,,W2bin,0.11538700579005823,0.1153129135901611,1.0681744078015056,-0.04067700785928715,0.06297930806280322,0.24870575893023777,0.06299792986044613,9.407077956359325,5
0.24,,Exbin,0.007466785290887401,0.0073182845843868,0.8368237414820539,0.0995444153844432,0.004152432919408487,-0.010198576330904777,0.00043931149896267013,1445.5467019492353,9
0.24,,Exbin,0.017466141904407095,0.0173182845843868,0.8558373073681724,0.0008486430392069715,8.849287792214391e-05,-0.0005079605634695941,9.186280299422063e-05,1374.8479371266783,8
0.24,,Exbin,0.02746498253043228,0.0273182845843868,0.8750498509019496,0.3782436668275191,0.01423192037118593,0.08264558587132233,0.008308188741384158,5.134533478948594,7
0.24,,W2bin,0.03644642524249864,0.03630120862396638,0.8924779579450669,0.3846722680202051,0.015217896370636658,0.12654969040566882,0.008003842593969334,2.4717461412506525,8
0.24,,W2bin,0.04665235653473088,0.04650932855404527,0.9124779579450668,0.3528550591431301,0.019621262756782144,0.1947753104342072,0.015182340342700298,1.9258869151115054,6
0.24,,W2bin,0.0567536116768268,0.05661327924714509,0.9324779579450668,0.2696399577031297,0.0629641437922791,0.3118353301470469,0.07564543184041836,1.7324799283282921,5
0.24,,W2bin,0.12477824897394629,0.12466978387600697,1.0724779579450672,0.02627666338278133,0.018959048892703202,0.21598486731693384,0.01586316749168664,34.18416943805435,7
0.24,,W2bin,0.14342841811179452,0.1433328616081533,1.1124779579450672,0.2010202921880771,0.03546475473911333,-0.01753959578131808,0.027471063676945958,3.320191153070284,6
0.24,,W2bin,0.15263394284391973,0.15254541962752488,1.1324779579450672,0.20736816917492376,0.03911255312508351,-0.025354455389403563,0.028387869653004886,2.4755626627569858,6
0.24,,W2bin,0.16176243485883546,0.161681317974529,1.1524779579450672,0.25944273828241166,0.04726211813501769,-0.056579893525217716,0.03209116021676465,1.574030048255699,7
0.3,,W2bin,0.07127016936570174,0.07105102037638947,0.929177410812946,0.23807693633999025,0.020837402970862572,0.2845379235518303,0.019527457299558224,1.2319974914758938,6
0.3,,W2bin,0.0781400577582162,0.07792355761432632,0.943095503981407,0.2180727830264096,0.023025616542545545,0.3031669422856576,0.02070263304991212,2.661841914897892,6
0.3,,W2bin,0.08416108222458207,0.08394710392673581,0.9553714524944232,0.21693014572686753,0.02365127619783267,0.3127090956212208,0.021137118373290485,2.058482382450568,6
0.3,,W2bin,0.08981065364446306,0.08959921176450598,0.9669559988909482,0.21673715635215468,0.02412045972542565,0.31616254045337583,0.021312346353146272,2.084541715676816,6
0.3,,W2bin,0.09551878535632119,0.09531007349118208,0.97872545547021,0.2181151737401184,0.04048242775175247,0.3075490676856745,0.045706468106735,1.6892250195928151,6
0.3,,W2bin,0.10083504600925519,0.10062902798694498,0.9897455312811724,0.21789438480926424,0.02357926249181944,0.2980465145013771,0.019999896747540054,2.412421323235312,6
0.3,,W2bin,0.10594932950771996,0.1057460406462221,1.0004002734425292,0.22677697757037085,0.022111990022531034,0.28797308796629456,0.021053858659670792,1.3985102165068652,6
0.3,,W2bin,0.11090944863182195,0.11070893561857649,1.0107838105170657,0.19188563637005315,0.02713786665473876,0.308448679861267,0.020422179394852528,1.8834724030445398,6
0.3,,W2bin,0.11569565098200718,0.11549793686850571,1.020849917252832,0.18291265236345314,0.024301918449643075,0.30733501597477164,0.019478485068042124,2.3534632112422953,6
0.3,,W2bin,0.12058672644422186,0.12039199470608268,1.0311839202855322,0.13293150677360793,0.035291606132631624,0.32276573785299656,0.03558831190369308,7.386166440209159,7
0.3,,W2bin,0.12546704157659672,0.12527540871656526,1.0415428760533798,0.16799162014136773,0.020679759657112454,0.24707682925239402,0.016311529257656814,7.855438923913942,6
0.3,,W2bin,0.13016371627719348,0.12997518176517023,1.051557016689192,0.1325768871873369,0.02312555423859464,0.2607474112175834,0.016549199176737604,6.683625292156165,6
0.3,,W2bin,0.13485716620115717,0.13467184164374799,1.061608353610923,0.09881500088480837,0.020972878274682118,0.2661634072739006,0.016455156623147765,7.009360396427588,6
0.3,,W2bin,0.14013815422554632,0.13995657738776904,1.0729706175580749,0.07409814666185845,0.0294365848108343,0.2768700796821724,0.02803457437078756,5.7368840125812826,6
