Z,A,E0,ThetaDeg,nu,cross,error,dataSet,normalization,normError,system_err,normCross,normCrossError,Veff,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),Ex,W2original,Ffoc2,Ep,E0original,R,Q2,qv2,qv,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Hcc,Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),qvbin,qvcenter,Q2bin,Q2center,Exbin_qv,Excenter_qv,nucenter_ex_qv,epcenter_ex_qv,W2bin_qv,W2center_qv,nucenter_w2_qv,epcenter_w2_qv,Exbin_q2,Excenter_q2,nucenter_ex_q2,epcenter_ex_q2,W2bin_q2,W2center_q2,nucenter_w2_q2,epcenter_w2_q2,RL_qvc_ex,RT_qvc_ex,RL_qvd_ex,RT_qvd_ex,bc_qv_ex,RL_qvc_w2,RT_qvc_w2,RL_qvd_w2,RT_qvd_w2,bc_qv_w2,RL_q2c_ex,RT_q2c_ex,RL_q2d_ex,RT_q2d_ex,bc_q2_ex,RL_q2c_w2,RT_q2c_w2,RL_q2d_w2,RT_q2d_w2,bc_q2_w2
6,12,0.3631,90.0,0.045,734.57,10.4428,-1,1.0,0.0,0.0,734.57,10.4428,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.03376748060830333,0.703368792529,1.0172963734567901,0.3181,0.36,2.894010933453939,0.23100422000000004,0.23302922000000004,0.4827310016976329,0.7337965725290001,0.33139663513176854,-0.0001638150673689678,-4484141.854579812,-63747.493852193875,0.00020555302314231042,1640.6092717085512,1205142.3527189505,17132.554502598057,3.09503641341272,0.04399968179749561,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265,0.0,0.0,0.0,0.0,0.0,0.7338980923642965,0.04127949597165359,0.3316507997928757,0.0,0.0,0.0,0.0,1.0,0.740096363755781,0.0664732658974419,0.329668665882617,0.0001644536,9.615256e-13,0.00180493,0.003923154,1.0,0.001743928,0.003750247,0.001908858,0.004107308,0.9125531917052402,2.443999e-05,6.408553e-13,0.001807256,0.003926349,1.0,0.001939441,0.00613209,0.001908858,0.004107308,1.3891275797195033
6,12,0.3631,90.0,0.0486,896.686,11.5378,-1,1.0,0.0,0.0,896.686,11.5378,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.037367480608303326,0.710124358129,1.0172963734567901,0.3145,0.36,2.894010933453939,0.22838990000000003,0.23075186000000003,0.4803663810051657,0.743166458129,0.331050894484283,-0.00015326275090716914,-5850645.343976114,-75281.17518253614,0.00020555302314231042,1644.0216378944453,1474171.1863970186,18968.392853698533,3.7859539922472902,0.048714466348031296,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265,0.0,0.0,0.0,0.0,0.0,0.7338980923642965,0.04127949597165359,0.3316507997928757,0.0,0.0,0.0,0.0,1.0,0.740096363755781,0.0664732658974419,0.329668665882617,0.0001644536,9.615256e-13,0.002313883,0.004816189,1.0,0.001743928,0.003750247,0.002430082,0.005048832,0.7355484834022579,2.443999e-05,6.408553e-13,0.002317688,0.00482114,1.0,0.001939441,0.00613209,0.002430082,0.005048832,1.1196834264593394
6,12,0.3631,90.0,0.0522,1062.07,12.5568,-1,1.0,0.0,0.0,1062.07,12.5568,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.04096748060830333,0.716879923729,1.0172963734567901,0.31089999999999995,0.36,2.894010933453939,0.22577558,0.22850042,0.47801717542364525,0.752536343729,0.3306727845112168,-0.00014271443441559958,-7441924.177810489,-87985.49390899918,0.00020555302314231042,1647.7626562799555,1750039.2843552523,20690.626122376147,4.494436111851926,0.05313749128522817,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265,0.0,0.0,0.0,0.0,0.0,0.7338980923642965,0.04127949597165359,0.3316507997928757,0.0,0.0,0.0,0.0,1.0,0.740096363755781,0.0664732658974419,0.329668665882617,0.0001644536,9.615256e-13,0.002815117,0.005816418,1.0,0.001743928,0.003750247,0.002925141,0.006102408,0.6085301414829372,2.443999e-05,6.408553e-13,0.002820775,0.005823656,1.0,0.001939441,0.00613209,0.002925141,0.006102407,0.9263307780753597
6,12,0.3631,90.0,0.0558,1240.96,13.5732,-1,1.0,0.0,0.0,1240.96,13.573199999999998,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.04456748060830333,0.723635489329,1.0172963734567901,0.30729999999999996,0.36,2.894010933453939,0.22316126000000003,0.22627490000000003,0.47568361333979126,0.761906229329,0.3302613694083978,-0.000132171455883436,-9389016.650421264,-102693.88280000797,0.00020555302314231042,1651.844122731219,2049872.4825445334,22420.810646655376,5.2644651994963425,0.05758093656991663,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265,0.0,0.0,0.0,0.0,1.0,0.7668579587905984,0.057961389484020076,0.3300079728093348,0.0,0.0,0.0,0.0,2.0,0.7663921596461802,0.08048613629358418,0.3279881430468518,0.0001644536,9.615256e-13,0.003260021,0.006920486,1.0,0.003540326,0.007942333,0.003353728,0.007263239,1.0855195865804472,2.443999e-05,6.408553e-13,0.00326773,0.00693058,1.0,0.002858527,0.009236447,0.003353728,0.007263239,1.1834662664979332
6,12,0.3631,90.0,0.0594,1408.57,14.4608,-1,1.0,0.0,0.0,1408.57,14.460799999999999,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.04816748060830333,0.730391054929,1.0172963734567901,0.30369999999999997,0.36,2.894010933453939,0.22054694000000002,0.22407530000000003,0.4733659261079108,0.771276114929,0.32981568916793086,-0.00012163520306030876,-11580282.389972312,-118886.63508729538,0.00020555302314231042,1656.278416946376,2332984.089758157,23951.110931778152,5.991550038402764,0.06151104083952851,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265,0.0,0.0,0.0,0.0,1.0,0.7668579587905984,0.057961389484020076,0.3300079728093348,0.0,0.0,0.0,0.0,2.0,0.7663921596461802,0.08048613629358418,0.3279881430468518,0.0001644536,9.615256e-13,0.003645057,0.008123006,1.0,0.003540326,0.007942333,0.003731125,0.008523526,0.9350779034668014,2.443999e-05,6.408553e-13,0.003654869,0.008136529,1.0,0.002858527,0.009236447,0.003731125,0.008523526,1.0194501959993498
6,12,0.3631,90.0,0.063,1607.8,15.4496,-1,1.0,0.0,0.0,1607.8,15.4496,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.05176748060830333,0.737146620529,1.0172963734567901,0.3001,0.36,2.894010933453939,0.21793262000000002,0.22190162000000002,0.47106434804599684,0.780646000529,0.3293347590381456,-0.00011110711433060673,-14470720.526643166,-139051.40182138718,0.00020555302314231042,1661.078538582633,2670682.0743331574,25662.998989686246,6.858823150693309,0.06590749729378736,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265,0.0,0.0,0.0,0.0,2.0,0.7921413397072563,0.070571061144861,0.3283918105189531,0.0,0.0,0.0,0.0,3.0,0.7899981577140751,0.09306562971814977,0.32622514476929126,0.0001644536,9.615256e-13,0.004013489,0.009409053,1.0,0.004534603,0.01179811,0.004115141,0.00986622,1.1792227910733282,2.443999e-05,6.408553e-13,0.004025465,0.009426546,1.0,0.003879077,0.01220739,0.004115141,0.00986622,1.1866398712786552
6,12,0.3631,90.0,0.0666,1821.73,16.4454,-1,1.0,0.0,0.0,1821.73,16.4454,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.055367480608303335,0.743902186129,1.0172963734567901,0.2965,0.36,2.894010933453939,0.21531830000000005,0.21975386000000005,0.4687791164290492,0.7900158861290001,0.3288175689780929,-0.00010058867955101457,-18110686.094413746,-163491.55862672944,0.00020555302314231042,1666.2581460564115,3035472.4524153466,27402.28171515611,7.79567471920695,0.07037430850194375,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265,0.0,0.0,0.0,0.0,2.0,0.7921413397072563,0.070571061144861,0.3283918105189531,0.0,0.0,0.0,0.0,3.0,0.7899981577140751,0.09306562971814977,0.32622514476929126,0.0001644536,9.615256e-13,0.004423448,0.01076224,1.0,0.004534603,0.01179811,0.004563008,0.01127217,1.0370552224998109,2.443999e-05,6.408553e-13,0.004437814,0.01078416,1.0,0.003879077,0.01220739,0.004563008,0.01127217,1.0435780965664094
6,12,0.3631,90.0,0.0702,2017.1,17.3048,-1,1.0,0.0,0.0,2017.1,17.3048,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.05896748060830333,0.7506577517289998,1.0172963734567901,0.2929,0.36,2.894010933453939,0.21270398000000004,0.21763202000000004,0.46651047147947283,0.7993857717289999,0.3282630831070954,-9.008144084658356e-05,-22391959.77599087,-192101.72303384406,0.00020555302314231042,1671.8315982477295,3372251.5168254953,28930.71144135731,8.660587868489955,0.0742996088179292,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265,0.0,0.0,0.0,0.0,2.0,0.7921413397072563,0.070571061144861,0.3283918105189531,0.0,0.0,0.0,0.0,3.0,0.7899981577140751,0.09306562971814977,0.32622514476929126,0.0001644536,9.615256e-13,0.004911536,0.0121627,1.0,0.004534603,0.01179811,0.005098272,0.01271895,0.9194344673868077,2.443999e-05,6.408553e-13,0.004928715,0.01218939,1.0,0.003879077,0.01220739,0.005098272,0.01271895,0.9252175299596934
6,12,0.3631,90.0,0.0738,2215.44,18.1356,-1,1.0,0.0,0.0,2215.44,18.1356,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.06256748060830333,0.7574133173289999,1.0172963734567901,0.2893,0.36,2.894010933453939,0.21008966000000004,0.21553610000000004,0.4642586563544077,0.8087556573289999,0.3276702391499083,-7.958699336040003e-05,-27836709.322183453,-227871.40504070983,0.00020555302314231042,1677.813999363003,3717096.2467487715,30428.163566847677,9.54621519183316,0.07814535272135983,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265,0.0,0.0,0.0,0.0,3.0,0.8162712132082852,0.08246017434493391,0.3265682427496072,0.0,0.0,0.0,0.0,4.0,0.8144797277861189,0.10611171016171139,0.32415133294675597,0.0001644536,9.615256e-13,0.005480133,0.01358846,1.0,0.005985687,0.01551101,0.005709761,0.01418235,1.0880504927770074,2.443999e-05,6.408553e-13,0.005500648,0.01362013,1.0,0.00492032,0.01513712,0.005709761,0.01418235,1.0370814258637016
6,12,0.3631,90.0,0.0774,2403.54,18.8898,-1,1.0,0.0,0.0,2403.54,18.8898,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.06616748060830333,0.7641688829289999,1.0172963734567901,0.28569999999999995,0.36,2.894010933453939,0.20747534,0.21346610000000002,0.46202391712983865,0.818125542929,0.3270379478781101,-6.910698595167298e-05,-34779985.94354575,-273341.39580634836,0.00020555302314231042,1684.2212472360832,4048093.1365818153,31814.602516040166,10.39627860919489,0.08170599352287446,"[0.428,0.523]",0.475,"[0.206,0.322]",0.265,0.0,0.0,0.0,0.0,3.0,0.8162712132082852,0.08246017434493391,0.3265682427496072,0.0,0.0,0.0,0.0,4.0,0.8144797277861189,0.10611171016171139,0.32415133294675597,0.0001644536,9.615256e-13,0.006108391,0.01501055,1.0,0.005985687,0.01551101,0.00637046,0.01563773,0.98254523488353,2.443999e-05,6.408553e-13,0.006132751,0.01504724,1.0,0.00492032,0.01513712,0.006370461,0.01563773,0.9365184676904028
6,12,0.3631,90.0,0.081,2603.21,19.6588,-1,1.0,0.0,0.0,2603.21,19.6588,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.06976748060830333,0.7709244485289999,1.0172963734567901,0.28209999999999996,0.36,2.894010933453939,0.20486102,0.21142202000000002,0.459806502781333,0.8274954285289999,0.3263650925484017,-5.864312183681764e-05,-44390713.155479364,-335227.7195389299,0.00020555302314231042,1691.070085375888,4402210.556951365,33244.40859438751,11.305719977838862,0.08537800941927029,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16,0.0,0.0,0.0,0.0,3.0,0.8162712132082852,0.08246017434493391,0.3265682427496072,0.0,0.0,0.0,0.0,1.0,0.8163852127925806,0.0511732674091552,0.3297355023036296,0.0001644536,9.615256e-13,0.006770969,0.01641742,1.0,0.005985687,0.01551101,0.007054525,0.01706094,0.8960211741933406,0.001554724,1.633242e-12,0.00679959,0.01645894,1.0,0.009259707,0.01307063,0.007054525,0.01706094,0.8729976814393431
6,12,0.3631,90.0,0.0846,2774.53,20.2954,-1,1.0,0.0,0.0,2774.53,20.2954,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.07336748060830332,0.7776800141289999,1.0172963734567901,0.27849999999999997,0.36,2.894010933453939,0.20224670000000003,0.20940386000000002,0.4576066651612496,0.836865314129,0.32565052833856334,-4.8197159167874504e-05,-57566255.93504575,-421091.2084944576,0.00020555302314231042,1698.3781591009085,4712201.153770244,34469.26409021658,12.101835210869526,0.08852367296035053,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16,0.0,0.0,0.0,0.0,4.0,0.8391881280830582,0.09362482831589392,0.32458665343490023,0.0,0.0,0.0,0.0,2.0,0.8404907676409688,0.06401897161698605,0.32773664466929464,0.0001644536,9.615256e-13,0.007446655,0.017782,1.0,0.007362144,0.01867942,0.007743417,0.01842891,1.0037053714419923,0.001554724,1.633242e-12,0.007479851,0.01782795,1.0,0.01016666,0.0180644,0.007743417,0.01842891,1.0442176916316062
6,12,0.3631,90.0,0.0882,2946.15,20.9136,-1,1.0,0.0,0.0,2946.15,20.9136,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.07696748060830333,0.7844355797289999,1.0172963734567901,0.2749,0.36,2.894010933453939,0.19963238000000003,0.20741162000000002,0.45542465897226075,0.846235199729,0.3248930817818869,-3.77709115423714e-05,-78000500.3769901,-553695.9301747093,0.00020555302314231042,1706.164076136466,5026615.29290945,35682.033022687596,12.909310947932594,0.09163829589147976,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16,0.0,0.0,0.0,0.0,4.0,0.8391881280830582,0.09362482831589392,0.32458665343490023,0.0,0.0,0.0,0.0,2.0,0.8404907676409688,0.06401897161698605,0.32773664466929464,0.0001644536,9.615256e-13,0.008121015,0.01908338,1.0,0.007362144,0.01867942,0.008424658,0.01971972,0.9326480017018421,0.001554724,1.633242e-12,0.008158999,0.01913315,1.0,0.01016666,0.0180644,0.008424658,0.01971972,0.9702922502474743
6,12,0.3631,90.0,0.0918,3052.59,21.2881,-1,1.0,0.0,0.0,3052.59,21.2881,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.08056748060830334,0.7911911453289999,1.0172963734567901,0.2713,0.36,2.894010933453939,0.19701806000000002,0.20544530000000003,0.45326074173702713,0.855605085329,0.32409155020097924,-2.7366248438498223e-05,-111545797.25680211,-777896.1755697716,0.00020555302314231042,1714.4474720905314,5233505.208828836,36497.32923061044,13.440643882912207,0.0937321327278879,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16,0.0,0.0,0.0,0.0,5.0,0.8613967026199091,0.10433032946903109,0.32243745935446927,0.0,0.0,0.0,0.0,3.0,0.860867757313216,0.07487774602072954,0.32572404393198623,0.0001644536,9.615256e-13,0.008783884,0.02030171,1.0,0.008537362,0.0211797,0.009088812,0.02091254,1.0021852516806193,0.001554724,1.633242e-12,0.008826769,0.02035439,1.0,0.01149988,0.02150584,0.009088812,0.02091254,1.0741111538707062
6,12,0.3631,90.0,0.0954,3157.4,21.6505,-1,1.0,0.0,0.0,3157.4,21.6505,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.08416748060830333,0.7979467109289999,1.0172963734567901,0.2677,0.36,2.894010933453939,0.19440374000000005,0.20350490000000004,0.45111517376386273,0.864974970929,0.32324470114191317,-1.698509556925033e-05,-185892389.42618197,-1274676.3721009542,0.00020555302314231042,1723.2490812685921,5440986.649197453,37309.20423400566,13.9734959659872,0.0958171832557186,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16,0.0,0.0,0.0,0.0,5.0,0.8613967026199091,0.10433032946903109,0.32243745935446927,0.0,0.0,0.0,0.0,3.0,0.860867757313216,0.07487774602072954,0.32572404393198623,0.0001644536,9.615256e-13,0.009426921,0.02141807,1.0,0.008537362,0.0211797,0.009727359,0.02198757,0.9472190586380971,0.001554724,1.633242e-12,0.009474698,0.02147246,1.0,0.01149988,0.02150584,0.00972736,0.02198757,1.015200065947265
6,12,0.3631,90.0,0.099,3303.93,22.1471,-1,1.0,0.0,0.0,3303.93,22.1471,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.08776748060830333,0.804702276529,1.0172963734567901,0.2641,0.36,2.894010933453939,0.19178942000000004,0.20159042000000005,0.44898821810822614,0.874344856529,0.3223512718097877,-6.629435148974624e-06,-498372776.22528964,-3340722.0226636496,0.00020555302314231042,1732.5908133382736,5724358.765912722,38371.862002084075,14.701249843195871,0.0985462919620704,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16,0.0,0.0,0.0,0.0,6.0,0.8830049529546695,0.11464197897725315,0.32013244396459256,0.0,0.0,0.0,0.0,4.0,0.8787720427162562,0.08441883129284129,0.32372079623193495,0.0001644536,9.615256e-13,0.01004214,0.02241443,1.0,0.009466544,0.02290851,0.01033167,0.02292603,0.9879092737637356,0.001554724,1.633242e-12,0.01009465,0.02246901,1.0,0.01273395,0.02372406,0.01033167,0.02292603,1.0736957319981157
6,12,0.3631,90.0,0.1026,3308.24,22.1616,-1,1.0,0.0,0.0,3308.24,22.1616,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.09136748060830333,0.811457842129,1.0172963734567901,0.26049999999999995,0.36,2.894010933453939,0.1891751,0.19970186,0.44688014052987407,0.883714742129,0.3214099685068519,3.6986939344426663e-06,894434646.022826,5991736.648882627,0.00020555302314231042,1742.4958364108352,5764594.425847781,38616.49572820237,14.804582725270542,0.09917455823167476,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16,0.0,0.0,0.0,0.0,6.0,0.8830049529546695,0.11464197897725315,0.32013244396459256,0.0,0.0,0.0,0.0,4.0,0.8787720427162562,0.08441883129284129,0.32372079623193495,0.0001644536,9.615256e-13,0.01062129,0.02327377,1.0,0.009466544,0.02290851,0.01089265,0.02371044,0.9486368723926296,0.001554724,1.633242e-12,0.01067974,0.02334151,1.0,0.01273395,0.02372406,0.01089265,0.02371044,1.0310130577310475
6,12,0.3631,90.0,0.1062,3412.31,22.5074,-1,1.0,0.0,0.0,3412.31,22.5074,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.09496748060830333,0.818213407729,1.0172963734567901,0.25689999999999996,0.36,2.894010933453939,0.18656077999999998,0.19783921999999998,0.4447912094455105,0.8930846277290001,0.32041946607444277,1.399719604869975e-05,243785254.42722377,1607993.481100866,0.00020555302314231042,1752.9886671702066,5981740.758871567,39455.217127466705,15.36225610404723,0.1013285554466718,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16,0.0,0.0,0.0,0.0,6.0,0.8830049529546695,0.11464197897725315,0.32013244396459256,0.0,0.0,0.0,0.0,5.0,0.8993477464775714,0.09538349923133853,0.3211587253610418,0.0001644536,9.615256e-13,0.01115756,0.02399683,1.0,0.009466544,0.02290851,0.01140087,0.02432524,0.9179699557906794,0.001554724,1.633242e-12,0.01121821,0.02404559,1.0,0.01370789,0.02520514,0.01140087,0.02432524,1.0707286323453127
6,12,0.3631,90.0,0.1098,3398.5,22.4618,-1,1.0,0.0,0.0,3398.5,22.4618,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.09856748060830332,0.824968973329,1.0172963734567901,0.25329999999999997,0.36,2.894010933453939,0.18394646,0.1960025,0.44272169587676635,0.9024545133290001,0.3193784073400908,2.4263918854638865e-05,140063936.9246103,925728.4503202033,0.00020555302314231042,1764.0952687518836,5995277.770853276,39624.75510765106,15.397021743905183,0.10176396145571559,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16,0.0,0.0,0.0,0.0,7.0,0.9047172956298626,0.12490257140383088,0.31760546647689025,0.0,0.0,0.0,0.0,5.0,0.8993477464775714,0.09538349923133853,0.3211587253610418,0.0001644536,9.615256e-13,0.01163858,0.02453844,1.0,0.01012905,0.02382071,0.01184686,0.02475753,0.9433469307203112,0.001554724,1.633242e-12,0.01170222,0.02458086,1.0,0.01370789,0.02520514,0.01184686,0.02475753,1.0440610600602869
6,12,0.3631,90.0,0.1134,3460.26,22.665,-1,1.0,0.0,0.0,3460.26,22.665,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.10216748060830333,0.831724538929,1.0172963734567901,0.24969999999999998,0.36,2.894010933453939,0.18133214,0.1941917,0.4406718733933447,0.9118243989290001,0.31828540257125515,3.449665345951798e-05,100307121.21280505,657020.2534746598,0.00020555302314231042,1775.843157154952,6144879.042976995,40249.485156916984,15.781226467663451,0.1033683878926994,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16,0.0,0.0,0.0,0.0,7.0,0.9047172956298626,0.12490257140383088,0.31760546647689025,0.0,0.0,0.0,0.0,6.0,0.9219827772247144,0.1074455700503555,0.3180351147879207,0.0001644536,9.615256e-13,0.01205719,0.02490279,1.0,0.01012905,0.02382071,0.01222521,0.025021,0.9261537191970837,0.001554724,1.633242e-12,0.01212277,0.02493619,1.0,0.01413642,0.02548713,0.01222521,0.025021,1.0503284944856937
6,12,0.3631,90.0,0.117,3424.48,22.5475,-1,1.0,0.0,0.0,3424.48,22.5475,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.10576748060830334,0.838480104529,1.0172963734567901,0.24609999999999999,0.36,2.894010933453939,0.17871782,0.19240682,0.43864201805116665,0.9211942845290001,0.3171390289372665,4.469313469340085e-05,76622058.92453636,504495.82815521874,0.00020555302314231042,1788.261517062109,6123865.799948852,40320.8265559579,15.727260434365174,0.10355160627127294,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16,0.0,0.0,0.0,0.0,8.0,0.9268653310031021,0.13526802436893492,0.31481115312352403,0.0,0.0,0.0,0.0,6.0,0.9219827772247144,0.1074455700503555,0.3180351147879207,0.0001644536,9.615256e-13,0.01240536,0.02508253,1.0,0.01048754,0.02390055,0.01252165,0.02506554,0.9337314458307849,0.001554724,1.633242e-12,0.01247163,0.02510414,1.0,0.01413642,0.02548713,0.01252165,0.02506554,1.0398026093686077
6,12,0.3631,90.0,0.1206,3416.17,22.5202,-1,1.0,0.0,0.0,3416.17,22.5202,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.10936748060830333,0.845235670129,1.0172963734567901,0.2425,0.36,2.894010933453939,0.17610350000000002,0.19064786000000003,0.43663240832535555,0.9305641701290002,0.31593782998117587,5.485104151618242e-05,62280859.31590096,410570.14374751627,0.00020555302314231042,1801.381328046361,6153824.851432137,40567.46778386966,15.804201017394954,0.10418502819003089,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16,0.0,0.0,0.0,0.0,8.0,0.9268653310031021,0.13526802436893492,0.31481115312352403,0.0,0.0,0.0,0.0,6.0,0.9219827772247144,0.1074455700503555,0.3180351147879207,0.0001644536,9.615256e-13,0.01267641,0.02507473,1.0,0.01048754,0.02390055,0.01273379,0.02491446,0.9313142092290209,0.001554724,1.633242e-12,0.01274195,0.02508182,1.0,0.01413642,0.02548713,0.01273379,0.02491446,1.0371107765753582
6,12,0.3631,90.0,0.1242,3351.29,22.3053,-1,1.0,0.0,0.0,3351.29,22.3053,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.11296748060830333,0.8519912357289998,1.0172963734567901,0.23889999999999997,0.36,2.894010933453939,0.17348918,0.18891481999999998,0.43464332503789815,0.9399340557289999,0.31468031510333716,6.49679975628379e-05,51583704.681040674,343327.49717930006,0.00020555302314231042,1815.235502260964,6083380.586372146,40489.37244858148,15.623286650735388,0.10398446440942086,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16,0.0,0.0,0.0,0.0,9.0,0.950869130902091,0.1463901416721466,0.3115363597917104,0.0,0.0,0.0,0.0,7.0,0.9453101860312625,0.11987660494454304,0.31450200129457373,0.0001644536,9.615256e-13,0.01286562,0.02488143,1.0,0.01050224,0.02306859,0.01285852,0.02457418,0.9191278582415044,0.001554724,1.633242e-12,0.01292894,0.0248715,1.0,0.01390653,0.02449815,0.01285852,0.02457418,1.0170406111619976
6,12,0.3631,90.0,0.1278,3284.78,22.0828,-1,1.0,0.0,0.0,3284.78,22.0828,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.11656748060830333,0.8587468013289998,1.0172963734567901,0.23529999999999998,0.36,2.894010933453939,0.17087486000000002,0.1872077,0.4326750512798259,0.9493039413289999,0.3133649590586856,7.504157183454041e-05,43772803.78991301,294274.2197443637,0.00020555302314231042,1829.8590348433133,6010684.3604726195,40408.411094637915,15.436588817264436,0.10377654014390218,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16,0.0,0.0,0.0,0.0,9.0,0.950869130902091,0.1463901416721466,0.3115363597917104,0.0,0.0,0.0,0.0,7.0,0.9453101860312625,0.11987660494454304,0.31450200129457373,0.0001644536,9.615256e-13,0.01297073,0.02451001,1.0,0.01050224,0.02306859,0.01289568,0.02405696,0.9301583478826161,0.001554724,1.633242e-12,0.01303034,0.02448092,1.0,0.01390653,0.02449815,0.01289568,0.02405696,1.0292461556087469
6,12,0.3631,90.0,0.1314,3165.12,21.6769,-1,1.0,0.0,0.0,3165.12,21.6769,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.12016748060830332,0.8655023669289998,1.0172963734567901,0.2317,0.36,2.894010933453939,0.16826054000000001,0.1855265,0.43072787232776105,0.9586738269289999,0.31199020146981665,8.50692795432937e-05,37206380.69338765,254814.66536892593,0.00020555302314231042,1845.2891684162923,5840561.652737775,40000.148774843125,14.9996811158632,0.1027280443017816,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16,0.0,0.0,0.0,0.0,9.0,0.950869130902091,0.1463901416721466,0.3115363597917104,0.0,0.0,0.0,0.0,8.0,0.969303867247145,0.13266269237106096,0.31055974168423534,0.0001644536,9.615256e-13,0.01299216,0.02397303,1.0,0.01050224,0.02306859,0.0128481,0.0233804,0.9478274193991569,0.001554724,1.633242e-12,0.01304668,0.02392317,1.0,0.01310447,0.02246323,0.0128481,0.0233804,0.9786076307771769
6,12,0.3631,90.0,0.135,3055.71,21.2989,-1,1.0,0.0,0.0,3055.71,21.2989,0.0031,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.12376748060830334,0.8722579325290001,1.0172963734567901,0.22809999999999997,0.36,2.894010933453939,0.16564621999999998,0.18387121999999997,0.42880207555467825,0.9680437125290002,0.31055444635812096,9.504858311771419e-05,32148927.41973455,224084.35035398783,0.00020555302314231042,1861.5655732451635,5688404.537820979,39649.29898799141,14.608912498226598,0.10182699484194457,"[0.428,0.523]",0.475,"[0.145,0.206]",0.16,0.0,0.0,0.0,0.0,10.0,0.9768770264213638,0.1583135339412861,0.30769896661500123,0.0,0.0,0.0,0.0,8.0,0.969303867247145,0.13266269237106096,0.31055974168423534,0.0001644536,9.615256e-13,0.01293305,0.02328779,1.0,0.01013379,0.02132562,0.01272133,0.02256662,0.9173335451237898,0.001554724,1.633242e-12,0.01298128,0.02321621,1.0,0.01310447,0.02246323,0.01272133,0.02256662,1.0037245950089175
