RLc/RTc,W2,Q2,RL/RT,RLerr/RTerr,err_th,err_rad,nu
RTc,1.09,0.8,0.45817,0.0152408,0.00266447,0.00330394,0.538033055
RTc,1.17,0.8,0.453109,0.0135355,0.00245131,0.00106579,0.580664571
RTc,1.25,0.8,0.445606,0.0125763,0.00255789,0.00468947,0.623296086
RTc,1.33,0.8,0.520957,0.0138552,0.00277105,0.0112974,0.665927602
RTc,1.41,0.8,0.544445,0.0148145,0.00309079,0.0139618,0.708559117
RTc,1.49,0.8,0.573377,0.0148145,0.00394342,0.0111908,0.751190633
RTc,1.57,0.8,0.594716,0.0175855,0.00330394,0.00991183,0.793822148
RTc,2.45,0.8,0.841546,0.0193973,0.00341052,0,1.26276882
RTc,2.53,0.8,0.859059,0.0171592,0.00319736,0,1.305400335
RTc,2.61,0.8,0.8963,0.0143881,0.00266447,0,1.348031851
RTc,2.69,0.8,0.907879,0.01215,0.00245131,0,1.390663366
RTc,2.77,0.8,0.945898,0.0151342,0.00277105,0.000106579,1.433294882
RTc,2.85,0.8,0.998912,0.0188645,0.00287763,0,1.475926397
RTc,2.93,0.8,0.984,0.0175855,0.00245131,0,1.518557913
RTc,3.01,0.8,1.00408,0.0158802,0.002025,0.000106579,1.561189429
RTc,3.09,0.8,1.04459,0.0190776,0.00234473,0.000106579,1.603820944
RTc,3.17,0.8,1.06759,0.0233408,0.00309079,0,1.64645246
RTc,3.25,0.8,1.08607,0.0244066,0.00298421,0.000213158,1.689083975
RTc,3.33,0.8,1.06733,0.0401802,0.00660789,0.000426315,1.731715491
RTc,3.41,0.8,1.10095,0.0383684,0.00671447,0.000426315,1.774347006
RTc,3.49,0.8,1.12061,0.035171,0.00532894,0.000852631,1.816978522
RTc,3.57,0.8,1.14859,0.0370894,0.00660789,0.000959209,1.859610038
RTc,3.65,0.8,1.21219,0.0405,0.00511578,0.00127895,1.902241553
RTc,3.73,0.8,1.22477,0.0431644,0.00490263,0.00159868,1.944873069
RTc,3.81,0.8,1.27118,0.0438039,0.00468947,0.00223816,1.987504584
RTc,3.89,0.8,1.25789,0.0539289,0.00607499,0,2.0301361
RTc,3.97,0.8,1.33716,0.0564868,0.00543552,0,2.072767615
RTc,4.05,0.8,1.33527,0.0450828,0.00468947,0.000106579,2.115399131
RTc,4.13,0.8,1.34006,0.0336789,0.00362368,0.000106579,2.158030646
RTc,4.21,0.8,1.36176,0.0332526,0.00341052,0,2.200662162
RTc,4.29,0.8,1.38735,0.0329329,0.00277105,0,2.243293678
RTc,4.37,0.8,1.40151,0.0343184,0.00213158,0,2.285925193
RTc,4.45,0.8,1.39918,0.0352776,0.00223816,0,2.328556709
RTc,4.53,0.8,1.46077,0.039221,0.00191842,0,2.371188224
RTc,0.61,1.25,0.0954946,0.00426315,0.00106579,0.00106579,0.522046237
RTc,0.69,1.25,0.117854,0.00511578,0.000852631,0.000319736,0.564677752
RTc,0.77,1.25,0.149213,0.00714078,0.000639473,0.000852631,0.607309268
RTc,0.85,1.25,0.178146,0.0100184,0.000319736,0.00138552,0.649940783
RTc,0.93,1.25,0.205329,0.012896,0.000213158,0.000532894,0.692572299
RTc,1.73,1.25,0.321229,0.0377289,0.00106579,0.000639473,1.118887455
RTc,1.81,1.25,0.329009,0.0360236,0.00159868,0.00223816,1.16151897
RTc,1.89,1.25,0.341707,0.0393276,0.000959209,0.000959209,1.204150486
RTc,1.97,1.25,0.407005,0.0265381,0.00117237,0.000639473,1.246782001
RTc,2.05,1.25,0.413639,0.0114039,0.000959209,0,1.289413517
RTc,2.13,1.25,0.440085,0.0106579,0.00106579,0.000213158,1.332045032
RTc,2.21,1.25,0.450754,0.0103381,0.00117237,0.000106579,1.374676548
RTc,2.29,1.25,0.474595,0.0104447,0.00127895,0.000213158,1.417308064
RTc,2.37,1.25,0.493034,0.0102316,0.00127895,0.000213158,1.459939579
RTc,2.45,1.25,0.506729,0.00927236,0.00117237,0.000213158,1.502571095
RTc,2.53,1.25,0.534706,0.00937894,0.00106579,0.000106579,1.54520261
RTc,2.61,1.25,0.552637,0.0104447,0.00106579,0.000106579,1.587834126
RTc,2.69,1.25,0.565622,0.0124697,0.00127895,0.000106579,1.630465641
RTc,2.77,1.25,0.5766,0.012896,0.00159868,0,1.673097157
RTc,2.85,1.25,0.605621,0.0162,0.00138552,0.000213158,1.715728673
RTc,2.93,1.25,0.642244,0.0229144,0.00213158,0.000426315,1.758360188
RTc,3.01,1.25,0.678824,0.0255789,0.00330394,0.00106579,1.800991704
RTc,3.09,1.25,0.683961,0.0256855,0.00298421,0.000319736,1.843623219
RTc,3.17,1.25,0.707587,0.025046,0.00341052,0.000319736,1.886254735
RTc,3.25,1.25,0.705946,0.0267513,0.00394342,0.000426315,1.92888625
RTc,3.33,1.25,0.74473,0.0267513,0.00405,0.000106579,1.971517766
RTc,3.41,1.25,0.794134,0.02835,0.00373026,0,2.014149281
RTc,3.49,1.25,0.762646,0.0260052,0.00330394,0.000426315,2.056780797
RTc,3.57,1.25,0.764582,0.02835,0.00383684,0.000426315,2.099412313
RTc,3.65,1.25,0.812533,0.0320802,0.00394342,0.000532894,2.142043828
RTc,3.73,1.25,0.790979,0.0254723,0.00330394,0.000213158,2.184675344
RTc,3.81,1.25,0.817298,0.0223816,0.00298421,0.00223816,2.227306859
RTc,3.89,1.25,0.854766,0.0246197,0.00287763,0.000426315,2.269938375
RTc,3.97,1.25,0.892065,0.0215289,0.00245131,0.000319736,2.31256989
RTc,4.05,1.25,0.898459,0.0200368,0.00223816,0.000319736,2.355201406
RTc,4.13,1.25,0.941198,0.0206763,0.002025,0.000426315,2.397832921
RTc,4.21,1.25,0.950257,0.0206763,0.00213158,0.000426315,2.440464437
RTc,4.29,1.25,0.940168,0.0220618,0.002025,0.000319736,2.483095953
RTc,4.37,1.25,0.99396,0.0299486,0.00170526,0.000319736,2.525727468
RTc,0.85,1.75,0.0884604,0.0136421,0.000639473,0.000426315,0.916387756
RTc,0.93,1.75,0.0930433,0.0142816,0.000426315,0.000746052,0.959019271
RTc,1.01,1.75,0.102833,0.00991183,0.000639473,0.000319736,1.001650787
RTc,1.09,1.75,0.108261,0.00479605,0.000639473,0,1.044282302
RTc,1.17,1.75,0.115958,0.00447631,0.000639473,0,1.086913818
RTc,1.25,1.75,0.123322,0.00436973,0.000639473,0,1.129545334
RTc,1.33,1.75,0.137285,0.00415657,0.000639473,0.000106579,1.172176849
RTc,1.41,1.75,0.151964,0.0107645,0.000639473,0.000532894,1.214808365
RTc,1.49,1.75,0.162209,0.0143881,0.00138552,0.000426315,1.25743988
RTc,1.57,1.75,0.175971,0.0143881,0.0014921,0.000532894,1.300071396
RTc,1.65,1.75,0.166902,0.00447631,0.000426315,0,1.342702911
RTc,1.73,1.75,0.181504,0.00426315,0.000426315,0,1.385334427
RTc,1.81,1.75,0.193014,0.00362368,0.000426315,0,1.427965942
RTc,1.89,1.75,0.210658,0.00373026,0.000426315,0,1.470597458
RTc,1.97,1.75,0.220548,0.00383684,0.000532894,0,1.513228974
RTc,2.05,1.75,0.237556,0.00468947,0.000426315,0,1.555860489
RTc,2.13,1.75,0.244705,0.00532894,0.000639473,0,1.598492005
RTc,2.21,1.75,0.265204,0.00618157,0.000532894,0.000106579,1.64112352
RTc,2.29,1.75,0.278171,0.0070342,0.000319736,0.000213158,1.683755036
RTc,2.37,1.75,0.302871,0.00799341,0.000746052,0,1.726386551
RTc,2.45,1.75,0.319248,0.0135355,0.00181184,0.000426315,1.769018067
RTc,2.53,1.75,0.325279,0.0140684,0.00170526,0.000426315,1.811649583
RTc,2.61,1.75,0.389439,0.0176921,0.00170526,0.000426315,1.854281098
RTc,2.69,1.75,0.387759,0.0139618,0.00117237,0.000106579,1.896912614
RTc,2.77,1.75,0.418535,0.0142816,0.000852631,0.000213158,1.939544129
RTc,2.85,1.75,0.423069,0.0139618,0.000959209,0,1.982175645
RTc,2.93,1.75,0.441982,0.0123631,0.00106579,0,2.02480716
RTc,3.01,1.75,0.461256,0.0124697,0.000959209,0,2.067438676
RTc,3.09,1.75,0.480884,0.0127895,0.000852631,0,2.110070191
RTc,3.17,1.75,0.500494,0.0127895,0.000852631,0,2.152701707
RTc,3.25,1.75,0.501771,0.0138552,0.000959209,0,2.195333223
RTc,3.33,1.75,0.507315,0.01215,0.00127895,0.000106579,2.237964738
RTc,3.41,1.75,0.535407,0.0123631,0.00138552,0.000106579,2.280596254
RTc,3.49,1.75,0.540355,0.0168395,0.00245131,0.000639473,2.323227769
RTc,3.57,1.75,0.558234,0.0139618,0.00159868,0.000426315,2.365859285
RTc,3.65,1.75,0.559682,0.0140684,0.00170526,0.000319736,2.4084908
RTc,3.73,1.75,0.574528,0.0157737,0.00138552,0.000213158,2.451122316
RTc,3.81,1.75,0.588682,0.0165197,0.000852631,0.000213158,2.493753831
RTc,3.89,1.75,0.587075,0.0158802,0.00138552,0.00127895,2.536385347
RTc,3.97,1.75,0.628841,0.0221684,0.000319736,0.000639473,2.579016863
RTc,4.05,1.75,0.658836,0.0239802,0.000106579,0.000532894,2.621648378
RTc,4.13,1.75,0.695708,0.0260052,0.000106579,0.000532894,2.664279894
RTc,4.21,1.75,0.700037,0.0325065,0,0.000213158,2.706911409
RTc,4.29,1.75,0.671161,0.0409263,0.000106579,0,2.749542925
RTc,0.37,2.25,0.0117237,0.00234473,0.000213158,0,0.927045635
RTc,0.45,2.25,0.0147095,0.00298421,0.000213158,0,0.96967715
RTc,0.53,2.25,0.0213637,0.00383684,0.000213158,0,1.012308666
RTc,0.77,2.25,0.0377289,0.00234473,0.000213158,0,1.140203212
RTc,0.85,2.25,0.0439105,0.00127895,0.000213158,0,1.182834728
RTc,0.93,2.25,0.0492394,0.00127895,0.000213158,0,1.225466244
RTc,1.01,2.25,0.0549446,0.00138552,0.000213158,0,1.268097759
RTc,1.09,2.25,0.058392,0.00159868,0.000213158,0,1.310729275
RTc,1.17,2.25,0.0654394,0.00170526,0.000213158,0,1.35336079
RTc,1.25,2.25,0.0670381,0.00191842,0.000213158,0,1.395992306
RTc,1.33,2.25,0.0751611,0.002025,0.000213158,0,1.438623821
RTc,1.41,2.25,0.0781884,0.00223816,0.000213158,0,1.481255337
RTc,1.49,2.25,0.0857847,0.00287763,0.000213158,0,1.523886852
RTc,1.57,2.25,0.0921775,0.00341052,0.000213158,0,1.566518368
RTc,1.65,2.25,0.101657,0.00884604,0.000213158,0,1.609149884
RTc,1.73,2.25,0.121463,0.00799341,0.000213158,0,1.651781399
RTc,1.81,2.25,0.119795,0.00788683,0.000213158,0,1.694412915
RTc,1.89,2.25,0.131625,0.00724736,0.000213158,0,1.73704443
RTc,1.97,2.25,0.146138,0.00724736,0.000213158,0,1.779675946
RTc,2.05,2.25,0.159335,0.00724736,0.000213158,0,1.822307461
RTc,2.13,2.25,0.168075,0.00788683,0.000213158,0,1.864938977
RTc,2.21,2.25,0.174691,0.00746052,0.000213158,0,1.907570493
RTc,2.29,2.25,0.204881,0.00767368,0.000213158,0,1.950202008
RTc,2.37,2.25,0.219604,0.00692762,0.000213158,0,1.992833524
RTc,2.45,2.25,0.228543,0.00778025,0.000213158,0,2.035465039
RTc,2.53,2.25,0.227141,0.00884604,0.000213158,0,2.078096555
RTc,2.61,2.25,0.25451,0.00831315,0.000213158,0,2.12072807
RTc,2.69,2.25,0.259445,0.0102316,0.000213158,0,2.163359586
RTc,2.77,2.25,0.272379,0.00671447,0.000213158,0,2.205991101
RTc,2.85,2.25,0.285844,0.00682104,0.000213158,0,2.248622617
RTc,2.93,2.25,0.30311,0.00724736,0.000213158,0,2.291254133
RTc,3.01,2.25,0.308333,0.00596841,0.000213158,0,2.333885648
RTc,3.09,2.25,0.319523,0.0055421,0.000213158,0,2.376517164
RTc,3.17,2.25,0.335998,0.00596841,0.000213158,0,2.419148679
RTc,3.25,2.25,0.352407,0.00639473,0.000213158,0,2.461780195
RTc,3.33,2.25,0.362777,0.00831315,0.000213158,0,2.50441171
RTc,3.41,2.25,0.370148,0.00831315,0.000213158,0,2.547043226
RTc,3.49,2.25,0.378628,0.00873946,0.000213158,0,2.589674742
RTc,3.57,2.25,0.400415,0.0137487,0.000213158,0,2.632306257
RTc,3.65,2.25,0.401819,0.0127895,0.000213158,0,2.674937773
RTc,3.73,2.25,0.414312,0.0136421,0.000213158,0,2.717569288
RTc,3.81,2.25,0.446985,0.0234473,0.000213158,0,2.760200804
RTc,3.89,2.25,0.466299,0.0208894,0.000213158,0,2.802832319
RTc,4.45,2.25,0.541469,0.0177987,0.000213158,0,3.101252928
RTc,4.53,2.25,0.571062,0.0175855,0.000213158,0,3.143884444
RTc,4.61,2.25,0.569937,0.0173723,0.000213158,0,3.186515959
RTc,4.69,2.25,0.558686,0.0175855,0.000213158,0,3.229147475
RTc,4.77,2.25,0.594625,0.0183316,0.000213158,0,3.27177899
RTc,4.85,2.25,0.613894,0.0204631,0.000213158,0,3.314410506
RTc,0.45,2.75,0.0106579,0.000639473,0.000213158,0,1.236124122
RTc,0.53,2.75,0.0126829,0.000639473,0.000213158,0,1.278755638
RTc,0.61,2.75,0.0157737,0.000639473,0.000213158,0,1.321387154
RTc,0.69,2.75,0.0196276,0.000746052,0.000213158,0,1.364018669
RTc,0.77,2.75,0.0231276,0.000852631,0.000213158,0,1.406650185
RTc,0.85,2.75,0.0254723,0.00213158,0.000213158,0,1.4492817
RTc,0.93,2.75,0.0331262,0.00223816,0.000213158,0,1.491913216
RTc,1.01,2.75,0.0326189,0.00223816,0.000213158,0,1.534544731
RTc,1.09,2.75,0.0366631,0.00234473,0.000213158,0,1.577176247
RTc,1.17,2.75,0.0420986,0.00234473,0.000213158,0,1.619807762
RTc,1.25,2.75,0.0465749,0.00255789,0.000213158,0,1.662439278
RTc,1.33,2.75,0.0496199,0.00245131,0.000213158,0,1.705070794
RTc,1.41,2.75,0.0555491,0.00266447,0.000213158,0,1.747702309
RTc,1.49,2.75,0.0603236,0.00287763,0.000213158,0,1.790333825
RTc,1.57,2.75,0.0695821,0.00330394,0.000213158,0,1.83296534
RTc,1.65,2.75,0.0701118,0.00522236,0.000213158,0,1.875596856
RTc,1.73,2.75,0.0754578,0.00575526,0.000213158,0,1.918228371
RTc,1.81,2.75,0.0849608,0.00522236,0.000213158,0,1.960859887
RTc,1.97,2.75,0.0979459,0.00362368,0.000213158,0,2.046122918
RTc,2.05,2.75,0.108924,0.00362368,0.000213158,0,2.088754434
RTc,2.13,2.75,0.119155,0.00362368,0.000213158,0,2.131385949
RTc,2.21,2.75,0.126083,0.00319736,0.000213158,0,2.174017465
RTc,2.29,2.75,0.133863,0.00319736,0.000213158,0,2.21664898
RTc,2.53,2.75,0.167116,0.00341052,0.000213158,0,2.344543527
RTc,2.61,2.75,0.176472,0.00383684,0.000213158,0,2.387175043
RTc,2.69,2.75,0.179094,0.00436973,0.000213158,0,2.429806558
RTc,2.77,2.75,0.189284,0.00532894,0.000213158,0,2.472438074
RTc,2.85,2.75,0.206301,0.00511578,0.000213158,0,2.515069589
RTc,2.93,2.75,0.21202,0.00522236,0.000213158,0,2.557701105
RTc,3.01,2.75,0.223841,0.00778025,0.000213158,0,2.60033262
RTc,3.09,2.75,0.231724,0.00852631,0.000213158,0,2.642964136
RTc,3.17,2.75,0.241938,0.00959209,0.000213158,0,2.685595652
RTc,3.25,2.75,0.262823,0.0147079,0.000213158,0,2.728227167
RTc,3.57,2.75,0.289468,0.00809999,0.000213158,0,2.898753229
RTc,3.65,2.75,0.307154,0.00820657,0.000213158,0,2.941384745
RTc,3.73,2.75,0.310251,0.00788683,0.000213158,0,2.98401626
RTc,3.81,2.75,0.332633,0.00852631,0.000213158,0,3.026647776
RTc,3.89,2.75,0.342148,0.0103381,0.000213158,0,3.069279292
RTc,3.97,2.75,0.355159,0.0103381,0.000213158,0,3.111910807
RTc,4.05,2.75,0.336143,0.0105513,0.000213158,0,3.154542323
RTc,4.13,2.75,0.365889,0.0106579,0.000213158,0,3.197173838
RTc,4.21,2.75,0.379207,0.00873946,0.000213158,0,3.239805354
RTc,4.29,2.75,0.389482,0.00884604,0.000213158,0,3.282436869
RTc,4.37,2.75,0.400817,0.0104447,0.000213158,0,3.325068385
RTc,4.45,2.75,0.414389,0.0159868,0.000213158,0,3.3676999
RTc,4.53,2.75,0.445512,0.0177987,0.000213158,0,3.410331416
RTc,4.61,2.75,0.451255,0.0198237,0.000213158,0,3.452962932
RTc,1.41,3.25,0.0377289,0.00191842,0.000213158,0,2.014149281
RTc,1.49,3.25,0.0413973,0.002025,0.000213158,0,2.056780797
RTc,1.57,3.25,0.0438039,0.00213158,0.000213158,0,2.099412313
RTc,1.65,3.25,0.051371,0.00213158,0.000213158,0,2.142043828
RTc,1.73,3.25,0.0579699,0.00245131,0.000213158,0,2.184675344
RTc,1.81,3.25,0.0598114,0.00255789,0.000213158,0,2.227306859
RTc,1.89,3.25,0.0628772,0.00213158,0.000213158,0,2.269938375
RTc,1.97,3.25,0.0670764,0.002025,0.000213158,0,2.31256989
RTc,2.05,3.25,0.0755644,0.00191842,0.000213158,0,2.355201406
RTc,2.13,3.25,0.0825986,0.00213158,0.000213158,0,2.397832921
RTc,2.21,3.25,0.0886736,0.00213158,0.000213158,0,2.440464437
RTc,2.29,3.25,0.0910882,0.00245131,0.000213158,0,2.483095953
RTc,2.37,3.25,0.100794,0.00266447,0.000213158,0,2.525727468
RTc,2.45,3.25,0.106946,0.00287763,0.000213158,0,2.568358984
RTc,2.53,3.25,0.114882,0.00490263,0.000213158,0,2.610990499
RTc,2.61,3.25,0.125004,0.00543552,0.000213158,0,2.653622015
RTc,2.69,3.25,0.130677,0.00586184,0.000213158,0,2.69625353
RTc,2.77,3.25,0.144779,0.0050092,0.000213158,0,2.738885046
RTc,2.85,3.25,0.148438,0.00607499,0.000213158,0,2.781516562
RTc,2.93,3.25,0.158419,0.00607499,0.000213158,0,2.824148077
RTc,3.01,3.25,0.167761,0.00607499,0.000213158,0,2.866779593
RTc,3.09,3.25,0.174363,0.00660789,0.000213158,0,2.909411108
RTc,3.17,3.25,0.174683,0.00660789,0.000213158,0,2.952042624
RTc,3.25,3.25,0.184057,0.00671447,0.000213158,0,2.994674139
RTc,3.33,3.25,0.199825,0.00671447,0.000213158,0,3.037305655
RTc,3.41,3.25,0.210049,0.00639473,0.000213158,0,3.07993717
RTc,3.49,3.25,0.215076,0.0055421,0.000213158,0,3.122568686
RTc,3.57,3.25,0.221494,0.00596841,0.000213158,0,3.165200202
RTc,3.65,3.25,0.230504,0.00628815,0.000213158,0,3.207831717
RTc,3.73,3.25,0.229449,0.00650131,0.000213158,0,3.250463233
RTc,3.81,3.25,0.245543,0.00692762,0.000213158,0,3.293094748
RTc,3.89,3.25,0.264396,0.00714078,0.000213158,0,3.335726264
RTc,3.97,3.25,0.264477,0.0075671,0.000213158,0,3.378357779
RTc,4.05,3.25,0.280722,0.00820657,0.000213158,0,3.420989295
RTc,4.13,3.25,0.287987,0.00991183,0.000213158,0,3.463620811
RTc,0.93,3.75,0.0133311,0.00117237,0.000213158,0,2.02480716
RTc,1.01,3.75,0.0165984,0.00117237,0.000213158,0,2.067438676
RTc,1.09,3.75,0.0174719,0.00117237,0.000213158,0,2.110070191
RTc,1.17,3.75,0.020423,0.00138552,0.000213158,0,2.152701707
RTc,1.25,3.75,0.022321,0.00127895,0.000213158,0,2.195333223
RTc,1.33,3.75,0.0244066,0.00106579,0.000213158,0,2.237964738
RTc,1.41,3.75,0.0251036,0.00117237,0.000213158,0,2.280596254
RTc,1.49,3.75,0.02835,0.00106579,0.000213158,0,2.323227769
RTc,1.57,3.75,0.0310144,0.00106579,0.000213158,0,2.365859285
RTc,1.65,3.75,0.0334658,0.00106579,0.000213158,0,2.4084908
RTc,1.73,3.75,0.0390078,0.00127895,0.000213158,0,2.451122316
RTc,1.81,3.75,0.0420091,0.0014921,0.000213158,0,2.493753831
RTc,1.89,3.75,0.0449763,0.00170526,0.000213158,0,2.536385347
RTc,1.97,3.75,0.0497672,0.00181184,0.000213158,0,2.579016863
RTc,2.05,3.75,0.0560355,0.00181184,0.000213158,0,2.621648378
RTc,2.13,3.75,0.0605368,0.00191842,0.000213158,0,2.664279894
RTc,2.21,3.75,0.0672487,0.00287763,0.000213158,0,2.706911409
RTc,2.29,3.75,0.0707106,0.00277105,0.000213158,0,2.749542925
RTc,2.37,3.75,0.073646,0.00298421,0.000213158,0,2.79217444
RTc,2.45,3.75,0.0795078,0.00277105,0.000213158,0,2.834805956
RTc,2.53,3.75,0.0867552,0.00277105,0.000213158,0,2.877437472
RTc,2.61,3.75,0.0897394,0.00298421,0.000213158,0,2.920068987
RTc,2.69,3.75,0.0995446,0.00277105,0.000213158,0,2.962700503
RTc,2.77,3.75,0.103973,0.00309079,0.000213158,0,3.005332018
RTc,2.85,3.75,0.112014,0.00341052,0.000213158,0,3.047963534
RTc,2.93,3.75,0.118516,0.00341052,0.000213158,0,3.090595049
RTc,3.01,3.75,0.122415,0.00330394,0.000213158,0,3.133226565
RTc,3.09,3.75,0.125337,0.00383684,0.000106579,0,3.17585808
