bin_index,qvcenter,EX_RL,RL,EX_RT,RT,nu_RL,nu_RT
2,0.167,0.031574,0.0340704,0.032462,0.0115704,0.03277345,0.033658819
2,0.167,0.031708,0.0349164,0.032645,0.0115812,0.032907057,0.033841268
2,0.167,0.031859,0.0353916,0.032818,0.0114552,0.033057613,0.034013745
2,0.167,0.032014,0.0354168,0.03302,0.0119412,0.033212155,0.03421513
2,0.167,0.032199,0.0355428,0.033214,0.0113004,0.033396605,0.034408536
2,0.167,0.032384,0.03519,0.03338,0.0116136,0.033581053,0.034574026
2,0.167,0.032587,0.0352908,0.03356,0.010998,0.033783443,0.034753469
2,0.167,0.032779,0.0354384,0.033718,0.0111708,0.033974863,0.034910978
2,0.167,0.032979,0.0349056,0.03388,0.0112536,0.034174255,0.035072473
2,0.167,0.033195,0.0350676,0.03405,0.0111852,0.034389595,0.03524194
2,0.167,0.033368,0.0356544,0.034223,0.01134,0.034562063,0.035414395
2,0.167,0.033519,0.0357552,0.034411,0.0115164,0.034712596,0.035601799
2,0.167,0.033671,0.0357624,0.034618,0.0117252,0.034864125,0.03580814
2,0.167,0.033823,0.0355716,0.034786,0.0122616,0.035015651,0.035975603
2,0.167,0.033997,0.0342864,0.034963,0.0124416,0.035189106,0.036152033
2,0.167,0.034191,0.034434,0.035111,0.012564,0.035382496,0.036299555
2,0.167,0.034392,0.033336,0.035282,0.0123336,0.03558286,0.03647
2,0.167,0.034585,0.0326664,0.03545,0.011286,0.035775246,0.036637453
2,0.167,0.03478,0.0317664,0.035625,0.0105804,0.035969622,0.03681188
2,0.167,0.034972,0.03168,0.035796,0.0104508,0.036161004,0.036982317
2,0.167,0.035098,0.0320184,0.036012,0.0105624,0.036286597,0.037197603
2,0.167,0.035235,0.0321768,0.036197,0.0110736,0.036423153,0.037381988
2,0.167,0.035425,0.0326196,0.036421,0.0115812,0.036612535,0.037605239
2,0.167,0.035589,0.0333252,0.036602,0.011844,0.036775998,0.037785631
2,0.167,0.035782,0.033876,0.036758,0.0124416,0.036968363,0.037941104
2,0.167,0.03595,0.0341028,0.036922,0.0125892,0.037135808,0.038104548
2,0.167,0.036183,0.0332244,0.037078,0.0119124,0.037368034,0.038260017
2,0.167,0.036381,0.03114,0.037233,0.0115524,0.037565373,0.038414487
2,0.167,0.036563,0.0315324,0.037425,0.010656,0.037746762,0.038605828
2,0.167,0.036763,0.0303696,0.037601,0.0098388,0.037946087,0.038781221
2,0.167,0.036897,0.0320328,0.037777,0.0092736,0.038079633,0.038956611
2,0.167,0.037018,0.0328644,0.037964,0.00963,0.038200221,0.03914296
2,0.167,0.037205,0.0335376,0.038122,0.0100476,0.038386583,0.039300407
2,0.167,0.037394,0.0358092,0.038279,0.0103572,0.038574935,0.039456856
2,0.167,0.037581,0.0353016,0.038438,0.0102996,0.03876129,0.039615296
2,0.167,0.03776,0.0361368,0.03862,0.010296,0.03893967,0.039796652
2,0.167,0.037968,0.0344304,0.038789,0.0106452,0.039146946,0.039965051
2,0.167,0.038168,0.03276,0.038959,0.0108252,0.039346246,0.040134444
2,0.167,0.038354,0.0317448,0.039129,0.0108468,0.039531592,0.040303835
2,0.167,0.038565,0.0314604,0.039299,0.0107208,0.039741847,0.040473223
2,0.167,0.038759,0.0314676,0.03948,0.0106452,0.039935158,0.040653568
2,0.167,0.038949,0.0309456,0.039638,0.0103104,0.04012448,0.040810994
2,0.167,0.039134,0.0311364,0.039808,0.0101664,0.040308817,0.040980375
2,0.167,0.03928,0.0312768,0.039978,0.0101196,0.040454291,0.041149752
2,0.167,0.039423,0.031356,0.040147,0.0099972,0.040596774,0.041318131
2,0.167,0.039597,0.031428,,,0.040770143,
2,0.167,0.039767,0.0316332,,,0.040939524,
2,0.167,0.039975,0.0315216,,,0.041146763,
2,0.167,0.040161,0.031734,,,0.04133208,
3,0.205,0.014353,0.0188532,0.014426,0.0042804,0.016221039,0.016293933
3,0.205,0.014376,0.0203148,0.014568,0.004482,0.016244006,0.016435725
3,0.205,0.014537,0.022806,0.014731,0.0053964,0.016404771,0.016598485
3,0.205,0.014681,0.02484,0.014894,0.0066348,0.016548559,0.016761242
3,0.205,0.01478,0.0266148,0.015046,0.0077472,0.016647412,0.016913013
3,0.205,0.014961,0.0290016,0.01522,0.0077184,0.016828141,0.017086749
3,0.205,0.01514,0.0294336,0.015384,0.006768,0.017006871,0.017250498
3,0.205,0.015279,0.0308556,0.015558,0.006138,0.017145659,0.017424228
3,0.205,0.01536,0.0325368,0.01568,0.0073764,0.017226535,0.017546038
3,0.205,0.015533,0.0344124,0.015806,0.0111708,0.017399267,0.017671839
3,0.205,0.015613,0.03915,0.01591,0.013968,0.017479142,0.017775675
3,0.205,0.015702,0.04554,0.016033,0.0172584,0.017568003,0.017898479
3,0.205,0.015747,0.0476532,0.016159,0.0195264,0.017612932,0.018024277
3,0.205,0.015777,0.049572,0.016314,0.019314,0.017642885,0.018179026
3,0.205,0.015851,0.0534492,0.016466,0.015318,0.017716768,0.018330778
3,0.205,0.015953,0.057438,0.016496,0.0126252,0.017818606,0.018360729
3,0.205,0.016123,0.0554472,0.016585,0.0094104,0.017988335,0.018449583
3,0.205,0.016172,0.0530748,0.016673,0.0080604,0.018037256,0.018537437
3,0.205,0.016194,0.0504396,0.016852,0.0073512,0.01805922,0.01871614
3,0.205,0.016224,0.048924,0.017018,0.0071388,0.018089172,0.018881861
3,0.205,0.016248,0.0462132,0.017178,0.0086508,0.018113133,0.01904159
3,0.205,0.016284,0.0434556,0.017311,0.0101736,0.018149075,0.019174363
3,0.205,0.016314,0.041076,0.017471,0.0116424,0.018179026,0.019334088
3,0.205,0.016354,0.038412,0.017641,0.012492,0.018218961,0.019503793
3,0.205,0.016388,0.0357372,0.017801,0.0127836,0.018252906,0.019663513
3,0.205,0.01644,0.0329148,0.017975,0.0125856,0.018304821,0.019837206
3,0.205,0.016492,0.0290736,0.018127,0.0123624,0.018356736,0.019988936
3,0.205,0.016547,0.0262152,0.01829,0.0124164,0.018411645,0.020151644
3,0.205,0.016612,0.0240768,0.018453,0.0113832,0.018476538,0.020314349
3,0.205,0.016761,0.0217908,0.018616,0.010656,0.018625291,0.020477053
3,0.205,0.016929,0.02133,0.018779,0.010782,0.018793011,0.020639753
3,0.205,0.017016,0.019512,0.01892,0.0125244,0.018879864,0.020780493
3,0.205,0.017163,0.0172584,0.019061,0.0152424,0.019026615,0.02092123
3,0.205,0.017357,0.0155412,0.019143,0.0178272,0.019220284,0.021003077
3,0.205,0.017521,0.0154872,0.019217,0.0202176,0.019384001,0.021076937
3,0.205,0.017693,0.0165996,0.019321,0.023238,0.019555702,0.021180741
3,0.205,0.017789,0.018144,0.019424,0.0261072,0.019651534,0.021283546
3,0.205,0.017936,0.0206424,0.019506,0.0287028,0.019798275,0.02136539
3,0.205,0.018061,0.0224424,0.019623,0.0300204,0.019923054,0.021482166
3,0.205,0.018184,0.0244764,0.019788,0.0293292,0.020045834,0.021646848
3,0.205,0.018334,0.0272376,0.019932,0.0257724,0.020195565,0.021790569
3,0.205,0.018475,0.0287352,0.020003,0.0228924,0.020336309,0.021861431
3,0.205,0.018633,0.029376,0.020086,0.0195012,0.020494021,0.021944268
3,0.205,0.018782,0.0293544,0.02024,0.0168768,0.020642748,0.022097966
3,0.205,0.018966,0.02628,0.020401,0.016218,0.020826407,0.022258647
3,0.205,0.019149,0.0242892,0.020559,0.0159228,0.021009065,0.022416332
3,0.205,0.019359,0.0223992,0.02071,0.0161136,0.021218669,0.022567029
3,0.205,0.019422,0.0242172,0.020879,0.0152784,0.02128155,0.022735687
3,0.205,0.019547,0.0276156,0.021048,0.0129852,0.021406312,0.022904342
3,0.205,0.019631,0.0297288,0.021286,0.0110232,0.021490151,0.023141853
3,0.205,0.019772,0.0319716,0.02145,0.0106776,0.021630879,0.023305513
3,0.205,0.019947,0.0335808,0.021619,0.0112392,0.02180554,0.02347416
3,0.205,0.020148,0.0308412,0.021775,0.012168,0.022006147,0.023629832
3,0.205,0.020357,0.0286128,0.021913,0.0124956,0.022214734,0.02376754
3,0.205,0.02049,0.029556,0.022101,0.0128124,0.02234747,0.02395514
3,0.205,0.02059,0.0305352,0.022264,0.012906,0.02244727,0.02411779
3,0.205,0.020766,0.0318456,0.022427,0.01332,0.022622916,0.024280438
3,0.205,0.020933,0.0353628,0.022591,0.0142452,0.022789577,0.024444081
3,0.205,0.021009,0.0373356,0.022754,0.0151452,0.022865422,0.024606725
3,0.205,0.021166,0.0401076,0.022905,0.0154512,0.023022101,0.024757392
3,0.205,0.021248,0.0429588,0.02308,0.0141984,0.023103932,0.024932004
3,0.205,0.021362,0.0463212,0.023244,0.0117252,0.023217696,0.025095638
3,0.205,0.021434,0.0491184,0.023443,0.0098964,0.023289546,0.02529419
3,0.205,0.021528,0.0526536,0.023629,0.0094824,0.023383351,0.025479769
3,0.205,0.021596,0.0545472,0.023792,0.0108648,0.023451208,0.025642397
3,0.205,0.02177,0.0564192,0.023955,0.0120672,0.023624843,0.025805022
3,0.205,0.021956,0.0576792,0.024111,0.0126792,0.023810449,0.025960662
3,0.205,0.022031,0.055872,0.024281,0.0129564,0.023885289,0.026130267
3,0.205,0.022176,0.0533556,0.024444,0.0119304,0.024029979,0.026292885
3,0.205,0.022346,0.0512172,0.024615,0.0117684,0.024199613,0.026463483
3,0.205,0.0224,0.0494208,0.02477,0.0123948,0.024253497,0.026618116
3,0.205,0.022478,0.0469152,0.024934,0.0128628,0.024331327,0.026781725
3,0.205,0.022571,0.0428436,0.025092,0.0131868,0.024424125,0.026939346
3,0.205,0.022683,0.0393444,0.02526,0.0130464,0.02453588,0.027106941
3,0.205,0.022766,0.0367344,0.025423,0.0125208,0.024618698,0.027269546
3,0.205,0.022956,0.0336672,0.02559,0.0122472,0.024808279,0.027436138
3,0.205,0.023114,0.0350424,0.025755,0.011394,0.024965928,0.027600733
3,0.205,0.023201,0.0366084,0.025911,0.0107748,0.025052734,0.027756347
3,0.205,0.023354,0.0386928,0.026075,0.0112104,0.025205391,0.02791994
3,0.205,0.023457,0.0411444,0.026239,0.0120672,0.025308158,0.02808353
3,0.205,0.023568,0.0435564,0.026416,0.0128844,0.025418907,0.028260085
3,0.205,0.023752,0.044532,0.02657,0.0131256,0.025602488,0.028413696
3,0.205,0.023884,0.0452412,0.026728,0.0131328,0.025734186,0.028571294
3,0.205,0.023983,0.0451692,0.026891,0.0133344,0.025832958,0.028733877
3,0.205,0.024156,0.04257,0.027054,0.0140256,0.026005558,0.028896458
3,0.205,0.024323,0.0404676,0.027254,0.0141768,0.026172169,0.029095941
3,0.205,0.024395,0.0391212,0.027412,0.01332,0.026244,0.029253529
3,0.205,0.024562,0.0362556,0.027568,0.012042,0.026410608,0.029409121
3,0.205,0.024781,0.0351396,0.027715,0.0114588,0.02662909,0.029555734
3,0.205,0.024781,0.0337104,0.027882,0.0114876,0.02662909,0.029722293
3,0.205,0.024948,0.0369612,0.028047,0.0117936,0.026795691,0.029886854
3,0.205,0.025111,0.03915,0.028215,0.0124596,0.026958301,0.030054405
3,0.205,0.025191,0.0408312,0.02838,0.013176,0.027038108,0.030218961
3,0.205,0.025348,0.0429228,0.028528,0.0138672,0.027194728,0.030366561
3,0.205,0.025541,0.0451836,0.028699,0.0140508,0.027387258,0.030537097
3,0.205,0.025631,0.0470736,0.028862,0.0138096,0.027477037,0.030699651
3,0.205,0.025776,0.0493668,0.029056,0.0129096,0.027621681,0.030893118
3,0.205,0.025946,0.0497124,0.029235,0.0126072,0.027791261,0.031071623
3,0.205,0.026155,0.047718,0.029382,0.0131148,0.02799974,0.031218215
3,0.205,0.026346,0.0455832,0.029535,0.0136152,0.028190261,0.031370788
3,0.205,0.026508,0.0461628,0.029705,0.0140472,0.028351853,0.031540311
3,0.205,0.026665,0.0466416,0.029871,0.0143316,0.028508454,0.031705843
3,0.205,0.0268,0.0464328,0.03004,0.0141336,0.02864311,0.031874363
3,0.205,0.026977,0.0459432,0.030208,0.0138384,0.028819656,0.032041884
3,0.205,0.027155,0.0434304,0.030363,0.014202,0.028997197,0.03219644
3,0.205,0.027325,0.0437112,0.03052,0.0139968,0.029166756,0.032352988
3,0.205,0.027459,0.0438192,0.030686,0.0139752,0.029300407,0.032518508
3,0.205,0.027514,0.0431208,0.03085,0.0138708,0.029355263,0.032682031
3,0.205,0.027657,0.0438624,0.031053,0.0136656,0.029497887,0.032884437
3,0.205,0.027809,0.0439128,0.031225,0.013446,0.029649486,0.033055932
3,0.205,0.027973,0.0428112,0.031371,0.0133812,0.029813051,0.0332015
3,0.205,0.028153,0.0423972,0.031521,0.0132372,0.029992571,0.033351055
3,0.205,0.028348,0.0409824,0.031696,0.01314,0.030187047,0.033525533
3,0.205,0.028501,0.0406764,0.031859,0.0132876,0.030339634,0.033688044
3,0.205,0.028636,0.0408672,0.032026,0.013428,0.030474268,0.033854541
3,0.205,0.0288,0.0413676,0.032189,0.0133344,0.030637821,0.034017048
3,0.205,0.028969,0.0423468,0.032348,0.0134028,0.030806358,0.034175564
3,0.205,0.029168,0.0430164,0.032505,0.0133416,0.031004809,0.034332085
3,0.205,0.029349,0.0413676,0.032674,0.0137808,0.031185307,0.034500566
3,0.205,0.02949,0.0403308,0.032854,0.0139428,0.031325914,0.034680011
3,0.205,0.029637,0.0397728,0.033063,0.0139932,0.031472502,0.034888362
3,0.205,0.029799,0.0393696,0.033228,0.014112,0.031634046,0.035052848
3,0.205,0.029969,0.0394236,0.033386,0.0142632,0.031803565,0.035210353
3,0.205,0.030183,0.039366,0.033539,0.0142524,0.032016956,0.035362871
3,0.205,0.030373,0.038556,0.033696,0.014472,0.032206411,0.035519375
3,0.205,0.030561,0.03843,0.033877,0.0142452,0.03239387,0.0356998
3,0.205,0.030771,0.037674,0.034068,0.0144324,0.032603261,0.035890191
3,0.205,0.030942,0.0373788,0.034265,0.0136368,0.032773762,0.036086558
3,0.205,0.031088,0.037332,0.034428,0.0138888,0.032919335,0.036249033
3,0.205,0.031241,0.0372636,0.034577,0.0141012,0.033071884,0.03639755
3,0.205,0.031409,0.037728,0.034719,0.0140688,0.033239388,0.036539088
3,0.205,0.031582,0.0378756,0.034896,0.013968,0.033411873,0.03671551
3,0.205,0.031768,0.0373968,0.035063,0.0138708,0.033597317,0.036881962
3,0.205,0.031964,0.0371376,0.035243,0.0136728,0.033792728,0.037061369
3,0.205,0.032182,0.0371772,0.035388,0.0140292,0.034010069,0.037205889
3,0.205,0.032371,0.03708,0.035551,0.0140976,0.034198494,0.037368347
3,0.205,0.032585,0.0371484,0.035703,0.01386,0.03441184,0.037519839
3,0.205,0.032781,0.0367668,0.035881,0.0132156,0.034607236,0.037697243
3,0.205,0.032969,0.0378036,0.036044,0.0135648,0.034794655,0.037859693
3,0.205,0.033141,0.0383904,0.036222,0.0134892,0.034966119,0.038037091
3,0.205,0.033297,0.0386028,0.036367,0.0144468,0.035121632,0.038181599
3,0.205,0.033439,0.0385344,0.036517,0.0150624,0.035263186,0.038331087
3,0.205,0.033619,0.0373392,0.036681,0.0150336,0.035442619,0.038494525
3,0.205,0.033785,0.0372852,0.036857,0.0151776,0.035608093,0.03866992
3,0.205,0.034001,0.0380268,0.037059,0.0145512,0.035823405,0.038871222
3,0.205,0.03417,0.0389988,0.037231,0.0140544,0.035991864,0.039042624
3,0.205,0.034386,0.0383076,0.03738,0.0142992,0.036207168,0.039191105
3,0.205,0.034569,0.0361404,0.037527,0.0143208,0.036389576,0.03933759
3,0.205,0.034695,0.0352296,0.037687,0.0143424,0.036515167,0.039497028
3,0.205,0.034837,0.0347436,0.037863,0.0143064,0.036656703,0.039672407
3,0.205,0.035019,0.0343368,0.038047,0.0142776,0.036838107,0.039855755
3,0.205,0.035188,0.0350568,0.038209,0.0145584,0.037006551,0.040017178
3,0.205,0.035409,0.0355752,0.038348,0.0149364,0.037226819,0.040155681
3,0.205,0.03559,0.0368424,0.038513,0.0149832,0.037407217,0.040320089
3,0.205,0.03579,0.0376452,0.038675,0.0149472,0.037606548,0.040481506
3,0.205,0.03598,0.0371052,0.038846,0.014994,0.037795909,0.040651888
3,0.205,0.036154,0.0382068,0.039053,0.0146304,0.037969322,0.040858136
3,0.205,0.03629,0.0380232,0.03926,0.0148644,0.03810486,0.04106438
3,0.205,0.036431,0.0375408,0.039461,0.0148608,0.038245381,0.041264642
3,0.205,0.036601,0.037062,0.039633,0.0148428,0.0384148,0.041436008
3,0.205,0.036788,0.0351504,0.039778,0.0151704,0.038601158,0.041580472
3,0.205,0.036996,0.0352152,0.039921,0.0149436,0.03880844,0.041722941
3,0.205,0.037176,0.0361584,0.040088,0.0150372,0.038987816,0.041889319
3,0.205,0.037343,0.0379476,0.04027,0.0153036,0.039154234,0.042070638
3,0.205,0.037499,0.0383256,,,0.039309688,
3,0.205,0.037641,0.0378576,,,0.03945119,
3,0.205,0.037801,0.0370368,,,0.039610626,
3,0.205,0.03799,0.0373536,,,0.039798957,
3,0.205,0.038161,0.0359676,,,0.039969349,
3,0.205,0.038338,0.03573,,,0.040145717,
3,0.205,0.038477,0.0353808,,,0.040284219,
3,0.205,0.038626,0.0346932,,,0.040432683,
3,0.205,0.038808,0.035388,,,0.040614025,
3,0.205,0.038989,0.0361008,,,0.040794369,
3,0.205,0.039182,0.0363996,,,0.040986665,
3,0.205,0.039362,0.035964,,,0.041166006,
3,0.205,0.0395,0.0361548,,,0.041303499,
3,0.205,0.039622,0.0359928,,,0.041425049,
3,0.205,0.039806,0.0353448,,,0.041608368,
3,0.205,0.03999,0.0348444,,,0.041791684,
3,0.205,0.040176,0.034056,,,0.04197699,
4,0.24,0.014401,0.0261972,0.014383,-0.0003744,0.016964616,0.016946643
4,0.24,0.014624,0.0243792,0.014627,0.00225,0.017187276,0.017190271
4,0.24,0.014776,0.022806,0.014792,0.0015588,0.017339042,0.017355017
4,0.24,0.014877,0.0239868,0.014996,0.0014112,0.017439885,0.017558699
4,0.24,0.015027,0.0249696,0.015203,-0.0002232,0.01758965,0.017765372
4,0.24,0.015201,0.0268956,0.015365,0.0001044,0.017763375,0.017927114
4,0.24,0.015373,0.0290628,0.015648,0.0047232,0.017935101,0.018209657
4,0.24,0.015522,0.0305064,0.015662,0.0063108,0.018083861,0.018223634
4,0.24,0.015655,0.0323964,0.015714,0.0096912,0.018216646,0.01827555
4,0.24,0.015822,0.0355464,0.015766,0.01242,0.018383373,0.018327465
4,0.24,0.016013,0.0375264,0.015855,0.0166176,0.018574058,0.018416319
4,0.24,0.016172,0.0340992,0.015915,0.0202752,0.018732793,0.01847622
4,0.24,0.016276,0.0304884,0.015967,0.023886,0.018836618,0.018528134
4,0.24,0.016401,0.0260676,0.016041,0.0274356,0.018961407,0.018602011
4,0.24,0.016485,0.0222804,0.016116,0.0307512,0.019045265,0.018676886
4,0.24,0.016561,0.0186048,0.016279,0.032652,0.019121135,0.018839613
4,0.24,0.01668,0.0163152,0.016361,0.030186,0.019239931,0.018921475
4,0.24,0.016821,0.0143136,0.016467,0.0263844,0.019380688,0.019027295
4,0.24,0.017008,0.014112,0.01654,0.0223092,0.019567363,0.019100171
4,0.24,0.017171,0.0141156,0.016642,0.0179064,0.019730077,0.019201997
4,0.24,0.017363,0.0137268,0.016746,0.0160704,0.019921737,0.019305818
4,0.24,0.017536,0.0130212,0.016904,0.0136296,0.020094428,0.019463544
4,0.24,0.01767,0.0127224,0.017068,0.0109476,0.020228187,0.019627258
4,0.24,0.01782,0.0123876,0.017232,0.00999,0.020377915,0.019790969
4,0.24,0.018,0.013554,0.017395,0.0097596,0.020557586,0.01995368
4,0.24,0.018162,0.0154188,0.017559,0.0103824,0.020719287,0.020117387
4,0.24,0.018319,0.0179208,0.017723,0.0110556,0.020875996,0.020281091
4,0.24,0.018458,0.0209628,0.017865,0.01188,0.021014736,0.020422833
4,0.24,0.018621,0.0240912,0.01805,0.0124884,0.021177429,0.020607494
4,0.24,0.018784,0.0239832,0.018214,0.0145764,0.021340119,0.020771191
4,0.24,0.018976,0.0214776,0.018394,0.0144072,0.021531752,0.020950856
4,0.24,0.019037,0.0187776,0.018541,0.01449,0.021592634,0.02109758
4,0.24,0.019139,0.0149976,0.018699,0.014706,0.021694437,0.021255281
4,0.24,0.019246,0.012798,0.018868,0.0151056,0.021801229,0.021423959
4,0.24,0.01942,0.0125892,0.019036,0.0180684,0.021974889,0.021591636
4,0.24,0.019593,0.0148608,0.019106,0.0210996,0.022147548,0.021661501
4,0.24,0.019755,0.0189504,0.019158,0.0239076,0.022309227,0.0217134
4,0.24,0.019915,0.0215388,0.01924,0.0272628,0.022468907,0.021795241
4,0.24,0.020071,0.0216828,0.019307,0.0302652,0.022624593,0.02186211
4,0.24,0.020231,0.0206028,0.019404,0.0340164,0.022784269,0.021958921
4,0.24,0.020397,0.0217152,0.01953,0.0377568,0.02294993,0.022084673
4,0.24,0.02056,0.0225216,0.019687,0.0390528,0.023112595,0.022241362
4,0.24,0.020693,0.0252072,0.019798,0.0359784,0.02324532,0.022352141
4,0.24,0.020823,0.0280152,0.019885,0.0322308,0.023375049,0.022438967
4,0.24,0.020995,0.0309744,0.019947,0.0288,0.023546689,0.022500843
4,0.24,0.021133,0.0350316,0.019999,0.0256932,0.023684398,0.022552738
4,0.24,0.02127,0.0377028,0.020062,0.0226476,0.023821107,0.022615611
4,0.24,0.021433,0.0406764,0.02017,0.0197604,0.023983759,0.022723393
4,0.24,0.021609,0.0444888,0.020285,0.0176508,0.024159381,0.022838159
4,0.24,0.021808,0.0452412,0.02046,0.0173304,0.02435795,0.023012801
4,0.24,0.021971,0.0431388,0.020618,0.0184176,0.024520595,0.023170475
4,0.24,0.02214,0.0393084,0.020758,0.016848,0.024689224,0.023310184
4,0.24,0.02226,0.0372348,0.020898,0.0143892,0.024808958,0.023449892
4,0.24,0.022437,0.0344412,0.021048,0.0111348,0.024985565,0.023599577
4,0.24,0.022595,0.0308376,0.021204,0.0078696,0.025143212,0.023755247
4,0.24,0.022761,0.0273276,0.021368,0.0071352,0.025308838,0.023918898
4,0.24,0.022898,0.0245268,0.02154,0.0067716,0.025445528,0.02409053
4,0.24,0.023042,0.0221148,0.021695,0.0067392,0.0255892,0.024245195
4,0.24,0.023204,0.023148,0.021859,0.0074988,0.025750828,0.024408839
4,0.24,0.023373,0.025218,0.022023,0.0083592,0.025919439,0.024572481
4,0.24,0.023534,0.0277344,0.022186,0.0091584,0.026080065,0.024735122
4,0.24,0.023668,0.0300564,0.02235,0.009216,0.026213752,0.024898759
4,0.24,0.023828,0.0324576,0.022513,0.0098892,0.026373377,0.025061395
4,0.24,0.023993,0.0335304,0.022677,0.0109656,0.026537987,0.025225027
4,0.24,0.024178,0.0332856,0.022841,0.0113436,0.026722548,0.025388657
4,0.24,0.024325,0.0322056,0.023004,0.0115704,0.026869196,0.025551286
4,0.24,0.024477,0.0310788,0.023146,0.0093348,0.027020831,0.025692962
4,0.24,0.02464,0.0300852,0.023287,0.007812,0.027183436,0.025833637
4,0.24,0.024807,0.0310464,0.023451,0.0069444,0.02735003,0.025997258
4,0.24,0.02497,0.033048,0.023614,0.0069408,0.027512631,0.026159879
4,0.24,0.025141,0.034002,0.023778,0.0077832,0.02768321,0.026323494
4,0.24,0.025281,0.0354456,0.023942,0.008154,0.027822863,0.026487108
4,0.24,0.025431,0.0357624,0.024105,0.0080748,0.02797249,0.026649721
4,0.24,0.025604,0.03492,0.024269,0.007992,0.028145056,0.02681333
4,0.24,0.025777,0.0362448,0.024433,0.007956,0.028317621,0.026976937
4,0.24,0.025954,0.0359424,0.024596,0.0088092,0.028494172,0.027139543
4,0.24,0.026115,0.0352872,0.02476,0.0095328,0.028654761,0.027303144
4,0.24,0.026251,0.0355572,0.024924,0.0103104,0.028790413,0.027466744
4,0.24,0.026412,0.0364212,0.025082,0.010998,0.028950998,0.027624355
4,0.24,0.026583,0.0384012,0.025251,0.011826,0.029121555,0.027792937
4,0.24,0.02675,0.0400752,0.025415,0.0120528,0.02928812,0.027956529
4,0.24,0.026975,0.0393444,0.025584,0.0122112,0.02951253,0.028125107
4,0.24,0.02716,0.0371304,0.02575,0.0112968,0.029697041,0.028290689
4,0.24,0.027279,0.0370512,0.025906,0.010656,0.029815725,0.028446294
4,0.24,0.027431,0.0369972,0.026069,0.010854,0.02996732,0.028608879
4,0.24,0.027596,0.03744,0.026233,0.01152,0.030131877,0.028772459
4,0.24,0.027774,0.0361296,0.026397,0.0119124,0.030309397,0.028936037
4,0.24,0.027937,0.0343944,0.026566,0.0108,0.030471955,0.029104599
4,0.24,0.028104,0.034146,0.026727,0.0101412,0.0306385,0.02926518
4,0.24,0.028245,0.0340848,0.026888,0.009936,0.030779114,0.029425758
4,0.24,0.028417,0.0348552,0.027051,0.010206,0.03095064,0.029588329
4,0.24,0.028581,0.0363348,0.027215,0.0108972,0.031114186,0.029751895
4,0.24,0.028775,0.0349812,0.027379,0.0120024,0.031307646,0.029915458
4,0.24,0.028938,0.03447,0.027549,0.0119664,0.031470189,0.030085003
4,0.24,0.029084,0.0335556,0.027706,0.0123696,0.031615779,0.030241581
4,0.24,0.02924,0.0320256,0.027856,0.012672,0.031771338,0.030391175
4,0.24,0.029404,0.0318024,0.02803,0.0127872,0.031934872,0.030564702
4,0.24,0.029576,0.0313272,0.028198,0.0133776,0.03210638,0.030732243
4,0.24,0.029756,0.0319068,0.02839,0.0139104,0.032285863,0.030923715
4,0.24,0.029947,0.0307116,0.02856,0.0135036,0.032476312,0.031093244
4,0.24,0.03011,0.0293004,0.028718,0.0140328,0.032638838,0.031250805
4,0.24,0.030255,0.0284868,0.028876,0.0143892,0.032783415,0.031408363
4,0.24,0.030424,0.0284976,0.029045,0.0149364,0.03295192,0.031576889
4,0.24,0.030591,0.0298764,0.029209,0.015732,0.033118428,0.031740425
4,0.24,0.030762,0.0306864,0.029395,0.0151344,0.033288921,0.031925897
4,0.24,0.030936,0.0308088,0.029541,0.0149904,0.033462403,0.03207148
4,0.24,0.031084,0.0305064,0.0297,0.0149004,0.03360996,0.032230024
4,0.24,0.031245,0.030762,0.029855,0.0146808,0.033770477,0.032384578
4,0.24,0.031408,0.031788,0.030027,0.0152136,0.033932984,0.03255608
4,0.24,0.031573,0.03375,0.030191,0.015642,0.034097484,0.032719602
4,0.24,0.031761,0.033246,0.030376,0.01575,0.034284911,0.032904061
4,0.24,0.031907,0.033534,0.030518,0.0159264,0.034430463,0.033045643
4,0.24,0.032044,0.03312,0.030669,0.015912,0.034567042,0.033196197
4,0.24,0.032222,0.0312084,0.030845,0.015732,0.034744492,0.033371674
4,0.24,0.032384,0.0322596,0.031009,0.0164412,0.034905988,0.033535185
4,0.24,0.032577,0.0310464,0.03121,0.0160812,0.035098386,0.033735582
4,0.24,0.032735,0.030384,0.031396,0.0164412,0.03525589,0.033921021
4,0.24,0.032892,0.0297216,0.031548,0.0158508,0.035412396,0.03407256
4,0.24,0.033044,0.0290412,0.03171,0.015444,0.035563914,0.034234066
4,0.24,0.033212,0.0300996,0.031872,0.01566,0.03573138,0.034395571
4,0.24,0.033377,0.030798,0.032036,0.0155556,0.035895853,0.034559066
4,0.24,0.033583,0.0308736,0.032199,0.0160848,0.036101192,0.034721563
4,0.24,0.033772,0.0296892,0.032408,0.016002,0.036289582,0.034929914
4,0.24,0.033907,0.0295524,0.032601,0.0161244,0.036424144,0.035122311
4,0.24,0.034044,0.0293256,0.032809,0.0161568,0.036560699,0.035329657
4,0.24,0.034218,0.0287784,0.032973,0.0165564,0.03673413,0.035493139
4,0.24,0.034382,0.029376,0.033142,0.0169668,0.036897592,0.035661603
4,0.24,0.034601,0.0288792,0.033295,0.0173088,0.037115869,0.035814116
4,0.24,0.034783,0.0285516,0.033456,0.0179964,0.037297265,0.0359746
