qv,q2,ex,nu,W2,RLTOT,RTTOT
1.65879,2.75,0.01325,0.03961,-1.795313790411,-52163.21850903552,37379.05457559861
1.65879,2.75,0.0135,0.03986,-1.794844653911,-52093.88370540913,37329.84146685777
1.6588,2.75,0.01375,0.04011,-1.7943755174109999,-52024.628927765894,37280.684601051114
1.6588,2.75,0.014,0.04036,-1.7939063809109999,-51955.45409754686,37231.58392352856
1.65881,2.75,0.01425,0.04061,-1.7934372444109998,-51886.359136256826,37182.53937968395
1.65882,2.75,0.0145,0.04086,-1.7929681079109998,-51817.343965464366,37133.550914954925
1.65882,2.75,0.01475,0.04111,-1.792498971411,-51748.40850680171,37084.61847482307
1.65883,2.75,0.015,0.04136,-1.792029834911,-51679.55268196465,37035.74200481365
1.65883,2.75,0.01525,0.04161,-1.791560698411,-51610.77641271268,36986.921450495785
1.65884,2.75,0.0155,0.04186,-1.791091561911,-51542.079620868826,36938.15675748235
1.65885,2.75,0.01575,0.04211,-1.790622425411,-51473.46222831963,36889.447871429926
1.65885,2.75,0.016,0.04236,-1.7901532889110001,-51404.92415701513,36840.794738038836
1.65886,2.75,0.01625,0.04261,-1.789684152411,-51336.46532896868,36792.19730305295
1.65887,2.75,0.0165,0.04286,-1.789215015911,-51268.0856662572,36743.65551225991
1.65887,2.75,0.01675,0.04311,-1.788745879411,-51199.78509102086,36695.16931149093
1.65888,2.75,0.017,0.04336,-1.788276742911,-51131.563525463185,36646.738646620775
1.65889,2.75,0.01725,0.04361,-1.787807606411,-51063.42089185094,36598.363463567825
1.65889,2.75,0.0175,0.04386,-1.787338469911,-50995.357112514146,36550.04370829394
1.6589,2.75,0.01775,0.04411,-1.786869333411,-50927.37210984601,36501.77932680451
1.65891,2.75,0.018,0.04436,-1.786400196911,-50859.46580630287,36453.57026514838
1.65891,2.75,0.01825,0.04461,-1.785931060411,-50791.638124404206,36405.416469417876
1.65892,2.75,0.0185,0.04486,-1.785461923911,-50723.88898673254,36357.317885748715
1.65893,2.75,0.01875,0.04511,-1.7849927874109999,-50656.21831593342,36309.27446031999
1.65893,2.75,0.019,0.04536,-1.7845236509109998,-50588.6260347154,36261.28613935418
1.65894,2.75,0.01925,0.04561,-1.7840545144109998,-50521.11206584999,36213.35286911712
1.65895,2.75,0.0195,0.04586,-1.783585377911,-50453.67633217157,36165.47459591794
1.65895,2.75,0.01975,0.04611,-1.783116241411,-50386.31875657737,36117.65126610899
1.65896,2.75,0.02,0.04636,-1.782647104911,-50319.039262027494,36069.88282608595
1.65897,2.75,0.02025,0.04661,-1.782177968411,-50251.83777154479,36022.169222287695
1.65897,2.75,0.0205,0.04686,-1.781708831911,-50184.71420821491,35974.51040119631
1.65898,2.75,0.02075,0.04711,-1.781239695411,-50117.66849518613,35926.90630933702
1.65899,2.75,0.021,0.04736,-1.7807705589110001,-50050.70055566946,35879.35689327826
1.659,2.75,0.02125,0.04761,-1.780301422411,-49983.81031293843,35831.86209963146
1.659,2.75,0.0215,0.04786,-1.779832285911,-49916.99769032925,35784.42187505124
1.65901,2.75,0.02175,0.04811,-1.779363149411,-49850.26261124065,35737.03616623524
1.65902,2.75,0.022,0.04836,-1.778894012911,-49783.60499913382,35689.70491992415
1.65902,2.75,0.02225,0.04861,-1.778424876411,-49717.02477753243,35642.428082901635
1.65903,2.75,0.0225,0.04886,-1.777955739911,-49650.5218700226,35595.20560199438
1.65904,2.75,0.02275,0.04911,-1.777486603411,-49584.09620025275,35548.03742407196
1.65905,2.75,0.023,0.04936,-1.777017466911,-49517.74769193373,35500.923496046926
1.65905,2.75,0.02325,0.04961,-1.776548330411,-49451.476268838625,35453.86376487468
1.65906,2.75,0.0235,0.04986,-1.7760791939109999,-49385.28185480281,35406.85817755355
1.65907,2.75,0.02375,0.05011,-1.7756100574109999,-49319.164373723834,35359.90668112461
1.65908,2.75,0.024,0.05036,-1.7751409209109998,-49253.12374956147,35313.00922267184
1.65908,2.75,0.02425,0.05061,-1.7746717844109998,-49187.1599063376,35266.165749321946
1.65909,2.75,0.0245,0.05086,-1.774202647911,-49121.27276813625,35219.37620824443
1.6591,2.75,0.02475,0.05111,-1.773733511411,-49055.46225910338,35172.64054665146
1.65911,2.75,0.025,0.05136,-1.773264374911,-48989.72830344711,35125.95871179796
1.65912,2.75,0.02525,0.05161,-1.772795238411,-48924.07082543743,35079.33065098153
1.65912,2.75,0.0255,0.05186,-1.772326101911,-48858.489749406326,35032.756311542376
1.65913,2.75,0.02575,0.05211,-1.7718569654110001,-48792.984999747685,34986.23564086339
1.65914,2.75,0.026,0.05236,-1.771387828911,-48727.55650091714,34939.76858636998
1.65915,2.75,0.02625,0.05261,-1.770918692411,-48662.20417743228,34893.355095530154
1.65915,2.75,0.0265,0.05286,-1.770449555911,-48596.927953872386,34846.995115854465
1.65916,2.75,0.02675,0.05311,-1.769980419411,-48531.72775487851,34800.68859489596
1.65917,2.75,0.027,0.05336,-1.769511282911,-48466.603505153354,34754.43548025019
1.65918,2.75,0.02725,0.05361,-1.769042146411,-48401.55512946131,34708.23571955514
1.65919,2.75,0.0275,0.05386,-1.768573009911,-48336.582552628395,34662.08926049123
1.65919,2.75,0.02775,0.05411,-1.768103873411,-48271.685699542155,34615.99605078128
1.6592,2.75,0.028,0.05436,-1.767634736911,-48206.86449515168,34569.956038190496
1.65921,2.75,0.02825,0.05461,-1.767165600411,-48142.118864467615,34523.96917052642
1.65922,2.75,0.0285,0.05486,-1.7666964639109999,-48077.44873256194,34478.0353956389
1.65923,2.75,0.02875,0.05511,-1.7662273274109999,-48012.854024568194,34432.1546614201
1.65924,2.75,0.029,0.05536,-1.7657581909109998,-47948.33466568116,34386.32691580442
1.65924,2.75,0.02925,0.05561,-1.7652890544109998,-47883.890581157044,34340.552106768555
1.65925,2.75,0.0295,0.05586,-1.764819917911,-47819.52169631329,34294.83018233136
1.65926,2.75,0.02975,0.05611,-1.764350781411,-47755.22793652861,34249.16109055383
1.65927,2.75,0.03,0.05636,-1.763881644911,-47691.009227242925,34203.54477953922
1.65928,2.75,0.03025,0.05661,-1.763412508411,-47626.86549395737,34157.98119743285
1.65929,2.75,0.0305,0.05686,-1.762943371911,-47562.79666223418,34112.470292422164
1.6593,2.75,0.03075,0.05711,-1.762474235411,-47498.802657696666,34067.01201273665
1.6593,2.75,0.031,0.05736,-1.762005098911,-47434.88340602929,34021.60630664792
1.65931,2.75,0.03125,0.05761,-1.761535962411,-47371.038832977356,33976.25312246948
1.65932,2.75,0.0315,0.05786,-1.761066825911,-47307.26886434729,33930.95240855695
1.65933,2.75,0.03175,0.05811,-1.760597689411,-47243.573426006405,33885.70411330783
1.65934,2.75,0.032,0.05836,-1.760128552911,-47179.95244388292,33840.50818516163
1.65935,2.75,0.03225,0.05861,-1.759659416411,-47116.40584396588,33795.36457259972
1.65936,2.75,0.0325,0.05886,-1.759190279911,-47052.9335523052,33750.273224145385
1.65937,2.75,0.03275,0.05911,-1.758721143411,-46989.535495011514,33705.23408836375
1.65937,2.75,0.033,0.05936,-1.758252006911,-46926.21159825623,33660.2471138635
1.65938,2.75,0.03325,0.05961,-1.757782870411,-46862.961788271445,33615.312249315044
1.65939,2.75,0.0335,0.05986,-1.7573137339109999,-46799.78599134991,33570.429443372086
1.6594,2.75,0.03375,0.06011,-1.7568445974109999,-46736.68413384499,33525.598644778
1.65941,2.75,0.034,0.06036,-1.7563754609109998,-46673.65614217062,33480.81980230811
1.65942,2.75,0.03425,0.06061,-1.755906324411,-46610.70194280135,33436.09286477853
1.65943,2.75,0.0345,0.06086,-1.755437187911,-46547.821462272084,33391.41778104682
1.65944,2.75,0.03475,0.06111,-1.754968051411,-46485.01462717832,33346.79450001223
1.65945,2.75,0.035,0.06136,-1.754498914911,-46422.281364175906,33302.22297061538
1.65946,2.75,0.03525,0.06161,-1.754029778411,-46359.621599981096,33257.703141838625
1.65947,2.75,0.0355,0.06186,-1.753560641911,-46297.03526137049,33213.23496270584
1.65948,2.75,0.03575,0.06211,-1.7530915054110001,-46234.522275181,33168.81838228248
1.65948,2.75,0.036,0.06236,-1.752622368911,-46172.082568309736,33124.45334967534
1.65949,2.75,0.03625,0.06261,-1.752153232411,-46109.71606771412,33080.139814031754
1.6595,2.75,0.0365,0.06286,-1.751684095911,-46047.422700411684,33035.87772454348
1.65951,2.75,0.03675,0.06311,-1.751214959411,-45985.20239348015,32991.667030439756
1.65952,2.75,0.037,0.06336,-1.750745822911,-45923.05507405733,32947.50768099514
1.65953,2.75,0.03725,0.06361,-1.750276686411,-45860.98066934113,32903.399625521604
1.65954,2.75,0.0375,0.06386,-1.749807549911,-45798.9791065894,32859.34281337648
1.65955,2.75,0.03775,0.06411,-1.749338413411,-45737.05031312011,32815.33719395444
1.65956,2.75,0.038,0.06436,-1.748869276911,-45675.19421631106,32771.38271669537
1.65957,2.75,0.03825,0.06461,-1.748400140411,-45613.4107436,32727.47933107249
1.65958,2.75,0.0385,0.06486,-1.7479310039109999,-45551.69982248456,32683.626986612253
1.65959,2.75,0.03875,0.06511,-1.7474618674109998,-45490.061380522195,32639.825632875305
1.6596,2.75,0.039,0.06536,-1.746992730911,-45428.495345330186,32596.075219463502
1.65961,2.75,0.03925,0.06561,-1.746523594411,-45367.00164458545,32552.375696022827
1.65962,2.75,0.0395,0.06586,-1.746054457911,-45305.58020602475,32508.727012237407
1.65963,2.75,0.03975,0.06611,-1.745585321411,-45244.230957444466,32465.12911783251
1.65964,2.75,0.04,0.06636,-1.745116184911,-45182.9538267006,32421.58196257745
1.65965,2.75,0.04025,0.06661,-1.744647048411,-45121.74874170879,32378.085496279604
1.65966,2.75,0.0405,0.06686,-1.744177911911,-45060.61563044418,32334.63966878738
1.65967,2.75,0.04075,0.06711,-1.743708775411,-44999.55442094149,32291.24442999317
1.65968,2.75,0.041,0.06736,-1.7432396389109999,-44938.565041294874,32247.899729827375
1.65969,2.75,0.04125,0.06761,-1.742770502411,-44877.64741965796,32204.605518261327
1.6597,2.75,0.0415,0.06786,-1.742301365911,-44816.80148424372,32161.361745310227
1.65971,2.75,0.04175,0.06811,-1.741832229411,-44756.02716332453,32118.168361027245
1.65972,2.75,0.042,0.06836,-1.741363092911,-44695.3243852321,32075.02531550638
1.65973,2.75,0.04225,0.06861,-1.740893956411,-44634.69307835741,32031.9325588855
1.65974,2.75,0.0425,0.06886,-1.740424819911,-44574.13317115067,31988.89004134026
1.65975,2.75,0.04275,0.06911,-1.739955683411,-44513.64459212132,31945.897713088103
1.65976,2.75,0.043,0.06936,-1.739486546911,-44453.22726983796,31902.955524386245
1.65977,2.75,0.04325,0.06961,-1.7390174104109999,-44392.88113292828,31860.063425535638
1.65978,2.75,0.0435,0.06986,-1.7385482739109999,-44332.60611007914,31817.22136687494
1.65979,2.75,0.04375,0.07011,-1.7380791374109998,-44272.40213003637,31774.429298783492
1.6598,2.75,0.044,0.07036,-1.737610000911,-44212.26912160489,31731.68717168431
1.65981,2.75,0.04425,0.07061,-1.737140864411,-44152.20701364849,31688.99493603797
1.65983,2.75,0.0445,0.07086,-1.736671727911,-44092.21573508998,31646.35254234572
1.65984,2.75,0.04475,0.07111,-1.736202591411,-44032.29521491105,31603.759941152384
1.65985,2.75,0.045,0.07136,-1.735733454911,-43972.44538215223,31561.217083040305
1.65986,2.75,0.04525,0.07161,-1.735264318411,-43912.66616591287,31518.723918633343
1.65987,2.75,0.0455,0.07186,-1.734795181911,-43852.95749535111,31476.280398594892
1.65988,2.75,0.04575,0.07211,-1.7343260454109999,-43793.31929968382,31433.886473631796
1.65989,2.75,0.046,0.07236,-1.733856908911,-43733.751508186615,31391.54209448837
1.6599,2.75,0.04625,0.07261,-1.733387772411,-43674.25405019367,31349.247211950278
1.65991,2.75,0.0465,0.07286,-1.732918635911,-43614.826855097876,31307.001776842644
1.65992,2.75,0.04675,0.07311,-1.732449499411,-43555.469852350696,31264.805740033924
1.65993,2.75,0.047,0.07336,-1.731980362911,-43496.18297146212,31222.659052429943
1.65995,2.75,0.04725,0.07361,-1.731511226411,-43436.966142000674,31180.561664976813
1.65996,2.75,0.0475,0.07386,-1.731042089911,-43377.81929359332,31138.513528663945
1.65997,2.75,0.04775,0.07411,-1.730572953411,-43318.74235592548,31096.514594517997
1.65998,2.75,0.048,0.07436,-1.730103816911,-43259.73525874095,31054.56481360688
1.65999,2.75,0.04825,0.07461,-1.7296346804109999,-43200.797931841924,31012.664137037715
1.66,2.75,0.0485,0.07486,-1.7291655439109999,-43141.930305088834,30970.812515960763
1.66001,2.75,0.04875,0.07511,-1.728696407411,-43083.13230840048,30929.009901563528
1.66002,2.75,0.049,0.07536,-1.728227270911,-43024.40387175382,30887.25624507453
1.66004,2.75,0.04925,0.07561,-1.727758134411,-42965.74492518407,30845.551497761477
1.66005,2.75,0.0495,0.07586,-1.727288997911,-42907.155398784584,30803.89561093513
1.66006,2.75,0.04975,0.07611,-1.726819861411,-42848.635222706864,30762.2885359433
1.66007,2.75,0.05,0.07636,-1.726350724911,-42790.18432716046,30720.73022417481
1.66008,2.75,0.05025,0.07661,-1.725881588411,-42731.80264241303,30679.220627058505
1.66009,2.75,0.0505,0.07686,-1.725412451911,-42673.49009879016,30637.75969606219
1.6601,2.75,0.05075,0.07711,-1.7249433154109999,-42615.24662667548,30596.347382696622
1.66012,2.75,0.051,0.07736,-1.724474178911,-42557.072156510534,30554.98363850951
1.66013,2.75,0.05125,0.07761,-1.724005042411,-42498.96661879472,30513.668415089356
