qv,q2,ex,nu,W2,RLTOT,RTTOT
1.80332,3.25,0.01325,0.0444,-2.286325135071,443.9576310853194,-485.81014605723436
1.80333,3.25,0.0135,0.04465,-2.285855998571,443.2086799706997,-484.9905902597732
1.80333,3.25,0.01375,0.0449,-2.285386862071,442.46083573715754,-484.1722456906371
1.80334,3.25,0.014,0.04515,-2.284917725571,441.7140969807238,-483.355110813503
1.80335,3.25,0.01425,0.0454,-2.2844485890710002,440.96846229891605,-482.53918409367424
1.80335,3.25,0.0145,0.04565,-2.2839794525709998,440.22393029073345,-481.724463998076
1.80336,3.25,0.01475,0.0459,-2.283510316071,439.48049955666437,-480.9109489952621
1.80337,3.25,0.015,0.04615,-2.2830411795709997,438.73816869867295,-480.09863755540266
1.80337,3.25,0.01525,0.0464,-2.282572043071,437.99693632021075,-479.28752815029395
1.80338,3.25,0.0155,0.04665,-2.282102906571,437.25680102620356,-478.4776192533465
1.80339,3.25,0.01575,0.0469,-2.281633770071,436.51776142305914,-477.66890933959166
1.80339,3.25,0.016,0.04715,-2.281164633571,435.7798161186609,-476.861396885677
1.8034,3.25,0.01625,0.0474,-2.280695497071,435.04296372236905,-476.0550803698644
1.80341,3.25,0.0165,0.04765,-2.280226360571,434.3072028450183,-475.24995827203
1.80341,3.25,0.01675,0.0479,-2.279757224071,433.5725320989168,-474.4460290736625
1.80342,3.25,0.017,0.04815,-2.279288087571,432.8389500978449,-473.6432912578612
1.80343,3.25,0.01725,0.0484,-2.278818951071,432.10645545705376,-472.8417433093354
1.80343,3.25,0.0175,0.04865,-2.278349814571,431.3750467932648,-472.04138371440246
1.80344,3.25,0.01775,0.0489,-2.277880678071,430.6447227246677,-471.24221096098677
1.80345,3.25,0.018,0.04915,-2.277411541571,429.9154818709189,-470.44422353861836
1.80345,3.25,0.01825,0.0494,-2.276942405071,429.18732285314144,-469.6474199384312
1.80346,3.25,0.0185,0.04965,-2.276473268571,428.4602442939231,-468.85179865316246
1.80347,3.25,0.01875,0.0499,-2.276004132071,427.73424481731456,-468.0573581771503
1.80347,3.25,0.019,0.05015,-2.275534995571,427.00932304882934,-467.2640970063334
1.80348,3.25,0.01925,0.0504,-2.275065859071,426.2854776154417,-466.47201363824877
1.80349,3.25,0.0195,0.05065,-2.274596722571,425.5627071455864,-465.68110657203204
1.80349,3.25,0.01975,0.0509,-2.2741275860709997,424.8410102691541,-464.8913743084113
1.8035,3.25,0.02,0.05115,-2.273658449571,424.1203856174972,-464.10281534971506
1.80351,3.25,0.02025,0.0514,-2.2731893130709997,423.4008318234189,-463.31542819985884
1.80352,3.25,0.0205,0.05165,-2.272720176571,422.68234752118275,-462.5292113643561
1.80352,3.25,0.02075,0.0519,-2.272251040071,421.9649313465005,-461.7441633503056
1.80353,3.25,0.021,0.05215,-2.271781903571,421.24858193654006,-460.96028266639826
1.80354,3.25,0.02125,0.0524,-2.271312767071,420.5332979299185,-460.17756782291275
1.80354,3.25,0.0215,0.05265,-2.270843630571,419.8190779667035,-459.3960173317132
1.80355,3.25,0.02175,0.0529,-2.270374494071,419.10592068841095,-458.6156297062497
1.80356,3.25,0.022,0.05315,-2.269905357571,418.3938247380044,-457.8364034615559
1.80357,3.25,0.02225,0.0534,-2.269436221071,417.6827887598932,-457.05833711424776
1.80357,3.25,0.0225,0.05365,-2.268967084571,416.9728113999319,-456.28142918252263
1.80358,3.25,0.02275,0.0539,-2.268497948071,416.26389130541867,-455.50567818615724
1.80359,3.25,0.023,0.05415,-2.268028811571,415.5560271250937,-454.7310826465072
1.8036,3.25,0.02325,0.0544,-2.267559675071,414.84921750913907,-453.9576410865046
1.8036,3.25,0.0235,0.05465,-2.267090538571,414.14346110917603,-453.18535203065784
1.80361,3.25,0.02375,0.0549,-2.266621402071,413.43875657826504,-452.4142140050492
1.80362,3.25,0.024,0.05515,-2.266152265571,412.73510257090413,-451.6442255373342
1.80363,3.25,0.02425,0.0554,-2.2656831290710002,412.0324977430279,-450.87538515674066
1.80363,3.25,0.0245,0.05565,-2.2652139925709998,411.330940752004,-450.1076913940639
1.80364,3.25,0.02475,0.0559,-2.264744856071,410.6304302566373,-449.3411427816734
1.80365,3.25,0.025,0.05615,-2.2642757195709997,409.93096491716125,-448.57573785350024
1.80366,3.25,0.02525,0.0564,-2.263806583071,409.23254339524533,-447.8114751450475
1.80367,3.25,0.0255,0.05665,-2.263337446571,408.53516435398456,-447.0483531933786
1.80367,3.25,0.02575,0.0569,-2.262868310071,407.83882645790567,-446.2863705371233
1.80368,3.25,0.026,0.05715,-2.262399173571,407.14352837296246,-445.52552571647254
1.80369,3.25,0.02625,0.0574,-2.261930037071,406.4492687665348,-444.76581727317864
1.8037,3.25,0.0265,0.05765,-2.261460900571,405.75604630742805,-444.00724375055324
1.80371,3.25,0.02675,0.0579,-2.260991764071,405.06385966587175,-443.2498036934665
1.80371,3.25,0.027,0.05815,-2.260522627571,404.37270751351804,-442.4934956483454
1.80372,3.25,0.02725,0.0584,-2.260053491071,403.6825885234407,-441.7383181631725
1.80373,3.25,0.0275,0.05865,-2.259584354571,402.9935013701338,-440.98426978748444
1.80374,3.25,0.02775,0.0589,-2.259115218071,402.30544472951067,-440.2313490723712
