qv,q2,ex,nu,W2,RLTOT,RTTOT
1.11832,1.25,0.01325,0.02523,-0.32229852189099994,898.4151089556661,-185.78747033635364
1.11832,1.25,0.0135,0.02548,-0.3218293853909999,896.716293495771,-185.40646573520746
1.11833,1.25,0.01375,0.02573,-0.321360248891,895.0201278328944,-185.026084508035
1.11834,1.25,0.014,0.02598,-0.320891112391,893.3266086174842,-184.646325848364
1.11834,1.25,0.01425,0.02623,-0.32042197589099997,891.6357325033443,-184.26718895053637
1.11835,1.25,0.0145,0.02648,-0.31995283939099994,889.9474961476297,-183.88867300970793
1.11835,1.25,0.01475,0.02673,-0.3194837028909999,888.2618962108452,-183.51077722184723
1.11836,1.25,0.015,0.02698,-0.319014566391,886.5789293568428,-183.13350078373554
1.11837,1.25,0.01525,0.02723,-0.318545429891,884.8985922528174,-182.75684289296547
1.11837,1.25,0.0155,0.02748,-0.31807629339099996,883.2208815693074,-182.38080274794112
1.11838,1.25,0.01575,0.02773,-0.31760715689099994,881.5457939801897,-182.00537954787706
1.11838,1.25,0.016,0.02798,-0.3171380203909999,879.873326162678,-181.63057249279765
1.11839,1.25,0.01625,0.02823,-0.316668883891,878.2034747973205,-181.25638078353674
1.1184,1.25,0.0165,0.02848,-0.316199747391,876.5362365679956,-180.88280362173654
1.1184,1.25,0.01675,0.02873,-0.31573061089099996,874.8716081619121,-180.50984020984757
1.11841,1.25,0.017,0.02898,-0.31526147439099994,873.2095862696046,-180.13748975112773
1.11842,1.25,0.01725,0.02923,-0.3147923378909999,871.5501675849318,-179.76575144964164
1.11842,1.25,0.0175,0.02948,-0.314323201391,869.8933488050741,-179.39462451026026
1.11843,1.25,0.01775,0.02973,-0.313854064891,868.2391266305292,-179.02410813865987
1.11844,1.25,0.018,0.02998,-0.31338492839099996,866.5874977651126,-178.65420154132192
1.11844,1.25,0.01825,0.03023,-0.31291579189099994,864.9384589159531,-178.28490392553215
1.11845,1.25,0.0185,0.03048,-0.3124466553909999,863.2920067934903,-177.91621449937995
1.11846,1.25,0.01875,0.03073,-0.311977518891,861.6481381114726,-177.54813247175798
1.11846,1.25,0.019,0.03098,-0.311508382391,860.0068495869541,-177.18065705236103
1.11847,1.25,0.01925,0.03123,-0.31103924589099996,858.368137940293,-176.8137874516861
1.11848,1.25,0.0195,0.03148,-0.31057010939099994,856.7319998951481,-176.44752288103126
1.11848,1.25,0.01975,0.03173,-0.3101009728909999,855.0984321784769,-176.08186255249535
1.11849,1.25,0.02,0.03198,-0.309631836391,853.4674315205326,-175.71680567897715
1.1185,1.25,0.02025,0.03223,-0.309162699891,851.8389946548614,-175.3523514741747
1.11851,1.25,0.0205,0.03248,-0.30869356339099996,850.2131183183006,-174.988499152585
1.11851,1.25,0.02075,0.03273,-0.30822442689099994,848.5897992509761,-174.62524792950322
1.11852,1.25,0.021,0.03298,-0.3077552903909999,846.9690341962992,-174.26259702102206
1.11853,1.25,0.02125,0.03323,-0.307286153891,845.350819900965,-173.90054564403115
1.11854,1.25,0.0215,0.03348,-0.306817017391,843.7351531149478,-173.53909301621636
1.11854,1.25,0.02175,0.03373,-0.30634788089099996,842.1220305915018,-173.17823835605944
1.11855,1.25,0.022,0.03398,-0.30587874439099993,840.5114490871558,-172.8179808828371
1.11856,1.25,0.02225,0.03423,-0.305409607891,838.9034053617123,-172.45831981662076
1.11857,1.25,0.0225,0.03448,-0.304940471391,837.2978961782435,-172.09925437827536
1.11857,1.25,0.02275,0.03473,-0.304471334891,835.6949183030905,-171.74078378945936
1.11858,1.25,0.023,0.03498,-0.30400219839099996,834.0944685058597,-171.3829072726239
1.11859,1.25,0.02325,0.03523,-0.30353306189099993,832.4965435594205,-171.02562405101204
1.1186,1.25,0.0235,0.03548,-0.3030639253909999,830.9011402399028,-170.66893334865836
1.1186,1.25,0.02375,0.03573,-0.302594788891,829.3082553266948,-170.31283439038822
1.11861,1.25,0.024,0.03598,-0.302125652391,827.7178856024392,-169.9573264018171
