Data:Z,A,E0,ThetaDeg,nu,cross,error,dataSet,Fit:ep,theta,nu,Ex,w2,q2,sigtot,sigqe,sigie,sigmec,nuccstot,signonuc,sigtot_shifted,qe_shifted,ns_shifted,ratio
26,56,0.3488,90.0,0.2044,7504.99503,294.9499669,Altemus:1973,0.1444,90.0000,0.2044,0.1969,1.1632,0.1007,5939.387999999999,2513.524,2147.496,1278.3680000000002,0.0,5939.387999999999,6926.503999999999,3500.6400000000003,0.0,1.0835184719448658
26,56,0.3488,90.0,0.2146,7983.92491,421.3225957,Altemus:1973,0.1342,90.0000,0.2146,0.2071,1.1894,0.0936,5946.2519999999995,1891.0839999999998,2800.148,1255.0720000000001,0.0,5946.2519999999995,6762.027999999999,2706.8599999999997,0.0,1.1806997708379794
26,56,0.3488,90.0,0.225,8816.12485,2677.583809,Altemus:1973,0.1238,90.0000,0.2250,0.2175,1.2162,0.0864,6197.359999999999,1376.1280000000002,3601.312,1219.9719999999998,0.0,6197.359999999999,6859.267999999998,2038.0359999999998,0.0,1.285286542237452
26,56,0.3488,90.0,0.23526,9537.21392,359.4692755,Altemus:1973,0.1135,90.0000,0.2353,0.2278,1.2426,0.0792,6667.232,971.152,4534.452,1161.576,0.0,6667.232,7197.0599999999995,1500.9799999999998,0.0,1.3251541490553087
26,56,0.3488,90.0,0.24553,10575.36233,443.9532683,Altemus:1973,0.1033,90.0000,0.2455,0.2381,1.2691,0.0720,7329.347999999999,654.6279999999999,5599.203999999999,1075.568,0.0,7329.347999999999,7744.463999999999,1069.744,0.0,1.3655383161442807
26,56,0.3488,90.0,0.2558,11921.5174,708.7321596,Altemus:1973,0.0930,90.0000,0.2558,0.2483,1.2955,0.0649,8142.784000000001,414.8039999999999,6765.147999999999,962.78,0.0,8142.784000000001,8458.788,730.8079999999999,0.0,1.409364722227345
26,56,0.3488,90.0,0.26613,12022.8212,913.4697187,Altemus:1973,0.0827,90.0000,0.2661,0.2587,1.3221,0.0577,9054.344,240.08399999999997,7987.668,826.592,0.0,9054.344,9284.651999999998,470.39199999999994,0.0,1.2949134981041834
26,56,0.3488,90.0,0.27337,13252.4769,1316.848672,Altemus:1973,0.0754,90.0000,0.2734,0.2659,1.3407,0.0526,9708.452,151.68399999999997,8835.632,721.136,0.0,9708.452,9886.708,329.94,0.0,1.3404337318347015
26,56,0.3488,90.0,0.28048,14283.8358,1985.238672,Altemus:1973,0.0683,90.0000,0.2805,0.2730,1.3590,0.0477,10328.083999999999,88.39999999999999,9626.759999999998,612.924,0.0,10328.083999999999,10461.256,221.572,0.0,1.365403523248069
26,56,0.3726,90.0,0.04391,2894.59404,67.41269338,Altemus:1973,0.3287,90.0000,0.0439,0.0354,0.7178,0.2449,2439.4239999999995,1612.0,0.0,709.54,117.884,2321.54,1223.5339999999994,390.416,123.57799999999999,2.3657651033808635
26,56,0.3726,90.0,0.07438,7041.375,132.588723,Altemus:1973,0.2982,90.0000,0.0744,0.0659,0.7977,0.2222,7476.82,4980.143999999999,7.695999999999999,2486.38,2.6,7474.22,5943.288,3417.1279999999997,32.083999999999996,1.184760859645368
26,56,0.3726,90.0,0.10499,11207.8206,157.0420994,Altemus:1973,0.2676,90.0000,0.1050,0.0965,0.8780,0.1994,12371.58,8209.759999999998,37.492,4124.379999999999,0.0,12371.58,11164.660000000002,7002.84,0.0,1.0038658230523811
26,56,0.3726,90.0,0.13572,12427.6428,234.421238,Altemus:1973,0.2369,90.0000,0.1357,0.1272,0.9585,0.1765,12849.355999999998,8879.779999999999,144.82,3824.7559999999994,0.0,12849.355999999998,13031.407999999998,9061.831999999999,0.0,0.9536684600773763
26,56,0.3726,90.0,0.15619,11663.5896,245.0154722,Altemus:1973,0.2164,90.0000,0.1562,0.1477,1.0122,0.1613,10440.559999999998,7399.652,309.036,2731.872,0.0,10440.559999999998,11514.359999999999,8473.452000000001,0.0,1.012960303481913
26,56,0.3726,90.0,0.17666,9456.13134,224.9696837,Altemus:1973,0.1959,90.0000,0.1767,0.1682,1.0659,0.1460,7773.48,5378.8279999999995,647.2959999999999,1747.3039999999996,0.0,7773.48,9064.743999999999,6670.092,0.0,1.0431768773613466
