Data:Z,A,E0,ThetaDeg,nu,cross,error,dataSet,Fit:ep,theta,nu_fit,Ex,W2,q2,sigtot,sigqe,sigie,sigmec,nuccstot,signonuc,sigtot_shifted,qe_shifted,ratio
26,56,3.995,30.05,0.99,0.551,0.0813,Day:1993md,3.005,30.05,0.99,0.9205,-0.4891,3.2272,0.208,0.208,0.0,0.0,0.0,0.208,0.2025839454244878,0.2025839454244878,2.6490384615384617
26,56,3.995,30.05,1.005,0.752,0.102,Day:1993md,2.99,30.05,1.005,0.9355,-0.4448,3.2111,0.2599999999999999,0.2599999999999999,0.0,0.0,0.0,0.2599999999999999,0.3038759181367317,0.3038759181367317,2.41025641025641
26,56,3.995,30.05,1.02,0.648,0.0905,Day:1993md,2.975,30.05,1.02,0.9505,-0.4006,3.195,0.364,0.364,0.0,0.0,0.0,0.364,0.35452190449285365,0.35452190449285365,1.7802197802197803
26,56,3.995,30.05,1.035,0.79,0.0979,Day:1993md,2.96,30.05,1.035,0.9655,-0.3563,3.1789,0.468,0.416,0.0,0.0,0.0,0.468,0.5064598635612195,0.4558138772050976,1.5192307692307692
26,56,3.995,30.05,1.05,1.03,0.108,Day:1993md,2.945,30.05,1.05,0.9805,-0.312,3.1628,0.572,0.572,0.0,0.0,0.0,0.572,0.6077518362734634,0.6077518362734634,1.6506410256410258
26,56,3.995,30.05,1.065,1.19,0.0901,Day:1993md,2.93,30.05,1.065,0.9955,-0.2678,3.1467,0.728,0.728,0.052,0.0,0.0,0.728,0.7596897953418293,0.7596897953418293,1.5256410256410255
26,56,3.995,30.05,1.08,1.38,0.0985,Day:1993md,2.915,30.05,1.08,1.0105,-0.2235,3.1306,0.988,0.884,0.052,0.0,0.0,0.988,1.0635657134785605,0.9622737407663171,1.263736263736264
26,56,3.995,30.05,1.095,1.71,0.106,Day:1993md,2.9,30.05,1.095,1.0255,-0.1793,3.1144,1.248,1.144,0.104,0.0,0.0,1.248,1.316795645259171,1.2155036725469268,1.264792899408284
26,56,3.995,30.05,1.11,2.12,0.164,Day:1993md,2.885,30.05,1.11,1.0405,-0.135,3.0983,1.612,1.456,0.156,0.0,0.0,1.612,1.6713175497520243,1.5193795906836587,1.2354312354312356
26,56,3.995,30.05,1.125,2.55,0.18,Day:1993md,2.87,30.05,1.125,1.0555,-0.0908,3.0822,2.028,1.82,0.208,0.0,0.0,2.028,2.127131426957122,1.9245474815326342,1.1675824175824177
26,56,3.995,30.05,1.14,2.85,0.187,Day:1993md,2.855,30.05,1.14,1.0705,-0.0465,3.0661,2.548,2.236,0.312,0.0,0.0,2.548,2.6842372768744633,2.3803613587377317,1.0341074020319303
26,56,3.995,30.05,1.155,3.85,0.217,Day:1993md,2.84,30.05,1.155,1.0855,-0.0022,3.05,3.172,2.808,0.416,0.0,0.0,3.172,3.2919891131479266,2.937467208655073,1.13905325443787
26,56,3.995,30.05,1.17,4.26,0.202,Day:1993md,2.825,30.05,1.17,1.1005,0.042,3.0339,4.836,3.432,0.5199999999999999,0.884,0.0,4.836,5.013952649256073,4.507492785694854,0.8275058275058275
26,56,3.995,30.05,1.185,4.97,0.213,Day:1993md,2.81,30.05,1.185,1.1155,0.0863,3.0178,5.772,4.159999999999999,0.6759999999999999,0.988,0.0,5.772,5.9255804036662685,5.317828567392804,0.8168967784352399
26,56,3.995,30.05,1.2,6.0,0.241,Day:1993md,2.795,30.05,1.2,1.1305,0.1305,3.0017,6.864,4.94,0.832,1.0399999999999998,0.0,6.864,7.090438089857072,6.229456321802999,0.8241758241758244
26,56,3.995,30.05,1.215,7.96,0.491,Day:1993md,2.78,30.05,1.215,1.1455,0.1748,2.9856,8.059999999999999,5.876,1.092,1.144,0.0,8.059999999999999,8.204649789691755,7.1917300625693175,0.9449192782526116
26,56,3.995,30.05,1.23,9.2,0.522,Day:1993md,2.765,30.05,1.23,1.1605,0.219,2.9695,9.412,6.864,1.352,1.196,0.0,9.412,9.622737407663172,8.305941762403998,0.931174089068826
26,56,3.995,30.05,1.245,9.54,0.532,Day:1993md,2.75,30.05,1.245,1.1755,0.2633,2.9534,10.816,7.903999999999999,1.664,1.3,0.0,10.816,10.939533052922341,9.36950747588256,0.8493589743589743
26,56,3.995,30.05,1.26,11.5,0.578,Day:1993md,2.735,30.05,1.26,1.1905,0.3076,2.9372,12.376,8.996,2.028,1.352,0.0,12.376,12.509558629962122,10.534365162073367,0.8953597010277171
26,56,3.995,30.05,1.275,14.0,0.646,Day:1993md,2.72,30.05,1.275,1.2055,0.3518,2.9211,14.04,10.088,2.496,1.456,0.0,14.04,14.079584207001902,11.64857686190805,0.9684560044272276
26,56,3.995,30.05,1.29,15.1,0.53,Day:1993md,2.705,30.05,1.29,1.2205,0.3961,2.905,15.756,11.18,3.016,1.508,0.0,15.756,15.85219372946617,12.864080534454976,0.92774637503072
26,56,3.995,30.05,1.305,16.9,0.558,Day:1993md,2.69,30.05,1.305,1.2355,0.4403,2.8889,17.575999999999993,12.271999999999998,3.692,1.612,0.0,17.575999999999993,17.62480325193044,14.028938220645779,0.9339080459770116
26,56,3.995,30.05,1.32,20.3,0.933,Day:1993md,2.675,30.05,1.32,1.2505,0.4846,2.8728,19.5,13.364,4.42,1.716,0.0,19.5,19.44805876075083,15.143149920480463,1.0166266025641026
26,56,3.995,30.05,1.335,21.9,0.939,Day:1993md,2.66,30.05,1.335,1.2655,0.5288,2.8567,21.476,14.404,5.252000000000001,1.82,0.0,21.476,21.372606242283464,16.257361620315148,0.9979948960991616
26,56,3.995,30.05,1.35,25.6,1.02,Day:1993md,2.645,30.05,1.35,1.2805,0.5731,2.8406,23.556,15.391999999999998,6.24,1.924,0.0,23.556,23.39844569652834,17.320927333793705,1.0656010656010655
26,56,3.995,30.05,1.365,26.8,1.04,Day:1993md,2.63,30.05,1.365,1.2955,0.6174,2.8245,25.688,16.328,7.332,2.028,0.0,25.688,25.42428515077322,18.283201074560022,1.026662580447441
26,56,3.995,30.05,1.38,29.8,1.09,Day:1993md,2.615,30.05,1.38,1.3105,0.6616,2.8084,27.976,17.264,8.58,2.132,0.0,27.976,27.60206256408646,19.245474815326336,1.0515172900494003
26,56,3.995,30.05,1.395,33.0,0.929,Day:1993md,2.6,30.05,1.395,1.3255,0.7059,2.7923,30.315999999999995,18.096,9.984,2.236,0.0,30.315999999999995,29.88113195011194,20.15710256973653,1.075619295958279
26,56,3.995,30.05,1.41,35.4,0.98,Day:1993md,2.585,30.05,1.41,1.3405,0.7501,2.7762,32.76,18.824,11.596,2.34,0.0,32.76,32.26149330884968,20.967438351434488,1.068711508271948
26,56,3.995,30.05,1.425,38.1,1.6,Day:1993md,2.57,30.05,1.425,1.3555,0.7944,2.76,35.30799999999999,19.5,13.364,2.444,0.0,35.30799999999999,34.69250065394353,21.676482160420196,1.0696238068500843
26,56,3.995,30.05,1.44,41.2,1.58,Day:1993md,2.555,30.05,1.44,1.3705,0.8386,2.7439,37.96,20.123999999999995,15.287999999999997,2.548,0.0,37.96,37.22479997174963,22.33487998304978,1.077969649398221
26,56,3.995,30.05,1.455,43.2,1.6,Day:1993md,2.54,30.05,1.455,1.3855,0.8829,2.7278,40.716,20.644,17.42,2.704,0.0,40.716,39.807745275911856,22.891985832967123,1.0569583088667058
26,56,3.995,30.05,1.47,47.9,1.71,Day:1993md,2.525,30.05,1.47,1.4005,0.9272,2.7117,43.62799999999999,21.008000000000003,19.812,2.808,0.0,43.62799999999999,43.21199999999999,23.4,1.108488382856614
26,56,3.995,30.05,1.485,51.0,1.82,Day:1993md,2.51,30.05,1.485,1.4155,0.9714,2.6956,46.64399999999999,21.32,22.411999999999995,2.912,0.0,46.64399999999999,46.27999999999999,23.867999999999995,1.101987899740709
26,56,3.995,30.05,1.5,53.6,1.47,Day:1993md,2.495,30.05,1.5,1.4305,1.0157,2.6795,49.764,21.528,25.22,3.016,0.0,49.764,49.504,24.284,1.0827407886231415
26,56,3.995,30.05,1.515,54.3,1.47,Day:1993md,2.48,30.05,1.515,1.4455,1.0599,2.6634,52.98799999999999,21.58,28.288,3.172,0.0,52.98799999999999,52.83199999999999,24.596,1.0277861901877652
26,56,3.995,30.05,1.53,61.9,2.53,Day:1993md,2.465,30.05,1.53,1.4605,1.1042,2.6473,56.368,21.528,31.564,3.276,0.0,56.368,56.31599999999999,24.752,1.0991547695148804
26,56,3.995,30.05,1.545,65.4,2.61,Day:1993md,2.45,30.05,1.545,1.4755,1.1484,2.6312,59.85199999999998,21.372,35.1,3.379999999999999,0.0,59.85199999999998,59.90399999999998,24.804,1.0917467948717954
26,56,3.995,30.05,1.56,70.3,2.73,Day:1993md,2.435,30.05,1.56,1.4905,1.1927,2.6151,63.492,21.164,38.896,3.432,0.0,63.492,63.648,24.752,1.104512317747612
26,56,3.995,30.05,1.575,71.9,2.13,Day:1993md,2.42,30.05,1.575,1.5055,1.237,2.599,67.236,20.8,42.89999999999999,3.536,0.0,67.236,67.496,24.596,1.0652483110110231
26,56,3.995,30.05,1.59,79.8,2.21,Day:1993md,2.405,30.05,1.59,1.5205,1.2812,2.5828,71.136,20.384,47.164,3.587999999999999,0.0,71.136,71.44800000000001,24.284,1.1168962042324486
26,56,3.995,30.05,1.605,82.0,2.25,Day:1993md,2.39,30.05,1.605,1.5355,1.3255,2.5667,75.192,19.916,51.688,3.587999999999999,0.0,75.192,75.608,23.92,1.0845413183790074
26,56,3.995,30.05,1.62,85.7,3.49,Day:1993md,2.375,30.05,1.62,1.5505,1.3697,2.5506,79.40399999999998,19.344,56.47199999999999,3.587999999999999,0.0,79.40399999999998,79.87199999999999,23.4,1.072966746794872
26,56,3.995,30.05,1.635,83.1,3.42,Day:1993md,2.36,30.05,1.635,1.5655,1.414,2.5345,83.82399999999998,18.772,61.464,3.587999999999999,0.0,83.82399999999998,84.344,22.879999999999995,0.9852508773593852
26,56,3.995,30.05,1.65,91.5,3.65,Day:1993md,2.345,30.05,1.65,1.5805,1.4583,2.5184,88.39999999999999,18.148,66.716,3.536,0.0,88.39999999999999,88.97199999999998,22.256,1.028413433439734
26,56,3.995,30.05,1.665,95.8,2.89,Day:1993md,2.33,30.05,1.665,1.5955,1.5025,2.5023,93.184,17.471999999999998,72.228,3.484,0.0,93.184,93.808,21.58,1.0212348626982772
26,56,3.995,30.05,1.68,107.0,3.08,Day:1993md,2.315,30.05,1.68,1.6105,1.5468,2.4862,98.176,16.796,77.948,3.432,0.0,98.176,98.79999999999998,20.852,1.0829959514170042
26,56,3.995,30.05,1.695,115.0,4.69,Day:1993md,2.3,30.05,1.695,1.6255,1.591,2.4701,103.376,16.119999999999997,83.876,3.328,0.0,103.376,104.052,20.124,1.1052166224580018
26,56,3.995,30.05,1.71,109.0,4.36,Day:1993md,2.285,30.05,1.71,1.6405,1.6353,2.454,108.784,15.444,90.064,3.276,0.0,108.784,109.408,19.344,0.996270839426733
26,56,3.995,30.05,1.725,114.0,4.34,Day:1993md,2.27,30.05,1.725,1.6555,1.6795,2.4379,114.4,14.768,96.46,3.172,0.0,114.4,115.02400000000002,18.564,0.9910975100848516
26,56,3.995,30.05,1.74,124.0,4.6,Day:1993md,2.255,30.05,1.74,1.6705,1.7238,2.4218,120.224,14.144,103.064,3.016,0.0,120.224,120.89999999999998,17.836,1.0256410256410258
26,56,3.995,30.05,1.755,132.0,4.93,Day:1993md,2.24,30.05,1.755,1.6855,1.7681,2.4056,126.256,13.468,109.824,2.912,0.0,126.256,126.93199999999996,17.055999999999997,1.0399268899883405
26,56,3.995,30.05,1.77,132.0,3.95,Day:1993md,2.225,30.05,1.77,1.7005,1.8123,2.3895,132.49599999999998,12.844,116.84399999999998,2.808,0.0,132.49599999999998,133.172,16.328,0.9911993512149702
26,56,3.995,30.05,1.785,146.0,6.76,Day:1993md,2.21,30.05,1.785,1.7155,1.8566,2.3734,138.94399999999996,12.271999999999998,124.01999999999998,2.652,0.0,138.94399999999996,139.61999999999998,15.6,1.0456954591032803
26,56,3.995,30.05,1.8,153.0,6.87,Day:1993md,2.195,30.05,1.8,1.7305,1.9008,2.3573,145.59999999999997,11.648,131.352,2.548,0.0,145.59999999999997,146.22399999999996,14.82,1.046339862129336
26,56,3.995,30.05,1.815,155.0,6.91,Day:1993md,2.18,30.05,1.815,1.7455,1.9451,2.3412,152.41199999999998,11.128,138.89200000000002,2.392,0.0,152.41199999999998,153.036,14.144,1.012833581640921
26,56,3.995,30.05,1.83,158.0,6.97,Day:1993md,2.165,30.05,1.83,1.7605,1.9893,2.3251,159.432,10.556,146.588,2.288,0.0,159.432,160.00399999999996,13.416,0.9874753131171724
26,56,3.995,30.05,1.845,172.0,5.27,Day:1993md,2.15,30.05,1.845,1.7755,2.0336,2.309,166.66,10.088,154.44,2.132,0.0,166.66,167.232,12.792000000000002,1.0285112897053197
26,56,3.995,30.05,1.86,181.0,5.4,Day:1993md,2.135,30.05,1.86,1.7905,2.0779,2.2929,173.992,9.568,162.396,2.028,0.0,173.992,174.512,12.116,1.0371779591088293
26,56,3.995,30.05,1.875,197.0,7.85,Day:1993md,2.12,30.05,1.875,1.8055,2.1221,2.2768,181.48,9.099999999999998,170.50799999999998,1.872,0.0,181.48,182.0,11.491999999999996,1.0824175824175826
26,56,3.995,30.05,1.89,205.0,7.86,Day:1993md,2.105,30.05,1.89,1.8205,2.1664,2.2607,189.124,8.683999999999997,178.724,1.716,0.0,189.124,189.644,10.92,1.080972770032271
26,56,3.995,30.05,1.905,211.0,8.03,Day:1993md,2.09,30.05,1.905,1.8355,2.2106,2.2445,196.924,8.216,187.096,1.612,0.0,196.924,197.392,10.296,1.0689389640917564
26,56,3.995,30.05,1.92,206.0,8.04,Day:1993md,2.075,30.05,1.92,1.8505,2.2549,2.2284,204.82799999999995,7.852,195.52,1.456,0.0,204.82799999999995,205.24399999999997,9.724,1.00368342070901
26,56,3.995,30.05,1.935,224.0,6.19,Day:1993md,2.06,30.05,1.935,1.8655,2.2991,2.2123,212.888,7.436,204.1,1.352,0.0,212.888,213.356,9.255999999999998,1.0498884493522564
26,56,3.995,30.05,1.95,235.0,9.06,Day:1993md,2.045,30.05,1.95,1.8805,2.3434,2.1962,221.0,7.072,212.732,1.196,0.0,221.0,221.416,8.684000000000001,1.0613505799038914
26,56,3.995,30.05,1.965,243.0,9.25,Day:1993md,2.03,30.05,1.965,1.8955,2.3877,2.1801,229.21599999999995,6.759999999999998,221.416,1.092,0.0,229.21599999999995,229.58,8.216,1.0584545692133462
26,56,3.995,30.05,1.98,239.0,9.03,Day:1993md,2.015,30.05,1.98,1.9105,2.4319,2.164,237.536,6.396000000000001,230.20400000000004,0.936,0.0,237.536,237.952,7.747999999999999,1.0044042495965575
26,56,3.995,30.05,1.995,260.0,7.05,Day:1993md,2.0,30.05,1.995,1.9255,2.4762,2.1479,245.95999999999995,6.084,239.044,0.832,0.0,245.95999999999995,246.324,7.279999999999999,1.055520371543171
26,56,3.995,30.05,2.01,272.0,7.13,Day:1993md,1.985,30.05,2.01,1.9405,2.5204,2.1318,254.43599999999995,5.772,247.884,0.728,0.0,254.43599999999995,254.79999999999995,6.864,1.067503924646782
26,56,3.995,30.05,2.025,290.0,7.44,Day:1993md,1.97,30.05,2.025,1.9555,2.5647,2.1157,262.964,5.512,256.776,0.624,0.0,262.964,263.328,6.5,1.101288127354478
26,56,3.995,30.05,2.04,292.0,10.2,Day:1993md,1.955,30.05,2.04,1.9705,2.6089,2.0996,271.544,5.252000000000001,265.72,0.572,0.0,271.544,271.804,6.0840000000000005,1.0743035422583922
26,56,3.995,30.05,2.055,297.0,10.3,Day:1993md,1.94,30.05,2.055,1.9855,2.6532,2.0835,280.124,4.992,274.664,0.468,0.0,280.124,280.436,5.772,1.0590651699496498
26,56,3.995,30.05,2.07,306.0,10.7,Day:1993md,1.925,30.05,2.07,2.0005,2.6975,2.0673,288.756,4.732,283.60799999999995,0.416,0.0,288.756,289.016,5.408,1.058764912669195
26,56,3.995,30.05,2.085,306.0,8.07,Day:1993md,1.91,30.05,2.085,2.0155,2.7417,2.0512,297.44000000000005,4.524,292.552,0.364,0.0,297.44000000000005,297.6480000000001,5.096,1.028059990324141
26,56,3.995,30.05,2.1,329.0,12.3,Day:1993md,1.895,30.05,2.1,2.0305,2.786,2.0351,306.072,4.263999999999999,301.4959999999999,0.312,0.0,306.072,306.28,4.784,1.0741804884419486
26,56,3.995,30.05,2.115,360.0,12.9,Day:1993md,1.88,30.05,2.115,2.0455,2.8302,2.019,314.756,4.055999999999999,310.44,0.2599999999999999,0.0,314.756,314.964,4.523999999999999,1.1429877700308606
26,56,3.995,30.05,2.13,335.0,12.2,Day:1993md,1.865,30.05,2.13,2.0605,2.8745,2.0029,323.44,3.848,319.384,0.208,0.0,323.44,323.648,4.263999999999999,1.035075143365632
26,56,3.995,30.05,2.145,364.0,12.7,Day:1993md,1.85,30.05,2.145,2.0755,2.9187,1.9868,332.072,3.692,328.224,0.156,0.0,332.072,332.28000000000003,4.055999999999999,1.0954616588419404
26,56,3.995,30.05,2.16,376.0,9.26,Day:1993md,1.835,30.05,2.16,2.0905,2.963,1.9707,340.70399999999995,3.484,337.064,0.104,0.0,340.70399999999995,340.912,3.796,1.1029239217158682
26,56,3.995,30.05,2.175,381.0,13.1,Day:1993md,1.82,30.05,2.175,2.1055,3.0073,1.9546,349.284,3.328,345.852,0.104,0.0,349.284,349.44,3.588,1.090315934065934
26,56,3.995,30.05,2.19,365.0,12.4,Day:1993md,1.805,30.05,2.19,2.1205,3.0515,1.9385,357.812,3.12,354.588,0.052,0.0,357.812,358.02,3.38,1.0194961175353332
26,56,3.995,30.05,2.205,382.0,12.7,Day:1993md,1.79,30.05,2.205,2.1355,3.0958,1.9224,366.288,2.964,363.27199999999993,0.052,0.0,366.288,366.444,3.172,1.0424512340221153
26,56,3.995,30.05,2.22,407.0,13.5,Day:1993md,1.775,30.05,2.22,2.1505,3.14,1.9063,374.71199999999993,2.808,371.852,0.052,0.0,374.71199999999993,374.868,3.016,1.085715505191161
26,56,3.995,30.05,2.235,403.0,13.6,Day:1993md,1.76,30.05,2.235,2.1655,3.1843,1.8901,383.084,2.704,380.38,0.052,0.0,383.084,383.18799999999993,2.86,1.0517030804722487
26,56,3.595,39.007,1.29,0.288,0.0648,Day:1993md,2.305,39.007,1.29,1.1916,-0.3935,3.6946,0.208,0.208,0.0,0.0,0.0,0.208,0.19928176583493282,0.19928176583493282,1.3846153846153846
26,56,3.595,39.007,1.305,0.361,0.0717,Day:1993md,2.29,39.007,1.305,1.2066,-0.3413,3.6706,0.312,0.2599999999999999,0.052,0.0,0.0,0.312,0.3487430902111325,0.29892264875239927,0.9917582417582416
26,56,3.595,39.007,1.32,0.519,0.0825,Day:1993md,2.275,39.007,1.32,1.2216,-0.2891,3.6465,0.364,0.312,0.052,0.0,0.0,0.364,0.39856353166986563,0.3487430902111325,1.247596153846154
26,56,3.595,39.007,1.335,0.575,0.0801,Day:1993md,2.26,39.007,1.335,1.2366,-0.237,3.6225,0.468,0.416,0.052,0.0,0.0,0.468,0.4982044145873321,0.4483839731285989,1.1057692307692306
26,56,3.595,39.007,1.35,0.736,0.093,Day:1993md,2.245,39.007,1.35,1.2516,-0.1848,3.5985,0.624,0.5199999999999999,0.104,0.0,0.0,0.624,0.6476657389635317,0.5480248560460652,1.0887573964497042
26,56,3.595,39.007,1.365,0.795,0.0961,Day:1993md,2.23,39.007,1.365,1.2666,-0.1326,3.5744,0.78,0.6759999999999999,0.104,0.0,0.0,0.78,0.7971270633397314,0.697486180422265,0.955528846153846
26,56,3.595,39.007,1.38,0.926,0.0659,Day:1993md,2.215,39.007,1.38,1.2816,-0.0804,3.5504,1.0399999999999998,0.832,0.156,0.0,0.0,1.0399999999999998,1.0960497120921304,0.8967679462571978,0.8094405594405596
26,56,3.595,39.007,1.395,1.32,0.0766,Day:1993md,2.2,39.007,1.395,1.2966,-0.0282,3.5263,1.248,1.0399999999999998,0.208,0.0,0.0,1.248,1.2953314779270635,1.0960497120921304,0.9763313609467456
26,56,3.595,39.007,1.41,1.43,0.0988,Day:1993md,2.185,39.007,1.41,1.3116,0.024,3.5023,1.768,1.3,0.2599999999999999,0.208,0.0,1.768,1.7935358925143956,1.5444336852207297,0.763888888888889
26,56,3.595,39.007,1.425,1.59,0.1,Day:1993md,2.17,39.007,1.425,1.3266,0.0762,3.4782,2.132,1.56,0.364,0.2599999999999999,0.0,2.132,2.142278982725528,1.8433563339731287,0.7110912343470485
26,56,3.595,39.007,1.44,1.98,0.114,Day:1993md,2.155,39.007,1.44,1.3416,0.1284,3.4542,2.548,1.82,0.468,0.2599999999999999,0.0,2.548,2.590662955854127,2.142278982725528,0.7322485207100591
26,56,3.595,39.007,1.455,2.36,0.125,Day:1993md,2.14,39.007,1.455,1.3566,0.1806,3.4302,3.016,2.132,0.572,0.2599999999999999,0.0,3.016,3.0888673704414593,2.4910220729366603,0.7320099255583126
26,56,3.595,39.007,1.47,2.64,0.111,Day:1993md,2.125,39.007,1.47,1.3716,0.2328,3.4061,3.484,2.496,0.728,0.312,0.0,3.484,3.4376104606525915,2.78994472168906,0.7357859531772576
26,56,3.595,39.007,1.485,3.17,0.122,Day:1993md,2.11,39.007,1.485,1.3866,0.285,3.3821,4.055999999999999,2.808,0.884,0.312,0.0,4.055999999999999,4.03545575815739,3.138687811900192,0.7526115859449193
26,56,3.595,39.007,1.5,3.65,0.222,Day:1993md,2.095,39.007,1.5,1.4016,0.3372,3.358,4.628,3.172,1.092,0.364,0.0,4.628,4.583480614203456,3.537251343570058,0.7629598662207356
26,56,3.595,39.007,1.515,4.19,0.23,Day:1993md,2.08,39.007,1.515,1.4166,0.3893,3.334,5.252000000000001,3.536,1.352,0.364,0.0,5.252000000000001,5.181325911708255,3.8859944337811902,0.7747781065088757
26,56,3.595,39.007,1.53,5.17,0.255,Day:1993md,2.065,39.007,1.53,1.4316,0.4415,3.3099,5.928,3.9,1.612,0.416,0.0,5.928,5.779171209213052,4.234737523992322,0.8570954907161804
26,56,3.595,39.007,1.545,5.53,0.266,Day:1993md,2.05,39.007,1.545,1.4466,0.4937,3.2859,6.656,4.212,1.976,0.416,0.0,6.656,6.5762982725527825,4.633301055662188,0.8056526806526808
26,56,3.595,39.007,1.56,6.07,0.241,Day:1993md,2.035,39.007,1.56,1.4616,0.5459,3.2618,7.384,4.576,2.392,0.468,0.0,7.384,7.174143570057582,4.932223704414588,0.8106303418803419
26,56,3.595,39.007,1.575,6.84,0.272,Day:1993md,2.02,39.007,1.575,1.4766,0.5981,3.2378,8.216,4.888,2.808,0.468,0.0,8.216,8.07091151631478,5.330787236084453,0.811965811965812
26,56,3.595,39.007,1.59,8.45,0.499,Day:1993md,2.005,39.007,1.59,1.4916,0.6503,3.2138,9.099999999999998,5.2,3.328,0.5199999999999999,0.0,9.099999999999998,8.868038579654508,5.629709884836853,0.912921348314607
26,56,3.595,39.007,1.605,8.74,0.497,Day:1993md,1.99,39.007,1.605,1.5066,0.7025,3.1897,10.035999999999998,5.512,3.952,0.572,0.0,10.035999999999998,9.71498608445297,5.928632533589251,0.8619329388560161
26,56,3.595,39.007,1.62,9.95,0.538,Day:1993md,1.975,39.007,1.62,1.5216,0.7547,3.1657,11.024,5.772,4.628,0.572,0.0,11.024,10.71139491362764,6.22755518234165,0.8899821109123435
26,56,3.595,39.007,1.635,10.2,0.454,Day:1993md,1.96,39.007,1.635,1.5366,0.8069,3.1416,12.064,6.032,5.408,0.624,0.0,12.064,11.65798330134357,6.476657389635316,0.8382642998027613
26,56,3.595,39.007,1.65,11.2,0.476,Day:1993md,1.945,39.007,1.65,1.5516,0.8591,3.1176,13.207999999999998,6.24,6.24,0.6759999999999999,0.0,13.207999999999998,12.754033013435699,6.725759596928983,0.841346153846154
26,56,3.595,39.007,1.665,13.6,0.852,Day:1993md,1.93,39.007,1.665,1.5666,0.9113,3.0935,14.404,6.448,7.227999999999998,0.728,0.0,14.404,14.196000000000002,6.968,0.9580163426317272
26,56,3.595,39.007,1.68,15.0,0.894,Day:1993md,1.915,39.007,1.68,1.5816,0.9634,3.0695,15.652,6.603999999999999,8.319999999999999,0.78,0.0,15.652,15.444,7.175999999999999,0.9712509712509712
26,56,3.595,39.007,1.695,16.6,0.957,Day:1993md,1.9,39.007,1.695,1.5966,1.0156,3.0455,17.003999999999998,6.707999999999999,9.515999999999998,0.78,0.0,17.003999999999998,16.9,7.383999999999999,0.9822485207100592
26,56,3.595,39.007,1.71,16.2,0.746,Day:1993md,1.885,39.007,1.71,1.6116,1.0678,3.0214,18.46,6.811999999999999,10.816,0.832,0.0,18.46,18.407999999999998,7.591999999999998,0.8800521512385922
26,56,3.595,39.007,1.725,19.9,1.3,Day:1993md,1.87,39.007,1.725,1.6266,1.12,2.9974,19.968,6.864,12.22,0.884,0.0,19.968,19.864,7.643999999999999,1.0018123238018526
26,56,3.595,39.007,1.74,20.7,1.29,Day:1993md,1.855,39.007,1.74,1.6416,1.1722,2.9733,21.58,6.864,13.832,0.936,0.0,21.58,21.528,7.748,0.9615384615384616
26,56,3.595,39.007,1.755,24.1,1.36,Day:1993md,1.84,39.007,1.755,1.6566,1.2244,2.9493,23.296,6.811999999999999,15.495999999999997,0.988,0.0,23.296,23.296000000000003,7.8,1.0345123626373625
26,56,3.595,39.007,1.77,23.1,1.31,Day:1993md,1.825,39.007,1.77,1.6716,1.2766,2.9252,25.064,6.759999999999998,17.367999999999995,0.988,0.0,25.064,25.116,7.799999999999999,0.919732441471572
26,56,3.595,39.007,1.785,27.6,1.17,Day:1993md,1.81,39.007,1.785,1.6866,1.3288,2.9012,26.988,6.603999999999999,19.344,1.0399999999999998,0.0,26.988,27.04,7.695999999999999,1.0207100591715978
26,56,3.595,39.007,1.8,29.9,1.89,Day:1993md,1.795,39.007,1.8,1.7016,1.381,2.8772,29.016,6.5,21.476,1.0399999999999998,0.0,29.016,29.12,7.643999999999999,1.0267857142857142
26,56,3.595,39.007,1.815,30.6,1.9,Day:1993md,1.78,39.007,1.815,1.7166,1.4332,2.8531,31.096,6.343999999999999,23.712,1.0399999999999998,0.0,31.096,31.252,7.54,0.9791373352105464
26,56,3.595,39.007,1.83,32.6,1.96,Day:1993md,1.765,39.007,1.83,1.7316,1.4854,2.8291,33.384,6.135999999999999,26.155999999999995,1.0399999999999998,0.0,33.384,33.54,7.332,0.9719737626714372
26,56,3.595,39.007,1.845,33.3,1.97,Day:1993md,1.75,39.007,1.845,1.7466,1.5376,2.805,35.724,5.98,28.703999999999997,1.0399999999999998,0.0,35.724,35.879999999999995,7.175999999999999,0.92809364548495
26,56,3.595,39.007,1.86,35.6,2.09,Day:1993md,1.735,39.007,1.86,1.7616,1.5897,2.781,38.272,5.772,31.46,1.0399999999999998,0.0,38.272,38.428,6.968,0.9264078276256896
26,56,4.6289,10.65,0.1021,1040.0,78.0,E04001,4.5268,10.65,0.1021,0.0911,0.3501,0.7219,1121.2759999999998,512.512,0.0,608.764,0.0,1121.2759999999998,1283.5667527491587,1283.566752749159,0.7857928650007859
26,56,4.6289,10.65,0.1217,1220.0,80.3,E04001,4.5072,10.65,0.1217,0.1107,0.39,0.7188,1896.336,915.148,0.0,981.188,0.0,1896.336,2142.656790195408,2142.656790195408,0.5522051088930371
26,56,4.6289,10.65,0.1414,2360.0,111.0,E04001,4.4875,10.65,0.1414,0.1304,0.4301,0.7156,3097.016,1618.188,0.0,1478.828,0.0,3097.016,3467.476002623524,3467.476002623524,0.6600726527424899
26,56,4.6289,10.65,0.161,3150.0,231.0,E04001,4.4679,10.65,0.161,0.15,0.47,0.7125,4908.331999999999,2799.264,1.456,2107.5599999999995,0.0,4908.331999999999,5451.578106717903,5450.115611203612,0.5603785668540526
