Z,A,E0,ThetaDeg,nu,cross,error,dataSet,sigtot,sigqe,sigie,sigmec,nuccstot,signonuc,ratio
26,56,2.3474,45.0,0.9769,72.2,2.57,E04001,73.94399999999999,44.199999999999996,20.227999999999998,9.515999999999998,0.0,73.94399999999999,0.9764145840095209
26,56,2.3474,45.0,0.9769,70.4,2.19,E04001,73.94399999999999,44.199999999999996,20.227999999999998,9.515999999999998,0.0,73.94399999999999,0.9520718381477877
26,56,2.3474,45.0,0.9892,78.8,2.07,E04001,79.55999999999999,46.02,23.503999999999998,10.035999999999998,0.0,79.55999999999999,0.9904474610356965
26,56,2.3474,45.0,1.0015,83.2,1.97,E04001,85.27999999999999,47.528,27.144,10.607999999999999,0.0,85.27999999999999,0.9756097560975612
26,56,2.3474,45.0,1.0138,90.9,2.04,E04001,91.0,48.775999999999996,31.147999999999996,11.075999999999999,0.0,91.0,0.998901098901099
26,56,2.3474,45.0,1.0261,97.4,2.11,E04001,96.77199999999999,49.65999999999999,35.568,11.596,0.0,96.77199999999999,1.0064894804282232
26,56,2.3474,45.0,1.0384,103.0,2.14,E04001,102.59599999999999,50.18000000000001,40.403999999999996,12.012,0.0,102.59599999999999,1.0039377753518657
26,56,2.3474,45.0,1.0507,107.0,2.18,E04001,108.47200000000001,50.388,45.65599999999999,12.428,0.0,108.47200000000001,0.9864296777048455
26,56,2.3474,45.0,1.063,115.0,2.25,E04001,114.4,50.28399999999999,51.376,12.739999999999998,0.0,114.4,1.0052447552447552
26,56,2.3474,45.0,1.0753,115.0,2.24,E04001,120.32799999999999,49.81599999999999,57.51200000000001,12.947999999999997,0.0,120.32799999999999,0.9557210291868893
26,56,2.3474,45.0,1.0876,125.0,2.34,E04001,126.308,49.087999999999994,64.116,13.104,0.0,126.308,0.9896443614022864
26,56,2.3474,45.0,1.0999,132.0,2.41,E04001,132.33999999999997,48.1,71.136,13.155999999999999,0.0,132.33999999999997,0.9974308599063021
26,56,2.3474,45.0,1.1122,135.0,2.42,E04001,138.47599999999997,46.852000000000004,78.57199999999999,13.052,0.0,138.47599999999997,0.9748981773014821
26,56,2.3474,45.0,1.1245,146.0,2.52,E04001,144.82,45.44799999999999,86.476,12.895999999999999,0.0,144.82,1.0081480458500207
26,56,2.3474,45.0,1.1368,151.0,2.55,E04001,151.21599999999998,43.94,94.744,12.531999999999998,0.0,151.21599999999998,0.9985715797270132
26,56,2.3474,45.0,1.1491,158.0,2.68,E04001,157.82,42.275999999999996,103.42799999999998,12.115999999999998,0.0,157.82,1.0011405398555318
26,56,2.3474,45.0,1.1614,174.0,3.04,E04001,164.58,40.559999999999995,112.42399999999999,11.596,0.0,164.58,1.0572366022602988
26,56,2.3474,45.0,1.1737,170.0,2.53,E04001,171.59999999999997,38.844,121.83599999999998,10.920000000000002,0.0,171.59999999999997,0.9906759906759909
26,56,2.3474,45.0,1.186,180.0,2.37,E04001,178.77599999999998,37.07599999999999,131.50799999999998,10.192,0.0,178.77599999999998,1.0068465565847766
26,56,2.3474,45.0,1.1983,191.0,2.4,E04001,186.26399999999998,35.30799999999999,141.54399999999998,9.412,0.0,186.26399999999998,1.0254262766825581
26,56,2.3474,45.0,1.2106,200.0,2.45,E04001,194.06400000000002,33.592,151.892,8.58,0.0,194.06400000000002,1.0305878473081045
26,56,2.3474,45.0,1.2229,208.0,2.5,E04001,202.072,31.928,162.44799999999998,7.695999999999999,0.0,202.072,1.029336078229542
26,56,2.3474,45.0,1.2352,214.0,2.52,E04001,210.39200000000002,30.264000000000003,173.26399999999995,6.864,0.0,210.39200000000002,1.0171489410243735
26,56,2.3474,45.0,1.2475,223.0,2.58,E04001,218.972,28.703999999999994,184.28799999999998,6.032,0.0,218.972,1.0183950459419469
26,56,2.3474,45.0,1.2598,235.0,2.65,E04001,227.86399999999998,27.195999999999998,195.51999999999998,5.2,0.0,227.86399999999998,1.031316925885616
26,56,2.3474,45.0,1.2721,246.0,2.72,E04001,237.11999999999998,25.739999999999995,206.95999999999998,4.42,0.0,237.11999999999998,1.0374493927125508
26,56,2.3474,45.0,1.2844,252.0,2.72,E04001,246.63599999999997,24.336,218.556,3.744,0.0,246.63599999999997,1.0217486498321415
26,56,2.3474,45.0,1.2967,262.0,2.78,E04001,256.412,22.983999999999998,230.30799999999996,3.0679999999999996,0.0,256.412,1.0217930518072478
26,56,2.3474,45.0,1.309,278.0,2.89,E04001,266.5,21.735999999999997,242.268,2.496,0.0,266.5,1.0431519699812384
26,56,2.3474,45.0,1.3213,301.0,3.16,E04001,276.84799999999996,20.54,254.28,2.0279999999999996,0.0,276.84799999999996,1.087239207073918
26,56,2.3474,45.0,1.3336,317.0,3.65,E04001,287.45599999999996,19.395999999999997,266.5,1.56,0.0,287.45599999999996,1.1027774685517089
26,56,2.3474,45.0,1.3336,299.0,3.37,E04001,287.45599999999996,19.395999999999997,266.5,1.56,0.0,287.45599999999996,1.0401591895803186
26,56,2.3474,45.0,1.3459,318.0,3.07,E04001,298.37600000000003,18.304,278.82399999999996,1.248,0.0,298.37600000000003,1.0657693648282702
26,56,2.3474,45.0,1.3583,331.0,3.02,E04001,309.556,17.316000000000003,291.304,0.936,0.0,309.556,1.0692734109498767
26,56,2.3474,45.0,1.3706,339.0,3.07,E04001,320.8399999999999,16.328,303.83599999999996,0.6759999999999999,0.0,320.8399999999999,1.0566014212691688
26,56,2.3474,45.0,1.3829,356.0,3.12,E04001,332.332,15.391999999999998,316.41999999999996,0.5199999999999999,0.0,332.332,1.0712179386878182
26,56,2.3474,45.0,1.3952,362.0,3.15,E04001,343.97999999999996,14.508000000000001,329.056,0.364,0.0,343.97999999999996,1.052386766672481
26,56,2.3474,45.0,1.4075,379.0,3.22,E04001,355.73199999999997,13.728,341.79599999999994,0.25999999999999995,0.0,355.73199999999997,1.065408790887522
26,56,2.3474,45.0,1.4198,391.0,3.27,E04001,367.74399999999997,12.895999999999999,354.63999999999993,0.156,0.0,367.74399999999997,1.0632396449704142
26,56,2.3474,45.0,1.4321,401.0,3.29,E04001,379.80799999999994,12.168,367.536,0.104,0.0,379.80799999999994,1.055796613025529
26,56,2.3474,45.0,1.4444,409.0,3.31,E04001,392.0279999999999,11.44,380.4839999999999,0.052,0.0,392.0279999999999,1.0432928260226313
26,56,2.3474,45.0,1.4567,426.0,3.43,E04001,404.24799999999993,10.815999999999999,393.43199999999996,0.052,0.0,404.24799999999993,1.0538085531653838
26,56,2.3474,45.0,1.469,457.0,3.87,E04001,416.572,10.139999999999999,406.38,0.052,0.0,416.572,1.0970492495895068
26,56,2.3474,45.0,1.4813,464.0,4.01,E04001,428.9479999999999,9.568,419.38,0.0,0.0,428.9479999999999,1.0817161987000756
26,56,2.3474,45.0,1.4936,476.0,3.72,E04001,441.32399999999996,8.996,432.328,0.0,0.0,441.32399999999996,1.0785726586362854
26,56,2.3474,45.0,1.5059,480.0,3.73,E04001,453.69999999999993,8.424,445.2759999999999,0.0,0.0,453.69999999999993,1.0579678201454707
26,56,2.3474,45.0,1.5182,506.0,3.82,E04001,466.076,7.903999999999999,458.17199999999997,0.0,0.0,466.076,1.0856598494666105
26,56,2.3474,45.0,1.5305,519.0,3.86,E04001,478.452,7.436,471.01599999999996,0.0,0.0,478.452,1.084748313310426
26,56,2.3474,45.0,1.5428,536.0,3.91,E04001,490.77599999999995,6.9159999999999995,483.80799999999994,0.0,0.0,490.77599999999995,1.0921479452947986
26,56,2.3474,45.0,1.5551,533.0,3.88,E04001,502.9959999999999,6.5,496.54799999999994,0.0,0.0,502.9959999999999,1.059650573762018
26,56,2.3474,45.0,1.5674,560.0,3.97,E04001,515.2159999999999,6.084,509.1839999999999,0.0,0.0,515.2159999999999,1.0869227663737153
26,56,2.3474,45.0,1.5797,566.0,4.03,E04001,527.3839999999999,5.668000000000001,521.7159999999999,0.0,0.0,527.3839999999999,1.0732217890569302
26,56,2.3474,45.0,1.592,599.0,4.53,E04001,539.4479999999999,5.303999999999999,534.1959999999999,0.0,0.0,539.4479999999999,1.110394329017811
26,56,2.3474,45.0,1.6043,607.0,5.36,E04001,551.408,4.94,546.4679999999998,0.0,0.0,551.408,1.1008182688680614
26,56,2.3474,45.0,1.6166,609.0,5.01,E04001,563.2639999999999,4.576,558.688,0.0,0.0,563.2639999999999,1.0811981593000797
26,56,2.3474,45.0,1.6289,632.0,5.1,E04001,574.9639999999999,4.263999999999999,570.6999999999999,0.0,0.0,574.9639999999999,1.099199254214177
26,56,2.3474,45.0,1.6412,633.0,5.08,E04001,586.508,3.9519999999999995,582.608,0.0,0.0,586.508,1.0792691659789806
26,56,2.3474,45.0,1.6535,642.0,5.09,E04001,597.948,3.6399999999999992,594.308,0.0,0.0,597.948,1.0736719580966907
26,56,2.3474,45.0,1.6658,655.0,5.12,E04001,609.284,3.328,605.9039999999999,0.0,0.0,609.284,1.0750323330335279
26,56,2.3474,45.0,1.6781,661.0,5.15,E04001,620.412,3.0679999999999996,617.3439999999999,0.0,0.0,620.412,1.0654210427909194
26,56,2.3474,45.0,1.6904,691.0,5.46,E04001,631.4359999999999,2.808,628.5759999999999,0.0,0.0,631.4359999999999,1.094331016920163
26,56,2.3474,45.0,1.7033,697.0,9.24,E04001,642.824,2.6,640.2759999999998,0.0,0.0,642.824,1.0842781227832192
26,56,2.3474,45.0,1.7156,723.0,7.88,E04001,653.536,2.34,651.196,0.0,0.0,653.536,1.1062894775498213
26,56,2.3474,45.0,1.7279,730.0,7.78,E04001,664.144,2.1319999999999997,662.012,0.0,0.0,664.144,1.0991592184827386
26,56,2.3474,45.0,1.7402,742.0,7.81,E04001,674.6479999999999,1.9239999999999997,672.724,0.0,0.0,674.6479999999999,1.0998328016980707
26,56,2.3474,45.0,1.7525,737.0,7.73,E04001,684.996,1.768,683.28,0.0,0.0,684.996,1.0759186914960088
26,56,2.3474,45.0,1.7648,752.0,7.82,E04001,695.2919999999999,1.56,693.732,0.0,0.0,695.2919999999999,1.0815599776784433
26,56,2.3474,45.0,1.7771,763.0,7.93,E04001,705.4319999999999,1.404,704.028,0.0,0.0,705.4319999999999,1.0816067317615308
26,56,2.3474,45.0,1.7894,782.0,8.92,E04001,715.52,1.248,714.2719999999999,0.0,0.0,715.52,1.0929114490161003
26,56,2.3474,45.0,1.8017,791.0,5.35,E04001,725.5040000000001,1.0919999999999999,724.412,0.0,0.0,725.5040000000001,1.0902765525758642
26,56,2.3474,45.0,1.814,805.0,5.24,E04001,735.384,0.936,734.448,0.0,0.0,735.384,1.0946661880051782
26,56,2.3474,45.0,1.8263,824.0,5.26,E04001,745.2639999999999,0.832,744.4319999999999,0.0,0.0,745.2639999999999,1.1056484681938215
26,56,2.3474,45.0,1.8386,815.0,5.22,E04001,755.0919999999999,0.728,754.3639999999999,0.0,0.0,755.0919999999999,1.0793386766115918
26,56,2.3474,45.0,1.8509,832.0,5.29,E04001,764.8679999999998,0.624,764.2439999999998,0.0,0.0,764.8679999999998,1.0877693928887078
26,56,2.3474,45.0,1.8632,865.0,5.75,E04001,774.696,0.5199999999999999,774.1759999999999,0.0,0.0,774.696,1.116567014674143
26,56,2.3474,60.0,1.1691,2.89,0.265,E04001,3.7439999999999998,2.496,0.728,0.5199999999999999,0.0,3.7439999999999998,0.7719017094017094
26,56,2.3474,60.0,1.1786,3.25,0.254,E04001,4.263999999999999,2.808,0.884,0.572,0.0,4.263999999999999,0.7621951219512196
26,56,2.3474,60.0,1.188,3.84,0.259,E04001,4.836,3.1719999999999997,1.0399999999999998,0.624,0.0,4.836,0.7940446650124069
26,56,2.3474,60.0,1.1975,4.61,0.283,E04001,5.460000000000001,3.587999999999999,1.248,0.6759999999999999,0.0,5.460000000000001,0.8443223443223442
26,56,2.3474,60.0,1.207,5.45,0.309,E04001,6.135999999999999,3.9519999999999995,1.456,0.728,0.0,6.135999999999999,0.888200782268579
26,56,2.3474,60.0,1.2164,6.35,0.334,E04001,6.811999999999999,4.367999999999999,1.716,0.78,0.0,6.811999999999999,0.9321785085143864
26,56,2.3474,60.0,1.2259,6.73,0.342,E04001,7.591999999999999,4.784,1.9759999999999998,0.832,0.0,7.591999999999999,0.8864594309799791
26,56,2.3474,60.0,1.2354,7.77,0.366,E04001,8.372,5.2,2.34,0.884,0.0,8.372,0.9280936454849498
26,56,2.3474,60.0,1.2449,8.25,0.378,E04001,9.203999999999997,5.564,2.7039999999999997,0.936,0.0,9.203999999999997,0.8963494132985661
26,56,2.3474,60.0,1.2543,9.49,0.4,E04001,10.088000000000001,5.98,3.12,0.9879999999999999,0.0,10.088000000000001,0.940721649484536
26,56,2.3474,60.0,1.2638,10.2,0.414,E04001,10.972,6.343999999999999,3.587999999999999,1.0919999999999999,0.0,10.972,0.929639081297849
26,56,2.3474,60.0,1.2733,11.2,0.435,E04001,11.96,6.707999999999999,4.108,1.144,0.0,11.96,0.9364548494983276
26,56,2.3474,60.0,1.2827,11.6,0.437,E04001,12.947999999999997,7.072,4.68,1.196,0.0,12.947999999999997,0.8958912573370407
26,56,2.3474,60.0,1.2922,13.5,0.472,E04001,13.987999999999996,7.384,5.303999999999999,1.3,0.0,13.987999999999996,0.9651129539605379
26,56,2.3474,60.0,1.3017,13.6,0.472,E04001,15.132000000000001,7.695999999999999,6.032,1.3519999999999999,0.0,15.132000000000001,0.8987575997885275
26,56,2.3474,60.0,1.3112,16.1,0.515,E04001,16.276,8.008,6.811999999999999,1.456,0.0,16.276,0.9891865323175228
26,56,2.3474,60.0,1.3206,17.5,0.564,E04001,17.471999999999998,8.216,7.695999999999999,1.508,0.0,17.471999999999998,1.0016025641025643
26,56,2.3474,60.0,1.3301,18.9,0.635,E04001,18.72,8.475999999999999,8.632,1.6119999999999999,0.0,18.72,1.0096153846153846
26,56,2.3474,60.0,1.3396,17.3,0.678,E04001,20.019999999999996,8.632,9.672,1.716,0.0,20.019999999999996,0.8641358641358643
26,56,2.3474,60.0,1.349,20.8,0.686,E04001,21.319999999999997,8.787999999999997,10.815999999999999,1.768,0.0,21.319999999999997,0.9756097560975612
26,56,2.3474,60.0,1.3585,22.3,0.703,E04001,22.776,8.892,12.012,1.872,0.0,22.776,0.9791008078679312
26,56,2.3474,60.0,1.368,23.9,0.728,E04001,24.231999999999996,8.943999999999999,13.363999999999999,1.9239999999999997,0.0,24.231999999999996,0.9862991086167053
26,56,2.3474,60.0,1.3774,25.3,0.742,E04001,25.739999999999995,8.943999999999999,14.768,1.9759999999999998,0.0,25.739999999999995,0.9829059829059831
26,56,2.3474,60.0,1.3869,26.8,0.764,E04001,27.3,8.943999999999999,16.328,2.0279999999999996,0.0,27.3,0.9816849816849816
26,56,2.3474,60.0,1.3964,27.9,0.775,E04001,28.911999999999992,8.892,17.992,2.0799999999999996,0.0,28.911999999999992,0.9649972329828447
26,56,2.3474,60.0,1.4059,28.2,0.777,E04001,30.627999999999997,8.787999999999997,19.708,2.1319999999999997,0.0,30.627999999999997,0.9207261329502416
26,56,2.3474,60.0,1.4153,32.5,0.833,E04001,32.396,8.683999999999997,21.58,2.1319999999999997,0.0,32.396,1.0032102728731942
26,56,2.3474,60.0,1.4248,32.7,0.836,E04001,34.215999999999994,8.527999999999999,23.555999999999997,2.1319999999999997,0.0,34.215999999999994,0.9556932429272857
26,56,2.3474,60.0,1.4343,35.5,0.865,E04001,36.13999999999999,8.372,25.688,2.1319999999999997,0.0,36.13999999999999,0.9822910902047595
26,56,2.3474,60.0,1.4437,37.4,0.893,E04001,38.11599999999999,8.164,27.872,2.0799999999999996,0.0,38.11599999999999,0.9812152376954562
26,56,2.3474,60.0,1.4532,39.7,0.919,E04001,40.24799999999999,7.955999999999999,30.212000000000003,2.0279999999999996,0.0,40.24799999999999,0.9863844166169751
26,56,2.3474,60.0,1.4627,43.4,1.0,E04001,42.431999999999995,7.747999999999998,32.708,1.9759999999999998,0.0,42.431999999999995,1.0228129713423832
26,56,2.3474,60.0,1.4722,46.7,1.15,E04001,44.72,7.539999999999998,35.256,1.9239999999999997,0.0,44.72,1.0442754919499107
26,56,2.3474,60.0,1.4816,46.4,0.88,E04001,47.059999999999995,7.332,37.959999999999994,1.8199999999999996,0.0,47.059999999999995,0.9859753506162346
26,56,2.3474,60.0,1.4911,48.2,0.835,E04001,49.608,7.072,40.768,1.716,0.0,49.608,0.9716174810514434
26,56,2.3474,60.0,1.5006,54.0,0.88,E04001,52.208,6.864,43.73199999999999,1.6119999999999999,0.0,52.208,1.0343242414955562
26,56,2.3474,60.0,1.51,55.7,0.895,E04001,54.912,6.603999999999999,46.74799999999999,1.508,0.0,54.912,1.0143502331002332
26,56,2.3474,60.0,1.5195,59.4,0.923,E04001,57.72,6.396000000000001,49.971999999999994,1.404,0.0,57.72,1.029106029106029
26,56,2.3474,60.0,1.529,61.0,0.932,E04001,60.684000000000005,6.135999999999999,53.248,1.3,0.0,60.684000000000005,1.0052073034078175
26,56,2.3474,60.0,1.5385,63.6,0.952,E04001,63.803999999999995,5.928,56.68000000000001,1.196,0.0,63.803999999999995,0.996802708294151
26,56,2.3474,60.0,1.5479,68.6,0.988,E04001,66.976,5.72,60.215999999999994,1.0399999999999998,0.0,66.976,1.024247491638796
26,56,2.3474,60.0,1.5574,72.1,1.01,E04001,70.30399999999997,5.512,63.856,0.936,0.0,70.30399999999997,1.0255461993627677
26,56,2.3474,60.0,1.5669,76.5,1.05,E04001,73.73599999999999,5.252000000000001,67.60000000000001,0.832,0.0,73.73599999999999,1.037485081913855
26,56,2.3474,60.0,1.5763,77.3,1.05,E04001,77.27199999999999,5.096,71.448,0.728,0.0,77.27199999999999,1.0003623563515893
26,56,2.3474,60.0,1.5858,83.6,1.13,E04001,80.96399999999998,4.888,75.45199999999998,0.624,0.0,80.96399999999998,1.032557679956524
26,56,2.3474,60.0,1.5953,90.4,1.31,E04001,84.812,4.68,79.55999999999999,0.5199999999999999,0.0,84.812,1.0658869027967741
26,56,2.3474,60.0,1.7096,151.0,2.34,E04001,139.828,2.808,136.968,0.0,0.0,139.828,1.0798981605973053
26,56,2.3474,60.0,1.7191,155.0,2.23,E04001,145.02799999999996,2.7039999999999997,142.32399999999996,0.0,0.0,145.02799999999996,1.0687591361668094
26,56,2.3474,60.0,1.7286,159.0,2.26,E04001,150.332,2.6,147.73199999999997,0.0,0.0,150.332,1.057659047973818
26,56,2.3474,60.0,1.738,167.0,2.31,E04001,155.63599999999997,2.444,153.19199999999998,0.0,0.0,155.63599999999997,1.0730165257395463
26,56,2.3474,60.0,1.7475,170.0,2.31,E04001,161.096,2.34,158.75599999999997,0.0,0.0,161.096,1.0552713909718427
26,56,2.3474,60.0,1.757,180.0,2.37,E04001,166.66,2.2359999999999998,164.424,0.0,0.0,166.66,1.0800432017280692
26,56,2.3474,60.0,1.7665,187.0,2.41,E04001,172.224,2.1319999999999997,170.09199999999996,0.0,0.0,172.224,1.085795243403939
26,56,2.3474,60.0,1.7759,187.0,2.41,E04001,177.83999999999997,2.0279999999999996,175.81199999999995,0.0,0.0,177.83999999999997,1.0515069725596042
26,56,2.3474,60.0,1.7854,197.0,2.6,E04001,183.55999999999997,1.9239999999999997,181.63599999999997,0.0,0.0,183.55999999999997,1.0732185661364133
26,56,2.3474,60.0,1.8706,254.0,2.66,E04001,237.224,1.144,236.02799999999996,0.0,0.0,237.224,1.070717971200216
26,56,2.3474,60.0,1.8801,260.0,2.3,E04001,243.41199999999998,1.0919999999999999,242.32,0.0,0.0,243.41199999999998,1.0681478316599018
26,56,2.3474,60.0,1.8895,269.0,2.31,E04001,249.59999999999997,0.9879999999999999,248.612,0.0,0.0,249.59999999999997,1.077724358974359
26,56,2.3474,60.0,1.899,277.0,2.34,E04001,255.89200000000002,0.936,254.95600000000002,0.0,0.0,255.89200000000002,1.0824879245931875
26,56,2.3474,60.0,1.9085,287.0,2.38,E04001,262.236,0.884,261.404,0.0,0.0,262.236,1.0944340212632897
26,56,2.3474,60.0,1.918,288.0,2.38,E04001,268.68399999999997,0.832,267.852,0.0,0.0,268.68399999999997,1.071891143499427
26,56,2.3474,60.0,1.9274,299.0,2.49,E04001,275.08,0.728,274.3,0.0,0.0,275.08,1.0869565217391306
26,56,2.3474,60.0,1.9369,320.0,3.07,E04001,281.58,0.6759999999999999,280.9039999999999,0.0,0.0,281.58,1.1364443497407486
26,56,3.116,14.975,1.6517,18200.0,217.0,E04001,17142.32,0.0,17142.32,0.0,0.0,17142.32,1.0616999332645756
26,56,3.116,14.975,1.6708,18200.0,216.0,E04001,16902.859999999997,0.0,16902.859999999997,0.0,0.0,16902.859999999997,1.0767408592392058
26,56,3.116,14.975,1.69,17900.0,213.0,E04001,16668.079999999998,0.0,16668.079999999998,0.0,0.0,16668.079999999998,1.0739089325225222
26,56,3.116,14.975,1.7092,17700.0,211.0,E04001,16438.708,0.0,16438.708,0.0,0.0,16438.708,1.076726954454085
26,56,3.116,14.975,1.7283,17400.0,208.0,E04001,16215.055999999997,0.0,16215.055999999997,0.0,0.0,16215.055999999997,1.0730767750663337
26,56,3.116,14.975,1.7475,17200.0,205.0,E04001,15996.136,0.0,15996.136,0.0,0.0,15996.136,1.0752596752115635
26,56,3.116,14.975,1.7666,17000.0,203.0,E04001,15783.248,0.0,15783.248,0.0,0.0,15783.248,1.077091356607968
26,56,3.116,14.975,1.7858,16600.0,199.0,E04001,15573.687999999998,0.0,15573.687999999998,0.0,0.0,15573.687999999998,1.0659003827481328
26,56,3.116,14.975,1.8049,16500.0,198.0,E04001,15370.108,0.0,15370.108,0.0,0.0,15370.108,1.0735123006292473
26,56,3.116,14.975,1.8241,16200.0,195.0,E04001,15170.116,0.0,15170.116,0.0,0.0,15170.116,1.0678889996622307
26,56,3.116,14.975,1.8434,16000.0,186.0,E04001,14973.243999999999,0.0,14973.243999999999,0.0,0.0,14973.243999999999,1.0685727154382845
26,56,3.116,14.975,1.8626,16000.0,188.0,E04001,14781.936,0.0,14781.936,0.0,0.0,14781.936,1.0824021968434987
26,56,3.116,14.975,1.8817,15600.0,192.0,E04001,14595.828,0.0,14595.828,0.0,0.0,14595.828,1.0687985635347306
26,56,3.116,14.975,1.9009,15500.0,191.0,E04001,14412.580000000002,0.0,14412.580000000002,0.0,0.0,14412.580000000002,1.0754493643747336
26,56,3.116,14.975,1.92,15300.0,189.0,E04001,14234.48,0.0,14234.48,0.0,0.0,14234.48,1.074854859467996
26,56,3.116,14.975,1.9392,15200.0,188.0,E04001,14059.188,0.0,14059.188,0.0,0.0,14059.188,1.0811435198106747
26,56,3.116,14.975,1.9583,14800.0,184.0,E04001,13888.628,0.0,13888.628,0.0,0.0,13888.628,1.0656200166063918
26,56,3.116,14.975,1.9775,14600.0,181.0,E04001,13720.927999999996,0.0,13720.927999999996,0.0,0.0,13720.927999999996,1.064067969746653
26,56,3.116,14.975,1.9966,14700.0,181.0,E04001,13557.595999999996,0.0,13557.595999999996,0.0,0.0,13557.595999999996,1.0842630212612918
26,56,3.116,14.975,2.0158,14700.0,186.0,E04001,13396.967999999995,0.0,13396.967999999995,0.0,0.0,13396.967999999995,1.097263201643835
26,56,3.116,14.975,2.035,14400.0,210.0,E04001,13239.823999999999,0.0,13239.823999999999,0.0,0.0,13239.823999999999,1.0876277509429129
26,56,3.116,24.98,1.4338,2490.0,32.2,E04001,2355.236,34.06,2321.1759999999995,0.0,0.0,2355.236,1.0572188944122798
26,56,3.116,24.98,1.45,2550.0,31.7,E04001,2383.4719999999993,31.408,2352.064,0.0,0.0,2383.4719999999993,1.0698678230749095
26,56,3.116,24.98,1.4663,2550.0,31.5,E04001,2410.564,28.911999999999992,2381.652,0.0,0.0,2410.564,1.0578437245391537
26,56,3.116,24.98,1.4826,2590.0,31.8,E04001,2436.3559999999998,26.624,2409.732,0.0,0.0,2436.3559999999998,1.0630630334811497
26,56,3.116,24.98,1.4988,2610.0,32.1,E04001,2460.64,24.491999999999997,2436.148,0.0,0.0,2460.64,1.0606996553742116
26,56,3.116,24.98,1.5151,2650.0,32.5,E04001,2483.728,22.516,2461.264,0.0,0.0,2483.728,1.0669445285474093
26,56,3.116,24.98,1.5314,2660.0,32.7,E04001,2505.4639999999995,20.644,2484.82,0.0,0.0,2505.4639999999995,1.0616795930813616
26,56,3.116,24.98,1.5476,2680.0,32.8,E04001,2525.7439999999997,18.928,2506.816,0.0,0.0,2525.7439999999997,1.0610734896331537
26,56,3.116,24.98,1.5639,2710.0,33.1,E04001,2544.828,17.367999999999995,2527.4599999999996,0.0,0.0,2544.828,1.06490497589621
26,56,3.116,24.98,1.5801,2690.0,32.9,E04001,2562.404,15.911999999999997,2546.492,0.0,0.0,2562.404,1.049795426482319
26,56,3.116,24.98,1.5964,2730.0,33.3,E04001,2578.784,14.559999999999997,2564.224,0.0,0.0,2578.784,1.0586384900790449
26,56,3.116,24.98,1.6127,2740.0,33.4,E04001,2593.864,13.26,2580.6039999999994,0.0,0.0,2593.864,1.056339114155561
26,56,3.116,24.98,1.6289,2770.0,33.7,E04001,2607.644,12.115999999999998,2595.5280000000002,0.0,0.0,2607.644,1.06226156637946
26,56,3.116,24.98,1.6449,2790.0,33.4,E04001,2620.072,11.075999999999999,2608.996,0.0,0.0,2620.072,1.0648562329584836
26,56,3.116,24.98,1.6612,2780.0,38.0,E04001,2631.564,10.035999999999998,2621.475999999999,0.0,0.0,2631.564,1.0564060003860822
26,56,3.116,24.98,1.6774,2810.0,37.7,E04001,2641.8599999999997,9.152,2632.7079999999996,0.0,0.0,2641.8599999999997,1.0636445534585484
26,56,3.116,24.98,1.6937,2810.0,37.5,E04001,2651.116,8.267999999999999,2642.8479999999995,0.0,0.0,2651.116,1.0599309875539207
26,56,3.116,24.98,1.71,2830.0,37.8,E04001,2659.332,7.488,2651.8439999999996,0.0,0.0,2659.332,1.0641770188904582
26,56,3.116,24.98,1.7262,2820.0,37.7,E04001,2666.56,6.759999999999998,2659.7999999999997,0.0,0.0,2666.56,1.0575423016920678
26,56,3.116,24.98,1.7425,2820.0,37.7,E04001,2672.904,6.084,2666.7680000000005,0.0,0.0,2672.904,1.0550322794982536
26,56,3.116,24.98,1.7588,2870.0,38.4,E04001,2678.2079999999996,5.460000000000001,2672.748,0.0,0.0,2678.2079999999996,1.0716120629913735
26,56,3.116,24.98,1.775,2870.0,38.3,E04001,2682.836,4.888,2677.896,0.0,0.0,2682.836,1.0697634890839396
26,56,3.116,24.98,1.7913,2850.0,38.0,E04001,2686.8399999999997,4.367999999999999,2682.4199999999996,0.0,0.0,2686.8399999999997,1.0607256107546412
26,56,3.116,24.98,1.8076,2830.0,37.8,E04001,2690.116,3.8999999999999995,2686.2159999999994,0.0,0.0,2690.116,1.0519992446422384
26,56,3.116,24.98,1.8238,2880.0,38.3,E04001,2692.6639999999998,3.484,2689.232,0.0,0.0,2692.6639999999998,1.0695727354025606
26,56,3.116,24.98,1.8401,2910.0,40.5,E04001,2694.64,3.0679999999999996,2691.572,0.0,0.0,2694.64,1.0799216221832972
26,56,3.116,24.98,1.8566,2860.0,35.7,E04001,2695.9399999999996,2.7039999999999997,2693.236,0.0,0.0,2695.9399999999996,1.0608544700549718
26,56,3.116,24.98,1.8729,2870.0,37.4,E04001,2696.8759999999997,2.34,2694.536,0.0,0.0,2696.8759999999997,1.0641942751539188
26,56,3.116,24.98,1.8891,2860.0,37.2,E04001,2697.396,2.0279999999999996,2695.3679999999995,0.0,0.0,2697.396,1.0602818421915061
26,56,3.116,24.98,1.9054,2880.0,37.6,E04001,2697.5,1.768,2695.732,0.0,0.0,2697.5,1.0676552363299352
26,56,3.116,24.98,1.9217,2840.0,37.0,E04001,2697.1359999999995,1.508,2695.628,0.0,0.0,2697.1359999999995,1.0529687787341835
26,56,3.116,24.98,1.9379,2880.0,37.5,E04001,2696.512,1.3,2695.2119999999995,0.0,0.0,2696.512,1.0680464244179146
