Z,A,E0,ThetaDeg,nu,cross,error,dataSet,sigtot,sigqe,sigie,sigmec,nuccstot,signonuc,ratio
26,56,2.02,20.016,0.21,41700.0,1070.0,Day:1993md,42459.352,29409.119999999995,762.008,12288.223999999998,0.0,42459.352,0.9821157892376691
26,56,2.02,20.016,0.225,46600.0,964.0,Day:1993md,45667.75199999999,31414.395999999993,1080.352,13173.004,0.0,45667.75199999999,1.0204137046202757
26,56,2.02,20.016,0.24,49000.0,1240.0,Day:1993md,47742.396,32544.095999999994,1559.272,13639.027999999998,0.0,47742.396,1.0263414513171898
26,56,2.02,20.016,0.255,51700.0,1020.0,Day:1993md,48515.22,32761.612000000005,2104.232,13649.427999999996,0.0,48515.22,1.0656449666723145
26,56,2.02,20.016,0.27,49500.0,1170.0,Day:1993md,48111.128,32104.748,2792.6079999999997,13213.771999999999,0.0,48111.128,1.0288679991040743
26,56,2.02,20.016,0.285,48000.0,1140.0,Day:1993md,46821.37199999999,30693.884,3740.984,12386.503999999999,0.0,46821.37199999999,1.0251728633667552
26,56,2.02,20.016,0.3,45000.0,1110.0,Day:1993md,44750.524,28712.735999999997,4779.528,11258.259999999998,0.0,44750.524,1.0055748174032555
26,56,2.02,20.016,0.315,44000.0,1460.0,Day:1993md,42326.804,26370.291999999998,6015.152,9941.359999999999,0.0,42326.804,1.0395304119819677
26,56,2.02,20.016,0.33,40300.0,984.0,Day:1993md,39866.32,23862.539999999997,7450.767999999999,8553.011999999999,0.0,39866.32,1.0108783554639607
26,56,2.02,20.016,0.345,43200.0,1380.0,Day:1993md,37754.028,21347.039999999997,9207.9,7199.088000000001,0.0,37754.028,1.1442487673103385
26,56,2.02,20.016,0.36,39400.0,1270.0,Day:1993md,35906.57199999999,18934.395999999997,11010.168,5962.008000000001,0.0,35906.57199999999,1.0972921614460998
26,56,2.02,20.016,0.375,38000.0,1220.0,Day:1993md,34546.876000000004,16691.791999999998,12960.895999999997,4894.187999999999,0.0,34546.876000000004,1.0999547397570766
26,56,2.02,20.016,0.39,35900.0,835.0,Day:1993md,33687.576,14652.299999999997,15017.756,4017.519999999999,0.0,33687.576,1.065674775768966
26,56,2.02,20.016,0.405,36500.0,846.0,Day:1993md,33283.484,12825.279999999999,17130.204,3328.0,0.0,33283.484,1.0966400031919736
26,56,2.02,20.016,0.42,37700.0,1160.0,Day:1993md,33249.996,11205.323999999999,19241.404,2803.268,0.0,33249.996,1.133834722867335
26,56,2.02,20.016,0.435,33700.0,1100.0,Day:1993md,33481.708,9778.807999999999,21292.076,2410.824,0.0,33481.708,1.0065197390766325
26,56,2.02,20.016,0.45,34100.0,1140.0,Day:1993md,33868.432,8528.155999999999,23224.291999999994,2115.984,0.0,33868.432,1.0068372813952533
26,56,3.595,16.02,0.21,464.0,14.8,Day:1993md,485.7839999999999,259.168,0.6759999999999999,225.94,0.0,485.7839999999999,0.9551570245211866
26,56,3.595,16.02,0.225,636.0,17.0,Day:1993md,662.688,371.852,2.0279999999999996,288.85999999999996,0.0,662.688,0.9597276546429089
26,56,3.595,16.02,0.24,808.0,19.2,Day:1993md,896.7399999999999,529.308,4.055999999999999,363.37600000000003,0.0,896.7399999999999,0.9010415505051632
26,56,3.595,16.02,0.255,1010.0,22.0,Day:1993md,1203.1759999999997,744.952,7.955999999999999,450.216,0.0,1203.1759999999997,0.8394449357367503
26,56,3.595,16.02,0.27,1350.0,26.5,Day:1993md,1596.2959999999998,1032.3039999999999,14.247999999999996,549.7959999999999,0.0,1596.2959999999998,0.8457078135884574
26,56,3.595,16.02,0.285,1820.0,28.9,Day:1993md,2087.3839999999996,1402.128,23.192,662.0640000000001,0.0,2087.3839999999996,0.8719047381794631
26,56,3.595,16.02,0.3,2340.0,32.2,Day:1993md,2682.628,1858.3239999999996,37.803999999999995,786.5,0.0,2682.628,0.8722789741999263
26,56,3.595,16.02,0.315,2940.0,35.8,Day:1993md,3375.58,2394.548,58.967999999999996,922.0640000000002,0.0,3375.58,0.8709614347756534
26,56,3.595,16.02,0.33,3720.0,114.0,Day:1993md,4146.6359999999995,2992.756,86.78799999999998,1067.0919999999999,0.0,4146.6359999999995,0.8971127439206144
26,56,3.595,16.02,0.345,4420.0,124.0,Day:1993md,4970.628,3625.8559999999993,125.52799999999998,1219.244,0.0,4970.628,0.8892236554415257
26,56,3.595,16.02,0.36,5390.0,137.0,Day:1993md,5813.911999999999,4263.272,174.97999999999996,1375.6599999999999,0.0,5813.911999999999,0.9270866156900897
26,56,3.595,16.02,0.375,6240.0,146.0,Day:1993md,6643.520000000001,4876.56,234.15599999999998,1532.8039999999999,0.0,6643.520000000001,0.9392611145898558
26,56,3.595,16.02,0.39,6930.0,154.0,Day:1993md,7441.356,5443.099999999999,311.32399999999996,1686.9319999999996,0.0,7441.356,0.9312818792703911
26,56,3.595,16.02,0.405,8060.0,131.0,Day:1993md,8186.411999999998,5946.616,406.068,1833.7279999999996,0.0,8186.411999999998,0.9845583144361659
26,56,3.595,16.02,0.42,8590.0,134.0,Day:1993md,8861.423999999999,6375.615999999999,516.828,1968.9799999999998,0.0,8861.423999999999,0.9693701599201213
26,56,3.595,16.02,0.435,9490.0,139.0,Day:1993md,9466.496,6721.779999999999,656.2919999999999,2088.424,0.0,9466.496,1.0024828616628583
26,56,3.595,16.02,0.45,10100.0,204.0,Day:1993md,10009.323999999999,6999.147999999999,822.016,2188.16,0.0,10009.323999999999,1.009059153245514
26,56,3.595,16.02,0.465,10600.0,205.0,Day:1993md,10438.636,7163.155999999999,1010.6719999999999,2264.7560000000003,0.0,10438.636,1.0154583414921259
26,56,3.595,16.02,0.48,10700.0,200.0,Day:1993md,10785.996,7232.5239999999985,1237.912,2315.56,0.0,10785.996,0.9920270691737695
26,56,3.595,16.02,0.495,11300.0,204.0,Day:1993md,11036.375999999998,7208.968,1488.76,2338.6479999999997,0.0,11036.375999999998,1.0238868266177232
26,56,3.595,16.02,0.51,11200.0,201.0,Day:1993md,11215.723999999998,7098.052000000001,1784.432,2333.24,0.0,11215.723999999998,0.9985980396807198
26,56,3.595,16.02,0.525,11300.0,172.0,Day:1993md,11322.168,6909.032000000001,2113.6440000000002,2299.492,0.0,11322.168,0.9980420710945113
26,56,3.595,16.02,0.54,10900.0,166.0,Day:1993md,11359.867999999999,6654.179999999999,2466.984,2238.7039999999997,0.0,11359.867999999999,0.9595181915846206
26,56,3.595,16.02,0.555,11000.0,169.0,Day:1993md,11363.82,6347.796,2863.016,2153.0080000000003,0.0,11363.82,0.9679843573727849
26,56,3.595,16.02,0.57,10900.0,287.0,Day:1993md,11326.536,6004.544000000001,3276.52,2045.472,0.0,11326.536,0.9623418845797161
26,56,3.595,16.02,0.585,11100.0,289.0,Day:1993md,11286.807999999999,5638.463999999999,3728.4519999999998,1919.84,0.0,11286.807999999999,0.9834489963858694
26,56,3.595,16.02,0.6,11200.0,278.0,Day:1993md,11230.855999999998,5262.036000000001,4188.548,1780.2199999999998,0.0,11230.855999999998,0.9972525691719315
26,56,3.595,16.02,0.615,11400.0,274.0,Day:1993md,11195.028,4885.607999999999,4678.387999999999,1631.032,0.0,11195.028,1.0183091994053075
26,56,3.595,16.02,0.63,10800.0,268.0,Day:1993md,11159.2,4517.187999999999,5165.419999999999,1476.5919999999999,0.0,11159.2,0.9678113126388987
26,56,3.595,16.02,0.645,11600.0,217.0,Day:1993md,11153.895999999997,4162.704,5670.132,1321.06,0.0,11153.895999999997,1.0399953522966328
26,56,3.595,16.02,0.66,11600.0,215.0,Day:1993md,11155.56,3826.108,6161.324,1168.1799999999998,0.0,11155.56,1.0398402231712258
26,56,3.595,16.02,0.675,11300.0,209.0,Day:1993md,11186.812,3509.74,6655.896,1021.1759999999998,0.0,11186.812,1.0101179853563285
26,56,3.595,16.02,0.69,11600.0,290.0,Day:1993md,11224.511999999999,3214.796,7127.068,882.5959999999999,0.0,11224.511999999999,1.033452501097598
26,56,3.595,16.02,0.705,11400.0,294.0,Day:1993md,11274.016,2941.5879999999997,7578.011999999999,754.4159999999999,0.0,11274.016,1.0111747224768886
26,56,3.595,16.02,0.72,11800.0,298.0,Day:1993md,11345.671999999999,2689.5959999999995,8018.139999999999,637.884,0.0,11345.671999999999,1.0400441683842088
26,56,3.595,16.02,0.735,11400.0,283.0,Day:1993md,11413.012,2458.0919999999996,8421.296,533.676,0.0,11413.012,0.9988598978078704
26,56,3.595,16.02,0.75,11800.0,298.0,Day:1993md,11482.795999999998,2245.932,8795.02,441.896,0.0,11482.795999999998,1.027624282448282
26,56,3.595,16.02,0.765,11900.0,227.0,Day:1993md,11562.875999999998,2051.868,9148.828,362.17999999999995,0.0,11562.875999999998,1.0291557221577055
26,56,3.595,16.02,0.78,12100.0,223.0,Day:1993md,11631.048,1874.5479999999998,9462.492,293.956,0.0,11631.048,1.0403189807143776
26,56,3.595,16.02,0.795,12200.0,229.0,Day:1993md,11695.371999999998,1712.7239999999997,9746.359999999999,236.288,0.0,11695.371999999998,1.0431476655894316
26,56,3.595,16.02,0.81,12300.0,330.0,Day:1993md,11753.403999999999,1565.0959999999998,10000.12,188.188,0.0,11753.403999999999,1.046505335815905
26,56,3.595,16.02,0.825,12300.0,329.0,Day:1993md,11812.944000000001,1430.4679999999998,10234.016000000001,148.45999999999998,0.0,11812.944000000001,1.0412307042173399
26,56,3.595,16.02,0.84,11900.0,320.0,Day:1993md,11859.431999999999,1307.696,10435.671999999999,116.06400000000001,0.0,11859.431999999999,1.003420737182017
26,56,3.595,16.02,0.855,11600.0,317.0,Day:1993md,11899.576000000001,1195.74,10613.979999999998,89.856,0.0,11899.576000000001,0.974824649214392
26,56,3.595,16.02,0.87,12100.0,239.0,Day:1993md,11934.624,1093.56,10772.112000000001,68.952,0.0,11934.624,1.013856825317664
26,56,3.595,16.02,0.885,12300.0,242.0,Day:1993md,11965.875999999998,1000.3760000000002,10913.083999999999,52.416,0.0,11965.875999999998,1.0279230705716824
26,56,3.595,16.02,0.9,12400.0,240.0,Day:1993md,11997.024,915.3039999999999,11042.304,39.467999999999996,0.0,11997.024,1.0335896635698987
26,56,3.595,16.02,0.915,12300.0,334.0,Day:1993md,12023.439999999999,837.5639999999999,11156.443999999998,29.379999999999995,0.0,12023.439999999999,1.0230017366078261
26,56,3.595,16.02,0.93,13400.0,343.0,Day:1993md,12045.487999999998,766.584,11257.22,21.683999999999997,0.0,12045.487999999998,1.1124497405169473
26,56,3.595,16.02,0.945,13000.0,342.0,Day:1993md,12071.644,701.7399999999999,11354.096,15.86,0.0,12071.644,1.0769038583311437
26,56,3.595,16.02,0.96,12000.0,330.0,Day:1993md,12094.056,642.408,11440.208,11.44,0.0,12094.056,0.9922229564672099
26,56,3.595,16.02,0.975,12900.0,258.0,Day:1993md,12117.144,588.1719999999999,11520.807999999999,8.164,0.0,12117.144,1.0646073035032018
26,56,3.595,16.02,0.99,12900.0,254.0,Day:1993md,12145.431999999999,538.564,11601.148,5.772,0.0,12145.431999999999,1.062127720117325
26,56,3.595,16.02,1.005,12500.0,356.0,Day:1993md,12170.443999999998,493.116,11673.323999999999,4.004,0.0,12170.443999999998,1.0270783876085376
26,56,3.595,16.02,1.02,13200.0,374.0,Day:1993md,12195.508,451.56800000000004,11741.184,2.756,0.0,12195.508,1.0823657366302413
26,56,3.595,16.02,1.035,12500.0,360.0,Day:1993md,12229.099999999999,413.45199999999994,11813.775999999998,1.872,0.0,12229.099999999999,1.0221520798750523
26,56,3.595,16.02,1.05,13500.0,362.0,Day:1993md,12258.22,378.55999999999995,11878.411999999997,1.248,0.0,12258.22,1.1013018203295422
26,56,3.595,16.02,1.065,13100.0,365.0,Day:1993md,12286.3,346.58,11938.887999999997,0.832,0.0,12286.3,1.0662282379560974
26,56,3.595,16.02,1.08,13300.0,284.0,Day:1993md,12313.859999999999,317.3039999999999,11995.984,0.5199999999999999,0.0,12313.859999999999,1.080083743034272
26,56,3.595,16.02,1.095,12800.0,277.0,Day:1993md,12348.024000000001,290.41999999999996,12057.24,0.364,0.0,12348.024000000001,1.0366031034601162
26,56,3.595,16.02,1.11,13600.0,424.0,Day:1993md,12377.82,265.824,12111.787999999999,0.208,0.0,12377.82,1.0987395195599872
26,56,3.595,16.02,1.125,12800.0,415.0,Day:1993md,12403.663999999999,243.25599999999997,12160.251999999999,0.156,0.0,12403.663999999999,1.0319531390079577
26,56,3.595,16.02,1.14,13400.0,431.0,Day:1993md,12427.687999999998,222.50799999999998,12205.076,0.104,0.0,12427.687999999998,1.078237561161819
26,56,3.595,16.02,1.155,12400.0,416.0,Day:1993md,12449.163999999999,203.58,12245.584,0.052,0.0,12449.163999999999,0.9960508191554068
26,56,3.595,16.02,1.17,13200.0,304.0,Day:1993md,12467.883999999998,186.16,12281.724,0.052,0.0,12467.883999999998,1.0587201485031463
26,56,3.595,16.02,1.185,12900.0,286.0,Day:1993md,12485.98,170.24799999999996,12315.732,0.0,0.0,12485.98,1.0331587908998734
26,56,3.595,16.02,1.2,13700.0,392.0,Day:1993md,12500.591999999999,155.63599999999997,12344.955999999998,0.0,0.0,12500.591999999999,1.0959480958981784
26,56,3.595,16.02,1.215,12700.0,366.0,Day:1993md,12512.187999999998,142.272,12369.863999999998,0.0,0.0,12512.187999999998,1.0150103243333621
26,56,3.595,16.02,1.23,12700.0,362.0,Day:1993md,12518.116,130.156,12388.011999999999,0.0,0.0,12518.116,1.0145296624508033
26,56,3.595,16.02,1.245,13900.0,378.0,Day:1993md,12519.416,119.18400000000001,12400.284,0.0,0.0,12519.416,1.1102754313779493
26,56,3.595,16.02,1.26,13800.0,378.0,Day:1993md,12516.867999999999,109.92799999999998,12406.939999999999,0.0,0.0,12516.867999999999,1.1025122259018791
26,56,3.595,16.02,1.275,13100.0,267.0,Day:1993md,12514.527999999998,106.6,12407.927999999998,0.0,0.0,12514.527999999998,1.0467833864769012
26,56,3.595,16.02,1.29,13100.0,272.0,Day:1993md,12500.748,97.188,12403.56,0.0,0.0,12500.748,1.0479372914324807
26,56,3.595,16.02,1.305,13400.0,387.0,Day:1993md,12482.235999999999,88.556,12393.679999999998,0.0,0.0,12482.235999999999,1.0735256087130545
26,56,3.595,16.02,1.32,13200.0,370.0,Day:1993md,12458.887999999997,80.6,12378.288,0.0,0.0,12458.887999999997,1.0594846024781668
26,56,3.595,16.02,1.335,13300.0,366.0,Day:1993md,12430.339999999998,73.32,12357.02,0.0,0.0,12430.339999999998,1.069962688068066
26,56,3.595,16.02,1.35,12800.0,369.0,Day:1993md,12396.695999999998,66.664,12330.032,0.0,0.0,12396.695999999998,1.0325331846485548
26,56,3.595,16.02,1.365,13000.0,274.0,Day:1993md,12358.112000000001,60.528000000000006,12297.584,0.0,0.0,12358.112000000001,1.051940620055879
26,56,3.595,16.02,1.38,12800.0,267.0,Day:1993md,12318.124,54.912,12263.212,0.0,0.0,12318.124,1.0391192684860129
26,56,3.595,16.02,1.395,12700.0,372.0,Day:1993md,12274.027999999998,49.763999999999996,12224.264000000001,0.0,0.0,12274.027999999998,1.034705151397732
26,56,3.595,16.02,1.41,12800.0,369.0,Day:1993md,12226.083999999999,45.032,12181.051999999998,0.0,0.0,12226.083999999999,1.046941931692928
26,56,3.595,16.02,1.425,12200.0,354.0,Day:1993md,12174.395999999997,40.715999999999994,12133.679999999998,0.0,0.0,12174.395999999997,1.0021031022812141
26,56,3.595,16.02,1.44,12200.0,257.0,Day:1993md,12119.171999999999,36.763999999999996,12082.408,0.0,0.0,12119.171999999999,1.0066694325321897
26,56,3.595,16.02,1.455,12800.0,259.0,Day:1993md,12060.411999999998,33.123999999999995,12027.288,0.0,0.0,12060.411999999998,1.0613236098401946
26,56,3.595,16.02,1.47,12300.0,344.0,Day:1993md,11997.179999999998,29.848,11967.331999999999,0.0,0.0,11997.179999999998,1.0252409316189306
26,56,3.595,16.02,1.485,12400.0,345.0,Day:1993md,11933.064,26.779999999999998,11906.284,0.0,0.0,11933.064,1.039129598232273
26,56,3.595,16.02,1.5,12700.0,348.0,Day:1993md,11867.492,24.024,11843.467999999997,0.0,0.0,11867.492,1.0701502895472776
26,56,3.595,16.02,1.515,11900.0,337.0,Day:1993md,11799.58,21.528,11778.052,0.0,0.0,11799.58,1.008510472406645
26,56,3.595,16.02,1.53,12400.0,351.0,Day:1993md,11729.379999999997,19.239999999999995,11710.192,0.0,0.0,11729.379999999997,1.0571743775033295
26,56,3.595,16.02,1.545,12100.0,351.0,Day:1993md,11655.955999999998,17.107999999999997,11638.847999999998,0.0,0.0,11655.955999999998,1.0380958884882545
26,56,3.595,20.016,0.135,0.114,0.054,Day:1993md,0.312,0.312,0.0,0.0,0.0,0.312,0.3653846153846154
26,56,3.595,20.016,0.15,0.472,0.0919,Day:1993md,0.416,0.416,0.0,0.0,0.0,0.416,1.1346153846153846
26,56,3.595,20.016,0.165,0.634,0.106,Day:1993md,0.572,0.572,0.0,0.0,0.0,0.572,1.1083916083916086
26,56,3.595,20.016,0.18,1.04,0.167,Day:1993md,0.78,0.78,0.0,0.0,0.0,0.78,1.3333333333333333
26,56,3.595,20.016,0.195,2.04,0.217,Day:1993md,1.0919999999999999,1.0919999999999999,0.0,0.0,0.0,1.0919999999999999,1.8681318681318684
26,56,3.595,20.016,0.21,2.47,0.235,Day:1993md,1.456,1.456,0.0,0.0,0.0,1.456,1.6964285714285716
26,56,3.595,20.016,0.225,3.87,0.286,Day:1993md,1.9759999999999998,1.9759999999999998,0.0,0.0,0.0,1.9759999999999998,1.9585020242914983
26,56,3.595,20.016,0.24,6.65,0.388,Day:1993md,2.7039999999999997,2.7039999999999997,0.0,0.0,0.0,2.7039999999999997,2.4593195266272194
26,56,3.595,20.016,0.255,8.01,0.44,Day:1993md,3.692,3.692,0.0,0.0,0.0,3.692,2.1695557963163594
26,56,3.595,20.016,0.27,12.2,0.472,Day:1993md,5.096,5.096,0.0,0.0,0.0,5.096,2.3940345368916796
26,56,3.595,20.016,0.285,15.9,0.526,Day:1993md,6.9159999999999995,6.9159999999999995,0.0,0.0,0.0,6.9159999999999995,2.2990167727009836
26,56,3.595,20.016,0.3,20.0,0.58,Day:1993md,26.052,9.464,0.0,16.588,0.0,26.052,0.7676953784738216
26,56,3.595,20.016,0.315,29.4,1.36,Day:1993md,33.332,13.0,0.0,20.332,0.0,33.332,0.8820352814112564
26,56,3.595,20.016,0.33,37.1,1.51,Day:1993md,42.484,17.784,0.0,24.752000000000002,0.0,42.484,0.8732699369174277
26,56,3.595,20.016,0.345,48.1,1.72,Day:1993md,54.236000000000004,24.284,0.052,29.899999999999995,0.0,54.236000000000004,0.8868648130393096
26,56,3.595,20.016,0.36,64.9,1.99,Day:1993md,69.21199999999999,33.176,0.208,35.828,0.0,69.21199999999999,0.9376986649713924
26,56,3.595,20.016,0.375,72.5,2.1,Day:1993md,88.39999999999999,45.188,0.572,42.587999999999994,0.0,88.39999999999999,0.8201357466063349
26,56,3.595,20.016,0.39,91.6,2.4,Day:1993md,112.78799999999998,61.36000000000001,1.0919999999999999,50.336,0.0,112.78799999999998,0.8121431357945882
26,56,3.595,20.016,0.405,117.0,2.61,Day:1993md,143.936,82.836,2.0799999999999996,59.072,0.0,143.936,0.8128612716763005
26,56,3.595,20.016,0.42,144.0,2.96,Day:1993md,183.24799999999996,110.96799999999998,3.536,68.79599999999999,0.0,183.24799999999996,0.7858203090893218
26,56,3.595,20.016,0.435,181.0,3.38,Day:1993md,232.59600000000003,147.21200000000002,5.824,79.55999999999999,0.0,232.59600000000003,0.7781733133845808
26,56,3.595,20.016,0.45,241.0,11.3,Day:1993md,293.28,192.868,9.048,91.416,0.0,293.28,0.8217403164211675
26,56,3.595,20.016,0.465,283.0,11.9,Day:1993md,366.444,248.82,13.312,104.25999999999999,0.0,366.444,0.7722871707546036
26,56,3.595,20.016,0.48,354.0,13.0,Day:1993md,452.452,315.328,18.928,118.144,0.0,452.452,0.782403437270694
26,56,3.595,20.016,0.495,465.0,14.9,Day:1993md,550.3679999999999,391.612,25.739999999999995,133.016,0.0,550.3679999999999,0.8448892377463807
26,56,3.595,20.016,0.51,584.0,16.9,Day:1993md,658.944,475.956,34.32,148.66799999999998,0.0,658.944,0.8862665112665113
26,56,3.595,20.016,0.525,639.0,15.7,Day:1993md,775.4239999999999,565.708,44.668,165.04800000000003,0.0,775.4239999999999,0.8240652855727965
26,56,3.595,20.016,0.54,773.0,17.3,Day:1993md,897.4159999999999,657.852,57.56399999999999,182.0,0.0,897.4159999999999,0.8613619547679114
26,56,3.595,20.016,0.555,881.0,18.9,Day:1993md,1021.4879999999998,749.268,72.904,199.316,0.0,1021.4879999999998,0.8624673026016949
26,56,3.595,20.016,0.57,989.0,39.3,Day:1993md,1145.664,837.2,91.62399999999998,216.78799999999995,0.0,1145.664,0.8632548460979833
26,56,3.595,20.016,0.585,1160.0,42.5,Day:1993md,1267.5,919.516,113.77599999999998,234.208,0.0,1267.5,0.9151873767258383
26,56,3.595,20.016,0.6,1360.0,44.2,Day:1993md,1385.436,994.4999999999999,139.672,251.264,0.0,1385.436,0.9816404366567637
26,56,3.595,20.016,0.615,1470.0,44.9,Day:1993md,1499.3679999999997,1060.904,170.768,267.69599999999997,0.0,1499.3679999999997,0.9804130807113399
26,56,3.595,20.016,0.63,1540.0,46.5,Day:1993md,1607.1119999999996,1117.8439999999998,206.024,283.2439999999999,0.0,1607.1119999999996,0.958240620442135
26,56,3.595,20.016,0.645,1700.0,43.8,Day:1993md,1709.2919999999997,1164.488,247.208,297.596,0.0,1709.2919999999997,0.9945638311066806
26,56,3.595,20.016,0.66,1750.0,44.8,Day:1993md,1804.1399999999994,1200.2119999999998,293.436,310.44,0.0,1804.1399999999994,0.9699912423647835
26,56,3.595,20.016,0.675,1710.0,42.7,Day:1993md,1891.4479999999996,1224.704,345.176,321.51599999999996,0.0,1891.4479999999996,0.9040692633368722
26,56,3.595,20.016,0.69,1970.0,86.3,Day:1993md,1972.3599999999997,1237.6519999999998,404.144,330.61599999999993,0.0,1972.3599999999997,0.9988034638706932
26,56,3.595,20.016,0.705,2140.0,89.3,Day:1993md,2044.6920000000002,1239.16,468.15599999999995,337.42799999999994,0.0,2044.6920000000002,1.0466123993246903
26,56,3.595,20.016,0.72,2280.0,89.5,Day:1993md,2109.328,1229.644,537.94,341.79599999999994,0.0,2109.328,1.080912973231285
26,56,3.595,20.016,0.735,2080.0,85.8,Day:1993md,2168.764,1209.884,615.368,343.51199999999994,0.0,2168.764,0.9590716186731244
26,56,3.595,20.016,0.75,2130.0,61.0,Day:1993md,2220.764,1181.024,697.268,342.472,0.0,2220.764,0.9591293806996151
26,56,3.595,20.016,0.765,2300.0,61.0,Day:1993md,2267.304,1144.312,784.3159999999999,338.676,0.0,2267.304,1.0144206511345633
26,56,3.595,20.016,0.78,2210.0,60.3,Day:1993md,2311.504,1101.2559999999999,878.1239999999999,332.072,0.0,2311.504,0.9560874651309278
26,56,3.595,20.016,0.795,2210.0,78.3,Day:1993md,2351.0240000000003,1053.4160000000002,974.8439999999999,322.76399999999995,0.0,2351.0240000000003,0.94001592497567
26,56,3.595,20.016,0.81,2380.0,81.3,Day:1993md,2388.0999999999995,1002.2479999999999,1074.996,310.85599999999994,0.0,2388.0999999999995,0.9966081822369249
26,56,3.595,20.016,0.825,2340.0,79.5,Day:1993md,2425.332,949.104,1179.62,296.60799999999995,0.0,2425.332,0.9648163632855213
26,56,3.595,20.016,0.84,2690.0,86.4,Day:1993md,2460.8999999999996,895.1279999999998,1285.492,280.28,0.0,2460.8999999999996,1.0930960217806496
26,56,3.595,20.016,0.855,2520.0,83.9,Day:1993md,2496.2079999999996,841.412,1392.664,262.132,0.0,2496.2079999999996,1.0095312570106338
26,56,3.595,20.016,0.87,2620.0,85.6,Day:1993md,2531.9319999999993,788.6839999999999,1500.6159999999998,242.68399999999997,0.0,2531.9319999999993,1.0347829246599043
26,56,3.595,20.016,0.885,2600.0,87.4,Day:1993md,2569.892,737.516,1610.128,222.19599999999997,0.0,2569.892,1.011715667428826
26,56,3.595,25.012,0.36,0.12,0.0597,Day:1993md,0.052,0.052,0.0,0.0,0.0,0.052,2.307692307692308
26,56,3.595,25.012,0.375,0.142,0.0563,Day:1993md,0.104,0.104,0.0,0.0,0.0,0.104,1.3653846153846154
26,56,3.595,25.012,0.39,0.149,0.0587,Day:1993md,0.104,0.104,0.0,0.0,0.0,0.104,1.4326923076923077
26,56,3.595,25.012,0.405,0.322,0.0927,Day:1993md,0.156,0.156,0.0,0.0,0.0,0.156,2.0641025641025643
26,56,3.595,25.012,0.42,0.604,0.114,Day:1993md,0.208,0.208,0.0,0.0,0.0,0.208,2.9038461538461537
26,56,3.595,25.012,0.435,0.669,0.115,Day:1993md,0.25999999999999995,0.25999999999999995,0.0,0.0,0.0,0.25999999999999995,2.5730769230769237
26,56,3.595,25.012,0.45,1.23,0.159,Day:1993md,0.364,0.364,0.0,0.0,0.0,0.364,3.379120879120879
26,56,3.595,25.012,0.465,0.997,0.142,Day:1993md,0.468,0.468,0.0,0.0,0.0,0.468,2.1303418803418803
26,56,3.595,25.012,0.48,1.74,0.177,Day:1993md,0.624,0.624,0.0,0.0,0.0,0.624,2.7884615384615383
26,56,3.595,25.012,0.495,1.93,0.186,Day:1993md,0.832,0.832,0.0,0.0,0.0,0.832,2.3197115384615383
26,56,3.595,25.012,0.51,3.13,0.243,Day:1993md,1.0919999999999999,1.0919999999999999,0.0,0.0,0.0,1.0919999999999999,2.8663003663003668
26,56,3.595,25.012,0.525,3.72,0.268,Day:1993md,1.404,1.404,0.0,0.0,0.0,1.404,2.64957264957265
26,56,3.595,25.012,0.54,4.2,0.688,Day:1993md,1.8199999999999996,1.8199999999999996,0.0,0.0,0.0,1.8199999999999996,2.3076923076923084
26,56,3.595,25.012,0.555,5.82,0.802,Day:1993md,2.444,2.392,0.0,0.0,0.0,2.444,2.3813420621931263
26,56,3.595,25.012,0.57,7.95,0.906,Day:1993md,3.2239999999999998,3.1719999999999997,0.052,0.0,0.0,3.2239999999999998,2.4658808933002483
26,56,3.595,25.012,0.585,8.92,0.94,Day:1993md,4.263999999999999,4.159999999999999,0.104,0.0,0.0,4.263999999999999,2.0919324577861165
26,56,3.595,25.012,0.6,9.47,1.01,Day:1993md,5.668000000000001,5.460000000000001,0.208,0.0,0.0,5.668000000000001,1.6707833450952716
26,56,3.595,25.012,0.615,10.1,0.929,Day:1993md,14.404,7.123999999999998,0.364,6.9159999999999995,0.0,14.404,0.7011941127464593
26,56,3.595,25.012,0.63,14.9,1.14,Day:1993md,17.784,9.307999999999998,0.6759999999999999,7.852,0.0,17.784,0.8378317588843905
26,56,3.595,25.012,0.645,17.2,2.33,Day:1993md,21.944,12.064,1.0919999999999999,8.84,0.0,21.944,0.7838133430550492
26,56,3.595,25.012,0.66,19.1,2.53,Day:1993md,27.144,15.599999999999998,1.6119999999999999,9.88,0.0,27.144,0.7036545829649279
26,56,3.595,25.012,0.675,25.3,2.9,Day:1993md,33.436,20.071999999999996,2.288,11.075999999999999,0.0,33.436,0.7566694580691471
26,56,3.595,25.012,0.69,29.4,3.04,Day:1993md,41.028,25.531999999999996,3.12,12.323999999999998,0.0,41.028,0.7165837964317051
26,56,3.595,25.012,0.705,40.4,3.62,Day:1993md,50.024,32.239999999999995,4.108,13.676,0.0,50.024,0.8076123460738845
26,56,3.595,25.012,0.72,51.8,3.28,Day:1993md,60.684000000000005,40.14399999999999,5.356,15.132000000000001,0.0,60.684000000000005,0.8536022674840155
26,56,3.595,25.012,0.735,61.8,3.52,Day:1993md,72.904,49.348,6.9159999999999995,16.692,0.0,72.904,0.8476901130253484
26,56,3.595,25.012,0.75,72.8,3.77,Day:1993md,86.78799999999998,59.696,8.735999999999999,18.304,0.0,86.78799999999998,0.8388256440982625
