Z,A,E0,ThetaDeg,nu,cross,error,dataSet,Veff,Eeff,Ep,Ep_eff,normalization,normError,system_err,normCross,normCrossError,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),nuel,Ex,R,F2foc,Q2,Q2eff,qv2,qv,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Sig_mott_eff,H,Hcc,Hstar_Sig(nb),Hstar_error(nb),Hstar_Sig(GeV),Hstar_error(GeV),Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),qvbin,qvcenter,Q2bin,Q2center,ExA,nuA,Q2effA,qv2A,epsilonA
26,56,0.2004,90.0,0.05111,50533.146,1614.037431,Altemus:1973,0.0089,0.20929999999999999,0.14928999999999998,0.15818999999999997,1.0785,0.0,0.04145973333333334,54499.997961,2852.326081790346,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0007669412366465567,0.050343058763353446,4.433234524286382,1.090794707989211,0.059835432,0.06621833399999999,0.06883056609999999,0.2623558005838636,0.910048154589,0.3247915802126031,0.00010329853080601566,527597029.0743589,15624979.546233831,0.0006633357984441155,0.0006351289728055459,577.0594156650003,529.0265999995188,31449736.97711837,1645961.622043977,80.76894892692722,4.227144738389267,28831948.621288538,1508956.3691394962,74.04596697743247,3.8752890048225983,"[0.223,0.270]",0.24,"[0.045,0.070]",0.056,0.050343058763353446,0.05111,0.066218334,0.0688305661,0.3247915802126031
26,56,0.2004,90.0,0.06146,52509.528,1681.870592,Altemus:1973,0.0089,0.20929999999999999,0.13894,0.14784,1.0785,0.0,0.04256373333333333,56631.525948,3016.7016912669806,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0007669412366465567,0.060693058763353444,4.433234524286382,1.090794707989211,0.05568715200000002,0.06188582400000001,0.06566315560000001,0.25624823043291445,0.9338029156890001,0.32029988145382293,0.0001847128162752761,306592293.3230712,9105326.993084881,0.0006633357984441154,0.0006351289728055459,592.9628823712519,543.6063065105344,33580392.85920843,1788792.1301078992,86.24088137095993,4.593960843064971,30785254.65264777,1639898.064233726,79.06243103245137,4.211572360424772,"[0.223,0.270]",0.24,"[0.045,0.070]",0.056,0.060693058763353444,0.06146,0.061885824,0.0656631556,0.32029988145382293
26,56,0.2004,90.0,0.07202,48038.508,1560.399618,Altemus:1973,0.0089,0.20929999999999999,0.12838,0.13727999999999999,1.0785,0.0,0.04369013333333333,51809.530878000005,2820.611635658598,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0007669412366465567,0.07125305876335344,4.433234524286382,1.090794707989211,0.05145470400000001,0.057465408,0.0626522884,0.25030439149163963,0.9580396574490001,0.31441381396886786,0.0002661704862171664,194647917.63474867,5862406.610802379,0.0006633357984441154,0.0006351289728055459,614.5710425186685,563.4158636977428,31840637.40409561,1733466.2334669915,81.77285610252649,4.4518733425120365,29190311.58740325,1589177.340860492,74.96631172080761,4.081311826969433,"[0.223,0.270]",0.24,"[0.045,0.070]",0.056,0.07125305876335344,0.07202,0.057465408,0.0626522884,0.31441381396886786
26,56,0.2004,90.0,0.08262,38085.444,1281.63414,Altemus:1973,0.0089,0.20929999999999999,0.11778,0.12668,1.0785,0.0,0.0448208,41075.151354,2302.1626700920992,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0007669412366465567,0.08185305876335344,4.433234524286382,1.090794707989211,0.04720622400000001,0.05302824800000001,0.059854312400000005,0.24465140996936846,0.982368205049,0.3069885840841736,0.0003457835548998763,118788620.14098257,3706463.5429845834,0.0006633357984441153,0.0006351289728055457,643.1438884970049,589.61038569997,26417232.56241458,1480621.8515956802,67.84451358613317,3.802520536137768,24218335.83251659,1357379.0198570755,62.197325573020855,3.48600933639236,"[0.223,0.270]",0.24,"[0.045,0.070]",0.056,0.08185305876335344,0.08262,0.05302824800000001,0.059854312400000005,0.3069885840841736
26,56,0.2004,90.0,0.09322,29724.318,1064.445116,Altemus:1973,0.0089,0.20929999999999999,0.10718,0.11608,1.0785,0.0,0.04595146666666666,32057.676962999998,1867.5997687015342,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0007669412366465567,0.09245305876335344,4.433234524286382,1.090794707989211,0.042957744000000006,0.04859108800000001,0.05728105640000001,0.2393346117886003,1.006696752649,0.2978249140178683,0.0004226596747851799,75847493.56392603,2518444.9321809863,0.0006633357984441155,0.0006351289728055459,680.5803447737538,623.9307358103587,21817824.840124164,1271051.6944822732,56.03235351350456,3.2643042283570014,20001769.97589537,1165252.8978852038,51.368376746890824,2.9925926523557056,"[0.223,0.270]",0.24,"[0.045,0.070]",0.056,0.09245305876335344,0.09322,0.048591088000000004,0.0572810564,0.2978249140178683
26,56,0.2004,90.0,0.10382,20261.898,879.0214602,Altemus:1973,0.0089,0.20929999999999999,0.09658,0.10548,1.0785,0.0,0.04708213333333333,21852.456993,1399.0368942119228,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0007669412366465567,0.10305305876335344,4.433234524286382,1.090794707989211,0.03870926400000001,0.04415392800000001,0.054932520400000004,0.23437687684581857,1.031025300249,0.286678506835971,0.0004961721178699559,44042089.843362406,1771605.9176674392,0.0006633357984441154,0.0006351289728055459,729.6676321914748,668.9321343853567,15945030.551648345,1020831.9379481286,40.949892814727825,2.6216919626099617,14617810.697891703,935860.735729042,37.54133799403513,2.403469638611313,"[0.223,0.270]",0.24,"[0.035,0.045]",0.04,0.10305305876335344,0.10382,0.044153928,0.054932520400000004,0.286678506835971
26,56,0.2004,90.0,0.11443,14484.618,993.6068924,Altemus:1973,0.0089,0.20929999999999999,0.08596999999999999,0.09487,1.0785,0.0,0.04821386666666667,15621.660513,1309.8161893680845,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0007669412366465567,0.11366305876335345,4.433234524286382,1.090794707989211,0.034456776,0.039712582,0.0528068069,0.22979731699913297,1.0553767993090002,0.27326513146090353,0.0005657266639745793,27613442.15817615,1756337.3898965584,0.0006633357984441154,0.0006351289728055459,794.5429380572263,728.4074008040429,12412080.041331576,1040705.2034154381,31.876599148178297,2.67273031516306,11378933.130517483,954079.8060286625,29.22327997624791,2.450259701103625,"[0.223,0.270]",0.24,"[0.035,0.045]",0.04,0.11366305876335345,0.11443,0.039712581999999996,0.052806806899999996,0.27326513146090353
26,56,0.2004,90.0,0.12503,13995.036,1582.953356,Altemus:1973,0.0089,0.20929999999999999,0.07536999999999999,0.08427,1.0785,0.0,0.049344533333333336,15093.646326,1862.60416533835,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0007669412366465567,0.12426305876335345,4.433234524286382,1.090794707989211,0.030208296000000003,0.035275422,0.0509079229,0.2256278415887543,1.079705346909,0.25731341292621707,0.000630524966284328,23938221.534583446,2510532.3986269967,0.0006633357984441155,0.0006351289728055459,881.2483795015313,807.8957232255362,13301251.365556741,1641416.9023572232,34.16016143443469,4.21547302766769,12194092.314654227,1504789.9392389224,31.316764909325688,3.864588814735416,"[0.223,0.270]",0.24,"[0.035,0.045]",0.04,0.12426305876335345,0.12503,0.035275422,0.0509079229,0.25731341292621707
26,56,0.2004,90.0,0.13513,13088.088,2737.185126,Altemus:1973,0.0089,0.20929999999999999,0.06527,0.07417,1.0785,0.0,0.05042186666666666,14115.502908,3036.6401424746077,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0007669412366465567,0.13436305876335344,4.433234524286382,1.090794707989211,0.026160216000000003,0.031047562000000004,0.049307678900000006,0.22205332445158305,1.1028863215090001,0.23944827131680868,0.0006873113869749691,20537274.917160753,3982452.754125088,0.0006633357984441154,0.0006351289728055459,993.1055406791036,910.4422064072998,14018184.1474068,3015704.1505401153,36.001382150633916,7.74490593326466,12851349.612108177,2764685.351379559,33.00472755042922,7.100241572991996,"[0.186,0.223]",0.205,"[0.025,0.035]",0.026,0.13436305876335344,0.13513,0.031047561999999997,0.0493076789,0.23944827131680868
26,56,0.2497,90.0,0.00204,5618.49085,174.182383,Altemus:1973,0.0089,0.2586,0.24766,0.25656,1.0063,0.0,0.037,5653.887342355,272.91948201272044,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.001189583824461271,0.0008504161755387291,4.433234524286382,1.0725559497989496,0.12368140400000002,0.13269283200000004,0.13269699360000003,0.36427598548353424,0.751491544369,0.33332636399934346,-0.00029494024104215243,-19169603.04357707,-590568.3889880123,0.0004272595564696607,0.0004125549545648657,836.8065614263195,780.198516994082,4731210.02564788,228380.81328931684,12.150653635105007,0.58652567612491,4411154.519756983,212931.3751251175,11.32868978758884,0.5468485594945924,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.04,0.04118958382446127,0.11244466724598864,0.11414124906162097,0.33001380187616525
26,56,0.2497,90.0,0.00557,5664.50185,175.412735,Altemus:1973,0.0089,0.2586,0.24413,0.25303000000000003,1.0063,0.0,0.037,5700.188211655,275.02780504336613,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.001189583824461271,0.004380416175538729,4.433234524286382,1.0725559497989496,0.12191852200000004,0.13086711600000003,0.13089814090000004,0.3617984810636994,0.7599414677490001,0.33328065904084125,-0.00027558150667139603,-20684218.91042172,-636518.5281070493,0.00042725955646966064,0.00041255495456486566,837.0360752842789,780.4125047660042,4771263.169065413,230208.194527549,12.253517779800632,0.5912187411895935,4448498.159895328,214635.13821418965,11.424595408843288,0.5512241494724982,"[0.340,0.428]",0.38,"[0.100,0.145]",0.12,0.04,0.04118958382446127,0.11244466724598864,0.11414124906162097,0.33001380187616525
