Z,A,E0,ThetaDeg,nu,cross,error,ratio,ratio_error,dataSet
20,40,0.12,90,0.0075,86089,1721.78,2.50903,0.209085946,1
20,40,0.12,90,0.0125,96395,1927.9,0.95544,0.097472483,1
20,40,0.12,90,0.0175,99034,1980.68,1.39346,0.126025405,1
20,40,0.12,90,0.0225,95230,1904.6,1.30211,0.127142707,1
20,40,0.12,90,0.0275,86788,1735.76,1.06351,0.121487994,1
20,40,0.12,90,0.0325,75770,1515.4,1.08354,0.142665963,1
20,40,0.12,90,0.0375,63944,1278.88,0.98993,0.16851151,1
20,40,0.12,90,0.0425,52549,1050.98,0.7041,0.408757541,1
20,40,0.12,140,0.0125,14787,295.74,0.70332,0.050309393,2
20,40,0.12,140,0.0175,17723,354.46,0.84072,0.060372397,2
20,40,0.12,140,0.0225,19082,381.64,0.91709,0.067530657,2
20,40,0.12,140,0.0275,19362,387.24,0.91416,0.069356471,2
20,40,0.12,140,0.0325,18711,374.22,1.03148,0.081054994,2
20,40,0.12,140,0.0375,17359,347.18,1.14638,0.093394781,2
20,40,0.12,140,0.0425,15561,311.22,1.16959,0.17762933,2
20,40,0.12,140,0.0475,13556,271.12,1.21717,0.11482812,2
20,40,0.12,140,0.0525,11530,230.6,1.24024,0.131727667,2
20,40,0.13,140,0.01,11056,221.12,0.57817,0.028908556,3
20,40,0.13,140,0.0126,12101,242.02,0.57226,0.02861309,3
20,40,0.13,140,0.0216,16291,325.82,0.76395,0.038197532,3
20,40,0.13,140,0.0257,17223,344.46,0.7451,0.037255182,3
20,40,0.13,140,0.0282,17509,350.18,0.77718,0.038859272,3
20,40,0.13,140,0.0314,17561,351.22,0.82728,0.041363931,3
20,40,0.13,140,0.0397,16393,327.86,1.07823,0.053911853,3
20,40,0.13,140,0.05,13348,266.96,1.42942,0.071471007,3
20,40,0.13,140,0.0555,11463,229.26,1.55886,0.077943121,3
20,40,0.13,140,0.0605,9802.3,196.046,1.63524,0.081761729,3
20,40,0.13,140,0.0655,8265.6,165.312,1.62287,0.081143777,3
20,40,0.13,140,0.076,5504.5,110.09,1.74192,0.087095831,3
20,40,0.15,35,0.0103,3044400,60888,0.61327,0.030663283,4
20,40,0.15,35,0.0105,3020500,60410,0.56783,0.028391624,4
20,40,0.15,35,0.0108,2992800,59856,0.6119,0.030594928,4
20,40,0.15,35,0.0111,2970400,59408,0.528,0.026399879,4
20,40,0.15,35,0.0114,2944200,58884,0.86106,0.043052782,4
20,40,0.15,35,0.0116,2917300,58346,1.09051,0.054525417,4
20,40,0.15,35,0.012,2880900,57618,1.04005,0.052002499,4
20,40,0.15,35,0.0121,2880900,57618,0.72877,0.036438266,4
20,40,0.15,35,0.0121,2870000,57400,0.73153,0.036576655,4
20,40,0.15,35,0.0124,2833800,56676,0.52324,0.026162114,4
20,40,0.15,35,0.0126,2812400,56248,0.9153,0.045765183,4
20,40,0.15,35,0.013,2772900,55458,0.93237,0.046618702,4
20,40,0.15,35,0.0133,2736900,54738,1.23801,0.061900691,4
20,40,0.15,35,0.0136,2710200,54204,1.02526,0.051263006,4
20,40,0.15,35,0.0139,2674100,53482,1.2244,0.061220224,4
20,40,0.15,35,0.0142,2641500,52830,1.39249,0.069624834,4
20,40,0.15,35,0.0146,2596300,51926,1.33532,0.066765782,4
20,40,0.15,35,0.0148,2564000,51280,1.07601,0.053800702,4
20,40,0.15,35,0.0151,2536800,50736,1.28564,0.064281772,4
20,40,0.15,35,0.0154,2504900,50098,1.25966,0.062982953,4
20,40,0.15,35,0.0156,2472900,49458,1.32829,0.066414331,4
20,40,0.15,35,0.0159,2441600,48832,1.22149,0.061074705,4
20,40,0.15,35,0.0162,2410200,48204,1.40783,0.070391254,4
20,40,0.15,35,0.0164,2376500,47530,1.43817,0.071908689,4
20,40,0.15,35,0.0167,2344400,46888,1.66375,0.083187169,4
20,40,0.15,35,0.017,2309900,46198,1.73891,0.086945322,4
20,40,0.15,35,0.0172,2285600,45712,1.68537,0.084268463,4
20,40,0.15,35,0.0175,2250500,45010,1.92025,0.096012442,4
20,40,0.15,35,0.0178,2220900,44418,1.98649,0.099324598,4
20,40,0.15,35,0.018,2190700,43814,2.19242,0.109621126,4
20,40,0.15,35,0.0183,2154400,43088,2.33792,0.11689612,4
20,40,0.15,35,0.0186,2120700,42414,2.68282,0.134141085,4
20,40,0.15,35,0.0189,2093100,41862,2.79573,0.139786919,4
20,40,0.15,35,0.0192,2053800,41076,3.15413,0.15770669,4
20,40,0.15,35,0.0197,2001900,40038,3.08438,0.154219491,4
20,40,0.15,35,0.0195,2017500,40350,2.72044,0.136021809,4
20,40,0.15,35,0.02,1966200,39324,2.81016,0.140507578,4
20,40,0.15,35,0.0203,1933700,38674,2.79232,0.139615763,4
20,40,0.15,35,0.0206,1899500,37990,2.37679,0.118839695,4
20,40,0.15,35,0.0209,1867600,37352,2.64075,0.132037374,4
20,40,0.15,35,0.0212,1837600,36752,2.38403,0.119201676,4
20,40,0.15,35,0.0216,1796500,35930,2.37554,0.118777067,4
20,40,0.15,35,0.0219,1763800,35276,2.21838,0.110918471,4
20,40,0.15,35,0.0219,1772800,35456,2.20711,0.11035537,4
20,40,0.15,35,0.0218,1772800,35456,1.86788,0.093394066,4
20,40,0.15,35,0.0223,1723800,34476,2.14344,0.107172526,4
20,40,0.15,35,0.0225,1697300,33946,2.21851,0.110925588,4
20,40,0.15,35,0.0228,1672400,33448,1.87134,0.093567328,4
20,40,0.15,35,0.0231,1636600,32732,2.06302,0.103151045,4
20,40,0.15,35,0.0233,1621500,32430,1.81547,0.090773358,4
20,40,0.15,35,0.0236,1590300,31806,1.78833,0.089416462,4
20,40,0.15,35,0.0239,1564700,31294,1.7289,0.086445325,4
20,40,0.15,35,0.0241,1544900,30898,1.95785,0.09789242,4
20,40,0.15,35,0.0244,1513000,30260,2.06282,0.10314078,4
20,40,0.15,35,0.0244,1500100,30002,2.08055,0.104027731,4
20,40,0.15,35,0.0245,1500100,30002,1.68322,0.084161056,4
20,40,0.15,35,0.0248,1473100,29462,1.57093,0.078546602,4
20,40,0.15,35,0.0251,1449000,28980,1.67736,0.083868185,4
20,40,0.15,35,0.0254,1423400,28468,1.66052,0.083025854,4
20,40,0.15,35,0.0257,1399300,27986,1.80497,0.090248696,4
20,40,0.15,35,0.0259,1376200,27524,1.4825,0.074125127,4
20,40,0.15,35,0.0261,1357300,27146,1.76256,0.088127901,4
20,40,0.15,35,0.0264,1334200,26684,1.7871,0.089355419,4
20,40,0.15,35,0.0266,1316400,26328,1.64643,0.082321483,4
20,40,0.15,35,0.0269,1294400,25888,1.79968,0.089984549,4
20,40,0.15,35,0.0271,1275400,25508,1.68192,0.08409597,4
20,40,0.15,35,0.0274,1256100,25122,1.81093,0.090546135,4
20,40,0.15,35,0.0276,1238700,24774,1.677,0.083850004,4
20,40,0.15,35,0.0278,1219900,24398,1.75545,0.087771949,4
20,40,0.15,35,0.028,1203000,24060,1.69758,0.084879468,4
20,40,0.15,35,0.0283,1180600,23612,1.8781,0.093905641,4
20,40,0.15,35,0.0286,1162100,23242,1.89564,0.09478186,4
20,40,0.15,35,0.0288,1144800,22896,1.50607,0.075303546,4
20,40,0.15,35,0.0291,1126900,22538,1.66237,0.083118467,4
20,40,0.15,35,0.0293,1108700,22174,1.78287,0.089143592,4
20,40,0.15,35,0.0296,1088400,21768,1.87485,0.093743109,4
20,40,0.15,35,0.0299,1069900,21398,1.89375,0.094687354,4
20,40,0.15,35,0.0301,1050700,21014,2.18846,0.109423242,4
20,40,0.15,35,0.0304,1031000,20620,1.93057,0.096528419,4
20,40,0.15,35,0.0307,1010700,20214,1.64413,0.082206589,4
20,40,0.15,35,0.031,992980,19859.6,1.75768,0.087884046,4
20,40,0.15,35,0.0313,976770,19535.4,2.08688,0.104343909,4
20,40,0.15,35,0.0315,961250,19225,1.78576,0.089288114,4
20,40,0.15,35,0.0317,948430,18968.6,1.79497,0.089748426,4
20,40,0.15,35,0.032,929260,18585.2,2.14703,0.107351441,4
20,40,0.15,90,0.0129,55252,1105.04,0.93051,0.046525375,5
20,40,0.15,90,0.0203,63423,1268.46,1.11032,0.05551598,5
20,40,0.15,90,0.0256,64734,1294.68,0.96433,0.048216548,5
20,40,0.15,90,0.0305,62997,1259.94,1.0037,0.050184929,5
20,40,0.15,90,0.0376,56838,1136.76,1.15129,0.057564482,5
20,40,0.15,90,0.0441,49169,983.38,1.28625,0.064312473,5
20,40,0.15,90,0.0499,41788,835.76,1.36042,0.068021202,5
20,40,0.16,60,0.0075,275550,5511,3.37144,0.261815279,6
20,40,0.16,60,0.0125,299270,5985.4,1.54042,0.131236676,6
20,40,0.16,60,0.0175,300670,6013.4,1.939,0.151236572,6
20,40,0.16,60,0.0225,284030,5680.6,1.71461,0.140733725,6
20,40,0.16,60,0.0275,255770,5115.4,1.37624,0.126994956,6
20,40,0.16,60,0.0325,222110,4442.2,1.50826,0.146126694,6
20,40,0.16,60,0.0375,187770,3755.4,1.66161,0.17116632,6
20,40,0.16,60,0.0425,155680,3113.6,1.48381,0.186864723,6
20,40,0.16,60,0.0475,127320,2546.4,1.40591,0.218942821,6
20,40,0.16,60,0.0525,103120,2062.4,1.38673,0.270856284,6
20,40,0.16,60,0.0575,82918,1658.36,1.24219,0.339789913,6
20,40,0.16,60,0.0625,66290,1325.8,1.04239,0.406133655,6
20,40,0.16,90,0.0125,44296,885.92,1.18521,0.075609084,7
20,40,0.16,90,0.0175,51630,1032.6,1.2977,0.084813481,7
20,40,0.16,90,0.0225,55761,1115.22,1.19976,0.080460358,7
20,40,0.16,90,0.0275,57218,1144.36,1.03639,0.0716348,7
20,40,0.16,90,0.0325,56248,1124.96,1.09515,0.077438842,7
20,40,0.16,90,0.0375,53350,1067,1.22774,0.088351828,7
20,40,0.16,90,0.0425,49127,982.54,1.26407,0.09164146,7
20,40,0.16,90,0.0475,44160,883.2,1.32699,0.100271966,7
20,40,0.16,90,0.0525,38933,778.66,1.33563,0.107505201,7
20,40,0.16,90,0.0575,33801,676.02,1.34611,0.118095323,7
20,40,0.16,90,0.0625,28992,579.84,1.3245,0.131390384,7
20,40,0.16,90,0.0675,24630,492.6,1.13276,0.140615916,7
20,40,0.16,90,0.0725,20759,415.18,0.92008,0.168268221,7
20,40,0.16,90,0.0775,17376,347.52,0.72514,0.216569406,7
20,40,0.16,140,0.0175,7478.8,149.576,0.86645,0.056996978,8
20,40,0.16,140,0.0225,9330.4,186.608,0.84134,0.055655063,8
20,40,0.16,140,0.0275,11098,221.96,0.847,0.056496396,8
20,40,0.16,140,0.0325,12347,246.94,0.8909,0.060037985,8
20,40,0.16,140,0.0375,13129,262.58,1.00541,0.068401478,8
20,40,0.16,140,0.0425,13444,268.88,0.95954,0.066290315,8
20,40,0.16,140,0.0475,13331,266.62,1.05769,0.074366514,8
20,40,0.16,140,0.0525,12861,257.22,1.14299,0.08192831,8
20,40,0.16,140,0.0575,12125,242.5,1.29485,0.094460206,8
20,40,0.16,140,0.0625,11213,224.26,1.35557,0.101554446,8
20,40,0.16,140,0.0675,10206,204.12,1.32275,0.103385264,8
20,40,0.16,140,0.0725,9170.5,183.41,1.33035,0.108320811,8
20,40,0.16,140,0.0775,8153.9,163.078,1.28773,0.110375648,8
20,40,0.16,140,0.0201,8174.7,163.494,0.75565,0.037782549,9
20,40,0.16,140,0.0249,10259,205.18,0.68603,0.034301491,9
20,40,0.16,140,0.0296,11690,233.8,0.74065,0.037032592,9
20,40,0.16,140,0.0355,12871,257.42,0.78284,0.039142025,9
20,40,0.16,140,0.0397,13327,266.54,0.81685,0.0408422,9
20,40,0.16,140,0.0451,13436,268.72,0.90066,0.045032971,9
20,40,0.16,140,0.0504,13101,262.02,1.03191,0.051595222,9
20,40,0.16,140,0.0611,11485,229.7,1.21678,0.060838833,9
20,40,0.16,140,0.0724,9181.6,183.632,1.36763,0.06838111,9
20,40,0.16,140,0.079,7861.8,157.236,1.404,0.070200081,9
20,40,0.16,140,0.0839,6929,138.58,1.3811,0.069054842,9
20,40,0.16,140,0.0888,6063.9,121.278,1.34433,0.067216643,9
20,40,0.183,35,0.0107,2136400,42728,0.72709,0.036354428,10
20,40,0.183,35,0.0112,2121700,42434,0.66064,0.03303172,10
20,40,0.183,35,0.0116,2108200,42164,0.84052,0.042025804,10
20,40,0.183,35,0.0119,2096100,41922,1.10884,0.055442488,10
20,40,0.183,35,0.0123,2082000,41640,1.06842,0.05342123,10
20,40,0.183,35,0.0126,2068000,41360,0.95991,0.047995358,10
20,40,0.183,35,0.013,2053300,41066,1.2312,0.061559928,10
20,40,0.183,35,0.0133,2037800,40756,1.09796,0.054897929,10
20,40,0.183,35,0.0137,2020300,40406,1.21017,0.06050834,10
20,40,0.183,35,0.014,2005000,40100,1.42524,0.071261845,10
20,40,0.183,35,0.0143,1986700,39734,1.7491,0.087454573,10
20,40,0.183,35,0.0147,1969900,39398,1.64256,0.082127519,10
20,40,0.183,35,0.015,1952500,39050,1.37247,0.068623303,10
20,40,0.183,35,0.0153,1935400,38708,1.61227,0.08061331,10
20,40,0.183,35,0.0156,1916100,38322,1.66882,0.083441365,10
20,40,0.183,35,0.016,1892100,37842,1.63955,0.081977697,10
20,40,0.183,35,0.0162,1880100,37602,1.52062,0.076031062,10
20,40,0.183,35,0.0166,1857100,37142,1.82915,0.091457649,10
20,40,0.183,35,0.017,1835100,36702,2.00223,0.100111711,10
20,40,0.183,35,0.0173,1816200,36324,2.09134,0.104567228,10
20,40,0.183,35,0.0176,1795400,35908,2.17418,0.10870948,10
20,40,0.183,35,0.018,1771200,35424,2.4761,0.123804765,10
20,40,0.183,35,0.0184,1749400,34988,2.79333,0.139666743,10
20,40,0.183,35,0.0187,1728900,34578,2.82003,0.141001793,10
20,40,0.183,35,0.019,1707800,34156,2.85653,0.142826443,10
20,40,0.183,35,0.0194,1684100,33682,2.90657,0.145328662,10
20,40,0.183,35,0.0196,1667700,33354,2.85892,0.142945973,10
20,40,0.183,35,0.02,1645800,32916,2.60157,0.130078381,10
20,40,0.183,35,0.0203,1623700,32474,2.48095,0.124047546,10
20,40,0.183,35,0.0206,1602500,32050,2.33249,0.116624025,10
20,40,0.183,35,0.0209,1582400,31648,2.41988,0.12099406,10
20,40,0.183,35,0.0213,1561100,31222,2.31452,0.115726091,10
20,40,0.183,35,0.0216,1538300,30766,1.96312,0.098156406,10
20,40,0.183,35,0.0219,1516100,30322,2.0674,0.10336983,10
20,40,0.183,35,0.0223,1494200,29884,1.85336,0.092667648,10
20,40,0.183,35,0.0226,1472600,29452,1.92354,0.096177509,10
20,40,0.183,35,0.0229,1454200,29084,1.78348,0.089174116,10
20,40,0.183,35,0.0232,1433700,28674,1.77201,0.088600823,10
20,40,0.183,35,0.0235,1414800,28296,1.83731,0.091865281,10
20,40,0.183,35,0.0239,1392900,27858,1.67092,0.08354584,10
20,40,0.183,35,0.0242,1371700,27434,1.88888,0.094443391,10
20,40,0.183,35,0.0245,1353800,27076,1.8198,0.090989806,10
20,40,0.183,35,0.0248,1331300,26626,1.81058,0.090528806,10
20,40,0.183,35,0.0252,1311900,26238,1.91409,0.095704703,10
20,40,0.183,35,0.0255,1292600,25852,1.97014,0.098506885,10
20,40,0.183,35,0.0258,1274800,25496,1.78086,0.089042987,10
20,40,0.183,35,0.0261,1256200,25124,1.98008,0.099004139,10
20,40,0.183,35,0.0264,1237100,24742,1.91511,0.095755396,10
20,40,0.183,35,0.0267,1218500,24370,1.81297,0.090649159,10
20,40,0.183,35,0.027,1199600,23992,1.89827,0.094913304,10
20,40,0.183,35,0.0274,1177500,23550,1.98351,0.099175372,10
20,40,0.183,35,0.0277,1159900,23198,1.93184,0.096591948,10
20,40,0.183,35,0.028,1142000,22840,2.05844,0.102922067,10
20,40,0.183,35,0.0283,1124800,22496,1.96421,0.098210349,10
20,40,0.183,35,0.0286,1109400,22188,2.16638,0.108318911,10
20,40,0.183,35,0.0289,1090700,21814,2.12066,0.106032823,10
20,40,0.183,35,0.0292,1074700,21494,2.19404,0.109701312,10
20,40,0.183,35,0.0296,1057300,21146,2.43985,0.121991866,10
20,40,0.183,35,0.0298,1041400,20828,2.26534,0.113266756,10
20,40,0.183,35,0.0301,1027400,20548,2.40352,0.120176173,10
20,40,0.183,35,0.0305,1008200,20164,2.52578,0.126289427,10
20,40,0.183,35,0.0307,997840,19956.8,2.00021,0.100010523,10
20,40,0.183,35,0.031,979380,19587.6,2.39243,0.119621597,10
20,40,0.183,45,0.0158,748210,14964.2,1.36605,0.068302616,11
20,40,0.183,45,0.0158,747890,14957.8,1.36663,0.06833184,11
20,40,0.183,45,0.0107,762420,15248.4,0.75076,0.03753784,11
20,40,0.183,45,0.0112,763760,15275.2,0.83521,0.04176037,11
20,40,0.183,45,0.012,764650,15293,0.86712,0.043355914,11
20,40,0.183,45,0.0126,764250,15285,1.10865,0.055432385,11
20,40,0.183,45,0.0131,763260,15265.2,0.86571,0.043285512,11
20,40,0.183,45,0.0134,762180,15243.6,1.06671,0.053335564,11
20,40,0.183,45,0.0138,760910,15218.2,1.09564,0.054781906,11
20,40,0.183,45,0.0141,759290,15185.8,1.4148,0.070739638,11
20,40,0.183,45,0.0146,756730,15134.6,1.68221,0.084110845,11
20,40,0.183,45,0.0149,754440,15088.8,1.89553,0.094776523,11
20,40,0.183,45,0.0154,750850,15017,1.41674,0.070836918,11
20,40,0.183,45,0.0158,748210,14964.2,1.53084,0.076542014,11
20,40,0.183,45,0.0158,747890,14957.8,1.5315,0.076574764,11
20,40,0.183,45,0.0163,743800,14876,1.5201,0.076004706,11
20,40,0.183,45,0.0166,740480,14809.6,1.60682,0.080340995,11
20,40,0.183,45,0.0169,737020,14740.4,1.6707,0.083534775,11
20,40,0.183,45,0.0173,733290,14665.8,1.79053,0.089526654,11
20,40,0.183,45,0.0176,729680,14593.6,1.66711,0.083355855,11
20,40,0.183,45,0.0179,726080,14521.6,1.8166,0.090830212,11
20,40,0.183,45,0.0182,721920,14438.4,1.87125,0.093562168,11
20,40,0.183,45,0.0186,717940,14358.8,2.0043,0.100215478,11
20,40,0.183,45,0.0189,713460,14269.2,2.09758,0.10487932,11
20,40,0.183,45,0.0193,708350,14167,2.12598,0.106298864,11
20,40,0.183,45,0.0196,704060,14081.2,2.27317,0.113658495,11
20,40,0.183,45,0.0198,701030,14020.6,2.24159,0.112079369,11
20,40,0.183,45,0.0201,696140,13922.8,2.24781,0.11239018,11
20,40,0.183,45,0.0205,690390,13807.8,2.10807,0.105403323,11
20,40,0.183,45,0.0209,684720,13694.4,1.88841,0.094420055,11
20,40,0.183,45,0.0213,678480,13569.6,1.86281,0.093140549,11
20,40,0.183,45,0.0215,674210,13484.2,1.7434,0.087170318,11
20,40,0.183,45,0.0218,669880,13397.6,1.63461,0.081730459,11
20,40,0.183,45,0.0222,662180,13243.6,1.43985,0.071992359,11
20,40,0.183,45,0.0225,657120,13142.4,1.42866,0.071432919,11
20,40,0.183,45,0.0229,651180,13023.6,1.3107,0.065534875,11
20,40,0.183,45,0.0232,645870,12917.4,1.25904,0.062951832,11
20,40,0.183,45,0.0235,640150,12803,1.19975,0.059987503,11
20,40,0.183,45,0.0239,634000,12680,1.21104,0.060551893,11
20,40,0.183,45,0.0242,628290,12565.8,1.23194,0.061596874,11
20,40,0.183,45,0.0246,620910,12418.2,1.22806,0.061403102,11
20,40,0.183,45,0.025,614100,12282,1.25959,0.062979482,11
20,40,0.183,45,0.0253,606990,12139.8,1.35856,0.067927972,11
20,40,0.183,45,0.0256,601600,12032,1.28504,0.064251828,11
20,40,0.183,45,0.026,595170,11903.4,1.26349,0.063174387,11
20,40,0.183,45,0.0263,588350,11767,1.29956,0.064977989,11
20,40,0.183,45,0.0267,581490,11629.8,1.40558,0.070279283,11
20,40,0.183,45,0.027,576900,11538,1.32189,0.066094644,11
20,40,0.183,45,0.0273,570390,11407.8,1.32815,0.06640737,11
20,40,0.183,45,0.0276,564900,11298,1.39756,0.069877854,11
20,40,0.183,45,0.0279,558900,11178,1.44091,0.072045625,11
20,40,0.183,45,0.0282,552880,11057.6,1.35752,0.067876031,11
20,40,0.183,45,0.0285,546990,10939.8,1.41872,0.070936215,11
20,40,0.183,45,0.0288,541880,10837.6,1.33995,0.06699749,11
20,40,0.183,45,0.0292,535510,10710.2,1.50836,0.075418013,11
20,40,0.183,45,0.0296,527990,10559.8,1.48983,0.074491562,11
20,40,0.183,45,0.03,519980,10399.6,1.5246,0.07623024,11
20,40,0.183,45,0.0303,514030,10280.6,1.5075,0.075375173,11
20,40,0.183,45,0.0306,508580,10171.6,1.59588,0.079794133,11
20,40,0.183,45,0.0309,502800,10056,1.6298,0.081489658,11
20,40,0.183,45,0.0312,497020,9940.4,1.48686,0.074343085,11
20,40,0.183,45,0.0315,491650,9833,1.60067,0.08003356,11
20,40,0.183,45,0.0318,485790,9715.8,1.66251,0.08312563,11
20,40,0.183,45,0.0321,480340,9606.8,1.58072,0.079036099,11
20,40,0.183,55,0.011,314760,6295.2,1.2123,1.20E-09,12
20,40,0.183,55,0.0112,315780,6315.6,0.84826,8.43E-10,12
20,40,0.183,55,0.0118,318440,6368.8,0.83695,8.32E-10,12
20,40,0.183,55,0.0122,320020,6400.4,1.16215,1.16E-09,12
20,40,0.183,55,0.0125,321190,6423.8,1.60868,1.60E-09,12
20,40,0.183,55,0.0128,322430,6448.6,1.38763,1.38E-09,12
20,40,0.183,55,0.0132,323570,6471.4,1.25108,1.24E-09,12
20,40,0.183,55,0.0136,324810,6496.2,1.2657,1.26E-09,12
20,40,0.183,55,0.014,325790,6515.8,1.45866,1.45E-09,12
20,40,0.183,55,0.0143,326560,6531.2,1.83826,1.83E-09,12
20,40,0.183,55,0.0146,327180,6543.6,1.92202,1.91E-09,12
20,40,0.183,55,0.0149,327730,6554.6,2.10279,2.09E-09,12
20,40,0.183,55,0.0153,328250,6565,1.87679,1.87E-09,12
20,40,0.183,55,0.0157,328650,6573,1.45498,1.45E-09,12
20,40,0.183,55,0.016,328910,6578.2,1.726,1.72E-09,12
20,40,0.183,55,0.0163,329090,6581.8,1.56089,1.55E-09,12
20,40,0.183,55,0.0166,329210,6584.2,1.61999,1.61E-09,12
20,40,0.183,55,0.0169,329220,6584.4,1.74715,1.74E-09,12
20,40,0.183,55,0.0173,329140,6582.8,2.06392,2.05E-09,12
20,40,0.183,55,0.0177,328950,6579,1.75602,1.75E-09,12
20,40,0.183,55,0.018,328690,6573.8,1.76115,1.75E-09,12
20,40,0.183,55,0.0184,328320,6566.4,1.82877,1.82E-09,12
20,40,0.183,55,0.0188,327810,6556.2,2.00005,1.99E-09,12
20,40,0.183,55,0.0191,327310,6546.2,1.97193,1.96E-09,12
20,40,0.183,55,0.0195,326600,6532,1.97801,1.97E-09,12
20,40,0.183,55,0.0198,325820,6516.4,2.02548,2.01E-09,12
20,40,0.183,55,0.0202,325040,6500.8,2.05562,2.04E-09,12
20,40,0.183,55,0.0205,324060,6481.2,2.0166,2.00E-09,12
20,40,0.183,55,0.021,322890,6457.8,1.75622,1.75E-09,12
20,40,0.183,55,0.0214,321660,6433.2,1.69564,1.69E-09,12
20,40,0.183,55,0.0218,320110,6402.2,1.56873,1.56E-09,12
20,40,0.183,55,0.0221,319020,6380.4,1.49632,1.49E-09,12
20,40,0.183,55,0.0224,318000,6360,1.47505,1.47E-09,12
20,40,0.183,55,0.0228,316280,6325.6,1.35637,1.35E-09,12
20,40,0.183,55,0.023,315600,6312,1.20023,1.19E-09,12
20,40,0.183,55,0.0234,313850,6277,1.16021,1.15E-09,12
20,40,0.183,55,0.0238,312360,6247.2,1.15747,1.15E-09,12
20,40,0.183,55,0.0241,310990,6219.8,1.16857,1.16E-09,12
20,40,0.183,55,0.0244,309580,6191.6,1.15941,1.15E-09,12
20,40,0.183,55,0.0247,308070,6161.4,1.15466,1.15E-09,12
20,40,0.183,55,0.025,306280,6125.6,1.14467,1.14E-09,12
20,40,0.183,55,0.0255,304020,6080.4,1.20522,1.20E-09,12
20,40,0.183,55,0.0259,301740,6034.8,1.18889,1.18E-09,12
20,40,0.183,55,0.0262,300110,6002.2,1.20369,1.20E-09,12
20,40,0.183,55,0.0265,298370,5967.4,1.23825,1.23E-09,12
20,40,0.183,55,0.0268,296670,5933.4,1.2131,1.21E-09,12
20,40,0.183,55,0.0272,294530,5890.6,1.24332,1.24E-09,12
20,40,0.183,55,0.0275,292610,5852.2,1.18839,1.18E-09,12
20,40,0.183,55,0.0279,290510,5810.2,1.26023,1.25E-09,12
20,40,0.183,55,0.0282,288530,5770.6,1.33918,1.33E-09,12
20,40,0.183,55,0.0286,286170,5723.4,1.36115,1.35E-09,12
20,40,0.183,55,0.0289,284330,5686.6,1.32962,1.32E-09,12
20,40,0.183,55,0.0292,282100,5642,1.3805,1.37E-09,12
20,40,0.183,55,0.0296,279440,5588.8,1.47983,1.47E-09,12
20,40,0.183,55,0.0296,278780,5575.6,1.48333,1.47E-09,12
20,40,0.183,55,0.0297,278780,5575.6,1.33519,1.33E-09,12
20,40,0.183,55,0.0302,275400,5508,1.27753,1.27E-09,12
20,40,0.183,55,0.0304,274310,5486.2,1.50946,1.50E-09,12
20,40,0.183,55,0.0308,271840,5436.8,1.4529,1.44E-09,12
20,40,0.183,55,0.0312,268930,5378.6,1.37867,1.37E-09,12
20,40,0.183,55,0.0316,266260,5325.2,1.45433,1.45E-09,12
20,40,0.183,55,0.032,263610,5272.2,1.41816,1.41E-09,12
20,40,0.183,55,0.0323,261590,5231.8,1.39012,1.38E-09,12
20,40,0.189,140,0.0287,5870.9,117.418,0.84467,0.042233729,13
20,40,0.189,140,0.0388,8564.1,171.282,0.84845,0.042422438,13
20,40,0.189,140,0.0495,10174,203.48,0.90625,0.04531266,13
20,40,0.189,140,0.0612,10529,210.58,0.97027,0.048513534,13
20,40,0.189,140,0.0713,9860.6,197.212,1.13719,0.05685942,13
20,40,0.189,140,0.0819,8617.4,172.348,1.26493,0.063246223,13
20,40,0.189,140,0.0926,7204.9,144.098,1.3506,0.067530153,13
20,40,0.189,140,0.1032,5858.7,117.174,1.28077,0.064038268,13
20,40,0.189,140,0.1138,4669.4,93.388,1.28101,0.064050627,13
20,40,0.2,60,0.0075,145440,2908.8,3.58911,0.21682962,14
20,40,0.2,60,0.0125,169160,3383.2,1.38331,0.085699929,14
20,40,0.2,60,0.0175,184130,3682.6,1.73247,0.106159778,14
20,40,0.2,60,0.0225,189280,3785.6,1.41061,0.091053466,14
20,40,0.2,60,0.0275,185640,3712.8,1.2605,0.083612907,14
20,40,0.2,60,0.0325,175270,3505.4,1.31797,0.089059166,14
20,40,0.2,60,0.0375,160500,3210,1.38941,0.096284112,14
20,40,0.2,60,0.0425,143520,2870.4,1.45624,0.103713768,14
20,40,0.2,60,0.0475,125990,2519.8,1.6033,0.11736487,14
20,40,0.2,60,0.0525,109100,2182,1.51237,0.115258478,14
20,40,0.2,60,0.0575,93521,1870.42,1.45422,0.123103902,14
20,40,0.2,60,0.0625,79596,1591.92,1.31916,0.127768983,14
20,40,0.2,60,0.0675,67400,1348,1.27448,0.142624036,14
20,40,0.2,60,0.0725,56864,1137.28,1.20111,0.163052546,14
20,40,0.2,60,0.0775,47840,956.8,1.2291,0.199898411,14
20,40,0.2,60,0.0825,40152,803.04,1.01365,0.237586671,14
20,40,0.2,60,0.0875,33622,672.44,0.8893,0.303670216,14
20,40,0.2,60,0.0925,28083,561.66,0.52701,0.38902895,14
20,40,0.2,60,0.0975,23387,467.74,0.19455,0.521747124,14
20,40,0.2,90,0.0175,23831,476.62,1.14976,0.069838026,15
20,40,0.2,90,0.0225,28816,576.32,1.08967,0.068365838,15
20,40,0.2,90,0.0275,32607,652.14,0.97218,0.061717423,15
