Z,A,E0,ThetaDeg,nu,cross,error,ratio,ratio_error,dataSet
20,40,0.36,90,0.163,7197.4,143.948,1.03093,0.067800317,38
20,40,0.36,90,0.168,6883.7,137.674,1.03142,0.068657699,38
20,40,0.36,90,0.173,6581.4,131.628,1.0317,0.069446015,38
20,40,0.36,90,0.178,6293.1,125.862,0.92641,0.063137563,38
20,40,0.36,90,0.183,6021.1,120.422,0.92508,0.065120161,38
20,40,0.36,90,0.188,5767.1,115.342,0.88606,0.063704635,38
20,40,0.36,90,0.193,5532.6,110.652,0.85493,0.062729458,38
20,40,0.36,90,0.198,5319,106.38,0.91935,0.067236887,38
20,40,0.36,90,0.203,5127.5,102.55,0.89127,0.066486982,38
20,40,0.36,90,0.208,4959.3,99.186,0.87714,0.066817898,38
20,40,0.36,90,0.213,4816.1,96.322,0.85962,0.065337306,38
20,40,0.36,90,0.218,4698.9,93.978,0.91085,0.071009172,38
20,40,0.36,90,0.223,4609.4,92.188,1.02616,0.079183408,38
20,40,0.36,90,0.228,4550.8,91.016,0.98664,0.07852004,38
20,40,0.36,90,0.233,4520.8,90.416,1.05291,0.084533268,38
20,40,0.36,90,0.238,4522.1,90.442,1.08136,0.088704142,38
20,40,0.36,90,0.243,4555.4,91.108,1.0076,0.086980507,38
20,40,0.36,90,0.248,4621.3,92.426,1.09493,0.096813451,38
20,40,0.36,90,0.253,4721.1,94.422,1.01459,0.098388935,38
20,40,0.36,90,0.258,4851.2,97.024,1.0719,0.11071941,38
20,40,0.36,140,0.0675,178.02,3.5604,1.16279,0.077787889,39
20,40,0.36,140,0.0725,218.1,4.362,1.37552,0.088363136,39
20,40,0.36,140,0.0775,266.81,5.3362,1.40175,0.085574004,39
20,40,0.36,140,0.0825,325.59,6.5118,1.55103,0.101657606,39
20,40,0.36,140,0.0875,395.8,7.916,1.62708,0.104247347,39
20,40,0.36,140,0.0925,566.71,11.3342,1.34284,0.084957386,39
20,40,0.36,140,0.0975,713.59,14.2718,1.29206,0.080774675,39
20,40,0.36,140,0.103,885.19,17.7038,1.19748,0.074337374,39
20,40,0.36,140,0.108,1053.2,21.064,1.21534,0.074890429,39
20,40,0.36,140,0.113,1231.4,24.628,1.21813,0.074532321,39
20,40,0.36,140,0.118,1416.4,28.328,1.15787,0.070952415,39
20,40,0.36,140,0.123,1603.4,32.068,1.14756,0.070253836,39
20,40,0.36,140,0.128,1786.7,35.734,1.15856,0.070790284,39
20,40,0.36,140,0.133,1960.3,39.206,1.09677,0.066087334,39
20,40,0.36,140,0.138,2118.7,42.374,1.09501,0.067185538,39
20,40,0.36,140,0.143,2257.6,45.152,1.06308,0.065627658,39
20,40,0.36,140,0.148,2373.9,47.478,1.13316,0.06992923,39
20,40,0.36,140,0.153,2466,49.32,1.10706,0.06885807,39
20,40,0.36,140,0.158,2533.9,50.678,1.1208,0.070168515,39
20,40,0.36,140,0.163,2578.5,51.57,1.13632,0.071517549,39
20,40,0.36,140,0.168,2602,52.04,1.14143,0.072419677,39
20,40,0.36,140,0.173,2606.6,52.132,1.17394,0.074834651,39
20,40,0.36,140,0.178,2595.2,51.904,1.1213,0.071942818,39
20,40,0.36,140,0.183,2570.6,51.412,1.11258,0.074400529,39
20,40,0.36,140,0.188,2535.9,50.718,1.14752,0.077204937,39
20,40,0.36,140,0.193,2493.6,49.872,1.1309,0.077182788,39
20,40,0.36,140,0.198,2446.3,48.926,1.12823,0.078063197,39
20,40,0.36,140,0.203,2396.2,47.924,1.0934,0.077020282,39
20,40,0.36,140,0.208,2345.3,46.906,1.09581,0.077938856,39
20,40,0.36,140,0.213,2295.4,45.908,1.0325,0.073162847,39
20,40,0.36,140,0.218,2247.6,44.952,1.00997,0.074137747,39
20,40,0.36,140,0.223,2204.9,44.098,1.03406,0.076727743,39
20,40,0.36,140,0.228,2167.3,43.346,0.97356,0.074070964,39
20,40,0.36,140,0.233,2136.5,42.73,1.0344,0.078793822,39
20,40,0.36,140,0.238,2114.1,42.282,0.97914,0.076400833,39
20,40,0.36,140,0.243,2101.4,42.028,0.95175,0.0747002,39
20,40,0.36,140,0.248,2099.8,41.996,0.95247,0.075863416,39
20,40,0.36,140,0.253,2110.7,42.214,1.00441,0.08020704,39
20,40,0.36,140,0.258,2136.6,42.732,1.06712,0.085593934,39
20,40,0.36,140,0.263,2177.1,43.542,0.99674,0.082084884,39
20,40,0.36,140,0.268,2235,44.7,1.01119,0.085102908,39
20,40,0.36,140,0.273,2309.8,46.196,1.12564,0.095077929,39
20,40,0.36,140,0.278,2402.6,48.052,1.03638,0.090409973,39
20,40,0.367,140,0.0886,331.41,6.6282,1.52672,0.076335958,40
20,40,0.367,140,0.1092,896.23,17.9246,1.16906,0.05845341,40
20,40,0.367,140,0.1286,1555.6,31.112,1.0703,0.053515107,40
20,40,0.367,140,0.1486,2156.6,43.132,1.01822,0.050911156,40
20,40,0.367,140,0.16,2362.9,47.258,1.05772,0.052885861,40
20,40,0.367,140,0.1703,2453,49.06,1.08091,0.054045251,40
20,40,0.367,140,0.18,2466.3,49.326,1.13676,0.056838179,40
20,40,0.367,140,0.1897,2428.4,48.568,1.1105,0.055525037,40
20,40,0.367,140,0.2005,2348.9,46.978,1.07507,0.053753672,40
20,40,0.367,140,0.2314,2094.6,41.892,1.06808,0.053403991,40
20,40,0.367,140,0.2519,2040.3,40.806,1.07115,0.05355732,40
20,40,0.367,140,0.2719,2183.3,43.666,1.27877,0.063938533,40
20,40,0.367,140,0.2816,2346,46.92,1.27333,0.06366624,40
20,40,0.367,140,0.293,2616.7,52.334,1.32765,0.066382466,40
20,40,0.372,90,0.0726,4471.7,89.434,0.89945,0.044972829,41
20,40,0.372,90,0.1025,7920.6,158.412,0.87011,0.043505669,41
20,40,0.372,90,0.1342,8429,168.58,0.96875,0.048437656,41
20,40,0.372,90,0.1441,8043.3,160.866,1.00005,0.050002611,41
20,40,0.372,90,0.154,7543,150.86,1.0168,0.050840117,41
20,40,0.372,90,0.1749,6392.7,127.854,1.01053,0.050526538,41
20,40,0.372,90,0.1963,5370.7,107.414,1.01675,0.050837321,41
20,40,0.372,90,0.2166,4707.1,94.142,1.03693,0.051846572,41
20,40,0.372,90,0.2358,4438.5,88.77,1.15829,0.057914611,41
20,40,0.372,90,0.2576,4642.6,92.852,1.29941,0.064970275,41
20,40,0.4,60,0.0275,13074,261.48,1.10907,0.065066238,42
20,40,0.4,60,0.0325,15644,312.88,1.04833,0.061358732,42
20,40,0.4,60,0.0375,18961,379.22,1.0126,0.059071779,42
20,40,0.4,60,0.0425,22761,455.22,0.97096,0.056548482,42
20,40,0.4,60,0.0475,26140,522.8,0.92961,0.053680949,42
20,40,0.4,60,0.0525,29206,584.12,0.90735,0.052471752,42
20,40,0.4,60,0.0575,31867,637.34,0.8912,0.05336963,42
20,40,0.4,60,0.0625,34032,680.64,0.88152,0.05281059,42
20,40,0.4,60,0.0675,35640,712.8,0.92031,0.054943603,42
20,40,0.4,60,0.0725,36674,733.48,0.93527,0.0560018,42
20,40,0.4,60,0.0775,37152,743.04,0.95553,0.057222222,42
20,40,0.4,60,0.0825,37123,742.46,0.96706,0.058162595,42
20,40,0.4,60,0.0875,36653,733.06,1.02584,0.061746105,42
20,40,0.4,60,0.0925,35819,716.38,1.01064,0.061095508,42
20,40,0.4,60,0.0975,34698,693.96,1.08075,0.065428843,42
20,40,0.4,60,0.103,33224,664.48,1.11064,0.067587587,42
20,40,0.4,60,0.108,31737,634.74,1.15008,0.070237578,42
20,40,0.4,60,0.113,30169,603.38,1.18665,0.07294143,42
20,40,0.4,60,0.118,28568,571.36,1.15514,0.070201624,42
20,40,0.4,60,0.123,26972,539.44,1.10114,0.068960774,42
20,40,0.4,60,0.128,25409,508.18,1.08623,0.068966508,42
20,40,0.4,60,0.133,23900,478,1.08368,0.069233054,42
20,40,0.4,60,0.138,22459,449.18,1.0508,0.068240349,42
20,40,0.4,60,0.143,21095,421.9,1.02868,0.067680967,42
20,40,0.4,60,0.148,19814,396.28,0.94378,0.06373978,42
20,40,0.4,60,0.153,18616,372.32,0.91856,0.06315535,42
20,40,0.4,60,0.158,17504,350.08,0.95407,0.065827239,42
20,40,0.4,60,0.163,16474,329.48,0.95302,0.06666262,42
20,40,0.4,60,0.168,15527,310.54,0.92742,0.066173118,42
20,40,0.4,60,0.173,14659,293.18,0.93458,0.067448939,42
20,40,0.4,60,0.178,13869,277.38,0.82919,0.059972673,42
20,40,0.4,60,0.183,13156,263.12,0.82092,0.060347294,42
20,40,0.4,60,0.188,12519,250.38,0.87866,0.064313124,42
20,40,0.4,60,0.193,11955,239.1,0.91175,0.066939607,42
20,40,0.4,60,0.198,11466,229.32,0.88959,0.066836299,42
20,40,0.4,60,0.203,11050,221,0.96833,0.072143529,42
20,40,0.4,60,0.208,10708,214.16,1.02727,0.076842267,42
20,40,0.4,60,0.213,10443,208.86,1.05334,0.079578761,42
20,40,0.4,60,0.218,10247,204.94,1.12228,0.082879282,42
20,40,0.4,60,0.223,10123,202.46,1.03724,0.083154895,42
20,40,0.4,60,0.228,10070,201.4,1.12214,0.090261966,42
20,40,0.4,60,0.233,10086,201.72,1.2096,0.097630081,42
20,40,0.4,60,0.238,10170,203.4,1.17994,0.099353982,42
20,40,0.4,60,0.243,10318,206.36,1.19209,0.103893196,42
20,40,0.4,60,0.248,10527,210.54,1.32991,0.116734112,42
20,40,0.4,60,0.253,10792,215.84,1.2046,0.11442828,42
20,40,0.4,60,0.258,11107,222.14,1.09841,0.125227334,42
20,40,0.4,60,0.263,11465,229.3,1.1775,0.138713476,42
20,40,0.4,60,0.268,11858,237.16,1.11317,0.145958846,42
20,40,0.4,60,0.273,12278,245.56,1.00994,0.154286529,42
20,40,0.4,90,0.0525,990.26,19.8052,1.31279,0.075729303,43
20,40,0.4,90,0.0575,1198.8,23.976,1.46813,0.092210544,43
20,40,0.4,90,0.0625,1443.2,28.864,1.41353,0.087890105,43
20,40,0.4,90,0.0675,1776.8,35.536,1.41828,0.086788046,43
20,40,0.4,90,0.0725,2325.3,46.506,1.25145,0.075926117,43
20,40,0.4,90,0.0775,2811.7,56.234,1.15944,0.070137283,43
20,40,0.4,90,0.0825,3308.7,66.174,1.06688,0.064505697,43
20,40,0.4,90,0.0875,3816.2,76.324,1.05078,0.063192705,43
20,40,0.4,90,0.0925,4324.3,86.486,1.04988,0.062919548,43
20,40,0.4,90,0.0975,4819.2,96.384,0.98979,0.05936421,43
20,40,0.4,90,0.103,5330.1,106.602,1.04876,0.062575374,43
20,40,0.4,90,0.108,5748.5,114.97,1.02288,0.061179264,43
20,40,0.4,90,0.113,6110.7,122.214,1.01789,0.060956355,43
20,40,0.4,90,0.118,6408.7,128.174,1.10787,0.064841387,43
20,40,0.4,90,0.123,6638.2,132.764,1.10421,0.065342713,43
20,40,0.4,90,0.128,6798.9,135.978,1.12077,0.066466046,43
20,40,0.4,90,0.133,6893.6,137.872,1.10247,0.065745184,43
20,40,0.4,90,0.138,6927.3,138.546,1.19383,0.071210717,43
20,40,0.4,90,0.143,6907,138.14,1.19878,0.071797886,43
20,40,0.4,90,0.148,6840,136.8,1.18275,0.07134576,43
20,40,0.4,90,0.153,6734.3,134.686,1.2221,0.073992843,43
20,40,0.4,90,0.158,6598,131.96,1.21855,0.074250076,43
20,40,0.4,90,0.163,6438.3,128.766,1.22859,0.075355451,43
20,40,0.4,90,0.168,6261.5,125.23,1.22974,0.07593452,43
20,40,0.4,90,0.173,6074.3,121.486,1.16063,0.072109379,43
20,40,0.4,90,0.178,5881.3,117.626,1.05079,0.068227943,43
20,40,0.4,90,0.183,5686.2,113.724,1.03936,0.068184904,43
20,40,0.4,90,0.188,5493.9,109.878,0.99929,0.066488651,43
20,40,0.4,90,0.193,5306.9,106.138,1.00247,0.067383783,43
20,40,0.4,90,0.198,5127.8,102.556,0.97313,0.066441164,43
20,40,0.4,90,0.203,4958.7,99.174,0.93976,0.06518039,43
20,40,0.4,90,0.208,4801.5,96.03,0.91013,0.064282412,43
20,40,0.4,90,0.213,4657.9,93.158,0.91458,0.065127203,43
20,40,0.4,90,0.218,4528.2,90.564,0.87673,0.061604832,43
20,40,0.4,90,0.223,4416.3,88.326,0.86271,0.062871408,43
20,40,0.4,90,0.228,4322.2,86.444,0.91389,0.066361575,43
20,40,0.4,90,0.233,4247.5,84.95,0.89935,0.066138199,43
20,40,0.4,90,0.238,4193.4,83.868,0.94434,0.069350408,43
20,40,0.4,90,0.243,4161.1,83.222,0.98051,0.072102809,43
20,40,0.4,90,0.248,4152,83.04,0.97784,0.072808285,43
20,40,0.4,90,0.253,4166.8,83.336,0.95277,0.070403427,43
20,40,0.4,90,0.258,4206.5,84.13,1.05075,0.079146321,43
20,40,0.4,90,0.263,4271.4,85.428,1.0465,0.079737323,43
20,40,0.4,90,0.268,4361.6,87.232,1.09822,0.084129448,43
20,40,0.4,90,0.273,4477.7,89.554,1.09208,0.085225451,43
20,40,0.4,90,0.278,4616.5,92.33,1.13506,0.089753926,43
20,40,0.4,90,0.283,4777.5,95.55,1.05285,0.086017164,43
20,40,0.4,90,0.288,4958.1,99.162,1.10728,0.092919868,43
20,40,0.4,90,0.293,5155.5,103.11,1.03579,0.093445253,43
20,40,0.4,90,0.298,5365.6,107.312,0.9915,0.09726368,43
20,40,0.4,140,0.0825,89.497,1.78994,0.89277,0.094948993,44
20,40,0.4,140,0.0875,109.03,2.1806,1.11896,0.102777217,44
20,40,0.4,140,0.0925,132.8,2.656,1.0241,0.091685241,44
20,40,0.4,140,0.0975,161.63,3.2326,1.31164,0.10425911,44
20,40,0.4,140,0.103,200.22,4.0044,1.40346,0.104485566,44
20,40,0.4,140,0.108,278.09,5.5618,1.34129,0.094716818,44
20,40,0.4,140,0.113,360.29,7.2058,1.26565,0.086790641,44
20,40,0.4,140,0.118,446.53,8.9306,1.28547,0.079378093,44
20,40,0.4,140,0.123,541.25,10.825,1.27667,0.081932009,44
20,40,0.4,140,0.128,645.41,12.9082,1.20079,0.076598441,44
20,40,0.4,140,0.133,758.69,15.1738,1.22843,0.077294152,44
20,40,0.4,140,0.138,879.73,17.5946,1.22765,0.076523933,44
20,40,0.4,140,0.143,1006.2,20.124,1.18267,0.07360485,44
20,40,0.4,140,0.148,1135.1,22.702,1.18051,0.073230729,44
20,40,0.4,140,0.153,1262.9,25.258,1.20358,0.074330747,44
20,40,0.4,140,0.158,1385.6,27.712,1.14752,0.071150188,44
20,40,0.4,140,0.163,1499.8,29.996,1.15349,0.071467529,44
20,40,0.4,140,0.168,1602.6,32.052,1.17309,0.072650069,44
20,40,0.4,140,0.173,1691.7,33.834,1.2118,0.073841107,44
20,40,0.4,140,0.178,1765.8,35.316,1.15528,0.072001925,44
20,40,0.4,140,0.183,1824.7,36.494,1.14539,0.071726859,44
20,40,0.4,140,0.188,1868.6,37.372,1.13989,0.071800813,44
20,40,0.4,140,0.193,1898.3,37.966,1.17474,0.074307012,44
20,40,0.4,140,0.198,1915.4,38.308,1.19035,0.075700637,44
20,40,0.4,140,0.203,1921.3,38.426,1.19711,0.076717327,44
20,40,0.4,140,0.208,1917.9,38.358,1.1888,0.076908077,44
20,40,0.4,140,0.213,1907.1,38.142,1.24797,0.080967962,44
20,40,0.4,140,0.218,1890.6,37.812,1.19539,0.077509785,44
20,40,0.4,140,0.223,1870,37.4,1.16578,0.077214973,44
20,40,0.4,140,0.228,1847.3,36.946,1.13679,0.07625291,44
20,40,0.4,140,0.233,1823.8,36.476,1.13499,0.077030924,44
20,40,0.4,140,0.238,1801,36.02,1.11049,0.076357024,44
20,40,0.4,140,0.243,1780.3,35.606,1.06724,0.074596416,44
20,40,0.4,140,0.248,1762.8,35.256,1.0835,0.076375085,44
20,40,0.4,140,0.253,1749.8,34.996,1.02869,0.072779746,44
20,40,0.4,140,0.258,1742.6,34.852,1.03868,0.075585332,44
20,40,0.4,140,0.263,1742.3,34.846,1.0446,0.076841531,44
20,40,0.4,140,0.268,1750.2,35.004,1.05131,0.07805965,44
20,40,0.4,140,0.273,1767.5,35.35,1.04668,0.078746252,44
20,40,0.4,140,0.278,1795.4,35.908,1.0694,0.080900078,44
20,40,0.4,140,0.283,1834.9,36.698,1.06273,0.081752139,44
20,40,0.4,140,0.288,1887,37.74,1.07048,0.083119767,44
20,40,0.4,140,0.293,1952.4,39.048,1.09096,0.085285802,44
20,40,0.4,140,0.298,2032.3,40.646,1.12188,0.088455937,44
20,40,0.4,140,0.303,2125.6,42.512,1.08205,0.08706624,44
20,40,0.4,140,0.308,2232.3,44.646,1.06616,0.087894548,44
20,40,0.4,140,0.313,2352,47.04,1.07143,0.089967262,44
20,40,0.4,140,0.318,2482.2,49.644,1.05954,0.090132141,44
20,40,0.408,45.5,0.0213,70820,1416.4,1.05987,0.052951144,45
20,40,0.408,45.5,0.0516,119180,2383.6,0.94563,0.04723947,45
20,40,0.408,45.5,0.0793,97905,1958.1,1.2982,0.064858792,45
20,40,0.408,45.5,0.1111,59865,1197.3,1.42136,0.070993068,45
20,40,0.408,45.5,0.1431,35447,708.94,1.31097,0.065449827,45
20,40,0.408,45.5,0.1669,25002,500.04,1.34949,0.067594592,45
20,40,0.408,45.5,0.1963,18458,369.16,1.65132,0.082349117,45
20,40,0.44,140,0.0975,43.982,0.87964,0.8026,0.071449457,46
20,40,0.44,140,0.103,54.288,1.08576,0.85654,0.069913609,46
20,40,0.44,140,0.108,65.792,1.31584,0.96516,0.074104906,46
20,40,0.44,140,0.113,79.755,1.5951,1.15729,0.081700207,46
20,40,0.44,140,0.118,96.659,1.93318,1.2001,0.08198564,46
20,40,0.44,140,0.123,117.04,2.3408,1.2987,0.085445147,46
20,40,0.44,140,0.128,166.57,3.3314,1.12265,0.072337156,46
20,40,0.44,140,0.133,212.53,4.2506,1.11514,0.070300663,46
20,40,0.44,140,0.138,262.73,5.2546,1.11521,0.069274921,46
20,40,0.44,140,0.143,319.06,6.3812,1.17846,0.071996803,46
20,40,0.44,140,0.148,382.26,7.6452,1.2243,0.074009313,46
20,40,0.44,140,0.153,452.56,9.0512,1.22415,0.073603058,46
20,40,0.44,140,0.158,529.68,10.5936,1.18373,0.070306978,46
20,40,0.44,140,0.163,612.81,12.2562,1.21408,0.075978036,46
20,40,0.44,140,0.168,700.58,14.0116,1.11336,0.069886094,46
20,40,0.44,140,0.173,791.11,15.8222,1.1073,0.069168636,46
20,40,0.44,140,0.178,882.16,17.6432,1.11884,0.069580802,46
20,40,0.44,140,0.183,971.32,19.4264,1.13248,0.070258411,46
20,40,0.44,140,0.188,1056.2,21.124,1.11721,0.069289813,46
20,40,0.44,140,0.193,1134.6,22.692,1.16341,0.071927375,46
20,40,0.44,140,0.198,1204.9,24.098,1.18682,0.073326251,46
20,40,0.44,140,0.203,1266.1,25.322,1.17684,0.0730932,46
20,40,0.44,140,0.208,1317.3,26.346,1.21461,0.075459804,46
20,40,0.44,140,0.213,1358.8,27.176,1.19959,0.074963203,46
20,40,0.44,140,0.218,1390.6,27.812,1.20092,0.075830577,46
20,40,0.44,140,0.223,1413.7,28.274,1.16715,0.074425974,46
20,40,0.44,140,0.228,1428.8,28.576,1.2248,0.078120801,46
20,40,0.44,140,0.233,1437,28.74,1.1691,0.075559499,46
20,40,0.44,140,0.238,1439.7,28.794,1.21553,0.078751129,46
20,40,0.44,140,0.243,1438,28.76,1.19611,0.078310848,46
20,40,0.44,140,0.248,1433,28.66,1.24913,0.082026518,46
20,40,0.44,140,0.253,1426.2,28.524,1.23405,0.081757818,46
20,40,0.44,140,0.258,1418.5,28.37,1.19845,0.078942545,46
20,40,0.44,140,0.263,1411.2,28.224,1.15505,0.079548611,46
20,40,0.44,140,0.268,1405,28.1,1.08185,0.076096797,46
20,40,0.44,140,0.273,1401.5,28.03,1.12736,0.079263646,46
20,40,0.44,140,0.278,1401.5,28.03,1.12736,0.080019979,46
20,40,0.44,140,0.283,1406,28.12,1.08819,0.078316501,46
20,40,0.44,140,0.288,1416,28.32,1.08757,0.078925847,46
20,40,0.44,140,0.293,1432.5,28.65,1.08202,0.076807679,46
20,40,0.44,140,0.298,1456.5,29.13,1.05733,0.077430141,46
20,40,0.44,140,0.303,1488.9,29.778,1.05447,0.077858822,46
20,40,0.44,140,0.308,1530.6,30.612,1.07148,0.079546583,46
20,40,0.44,140,0.313,1582.2,31.644,1.07445,0.080474656,46
20,40,0.44,140,0.318,1644.2,32.884,1.10084,0.082480234,46
20,40,0.44,140,0.323,1716.9,34.338,1.08917,0.083202283,46
20,40,0.44,140,0.328,1800.2,36.004,1.11654,0.085678258,46
20,40,0.44,140,0.333,1893.6,37.872,1.17237,0.090273553,46
20,40,0.44,140,0.338,1996.7,39.934,1.12686,0.088395853,46
20,40,0.44,140,0.343,2107.3,42.146,1.11043,0.088415033,46
20,40,0.44,140,0.348,2224,44.48,1.10162,0.089185701,46
20,40,0.44,140,0.353,2344.4,46.888,1.09623,0.090558352,46
20,40,0.44,140,0.358,2465.5,49.31,1.07078,0.090207666,46
20,40,0.471,45.5,0.0359,53998,1079.96,0.94781,0.047409163,47
20,40,0.471,45.5,0.063,80933,1618.66,0.96512,0.048311566,47
20,40,0.471,45.5,0.0924,72185,1443.7,1.19679,0.059846228,47
20,40,0.471,45.5,0.1152,55591,1111.82,1.36245,0.068176503,47
20,40,0.471,45.5,0.138,41017,820.34,1.30556,0.065338762,47
20,40,0.471,45.5,0.162,30040,600.8,1.21138,0.060585885,47
20,40,0.471,45.5,0.1837,23439,468.78,1.22445,0.061009429,47
20,40,0.471,45.5,0.2098,19088,381.76,1.3794,0.069153395,47
20,40,0.471,45.5,0.2326,18099,361.98,1.60175,0.080114923,47
20,40,0.471,45.5,0.2554,19325,386.5,1.72988,0.086416559,47
20,40,0.471,45.5,0.2848,22818,456.36,1.60794,0.080199842,47
20,40,0.48,60,0.0425,5752,115.04,1.20654,0.071710362,48
20,40,0.48,60,0.0475,6848.3,136.966,1.18862,0.070209687,48
20,40,0.48,60,0.0525,8407,168.14,1.10622,0.065060426,48
20,40,0.48,60,0.0575,10272,205.44,0.98326,0.059927181,48
20,40,0.48,60,0.0625,12011,240.22,0.9408,0.057016984,48
20,40,0.48,60,0.0675,13714,274.28,0.94794,0.056950416,48
20,40,0.48,60,0.0725,15352,307.04,0.93147,0.055770779,48
20,40,0.48,60,0.0775,16880,337.6,0.90047,0.053893661,48
20,40,0.48,60,0.0825,18249,364.98,0.90964,0.054290536,48
20,40,0.48,60,0.0875,19420,388.4,0.90628,0.054045314,48
20,40,0.48,60,0.0925,20364,407.28,0.90356,0.053936358,48
20,40,0.48,60,0.0975,21069,421.38,0.99198,0.058892211,48
20,40,0.48,60,0.103,21565,431.3,1.00162,0.059504753,48
20,40,0.48,60,0.108,21777,435.54,0.95973,0.057351793,48
20,40,0.48,60,0.113,21780,435.6,0.99174,0.059367769,48
20,40,0.48,60,0.118,21600,432,1.02315,0.0612875,48
20,40,0.48,60,0.123,21265,425.3,1.07218,0.064248295,48
20,40,0.48,60,0.128,20802,416.04,1.07682,0.063645323,48
20,40,0.48,60,0.133,20241,404.82,1.0869,0.064495331,48
20,40,0.48,60,0.138,19606,392.12,1.0609,0.064720494,48
20,40,0.48,60,0.143,18920,378.4,1.07294,0.065773784,48
20,40,0.48,60,0.148,18203,364.06,1.10971,0.068172279,48
20,40,0.48,60,0.153,17471,349.42,1.036,0.064621373,48
20,40,0.48,60,0.158,16739,334.78,1.07533,0.06724416,48
20,40,0.48,60,0.163,16017,320.34,1.05513,0.066597365,48
20,40,0.48,60,0.168,15315,306.3,1.05779,0.067204701,48
20,40,0.48,60,0.173,14639,292.78,0.97684,0.063323861,48
20,40,0.48,60,0.178,13992,279.84,1.0506,0.06785556,48
20,40,0.48,60,0.183,13381,267.62,1.03131,0.06726717,48
20,40,0.48,60,0.188,12808,256.16,0.94472,0.063107667,48
20,40,0.48,60,0.193,12274,245.48,0.93694,0.06316262,48
20,40,0.48,60,0.198,11781,235.62,0.87429,0.057496477,48
20,40,0.48,60,0.203,11328,226.56,0.82186,0.056363171,48
20,40,0.48,60,0.208,10920,218.4,0.84158,0.057755128,48
20,40,0.48,60,0.213,10556,211.12,0.84596,0.05826582,48
20,40,0.48,60,0.218,10236,204.72,0.8558,0.059081575,48
20,40,0.48,60,0.223,9962.5,199.25,0.84517,0.058847077,48
20,40,0.48,60,0.228,9731.8,194.636,0.87445,0.060646129,48
20,40,0.48,60,0.233,9551.1,191.022,0.83655,0.058894682,48
20,40,0.48,60,0.238,9417.5,188.35,0.96204,0.065957526,48
20,40,0.48,60,0.243,9331.3,186.626,0.98914,0.067744473,48
20,40,0.48,60,0.248,9292.4,185.848,1.0514,0.071402544,48
20,40,0.48,60,0.253,9297.8,185.956,1.08628,0.073613973,48
20,40,0.48,60,0.258,9352.3,187.046,1.05108,0.072715054,48
20,40,0.48,60,0.263,9451.5,189.03,1.00725,0.070553034,48
20,40,0.48,60,0.268,9593.3,191.866,1.05282,0.073275619,48
20,40,0.48,60,0.273,9774.9,195.498,1.06395,0.074084236,48
20,40,0.48,60,0.278,9991.4,199.828,1.14098,0.078653942,48
20,40,0.48,60,0.283,10242,204.84,1.08377,0.075605839,48
20,40,0.48,60,0.288,10521,210.42,1.12157,0.078437886,48
20,40,0.48,60,0.293,10821,216.42,1.09971,0.077565659,48
20,40,0.48,60,0.298,11136,222.72,1.14045,0.078759788,48
20,40,0.48,60,0.303,11461,229.22,1.11683,0.081286711,48
20,40,0.48,60,0.308,11788,235.76,1.1113,0.082071174,48
20,40,0.48,60,0.313,12109,242.18,1.04055,0.079631761,48
20,40,0.48,60,0.318,12417,248.34,1.07917,0.083607151,48
20,40,0.48,60,0.323,12705,254.1,1.15702,0.09048721,48
20,40,0.48,60,0.328,12965,259.3,1.0644,0.088330891,48
20,40,0.48,60,0.333,13192,263.84,1.00061,0.087189206,48
20,40,0.48,60,0.338,13380,267.6,0.91928,0.092887145,48
20,40,0.48,140,0.113,21.68,0.4336,0.84871,0.122874077,49
20,40,0.48,140,0.118,26.089,0.52178,0.80877,0.111111963,49
20,40,0.48,140,0.123,31.434,0.62868,0.50264,0.08038048,49
20,40,0.48,140,0.128,37.913,0.75826,1.0445,0.094809168,49
20,40,0.48,140,0.133,45.761,0.91522,0.96152,0.084860471,49
20,40,0.48,140,0.138,55.252,1.10504,0.97734,0.106044668,49
20,40,0.48,140,0.143,66.699,1.33398,1.19342,0.112994198,49
20,40,0.48,140,0.148,94.711,1.89422,0.92386,0.085373716,49
20,40,0.48,140,0.153,120.41,2.4082,1.03812,0.086288514,49
20,40,0.48,140,0.158,149.04,2.9808,1.11379,0.086168143,49
20,40,0.48,140,0.163,181.65,3.633,1.02395,0.077629507,49
20,40,0.48,140,0.168,218.87,4.3774,1.17421,0.083515329,49
20,40,0.48,140,0.173,261.08,5.2216,1.06098,0.074887008,49
20,40,0.48,140,0.178,308.48,6.1696,1.12811,0.076847446,49
20,40,0.48,140,0.183,360.97,7.2194,1.13583,0.07594343,49
20,40,0.48,140,0.188,418.16,8.3632,1.17897,0.077131002,49
20,40,0.48,140,0.193,479.33,9.5866,1.137,0.073857885,49
20,40,0.48,140,0.198,543.39,10.8678,1.16123,0.070888864,49
20,40,0.48,140,0.203,608.97,12.1794,1.14127,0.072465639,49
20,40,0.48,140,0.208,674.51,13.4902,1.10154,0.069871166,49
20,40,0.48,140,0.213,738.38,14.7676,1.13221,0.071377069,49
20,40,0.48,140,0.218,799.05,15.981,1.08003,0.068288968,49
20,40,0.48,140,0.223,855.18,17.1036,1.091,0.068904324,49
20,40,0.48,140,0.228,905.79,18.1158,1.20337,0.075293501,49
20,40,0.48,140,0.233,950.19,19.0038,1.11557,0.070455698,49
20,40,0.48,140,0.238,988.1,19.762,1.12337,0.071178322,49
