E0,Ep,theta,Q2,xs,err,f1f221,ratio,,dataSet
1.108,0.583,37.5,1.5988,1.39E+04,4.17E+02,1.41E+04,0.9889,,Sealock-1989nx
1.108,0.573,37.5,1.6222,1.35E+04,3.23E+02,1.39E+04,0.97438,,Sealock-1989nx
1.108,0.563,37.5,1.6455,1.31E+04,3.17E+02,1.36E+04,0.96253,,Sealock-1989nx
1.108,0.553,37.5,1.6688,1.28E+04,3.91E+02,1.33E+04,0.96031,,Sealock-1989nx
1.108,0.543,37.5,1.6922,1.25E+04,3.83E+02,1.30E+04,0.95991,,Sealock-1989nx
1.108,0.533,37.5,1.7155,1.27E+04,2.85E+02,1.27E+04,1.00032,,Sealock-1989nx
1.108,0.523,37.5,1.7389,1.19E+04,3.33E+02,1.24E+04,0.96271,,Sealock-1989nx
1.108,0.513,37.5,1.7622,1.20E+04,3.64E+02,1.20E+04,0.998,,Sealock-1989nx
1.108,0.503,37.5,1.7855,1.19E+04,3.24E+02,1.17E+04,1.01788,,Sealock-1989nx
1.108,0.493,37.5,1.8089,1.17E+04,2.71E+02,1.14E+04,1.02902,,Sealock-1989nx
1.108,0.483,37.5,1.8322,1.15E+04,3.30E+02,1.11E+04,1.03941,,Sealock-1989nx
1.108,0.473,37.5,1.8556,1.12E+04,3.23E+02,1.08E+04,1.03915,,Sealock-1989nx
1.108,0.463,37.5,1.8789,1.13E+04,2.32E+02,1.05E+04,1.07476,,Sealock-1989nx
1.108,0.453,37.5,1.9022,1.08E+04,2.99E+02,1.03E+04,1.0512,,Sealock-1989nx
1.108,0.443,37.5,1.9256,1.09E+04,2.99E+02,1.01E+04,1.08371,,Sealock-1989nx
1.108,0.433,37.5,1.9489,1.08E+04,2.22E+02,9.87E+03,1.09471,,Sealock-1989nx
1.108,0.423,37.5,1.9723,1.10E+04,2.64E+02,9.70E+03,1.13449,,Sealock-1989nx
1.108,0.413,37.5,1.9956,1.09E+04,2.46E+02,9.55E+03,1.14165,,Sealock-1989nx
1.108,0.403,37.5,2.019,1.12E+04,2.36E+02,9.42E+03,1.18924,,Sealock-1989nx
1.108,0.393,37.5,2.0423,1.03E+04,3.11E+02,9.30E+03,1.10703,,Sealock-1989nx
1.108,0.383,37.5,2.0656,1.08E+04,3.13E+02,9.20E+03,1.1734,,Sealock-1989nx
1.108,0.373,37.5,2.089,8.41E+03,6.15E+02,9.12E+03,0.92263,,Sealock-1989nx
1.2047,1.0344,45,0.4707,2.00E+02,4.06E+00,1.85E+02,1.08056,,E04001
1.2047,1.0189,45,0.5107,3.28E+02,7.76E+00,3.12E+02,1.04977,,E04001
1.2047,1.0034,45,0.5507,5.03E+02,8.33E+00,4.85E+02,1.03662,,E04001
1.2047,0.9879,45,0.5907,7.48E+02,1.09E+01,7.09E+02,1.05542,,E04001
1.2047,0.9724,45,0.6307,1.07E+03,1.39E+01,9.95E+02,1.07504,,E04001
1.2047,0.9569,45,0.6707,1.47E+03,1.71E+01,1.35E+03,1.0914,,E04001
1.2047,0.9414,45,0.7107,1.92E+03,1.98E+01,1.75E+03,1.09577,,E04001
1.2047,0.926,45,0.7505,2.29E+03,2.02E+01,2.18E+03,1.0493,,E04001
1.2047,0.9105,45,0.7905,2.70E+03,1.97E+01,2.61E+03,1.03563,,E04001
1.2047,0.895,45,0.8305,3.18E+03,2.04E+01,2.99E+03,1.06444,,E04001
1.2047,0.864,45,0.9106,3.62E+03,2.12E+01,3.53E+03,1.02628,,E04001
1.2047,0.8485,45,0.9506,3.72E+03,2.07E+01,3.68E+03,1.01145,,E04001
1.2047,0.833,45,0.9906,3.77E+03,2.03E+01,3.76E+03,1.00205,,E04001
1.2047,0.8175,45,1.0306,3.84E+03,2.04E+01,3.80E+03,1.01127,,E04001
1.2047,0.802,45,1.0706,3.85E+03,2.03E+01,3.80E+03,1.01292,,E04001
1.2047,0.7865,45,1.1106,3.82E+03,2.02E+01,3.79E+03,1.00776,,E04001
1.2047,0.771,45,1.1506,3.75E+03,2.00E+01,3.78E+03,0.99167,,E04001
1.2047,0.7556,45,1.1904,3.83E+03,2.19E+01,3.79E+03,1.01176,,E04001
1.2047,0.7246,45,1.2704,4.30E+03,2.32E+01,3.86E+03,1.11298,,E04001
1.2047,0.7091,45,1.3104,4.38E+03,2.35E+01,3.94E+03,1.111,,E04001
1.2047,0.6936,45,1.3505,4.47E+03,2.44E+01,4.04E+03,1.10526,,E04001
1.2047,0.6781,45,1.3905,4.60E+03,2.36E+01,4.16E+03,1.10492,,E04001
1.2047,0.6626,45,1.4305,4.75E+03,2.37E+01,4.29E+03,1.10743,,E04001
1.2047,0.6471,45,1.4705,4.77E+03,2.33E+01,4.41E+03,1.08122,,E04001
1.2047,0.6316,45,1.5105,5.10E+03,2.71E+01,4.52E+03,1.12824,,E04001
1.2047,0.6161,45,1.5505,4.95E+03,2.70E+01,4.61E+03,1.07443,,E04001
1.2047,0.6007,45,1.5903,4.94E+03,2.41E+01,4.67E+03,1.05886,,E04001
1.2047,0.5852,45,1.6303,4.90E+03,2.37E+01,4.69E+03,1.04409,,E04001
1.2047,0.5697,45,1.6703,4.87E+03,2.35E+01,4.69E+03,1.03829,,E04001
1.2047,0.5542,45,1.7103,4.78E+03,2.32E+01,4.66E+03,1.02571,,E04001
1.2047,0.5387,45,1.7503,4.72E+03,2.34E+01,4.61E+03,1.02422,,E04001
1.2047,0.5077,45,1.8304,4.31E+03,1.96E+01,4.47E+03,0.96446,,E04001
1.2047,0.4922,45,1.8704,4.25E+03,1.93E+01,4.40E+03,0.96685,,E04001
1.2047,0.4767,45,1.9104,4.17E+03,1.91E+01,4.33E+03,0.96329,,E04001
1.2047,0.4612,45,1.9504,4.15E+03,1.90E+01,4.27E+03,0.97128,,E04001
1.2047,0.4457,45,1.9904,4.23E+03,2.29E+01,4.23E+03,1.00007,,E04001
1.2047,0.4303,45,2.0302,4.22E+03,1.86E+01,4.20E+03,1.00471,,E04001
1.2047,0.4148,45,2.0702,4.25E+03,1.80E+01,4.18E+03,1.0159,,E04001
1.2047,0.3993,45,2.1102,4.27E+03,1.81E+01,4.18E+03,1.02197,,E04001
1.2047,0.3838,45,2.1502,4.20E+03,1.82E+01,4.18E+03,1.00469,,E04001
1.2047,0.8647,55,0.6308,4.06E+02,5.38E+00,3.67E+02,1.10642,,E04001
1.2047,0.8509,55,0.6709,5.24E+02,6.18E+00,4.68E+02,1.12086,,E04001
1.2047,0.8371,55,0.7109,6.24E+02,6.59E+00,5.79E+02,1.07781,,E04001
1.2047,0.8234,55,0.7507,7.52E+02,6.96E+00,6.95E+02,1.08223,,E04001
1.2047,0.8096,55,0.7908,8.55E+02,6.93E+00,8.10E+02,1.05519,,E04001
1.2047,0.7958,55,0.8308,9.64E+02,6.80E+00,9.18E+02,1.05021,,E04001
1.2047,0.782,55,0.8709,1.05E+03,6.61E+00,1.01E+03,1.03642,,E04001
1.2047,0.7683,55,0.9106,1.11E+03,6.39E+00,1.09E+03,1.01565,,E04001
1.2047,0.7545,55,0.9507,1.21E+03,6.94E+00,1.16E+03,1.04463,,E04001
1.2047,0.7269,55,1.0308,1.30E+03,7.16E+00,1.25E+03,1.039,,E04001
1.2047,0.7132,55,1.0706,1.33E+03,7.10E+00,1.28E+03,1.03591,,E04001
1.2047,0.6994,55,1.1107,1.33E+03,7.06E+00,1.31E+03,1.01357,,E04001
1.2047,0.6856,55,1.1507,1.37E+03,7.27E+00,1.34E+03,1.02338,,E04001
1.2047,0.6718,55,1.1908,1.41E+03,7.53E+00,1.37E+03,1.03183,,E04001
1.2047,0.6581,55,1.2306,1.42E+03,7.60E+00,1.40E+03,1.01632,,E04001
1.2047,0.6443,55,1.2706,1.45E+03,7.76E+00,1.43E+03,1.01165,,E04001
1.2047,0.6305,55,1.3107,1.55E+03,9.48E+00,1.48E+03,1.05063,,E04001
1.2047,0.6168,55,1.3504,1.75E+03,1.08E+01,1.52E+03,1.14875,,E04001
1.2047,0.603,55,1.3905,1.79E+03,9.88E+00,1.58E+03,1.13485,,E04001
1.2047,0.5892,55,1.4306,1.84E+03,9.91E+00,1.64E+03,1.12497,,E04001
1.2047,0.5754,55,1.4706,1.88E+03,9.82E+00,1.70E+03,1.10823,,E04001
1.2047,0.5617,55,1.5104,1.97E+03,9.98E+00,1.76E+03,1.12104,,E04001
1.2047,0.5479,55,1.5505,1.98E+03,9.80E+00,1.82E+03,1.09037,,E04001
1.2047,0.5341,55,1.5905,2.06E+03,1.07E+01,1.87E+03,1.10178,,E04001
1.2047,0.5203,55,1.6306,2.05E+03,1.21E+01,1.92E+03,1.06966,,E04001
1.2047,0.5066,55,1.6704,2.01E+03,9.84E+00,1.95E+03,1.02829,,E04001
1.2047,0.4928,55,1.7104,2.02E+03,9.76E+00,1.98E+03,1.01784,,E04001
1.2047,0.479,55,1.7505,2.03E+03,9.74E+00,2.01E+03,1.01186,,E04001
1.2047,0.4652,55,1.7906,2.04E+03,9.75E+00,2.02E+03,1.00955,,E04001
1.2047,0.4515,55,1.8303,2.06E+03,1.02E+01,2.03E+03,1.01488,,E04001
1.2047,0.4239,55,1.9104,2.03E+03,9.12E+00,2.04E+03,0.99481,,E04001
1.2047,0.4101,55,1.9505,2.03E+03,9.13E+00,2.05E+03,0.99208,,E04001
1.2047,0.3964,55,1.9903,2.02E+03,9.13E+00,2.05E+03,0.98316,,E04001
1.2047,0.3826,55,2.0303,2.03E+03,9.40E+00,2.07E+03,0.98238,,E04001
1.2047,0.7369,70,0.591,9.97E+01,1.97E+00,8.82E+01,1.13098,,E04001
1.2047,0.7253,70,0.6311,1.22E+02,1.97E+00,1.10E+02,1.10949,,E04001
1.2047,0.7138,70,0.6709,1.47E+02,2.14E+00,1.34E+02,1.09399,,E04001
1.2047,0.7022,70,0.7111,1.77E+02,2.32E+00,1.61E+02,1.09815,,E04001
1.2047,0.6907,70,0.7509,2.04E+02,2.42E+00,1.89E+02,1.07919,,E04001
1.2047,0.6791,70,0.791,2.30E+02,2.49E+00,2.17E+02,1.05767,,E04001
1.2047,0.6676,70,0.8308,2.61E+02,2.56E+00,2.45E+02,1.06478,,E04001
1.2047,0.656,70,0.871,2.80E+02,2.57E+00,2.72E+02,1.03009,,E04001
1.2047,0.6445,70,0.9108,2.98E+02,2.57E+00,2.97E+02,1.00435,,E04001
1.2047,0.6329,70,0.9509,3.32E+02,2.98E+00,3.20E+02,1.03701,,E04001
1.2047,0.6098,70,1.0308,3.75E+02,4.09E+00,3.62E+02,1.03563,,E04001
1.2047,0.5982,70,1.071,3.91E+02,4.13E+00,3.81E+02,1.02522,,E04001
1.2047,0.5867,70,1.1108,4.06E+02,4.18E+00,4.00E+02,1.01553,,E04001
1.2047,0.5751,70,1.1509,4.19E+02,4.25E+00,4.18E+02,1.00227,,E04001
1.2047,0.5636,70,1.1907,4.42E+02,4.40E+00,4.36E+02,1.01325,,E04001
1.2047,0.552,70,1.2308,4.56E+02,4.46E+00,4.55E+02,1.00202,,E04001
1.2047,0.5405,70,1.2706,4.73E+02,4.60E+00,4.75E+02,0.99684,,E04001
1.2047,0.5174,70,1.3506,5.47E+02,5.52E+00,5.17E+02,1.05838,,E04001
1.2047,0.5058,70,1.3907,5.89E+02,5.26E+00,5.40E+02,1.09064,,E04001
1.2047,0.4942,70,1.4309,6.08E+02,5.29E+00,5.65E+02,1.0767,,E04001
1.2047,0.4827,70,1.4707,6.38E+02,5.42E+00,5.90E+02,1.08095,,E04001
1.2047,0.4711,70,1.5108,6.66E+02,5.51E+00,6.17E+02,1.07971,,E04001
1.2047,0.4596,70,1.5506,6.88E+02,5.54E+00,6.44E+02,1.06889,,E04001
1.2047,0.448,70,1.5907,7.41E+02,6.41E+00,6.71E+02,1.10482,,E04001
1.25,0.4169,85,1.4931,3.04E+02,5.40E+00,2.35E+02,1.29103,,Chen-1990kq
1.25,0.4086,85,1.5276,3.24E+02,5.83E+00,2.46E+02,1.31723,,Chen-1990kq
1.25,0.4002,85,1.5625,3.42E+02,6.41E+00,2.57E+02,1.3311,,Chen-1990kq
1.25,0.3919,85,1.597,3.61E+02,7.00E+00,2.68E+02,1.34656,,Chen-1990kq
1.299,1.146,37.5,0.5528,1.39E+03,1.04E+02,7.35E+02,1.89147,,Sealock-1989nx
1.299,1.136,37.5,0.5769,1.49E+03,1.07E+02,1.05E+03,1.42447,,Sealock-1989nx
1.299,1.126,37.5,0.6011,1.91E+03,1.18E+02,1.37E+03,1.39091,,Sealock-1989nx
1.299,1.116,37.5,0.6252,2.23E+03,1.02E+02,1.75E+03,1.27501,,Sealock-1989nx
1.299,1.106,37.5,0.6493,2.85E+03,1.15E+02,2.18E+03,1.30722,,Sealock-1989nx
1.299,1.096,37.5,0.6735,3.35E+03,1.77E+02,2.67E+03,1.25614,,Sealock-1989nx
1.299,1.086,37.5,0.6976,3.70E+03,2.20E+02,3.20E+03,1.15513,,Sealock-1989nx
1.299,1.076,37.5,0.7217,4.16E+03,2.36E+02,3.78E+03,1.10161,,Sealock-1989nx
1.299,1.066,37.5,0.7458,5.10E+03,2.57E+02,4.37E+03,1.1675,,Sealock-1989nx
1.299,1.056,37.5,0.77,5.66E+03,2.72E+02,4.96E+03,1.1418,,Sealock-1989nx
1.299,1.046,37.5,0.7941,6.27E+03,2.21E+02,5.52E+03,1.13608,,Sealock-1989nx
1.299,1.036,37.5,0.8182,6.64E+03,2.15E+02,6.03E+03,1.10061,,Sealock-1989nx
1.299,1.026,37.5,0.8424,7.34E+03,2.71E+02,6.48E+03,1.1323,,Sealock-1989nx
1.299,1.016,37.5,0.8665,7.18E+03,3.25E+02,6.86E+03,1.04715,,Sealock-1989nx
1.299,1.006,37.5,0.8906,7.77E+03,3.33E+02,7.15E+03,1.08642,,Sealock-1989nx
1.299,0.996,37.5,0.9148,6.73E+03,3.11E+02,7.37E+03,0.91325,,Sealock-1989nx
1.299,0.986,37.5,0.9389,7.52E+03,3.29E+02,7.51E+03,1.00072,,Sealock-1989nx
1.299,0.982,37.5,0.9485,7.98E+03,7.10E+02,7.51E+03,1.06193,,Sealock-1989nx
1.299,0.986,37.5,0.9389,7.52E+03,3.29E+02,7.55E+03,0.99545,,Sealock-1989nx
1.299,0.982,37.5,0.9485,7.98E+03,7.10E+02,7.55E+03,1.05634,,Sealock-1989nx
1.299,0.972,37.5,0.9727,7.46E+03,3.00E+02,7.61E+03,0.97988,,Sealock-1989nx
1.299,0.962,37.5,0.9968,7.51E+03,3.02E+02,7.62E+03,0.98529,,Sealock-1989nx
1.299,0.952,37.5,1.0209,7.82E+03,3.06E+02,7.59E+03,1.02981,,Sealock-1989nx
1.299,0.942,37.5,1.0451,7.48E+03,2.99E+02,7.54E+03,0.99236,,Sealock-1989nx
1.299,0.932,37.5,1.0692,7.71E+03,3.01E+02,7.46E+03,1.03286,,Sealock-1989nx
1.299,0.922,37.5,1.0933,7.48E+03,2.93E+02,7.38E+03,1.013,,Sealock-1989nx
1.299,0.912,37.5,1.1174,7.28E+03,2.13E+02,7.30E+03,0.99674,,Sealock-1989nx
1.299,0.902,37.5,1.1416,7.39E+03,2.02E+02,7.23E+03,1.02193,,Sealock-1989nx
1.299,0.892,37.5,1.1657,7.03E+03,2.74E+02,7.17E+03,0.98015,,Sealock-1989nx
1.299,0.882,37.5,1.1898,6.88E+03,2.70E+02,7.13E+03,0.96475,,Sealock-1989nx
1.299,0.872,37.5,1.214,6.96E+03,2.71E+02,7.11E+03,0.97882,,Sealock-1989nx
1.299,0.862,37.5,1.2381,6.80E+03,2.66E+02,7.11E+03,0.95589,,Sealock-1989nx
1.299,0.852,37.5,1.2622,6.95E+03,1.98E+02,7.14E+03,0.97335,,Sealock-1989nx
1.299,0.842,37.5,1.2863,7.19E+03,1.98E+02,7.19E+03,1.00011,,Sealock-1989nx
1.299,0.832,37.5,1.3105,7.20E+03,2.62E+02,7.26E+03,0.99195,,Sealock-1989nx
1.299,0.822,37.5,1.3346,6.91E+03,2.57E+02,7.34E+03,0.9409,,Sealock-1989nx
1.299,0.812,37.5,1.3587,6.80E+03,2.53E+02,7.44E+03,0.9135,,Sealock-1989nx
1.299,0.802,37.5,1.3828,7.19E+03,2.33E+02,7.55E+03,0.95202,,Sealock-1989nx
1.299,0.792,37.5,1.407,7.30E+03,1.78E+02,7.66E+03,0.95247,,Sealock-1989nx
1.299,0.782,37.5,1.4311,7.02E+03,2.04E+02,7.77E+03,0.90302,,Sealock-1989nx
1.299,0.772,37.5,1.4552,7.17E+03,2.37E+02,7.88E+03,0.91014,,Sealock-1989nx
1.299,0.762,37.5,1.4794,8.19E+03,2.54E+02,7.97E+03,1.02755,,Sealock-1989nx
1.299,0.752,37.5,1.5035,8.10E+03,2.51E+02,8.05E+03,1.00651,,Sealock-1989nx
1.299,0.742,37.5,1.5276,8.23E+03,1.82E+02,8.11E+03,1.0153,,Sealock-1989nx
1.299,0.732,37.5,1.5517,7.79E+03,1.97E+02,8.14E+03,0.95653,,Sealock-1989nx
1.299,0.722,37.5,1.5759,7.61E+03,2.53E+02,8.16E+03,0.93262,,Sealock-1989nx
1.299,0.712,37.5,1.6,7.90E+03,2.52E+02,8.15E+03,0.96898,,Sealock-1989nx
1.299,0.702,37.5,1.6241,8.13E+03,2.31E+02,8.12E+03,1.00068,,Sealock-1989nx
1.299,0.692,37.5,1.6483,8.10E+03,1.72E+02,8.08E+03,1.00307,,Sealock-1989nx
1.299,0.682,37.5,1.6724,7.71E+03,2.09E+02,8.01E+03,0.96284,,Sealock-1989nx
1.299,0.672,37.5,1.6965,7.49E+03,2.23E+02,7.92E+03,0.94525,,Sealock-1989nx
1.299,0.662,37.5,1.7207,7.64E+03,2.25E+02,7.83E+03,0.97612,,Sealock-1989nx
1.299,0.652,37.5,1.7448,7.91E+03,1.78E+02,7.72E+03,1.0246,,Sealock-1989nx
1.299,0.642,37.5,1.7689,7.59E+03,1.62E+02,7.61E+03,0.99779,,Sealock-1989nx
1.299,0.632,37.5,1.793,7.29E+03,2.10E+02,7.49E+03,0.97328,,Sealock-1989nx
1.299,0.622,37.5,1.8172,7.54E+03,2.14E+02,7.37E+03,1.02262,,Sealock-1989nx
1.299,0.612,37.5,1.8413,7.50E+03,1.95E+02,7.26E+03,1.03323,,Sealock-1989nx
1.299,0.602,37.5,1.8654,7.39E+03,1.61E+02,7.15E+03,1.03367,,Sealock-1989nx
1.299,0.592,37.5,1.8896,7.00E+03,2.16E+02,7.05E+03,0.9934,,Sealock-1989nx
1.299,0.582,37.5,1.9137,7.49E+03,2.22E+02,6.95E+03,1.0774,,Sealock-1989nx
1.299,0.572,37.5,1.9378,7.48E+03,2.07E+02,6.87E+03,1.0893,,Sealock-1989nx
1.299,0.562,37.5,1.962,7.55E+03,1.76E+02,6.79E+03,1.11167,,Sealock-1989nx
1.299,0.552,37.5,1.9861,7.58E+03,2.46E+02,6.73E+03,1.127,,Sealock-1989nx
1.299,0.542,37.5,2.0102,7.71E+03,2.49E+02,6.67E+03,1.15599,,Sealock-1989nx
1.299,0.532,37.5,2.0343,8.37E+03,2.57E+02,6.62E+03,1.26376,,Sealock-1989nx
1.299,0.522,37.5,2.0585,7.31E+03,3.84E+02,6.58E+03,1.1103,,Sealock-1989nx
1.5,1.48,11.939,0.8219,1.76E+06,1.37E+04,1.22E+06,1.4463,,Baran-1988tw
1.5,1.47,11.939,0.8414,2.01E+06,1.49E+04,1.70E+06,1.18437,,Baran-1988tw
1.5,1.46,11.939,0.8608,2.03E+06,2.48E+04,2.05E+06,0.98995,,Baran-1988tw
1.5,1.45,11.939,0.8802,2.17E+06,2.54E+04,2.25E+06,0.96393,,Baran-1988tw
1.5,1.44,11.939,0.8996,2.27E+06,2.61E+04,2.30E+06,0.98554,,Baran-1988tw
1.5,1.43,11.939,0.919,2.26E+06,2.68E+04,2.24E+06,1.00979,,Baran-1988tw
1.5,1.42,11.939,0.9384,2.29E+06,1.96E+04,2.10E+06,1.09209,,Baran-1988tw
1.5,1.41,11.939,0.9578,2.16E+06,1.94E+04,1.92E+06,1.12723,,Baran-1988tw
1.5,1.4,11.939,0.9772,2.03E+06,2.57E+04,1.72E+06,1.17818,,Baran-1988tw
1.5,1.39,11.939,0.9967,1.70E+06,2.42E+04,1.53E+06,1.10792,,Baran-1988tw
1.5,1.38,11.939,1.0161,1.49E+06,2.31E+04,1.36E+06,1.09591,,Baran-1988tw
1.5,1.37,11.939,1.0355,1.23E+06,2.16E+04,1.20E+06,1.02244,,Baran-1988tw
1.5,1.36,11.939,1.0549,1.05E+06,1.39E+04,1.07E+06,0.98555,,Baran-1988tw
1.5,1.35,11.939,1.0743,8.96E+05,1.71E+04,9.46E+05,0.94676,,Baran-1988tw
1.5,1.34,11.939,1.0937,7.54E+05,1.60E+04,8.45E+05,0.89247,,Baran-1988tw
1.5,1.33,11.939,1.1132,6.45E+05,1.52E+04,7.59E+05,0.84943,,Baran-1988tw
1.5,1.32,11.939,1.1326,5.93E+05,1.47E+04,6.89E+05,0.86074,,Baran-1988tw
1.5,1.31,11.939,1.152,5.60E+05,1.13E+04,6.32E+05,0.88566,,Baran-1988tw
1.5,1.3,11.939,1.1714,5.50E+05,1.73E+04,5.89E+05,0.93409,,Baran-1988tw
1.5,1.29,11.939,1.1908,5.28E+05,1.65E+04,5.57E+05,0.9476,,Baran-1988tw
1.5,1.28,11.939,1.2102,5.15E+05,1.60E+04,5.37E+05,0.95962,,Baran-1988tw
1.5,1.27,11.939,1.2296,5.43E+05,1.65E+04,5.26E+05,1.03204,,Baran-1988tw
1.5,1.26,11.939,1.249,5.32E+05,1.66E+04,5.24E+05,1.01463,,Baran-1988tw
1.5,1.25,11.939,1.2685,5.64E+05,1.75E+04,5.30E+05,1.06459,,Baran-1988tw
1.5,1.24,11.939,1.2879,5.75E+05,1.97E+04,5.41E+05,1.06322,,Baran-1988tw
1.5,1.23,11.939,1.3073,5.86E+05,1.97E+04,5.56E+05,1.05472,,Baran-1988tw
1.5,1.22,11.939,1.3267,5.96E+05,1.97E+04,5.72E+05,1.04154,,Baran-1988tw
1.5,1.21,11.939,1.3461,6.00E+05,9.77E+03,5.89E+05,1.01895,,Baran-1988tw
1.5,1.2,11.939,1.3655,5.87E+05,9.65E+03,6.04E+05,0.97227,,Baran-1988tw
1.5,1.19,11.939,1.3849,5.77E+05,9.39E+03,6.16E+05,0.93742,,Baran-1988tw
1.5,1.18,11.939,1.4043,5.92E+05,9.58E+03,6.23E+05,0.95015,,Baran-1988tw
1.5,1.17,11.939,1.4238,5.75E+05,9.71E+03,6.26E+05,0.91899,,Baran-1988tw
1.5,1.16,11.939,1.4432,5.70E+05,6.79E+03,6.23E+05,0.91477,,Baran-1988tw
1.5,1.15,11.939,1.4626,5.60E+05,9.00E+03,6.15E+05,0.90995,,Baran-1988tw
1.5,1.14,11.939,1.482,5.52E+05,8.78E+03,6.03E+05,0.91547,,Baran-1988tw
1.5,1.13,11.939,1.5014,5.16E+05,8.88E+03,5.86E+05,0.87998,,Baran-1988tw
1.5,1.12,11.939,1.5208,4.90E+05,6.32E+03,5.66E+05,0.86513,,Baran-1988tw
1.5,1.11,11.939,1.5402,4.65E+05,8.40E+03,5.44E+05,0.85511,,Baran-1988tw
1.5,1.1,11.939,1.5597,4.33E+05,7.97E+03,5.19E+05,0.83365,,Baran-1988tw
1.5,1.09,11.939,1.5791,4.23E+05,8.07E+03,4.94E+05,0.85633,,Baran-1988tw
1.5,1.08,11.939,1.5985,3.87E+05,8.19E+03,4.68E+05,0.82662,,Baran-1988tw
1.5,1.07,11.939,1.6179,3.62E+05,8.38E+03,4.43E+05,0.81795,,Baran-1988tw
1.5,1.47,13.539,0.8142,8.40E+05,1.55E+04,6.62E+05,1.2693,,Baran-1988tw
1.5,1.46,13.539,0.8338,9.38E+05,1.65E+04,9.27E+05,1.0121,,Baran-1988tw
1.5,1.45,13.539,0.8534,1.03E+06,1.73E+04,1.11E+06,0.92969,,Baran-1988tw
1.5,1.44,13.539,0.873,1.14E+06,1.82E+04,1.23E+06,0.93023,,Baran-1988tw
1.5,1.43,13.539,0.8926,1.18E+06,1.91E+04,1.28E+06,0.92404,,Baran-1988tw
1.5,1.42,13.539,0.9122,1.21E+06,1.55E+04,1.27E+06,0.95178,,Baran-1988tw
1.5,1.41,13.539,0.9318,1.19E+06,1.54E+04,1.22E+06,0.97286,,Baran-1988tw
1.5,1.4,13.539,0.9514,1.20E+06,2.40E+04,1.15E+06,1.04502,,Baran-1988tw
1.5,1.39,13.539,0.971,1.17E+06,2.33E+04,1.06E+06,1.10429,,Baran-1988tw
1.5,1.38,13.539,0.9906,1.03E+06,2.25E+04,9.66E+05,1.06587,,Baran-1988tw
1.5,1.37,13.539,1.0102,9.40E+05,2.24E+04,8.75E+05,1.07421,,Baran-1988tw
1.5,1.36,13.539,1.0298,8.76E+05,1.52E+04,7.89E+05,1.10969,,Baran-1988tw
1.5,1.35,13.539,1.0494,7.19E+05,1.40E+04,7.11E+05,1.0109,,Baran-1988tw
1.5,1.34,13.539,1.069,6.35E+05,1.72E+04,6.42E+05,0.98982,,Baran-1988tw
1.5,1.33,13.539,1.0886,5.58E+05,1.64E+04,5.80E+05,0.96156,,Baran-1988tw
1.5,1.32,13.539,1.1082,4.80E+05,1.58E+04,5.28E+05,0.9099,,Baran-1988tw
1.5,1.31,13.539,1.1278,4.22E+05,8.50E+03,4.83E+05,0.87358,,Baran-1988tw
1.5,1.3,13.539,1.1474,3.96E+05,8.09E+03,4.46E+05,0.88708,,Baran-1988tw
1.5,1.29,13.539,1.167,3.85E+05,9.06E+03,4.17E+05,0.92258,,Baran-1988tw
1.5,1.28,13.539,1.1866,3.61E+05,8.66E+03,3.95E+05,0.91302,,Baran-1988tw
1.5,1.27,13.539,1.2062,3.57E+05,8.56E+03,3.80E+05,0.93905,,Baran-1988tw
1.5,1.26,13.539,1.2258,3.78E+05,8.99E+03,3.71E+05,1.01859,,Baran-1988tw
1.5,1.25,13.539,1.2454,3.73E+05,9.19E+03,3.67E+05,1.01502,,Baran-1988tw
1.5,1.24,13.539,1.265,3.85E+05,1.48E+04,3.69E+05,1.04478,,Baran-1988tw
1.5,1.23,13.539,1.2846,3.97E+05,1.48E+04,3.73E+05,1.06386,,Baran-1988tw
1.5,1.22,13.539,1.3042,4.09E+05,1.48E+04,3.81E+05,1.07484,,Baran-1988tw
1.5,1.21,13.539,1.3238,4.20E+05,1.19E+04,3.89E+05,1.07867,,Baran-1988tw
1.5,1.2,13.539,1.3434,4.34E+05,1.20E+04,3.99E+05,1.08862,,Baran-1988tw
1.5,1.19,13.539,1.363,4.31E+05,1.16E+04,4.07E+05,1.05808,,Baran-1988tw
1.5,1.18,13.539,1.3826,3.95E+05,1.11E+04,4.15E+05,0.95291,,Baran-1988tw
1.5,1.17,13.539,1.4022,4.33E+05,7.91E+03,4.19E+05,1.03228,,Baran-1988tw
1.5,1.16,13.539,1.4218,4.18E+05,7.70E+03,4.22E+05,0.99127,,Baran-1988tw
1.5,1.15,13.539,1.4414,4.22E+05,9.62E+03,4.21E+05,1.00261,,Baran-1988tw
1.5,1.14,13.539,1.461,4.03E+05,9.57E+03,4.17E+05,0.96629,,Baran-1988tw
1.5,1.13,13.539,1.4806,4.27E+05,9.89E+03,4.10E+05,1.04078,,Baran-1988tw
1.5,1.12,13.539,1.5002,3.86E+05,5.86E+03,4.01E+05,0.96303,,Baran-1988tw
1.5,1.11,13.539,1.5198,3.94E+05,7.19E+03,3.89E+05,1.01262,,Baran-1988tw
1.5,1.1,13.539,1.5394,3.81E+05,6.89E+03,3.76E+05,1.01457,,Baran-1988tw
1.5,1.09,13.539,1.559,3.52E+05,6.71E+03,3.61E+05,0.97618,,Baran-1988tw
