qv,q2,ex,nu,W2,RLTOT,RTTOT
0.24,0.05739,0.014,0.01455,0.8502699668290001,-19243.09151611328,6045.019791852293
0.24,0.05736,0.015,0.01555,0.8521765128290001,-17131.562576293945,5420.0643975492385
0.24,0.05733,0.016,0.01655,0.854083058829,-15209.003707885742,4860.3338463046875
0.24,0.05729,0.017,0.01755,0.8559996048290001,-13444.176818847656,4351.747538146485
0.24,0.05726,0.018,0.01855,0.857906150829,-11835.334091186523,3887.9974012807616
0.24,0.05722,0.019,0.01955,0.859822696829,-10348.732070922852,3455.3488329858396
0.24,0.05718,0.02,0.02055,0.861739242829,-8993.628217163086,3050.089876171875
0.24,0.05714,0.021,0.02155,0.8636557888290001,-7774.074781494141,2671.1413060058594
0.24,0.05709,0.022,0.02255,0.865582334829,-6682.313341064453,2322.311793518066
0.24,0.05705,0.02301,0.02355,0.867498880829,-5719.922360229492,2009.3679006347656
0.24,0.057,0.02401,0.02455,0.8694254268289999,-4865.566659545899,1732.4098794555664
0.24,0.05695,0.02501,0.02555,0.871351972829,-4597.531991577149,1470.8073913574217
0.24,0.05689,0.02601,0.02655,0.873288518829,-3854.5538818359373,1239.9058639526365
0.24,0.05684,0.02701,0.02755,0.875215064829,-3232.637289428711,1028.0198532104491
0.24,0.05678,0.02801,0.02855,0.8771516108290001,-2713.7526000976563,832.3092529296875
0.24,0.05673,0.02901,0.02955,0.879078156829,-2279.2055633544924,656.2967544555664
0.24,0.05667,0.03001,0.03055,0.8810147028290001,-1903.9461700439454,503.73073425292966
0.24,0.0566,0.03101,0.03155,0.8829612488290001,-1574.594320678711,377.9445800781249
0.24,0.05654,0.03201,0.03255,0.884897794829,-1294.1818084716797,283.22504119873037
0.24,0.05647,0.03301,0.03355,0.886844340829,-1058.538042602539,219.69004345703127
0.24,0.05641,0.03401,0.03455,0.888780886829,-860.6257159423828,183.7809487915039
0.24,0.05634,0.03501,0.03555,0.890727432829,-694.7337780761718,166.10837677001953
0.24,0.05626,0.03601,0.03655,0.8926839788290001,-551.6506225585938,155.5197723388672
0.24,0.05619,0.03701,0.03755,0.8946305248290001,-425.6421478271484,146.32268981933584
0.24,0.05611,0.03801,0.03855,0.896587070829,-311.3189697265625,135.73672637939444
0.24,0.05604,0.03901,0.03955,0.898533616829,-211.993017578125,123.1523941040038
0.24,0.05596,0.04002,0.04055,0.9004901628290001,-123.78846130371093,111.22510681152343
0.24,0.05587,0.04102,0.04155,0.9024567088290001,-49.81029968261727,101.16412048339845
0.24,0.05579,0.04202,0.04255,0.904413254829,11.573175048828105,92.89964599609365
0.24,0.0557,0.04302,0.04355,0.906379800829,57.77182312011719,86.31026733398437
0.24,0.05562,0.04402,0.04455,0.908336346829,92.80968017578124,80.59232696533192
