qv,q2,ex,nu,W2,RLTOT,RTTOT
0.57,0.32461,0.014,0.01711,0.587853924589,2.077692039227346,3.0202540008960277
0.57,0.32457,0.015,0.01811,0.589770470589,1.3560469769941177,5.6215867995514435
0.57,0.32453,0.016,0.01911,0.591687016589,0.729238548550522,7.235398643129079
0.57,0.3245,0.017,0.02011,0.593593562589,0.1888526081942022,7.519369027382847
0.57,0.32445,0.018,0.02111,0.5955201085890001,-0.2778922550744377,6.593734496899455
0.57,0.32441,0.019,0.02211,0.5974366545890001,-0.6718072681346908,5.109654838617443
0.57,0.32437,0.02001,0.02311,0.5993532005890001,-1.0034455488094873,3.7816787753410592
0.57,0.32432,0.02101,0.02411,0.6012797465890001,-1.2769937166555785,2.975466761750544
0.57,0.32427,0.02201,0.02511,0.603206292589,-1.4864729824043879,2.728595128966181
0.57,0.32422,0.02301,0.02611,0.605132838589,-1.6303962421002798,2.8485305609883786
0.57,0.32416,0.02401,0.02711,0.6070693845890001,-1.7098466457719914,3.129409756385023
0.57,0.32411,0.02501,0.02811,0.608995930589,-2.2770271034811156,1.6212003088546916
0.57,0.32405,0.02601,0.02911,0.6109324765890001,-2.1144618478543125,0.3307587996146921
0.57,0.32399,0.02701,0.03011,0.612869022589,-1.937997860533884,-1.3505683535125996
0.57,0.32393,0.02801,0.03111,0.6148055685889999,-1.7599891269354684,-2.823153203814698
0.57,0.32387,0.02901,0.03211,0.6167421145890001,-1.5757013709465972,-3.343386416879075
0.57,0.3238,0.03001,0.03311,0.6186886605890001,-1.3829304895077366,-2.5129736317545763
0.57,0.32374,0.03101,0.03411,0.620625206589,-1.1723153992831707,-0.5118365509924478
0.57,0.32367,0.03201,0.03511,0.622571752589,-0.9451981277698255,2.0139038021422038
0.57,0.3236,0.03301,0.03611,0.624518298589,-0.7083550583461089,4.351721920284397
0.57,0.32352,0.03401,0.03711,0.626474844589,-0.4072578851555939,6.268621617992699
0.57,0.32345,0.03501,0.03811,0.628421390589,-0.10995871889800757,7.574203436281299
0.57,0.32337,0.03601,0.03911,0.6303779365890001,0.1902543095843865,8.484988191575045
0.57,0.32329,0.03702,0.04011,0.632334482589,0.49977927041426295,9.166103698136402
