qv,q2,ex,nu,W2,RLTOT,RTTOT
0.475,0.22536,0.014,0.01616,0.685321205889,11.383196268291794,20.517435667965962
0.475,0.22533,0.015,0.01716,0.687227751889,8.510875301624184,32.68057915719301
0.475,0.2253,0.016,0.01816,0.689134297889,5.6942261041497115,43.25033170205362
0.475,0.22526,0.017,0.01916,0.6910508438890001,3.233393763182685,50.43838468902739
0.475,0.22522,0.018,0.02016,0.6929673898890001,1.485282889553928,53.23512871784051
0.475,0.22518,0.019,0.02116,0.694883935889,0.5210865172604102,52.04156491831655
0.475,0.22513,0.02,0.02216,0.696810481889,0.14012903916377129,47.43989355877252
0.475,0.22509,0.02101,0.02316,0.698727027889,0.11325836844998394,40.66392748876214
0.475,0.22504,0.02201,0.02416,0.700653573889,0.3805414604572581,33.293598975605335
0.475,0.22499,0.02301,0.02516,0.702580119889,0.9849225610040588,26.871740938423798
0.475,0.22494,0.02401,0.02616,0.704506665889,1.9794784447329583,22.278734852564988
0.475,0.22489,0.02501,0.02716,0.706433211889,-14.465739896462182,12.901265737058129
0.475,0.22483,0.02601,0.02816,0.708369757889,-10.587309158444404,5.438206961604301
0.475,0.22477,0.02701,0.02916,0.710306303889,-6.4569099670927965,-3.2727317574142987
0.475,0.22472,0.02801,0.03016,0.712232849889,-2.2456694332888585,-12.2352336210059
0.475,0.22465,0.02901,0.03116,0.714179395889,1.8737341550190463,-19.551385497166777
0.475,0.22459,0.03001,0.03216,0.716115941889,5.795888141453615,-23.245670852932385
0.475,0.22453,0.03101,0.03316,0.718052487889,9.213829519686987,-22.880978698388205
0.475,0.22446,0.03201,0.03416,0.719999033889,11.920070849275799,-18.42167021565605
0.475,0.22439,0.03301,0.03516,0.7219455798890001,14.0988391486699,-10.835162421766903
0.475,0.22432,0.03401,0.03616,0.7238921258890001,16.044397151039213,-0.6492294401042145
0.475,0.22424,0.03501,0.03716,0.725848671889,17.546471965610067,9.93226440901299
0.475,0.22417,0.03601,0.03816,0.727795217889,18.8580059214855,19.512380895806608
0.475,0.22409,0.03701,0.03916,0.729751763889,20.04027517064882,26.919353064729368
0.475,0.22401,0.03802,0.04016,0.731708309889,20.933779037532513,32.02598873251816
0.475,0.22393,0.03902,0.04116,0.7336648558890001,21.4492823633213,35.08400217238348
0.475,0.22385,0.04002,0.04216,0.735621401889,21.75752887214476,37.124097642616604
0.475,0.22376,0.04102,0.04316,0.7375879478890001,21.759975716672493,38.559086365118155
0.475,0.22367,0.04202,0.04416,0.739554493889,21.466432707941863,39.82199265529448
0.475,0.22359,0.04302,0.04516,0.7415110398890001,20.87701434595161,40.85802726211553
0.475,0.22349,0.04402,0.04616,0.7434875858890001,20.104129348649877,42.02732738279551
0.475,0.2234,0.04502,0.04716,0.745454131889,19.056695509818965,43.03510733315465
0.475,0.22331,0.04602,0.04816,0.747420677889,17.875925596231248,44.00850661601382
0.475,0.22321,0.04702,0.04916,0.749397223889,16.582741682544583,44.9313647068829
0.475,0.22311,0.04802,0.05016,0.7513737698890001,15.127313286653369,45.72702463646441
0.475,0.22301,0.04903,0.05116,0.753350315889,13.580227861677413,46.67823921131232
0.475,0.2229,0.05003,0.05216,0.7553368618890001,12.122188500266537,47.49634170045287
0.475,0.2228,0.05103,0.05316,0.757313407889,10.763427255730495,48.28518503440935
0.475,0.22269,0.05203,0.05416,0.759299953889,9.594698948426423,49.1443347081723
0.475,0.22258,0.05303,0.05516,0.761286499889,8.426394622135557,49.87649567342847
0.475,0.22247,0.05403,0.05616,0.763273045889,7.649022048884653,50.723275617357515
0.475,0.22236,0.05503,0.05716,0.7652595918890001,7.073072305099241,51.3562376561394
0.475,0.22224,0.05603,0.05816,0.767256137889,6.598879332975966,52.25482513969585
0.475,0.22212,0.05703,0.05916,0.769252683889,6.6169677840214,52.822332547704804
0.475,0.22201,0.05803,0.06016,0.771239229889,6.648000965410612,53.56265387282538
0.475,0.22188,0.05904,0.06116,0.773245775889,7.171772042841766,54.27011887414584
0.475,0.22176,0.06004,0.06216,0.7752423218890001,7.78934066166519,54.95334834548995
0.475,0.22164,0.06104,0.06316,0.7772388678890001,8.620897002840064,55.711398547855936
0.475,0.22151,0.06204,0.06416,0.779245413889,9.446495851242215,56.24279769629075
0.475,0.22138,0.06304,0.06516,0.7812519598890001,10.466795651015028,56.95161519467534
0.475,0.22125,0.06404,0.06616,0.783258505889,11.562162675276632,57.63924446468008
0.475,0.22111,0.06504,0.06716,0.785275051889,12.762543600192192,58.20385693954304
0.475,0.22098,0.06604,0.06816,0.787281597889,13.939068208258831,58.853105106815924
0.475,0.22084,0.06705,0.06916,0.789298143889,15.051233397930046,59.48183762471308
0.475,0.2207,0.06805,0.07016,0.7913146898890001,16.199761940789077,60.09456789715914
0.475,0.22056,0.06905,0.07116,0.793331235889,17.38495802646328,60.69258597242297
0.475,0.22042,0.07005,0.07216,0.795347781889,18.277113248397946,61.27715638655937
0.475,0.22027,0.07105,0.07316,0.797374327889,19.286001576190465,61.94588126941807
0.475,0.22012,0.07205,0.07416,0.799400873889,20.112372167567955,62.50350706392191
0.475,0.21998,0.07305,0.07516,0.8014174198890001,20.85701203419827,63.05497286553727
0.475,0.21982,0.07406,0.07616,0.803453965889,21.52858601972752,63.59025349024451
0.475,0.21967,0.07506,0.07716,0.805480511889,22.22891348651028,64.32170368939406
0.475,0.21952,0.07606,0.07816,0.807507057889,22.872692220793105,64.74671376339975
0.475,0.21936,0.07706,0.07916,0.809543603889,23.463578547884012,65.46251965273987
0.475,0.2192,0.07806,0.08016,0.8115801498889998,24.010324893579238,65.8740174923092
0.475,0.21904,0.07906,0.08116,0.813616695889,24.520128156074787,66.48226689430875
0.475,0.21887,0.08006,0.08216,0.8156632418890001,24.999604221721178,66.98439768726229
0.475,0.21871,0.08107,0.08316,0.817699787889,25.355069545885897,67.5892159726529
0.475,0.21854,0.08207,0.08416,0.8197463338890001,25.791548925829,68.08990039295168
0.475,0.21837,0.08307,0.08516,0.821792879889,26.213373802175305,68.6913173265406
0.475,0.2182,0.08407,0.08616,0.823839425889,26.624095520693043,69.19440293133377
0.475,0.21803,0.08507,0.08716,0.8258859718890001,27.026656532190415,69.70006560566253
0.475,0.21785,0.08607,0.08816,0.827942517889,27.52281634220446,70.20533149911789
0.475,0.21768,0.08708,0.08916,0.8299890638890001,27.915450783732812,70.71878596548922
0.475,0.2175,0.08808,0.09016,0.8320456098889999,28.304731437303193,71.23357670370596
0.475,0.21731,0.08908,0.09116,0.834112155889,28.691806261293422,71.65059512311709
0.475,0.21713,0.09008,0.09216,0.836168701889,29.078526619768702,72.17820405634703
0.475,0.21695,0.09108,0.09316,0.838225247889,29.464918002480285,72.71335370825837
0.475,0.21676,0.09208,0.09416,0.840291793889,29.85087278530577,73.15311335097648
0.475,0.21657,0.09309,0.09516,0.8423583398889999,30.237257629892067,73.80193082270563
0.475,0.21638,0.09409,0.09616,0.844424885889,30.62432521882942,74.06048819738197
0.475,0.21618,0.09509,0.09716,0.8465014318890001,31.01170729497121,74.525928877556
0.475,0.21599,0.09609,0.09816,0.848567977889,31.400625472390132,75.00595755099773
0.475,0.21579,0.09709,0.09916,0.850644523889,31.790109663604014,75.49421293131891
0.475,0.21559,0.0981,0.10016,0.852721069889,32.18078115730498,75.89478804834653
0.475,0.21539,0.0991,0.10116,0.854797615889,32.47270380418607,76.30823765339447
0.475,0.21519,0.1001,0.10216,0.8568741618890001,32.96592969556953,76.8350897143071
0.475,0.21498,0.1011,0.10316,0.858960707889,33.259995424512,77.27270538575831
0.475,0.21478,0.1021,0.10416,0.8610372538890001,33.655949940331496,77.72791082938784
0.475,0.21457,0.10311,0.10516,0.8631237998889999,34.052817769564285,77.99494963049656
0.475,0.21435,0.10411,0.10616,0.865220345889,34.350640238188674,78.47446970955934
0.475,0.21414,0.10511,0.10716,0.8673068918890001,34.75040757761454,78.87279543778277
0.475,0.21393,0.10611,0.10816,0.869393437889,35.151639495097605,79.18730816737515
0.475,0.21371,0.10711,0.10916,0.871489983889,35.55387925623009,79.51567447509723
0.475,0.21349,0.10812,0.11016,0.873586529889,35.85760557615882,79.9610724424827
0.475,0.21327,0.10912,0.11116,0.8756830758890001,36.16281622017756,80.42380991596728
0.475,0.21304,0.11012,0.11216,0.8777896218890001,36.669063585196675,80.60173425194807
0.475,0.21282,0.11112,0.11316,0.879886167889,36.87722804472196,80.70006215362228
0.475,0.21259,0.11212,0.11416,0.881992713889,37.18642026481112,81.41424543432076
0.475,0.21236,0.11313,0.11516,0.884099259889,37.59706516652532,81.14693459530827
0.475,0.21213,0.11413,0.11616,0.886205805889,37.909143003243635,81.89832073248107
0.475,0.2119,0.11513,0.11716,0.8883123518890002,38.22263108033188,82.66857183981328
0.475,0.21166,0.11613,0.11816,0.890428897889,38.53710307876026,82.35592893700232
0.475,0.21143,0.11714,0.11916,0.8925354438890001,38.853338987765014,83.16441470592981
0.475,0.21119,0.11814,0.12016,0.894651989889,39.170512684938146,82.99041414759112
0.475,0.21094,0.11914,0.12116,0.896778535889,39.58860960973543,82.93428377174423
0.475,0.2107,0.12014,0.12216,0.8988950818890001,39.808364450954834,83.79943250754722
0.475,0.21046,0.12115,0.12316,0.901011627889,40.02935152520367,83.68417788668884
