qv,q2,ex,nu,W2,RLTOT,RTTOT
1.619,2.61963,0.01401,0.03912,-1.6658632979509997,-157968.25175264242,15071.169603501537
1.619,2.61955,0.01502,0.04012,-1.6639067519509998,-157145.64963403257,14993.985869189604
1.619,2.61947,0.01602,0.04112,-1.6619502059510003,-156326.73838961002,14917.142942502654
1.619,2.61939,0.01702,0.04212,-1.6599936599510001,-155511.50404080728,14840.639551371578
1.619,2.6193,0.01802,0.04312,-1.6580271139509999,-154695.79405716516,14764.086010746865
1.619,2.61921,0.01902,0.04412,-1.6560605679509997,-153883.77046713757,14687.87292041583
1.619,2.61912,0.02002,0.04512,-1.654094021951,-153075.41920910776,14611.999000604988
1.619,2.61903,0.02102,0.04612,-1.652127475951,-152270.7262654807,14536.462975498265
1.619,2.61894,0.02202,0.04712,-1.6501609299509998,-151469.67766257602,14461.263573227448
1.619,2.61885,0.02302,0.04812,-1.648194383951,-150672.25947051906,14386.399525862498
1.619,2.61875,0.02402,0.04912,-1.6462178379509997,-149874.43049401714,14311.49143186964
1.619,2.61865,0.02502,0.05012,-1.644241291951,-149080.24086148915,14236.919555773153
1.619,2.61855,0.02603,0.05112,-1.642264745951,-148289.67656258406,14162.682622169094
1.619,2.61844,0.02703,0.05212,-1.640278199951,-147498.751334127,14088.406304773998
1.619,2.61834,0.02803,0.05312,-1.6383016539509998,-146715.41401369893,14014.837124375486
1.619,2.61823,0.02903,0.05412,-1.6363151079509999,-145931.7242457477,13941.229381963693
1.619,2.61812,0.03003,0.05512,-1.6343285619509997,-145151.6402826974,13867.954853669204
1.619,2.61801,0.03103,0.05612,-1.632342015951,-144375.1481246008,13795.01226478419
1.619,2.6179,0.03203,0.05712,-1.6303554699510001,-143602.23381611277,13722.400344611395
1.619,2.61778,0.03303,0.05812,-1.6283589239510001,-142829.01963405852,13649.75479730675
1.619,2.61767,0.03403,0.05912,-1.6263723779509998,-142063.23717217823,13577.802067158394
1.619,2.61755,0.03503,0.06012,-1.624375831951,-141297.16276952001,13505.816481241041
1.619,2.61742,0.03604,0.06112,-1.6223692859510002,-140530.83600451547,13433.80171737797
1.619,2.6173,0.03704,0.06212,-1.6203727399510002,-139771.88114473043,13362.474298835243
1.619,2.61718,0.03804,0.06312,-1.6183761939509997,-139016.4562611893,13291.473238195045
1.619,2.61705,0.03904,0.06412,-1.616369647951,-138260.7902803672,13220.444098723907
1.619,2.61692,0.04004,0.06512,-1.6143631019509999,-137508.66171802004,13149.742043620945
1.619,2.61679,0.04104,0.06612,-1.612356555951,-136760.05660358467,13079.365800343561
1.619,2.61666,0.04204,0.06712,-1.610350009951,-136014.9610117621,13009.314100416263
1.619,2.61652,0.04304,0.06812,-1.6083334639509999,-135269.6738901794,12939.238982170657
1.619,2.61638,0.04405,0.06912,-1.606316917951,-134527.90329741986,12869.489093849492
1.619,2.61624,0.04505,0.07012,-1.6043003719509998,-133789.63523641828,12800.063160284451
1.619,2.6161,0.04605,0.07112,-1.602283825951,-133054.8557558123,12730.95991041812
1.619,2.61596,0.04705,0.07212,-1.6002672799509998,-132323.55094982384,12662.178077293489
1.619,2.61581,0.04805,0.07312,-1.598240733951,-131592.10619899028,12593.377693984388
1.619,2.61567,0.04905,0.07412,-1.5962241879510002,-130867.72626588913,12525.236488084387
1.619,2.61552,0.05005,0.07512,-1.594197641951,-130143.21286946836,12457.077370376837
1.619,2.61537,0.05106,0.07612,-1.592171095951,-129422.15283941662,12389.237775591506
1.619,2.61521,0.05206,0.07712,-1.5901345499509998,-128700.99969547223,12321.384041207746
1.619,2.61506,0.05306,0.07812,-1.588108003951,-127986.82166286747,12254.18126189394
1.619,2.6149,0.05406,0.07912,-1.586071457951,-127272.55657256184,12186.964942405599
1.619,2.61474,0.05506,0.08012,-1.5840349119509998,-126561.72307050553,12120.066208583781
1.619,2.61458,0.05606,0.08112,-1.5819983659510002,-125854.30725227845,12053.4837931142
1.619,2.61442,0.05706,0.08212,-1.579961819951,-125150.29525966398,11987.216432839678
1.619,2.61425,0.05807,0.08312,-1.577915273951,-124446.24137535371,11920.939790766897
1.619,2.61408,0.05907,0.08412,-1.575868727951,-123745.59690825093,11854.978760658563
1.619,2.61391,0.06007,0.08512,-1.573822181951,-123048.34793526423,11789.332073278123
1.619,2.61374,0.06107,0.08612,-1.571775635951,-122354.48057992733,11723.998463588501
1.619,2.61357,0.06207,0.08712,-1.5697290899510001,-121663.98101227662,11658.976670733216
1.619,2.6134,0.06307,0.08812,-1.5676825439509998,-120976.83544872818,11594.265438033355
1.619,2.61322,0.06408,0.08912,-1.565625997951,-120289.69706487283,11529.549584354918
1.619,2.61304,0.06508,0.09012,-1.5635694519509997,-119605.91777779387,11465.144801684211
1.619,2.61286,0.06608,0.09112,-1.561512905951,-118925.4837416535,11401.049827499406
1.619,2.61267,0.06708,0.09212,-1.559446359951,-118245.09684779178,11336.95399236644
1.619,2.61249,0.06808,0.09312,-1.557389813951,-117571.32806192813,11273.476355593655
1.619,2.6123,0.06908,0.09412,-1.5553232679509998,-116897.61110259885,11209.998331264118
1.619,2.61211,0.07009,0.09512,-1.5532567219509998,-116227.21642012444,11146.82806652611
1.619,2.61192,0.07109,0.09612,-1.551190175951,-115560.13020241323,11083.964301653012
1.619,2.61173,0.07209,0.09712,-1.549123629951,-114896.33868444953,11021.405781156474
1.619,2.61153,0.07309,0.09812,-1.547047083951,-114232.63989733194,10958.850741643433
1.619,2.61134,0.07409,0.09912,-1.5449805379510002,-113575.41244881942,10896.900422288807
1.619,2.61114,0.0751,0.10012,-1.5429039919509997,-112918.28193426113,10834.954012970959
1.619,2.61093,0.0761,0.10112,-1.5408174459510002,-112261.28193937453,10773.014645896003
1.619,2.61073,0.0771,0.10212,-1.5387408999510002,-111610.69616950379,10711.674766004051
1.619,2.61053,0.0781,0.10312,-1.5366643539509997,-110963.35433349563,10650.635544987592
1.619,2.61032,0.0791,0.10412,-1.5345778079510002,-110316.14875016132,10589.60395731899
1.619,2.61011,0.08011,0.10512,-1.532491261951,-109672.1908701328,10528.873417663659
1.619,2.6099,0.08111,0.10612,-1.5304047159510001,-109031.46695720604,10468.442672646617
1.619,2.60969,0.08211,0.10712,-1.528318169951,-108393.96332279466,10408.310473184054
1.619,2.60947,0.08311,0.10812,-1.5262216239509998,-107756.63408705748,10348.189523002608
1.619,2.60925,0.08411,0.10912,-1.5241250779509998,-107122.5285087392,10288.367471628528
1.619,2.60903,0.08512,0.11012,-1.522028531951,-106491.63284596852,10228.843064938612
1.619,2.60881,0.08612,0.11112,-1.519931985951,-105863.93340488207,10169.615053130447
1.619,2.60859,0.08712,0.11212,-1.517835439951,-105239.41653949264,10110.68219071365
1.619,2.60836,0.08812,0.11312,-1.5157288939509996,-104615.11254949814,10051.764245648304
1.619,2.60814,0.08912,0.11412,-1.513632347951,-103996.93510658946,9993.41935574135
1.619,2.60791,0.09013,0.11512,-1.5115258019509998,-103378.97346428786,9935.08969454233
1.619,2.60768,0.09113,0.11612,-1.5094192559510002,-102764.1700757363,9877.053006911608
1.619,2.60744,0.09213,0.11712,-1.507302709951,-102149.61520828184,9819.034623421745
1.619,2.60721,0.09313,0.11812,-1.5051961639509996,-101541.10240427463,9761.581538322716
1.619,2.60697,0.09414,0.11912,-1.503079617951,-100932.84066843566,9704.147033949237
1.619,2.60673,0.09514,0.12012,-1.500963071951,-100327.71248319895,9647.003291771209
1.619,2.60649,0.09614,0.12112,-1.498846525951,-99725.70424763938,9590.14906987805
1.619,2.60625,0.09714,0.12212,-1.496729979951,-99126.80240919895,9533.583130715666
1.619,2.606,0.09815,0.12312,-1.494603433951,-98528.18577728272,9477.039020769302
1.619,2.60575,0.09915,0.12412,-1.492476887951,-97932.6776853423,9420.783432811113
1.619,2.6055,0.10015,0.12512,-1.490350341951,-97340.26453450507,9364.815124886025
1.619,2.60525,0.10115,0.12612,-1.4882237959509999,-96750.93277463486,9309.132859419193
1.619,2.605,0.10215,0.12712,-1.486097249951,-96164.6689041946,9253.735403213781
1.619,2.60475,0.10316,0.12812,-1.483970703951,-95581.45947010886,9198.621527438696
1.619,2.60449,0.10416,0.12912,-1.4818341579510002,-94998.57001092703,9143.532829611326
1.619,2.60423,0.10516,0.13012,-1.4796976119509997,-94418.73670553922,9088.727912089955
1.619,2.60397,0.10616,0.13112,-1.477561065951,-93841.94605714662,9034.205541875994
1.619,2.6037,0.10717,0.13212,-1.4754145199509998,-93265.50625630599,8979.711277262295
1.619,2.60344,0.10817,0.13312,-1.473277973951,-92694.77471058036,8925.751628317066
1.619,2.60317,0.10917,0.13412,-1.471131427951,-92124.39537094615,8871.820251777512
1.619,2.6029,0.11018,0.13512,-1.468984881951,-91557.03310921381,8818.16912812707
1.619,2.60263,0.11118,0.13612,-1.466838335951,-90992.67448490462,8764.797029213143
1.619,2.60236,0.11218,0.13712,-1.464691789951,-90431.30610657643,8711.702731261861
1.619,2.60208,0.11318,0.13812,-1.462535243951,-89870.32022860274,8658.639601199537
1.619,2.60181,0.11419,0.13912,-1.460388697951,-89314.9061387291,8606.098531543712
1.619,2.60153,0.11519,0.14012,-1.458232151951,-88759.87550155866,8553.588758914184
1.619,2.60124,0.11619,0.14112,-1.4560656059510002,-88205.25626739238,8501.112901014927
1.619,2.60096,0.11719,0.14212,-1.453909059951,-87656.15489966156,8449.1541539738
1.619,2.60068,0.1182,0.14312,-1.4517525139510001,-87109.99132884924,8397.468456055843
1.619,2.60039,0.1192,0.14412,-1.449585967951,-86564.24008887658,8345.816820391232
1.619,2.6001,0.1202,0.14512,-1.447419421951,-86021.42722779301,8294.438328685803
1.619,2.59981,0.1212,0.14612,-1.4452528759510002,-85481.53942570256,8243.331763158087
1.619,2.59952,0.12221,0.14712,-1.443086329951,-84944.56341214552,8192.495910482712
1.619,2.59922,0.12321,0.14812,-1.440909783951,-84408.02755566324,8141.696788601212
1.619,2.59892,0.12421,0.14912,-1.438733237951,-83874.4037306942,8091.1684431060885
1.619,2.59862,0.12522,0.15012,-1.436556691951,-83343.67863201385,8040.909657300608
1.619,2.59832,0.12622,0.15112,-1.4343801459510002,-82815.8390041661,7990.9192189746445
1.619,2.59802,0.12722,0.15212,-1.4322035999509999,-82290.87164131658,7941.195920391583
1.619,2.59771,0.12822,0.15312,-1.4300170539510002,-81766.37117240013,7891.511941490159
1.619,2.59741,0.12923,0.15412,-1.427840507951,-81247.12196540083,7842.320530572381
1.619,2.5971,0.13023,0.15512,-1.4256539619510002,-80728.33951842388,7793.168467827183
1.619,2.59679,0.13123,0.15612,-1.423467415951,-80212.40285758485,7744.2811636009355
1.619,2.59647,0.13224,0.15712,-1.421270869951,-79696.9586893012,7695.435642598437
1.619,2.59616,0.13324,0.15812,-1.4190843239509998,-79186.68709905118,7647.075451266626
1.619,2.59584,0.13424,0.15912,-1.4168877779509998,-78676.90754204043,7598.757041526019
1.619,2.59552,0.13525,0.16012,-1.414691231951,-78169.94700407163,7550.70098188516
1.619,2.5952,0.13625,0.16112,-1.4124946859510001,-77665.79236627136,7502.906071965225
1.619,2.59488,0.13725,0.16212,-1.4102981399509997,-77164.43055973052,7455.371115893231
