Z,A,E0,ThetaDeg,nu,cross,error,dataSet,ratio,ratio_error
26,56,1.108,37.5,0.725,8253.875519,165.0775104,Sealock:1989nx,1.308476239,0.03792158
26,56,1.108,37.5,0.735,8017.104524,160.3420905,Sealock:1989nx,1.049007154,0.076710987
26,56,1.25,85,0.8331,236.3201848,4.726403696,Chen:1990kq,1.286390328,0.022850355
26,56,1.25,85,0.8414,244.7703039,4.895406078,Chen:1990kq,1.323689985,0.023818249
26,56,1.25,85,0.8498,253.5791348,5.071582695,Chen:1990kq,1.348691407,0.025278105
26,56,1.25,85,0.8581,262.4842583,5.249685166,Chen:1990kq,1.375320571,0.026668266
26,56,1.299,37.5,0.153,630.0508606,12.60101721,Sealock:1989nx,2.2061711,0.165066039
26,56,1.299,37.5,0.163,876.4215733,17.52843147,Sealock:1989nx,1.700095074,0.122087364
26,56,1.299,37.5,0.173,1193.933145,23.87866289,Sealock:1989nx,1.599754566,0.098833005
26,56,1.299,37.5,0.183,1588.978387,31.77956774,Sealock:1989nx,1.403417452,0.064192188
26,56,1.299,37.5,0.193,2062.005995,41.24011991,Sealock:1989nx,1.382149231,0.055770934
26,56,1.299,37.5,0.203,2606.707718,52.13415436,Sealock:1989nx,1.285146001,0.067901744
26,56,1.299,37.5,0.213,3210.554012,64.21108025,Sealock:1989nx,1.152449074,0.068523999
26,56,1.299,37.5,0.223,3856.306734,77.12613467,Sealock:1989nx,1.078752363,0.061198451
26,56,1.299,37.5,0.233,4523.867959,90.47735919,Sealock:1989nx,1.127353859,0.056809792
26,56,1.299,37.5,0.243,5191.977607,103.8395521,Sealock:1989nx,1.090143377,0.052388516
26,56,1.299,37.5,0.253,5839.587229,116.7917446,Sealock:1989nx,1.073706026,0.037845141
26,56,1.299,37.5,0.263,6446.956061,128.9391212,Sealock:1989nx,1.029943424,0.033349072
26,56,1.299,37.5,0.273,6996.54916,139.9309832,Sealock:1989nx,1.049088605,0.03873338
26,56,1.299,37.5,0.283,7473.807395,149.4761479,Sealock:1989nx,0.960688391,0.043485199
26,56,1.299,37.5,0.293,7867.766017,157.3553203,Sealock:1989nx,0.987573853,0.042324594
26,56,1.299,37.5,0.303,8171.510954,163.4302191,Sealock:1989nx,0.823593095,0.038059057
26,56,1.299,37.5,0.313,8382.403878,167.6480776,Sealock:1989nx,0.897117355,0.039248884
26,56,1.299,37.5,0.317,8440.990635,168.8198127,Sealock:1989nx,0.945386667,0.08411335
26,56,1.299,37.5,0.327,8525.540201,170.510804,Sealock:1989nx,0.875017867,0.035188386
26,56,1.299,37.5,0.337,8527.769665,170.5553933,Sealock:1989nx,0.880652304,0.035413714
26,56,1.299,37.5,0.347,8458.057314,169.1611463,Sealock:1989nx,0.924562191,0.036178521
26,56,1.299,37.5,0.357,8329.411664,166.5882333,Sealock:1989nx,0.89802261,0.035896893
26,56,1.299,37.5,0.367,8156.677604,163.1335521,Sealock:1989nx,0.945237801,0.03690228
26,56,1.299,37.5,0.377,7955.674284,159.1134857,Sealock:1989nx,0.940209432,0.036829059
26,56,1.299,37.5,0.387,7742.411504,154.8482301,Sealock:1989nx,0.94027552,0.027510808
26,56,1.299,37.5,0.397,7532.207222,150.6441444,Sealock:1989nx,0.981120113,0.026818168
26,56,1.299,37.5,0.407,7338.395224,146.7679045,Sealock:1989nx,0.957975114,0.037337864
26,56,1.299,37.5,0.417,7172.72124,143.4544248,Sealock:1989nx,0.959189653,0.037642617
26,56,1.299,37.5,0.427,7043.848934,140.8769787,Sealock:1989nx,0.988096148,0.038473284
26,56,1.299,37.5,0.437,6957.156156,139.1431231,Sealock:1989nx,0.977410863,0.038234013
26,56,1.299,37.5,0.447,6914.94067,138.2988134,Sealock:1989nx,1.005070084,0.028633651
26,56,1.299,37.5,0.457,6916.169644,138.3233929,Sealock:1989nx,1.039592776,0.028628563
26,56,1.299,37.5,0.467,6957.583449,139.151669,Sealock:1989nx,1.034842062,0.037656753
26,56,1.299,37.5,0.477,7033.093079,140.6618616,Sealock:1989nx,0.982498016,0.036541533
26,56,1.299,37.5,0.487,7135.1127,142.702254,Sealock:1989nx,0.9530333,0.035458445
26,56,1.299,37.5,0.497,7255.326755,145.1065351,Sealock:1989nx,0.990996029,0.032114336
26,56,1.299,37.5,0.507,7384.980981,147.6996196,Sealock:1989nx,0.988492729,0.024102973
26,56,1.299,37.5,0.517,7515.676923,150.3135385,Sealock:1989nx,0.934047601,0.027143264
26,56,1.299,37.5,0.527,7639.638345,152.7927669,Sealock:1989nx,0.938526102,0.031022411
26,56,1.299,37.5,0.537,7750.056946,155.0011389,Sealock:1989nx,1.056766429,0.032773953
26,56,1.299,37.5,0.547,7843.100516,156.8620103,Sealock:1989nx,1.032754838,0.03200265
26,56,1.299,37.5,0.557,7913.43582,158.2687164,Sealock:1989nx,1.04000338,0.02299886
26,56,1.299,37.5,0.567,7960.016388,159.2003278,Sealock:1989nx,0.978641201,0.024748693
26,56,1.299,37.5,0.577,7981.653641,159.6330728,Sealock:1989nx,0.953436511,0.031697692
26,56,1.299,37.5,0.587,7979.385928,159.5877186,Sealock:1989nx,0.990051123,0.031581378
26,56,1.299,37.5,0.597,7952.07664,159.0415328,Sealock:1989nx,1.022374452,0.029049016
26,56,1.299,37.5,0.607,7903.877895,158.0775579,Sealock:1989nx,1.024813403,0.02176147
26,56,1.299,37.5,0.617,7836.494252,156.729885,Sealock:1989nx,0.983858311,0.026670089
26,56,1.299,37.5,0.627,7752.396543,155.0479309,Sealock:1989nx,0.966152848,0.028765298
26,56,1.299,37.5,0.637,7654.744408,153.0948882,Sealock:1989nx,0.998073821,0.029393535
26,56,1.299,37.5,0.647,7545.790901,150.915818,Sealock:1989nx,1.048266524,0.02358931
26,56,1.299,37.5,0.657,7428.474544,148.5694909,Sealock:1989nx,1.021744095,0.021807977
26,56,1.299,37.5,0.667,7304.041706,146.0808341,Sealock:1989nx,0.998077543,0.028751205
26,56,1.299,37.5,0.677,7175.035614,143.5007123,Sealock:1989nx,1.050865864,0.029825636
26,56,1.299,37.5,0.687,7044.00401,140.8800802,Sealock:1989nx,1.064735339,0.027683119
26,56,1.299,37.5,0.697,6911.538247,138.2307649,Sealock:1989nx,1.069226522,0.02329438
26,56,1.299,37.5,0.707,6778.796329,135.5759266,Sealock:1989nx,1.032631703,0.031864064
26,56,1.299,37.5,0.717,6646.650462,132.9330092,Sealock:1989nx,1.126883389,0.033400282
26,56,1.299,37.5,0.727,6516.199902,130.323998,Sealock:1989nx,1.147908307,0.031766981
26,56,1.299,37.5,0.737,6387.865149,127.757303,Sealock:1989nx,1.18192852,0.027552241
26,56,1.299,37.5,0.747,6262.054156,125.2410831,Sealock:1989nx,1.210465418,0.039284234
26,56,1.299,37.5,0.757,6139.722826,122.7944565,Sealock:1989nx,1.255757014,0.040555577
26,56,1.299,37.5,0.767,6020.571654,120.4114331,Sealock:1989nx,1.390233433,0.042686976
26,56,1.299,37.5,0.777,5904.852066,118.0970413,Sealock:1989nx,1.237964968,0.065031265
26,56,1.5,11.939,0.01,153351.0124,3067.020249,Baran:1988tw,9.716271033,0.100423204
26,56,1.5,11.939,0.02,1071263.299,21425.26599,Baran:1988tw,1.642920094,0.012788639
26,56,1.5,11.939,0.03,1840854.469,36817.08939,Baran:1988tw,1.091884249,0.008094067
26,56,1.5,11.939,0.04,2450709.259,49014.18517,Baran:1988tw,0.828331632,0.010119519
26,56,1.5,11.939,0.05,2964052.922,59281.05844,Baran:1988tw,0.732105687,0.008569348
26,56,1.5,11.939,0.06,3196874.815,63937.4963,Baran:1988tw,0.710068467,0.008164223
26,56,1.5,11.939,0.07,3191939.583,63838.79165,Baran:1988tw,0.708033452,0.008396149
26,56,1.5,11.939,0.08,3013156.61,60263.1322,Baran:1988tw,0.760000324,0.006504806
26,56,1.5,11.939,0.09,2725053.172,54501.06344,Baran:1988tw,0.792645084,0.007119127
26,56,1.5,11.939,0.1,2381112.476,47622.24952,Baran:1988tw,0.852542675,0.010793274
26,56,1.5,11.939,0.11,2021649.392,40432.98785,Baran:1988tw,0.84089754,0.011970424
26,56,1.5,11.939,0.12,1675371.801,33507.43602,Baran:1988tw,0.889354828,0.013787984
26,56,1.5,11.939,0.13,1361194.166,27223.88333,Baran:1988tw,0.903618331,0.015868419
26,56,1.5,11.939,0.14,1089777.868,21795.55737,Baran:1988tw,0.963499104,0.012754893
26,56,1.5,11.939,0.15,865063.5585,17301.27117,Baran:1988tw,1.035762045,0.019767334
26,56,1.5,11.939,0.16,685991.4813,13719.82963,Baran:1988tw,1.099139014,0.023323905
26,56,1.5,11.939,0.17,549193.6907,10983.87381,Baran:1988tw,1.174449035,0.027676938
26,56,1.5,11.939,0.18,449524.3443,8990.486885,Baran:1988tw,1.31917216,0.032701232
26,56,1.5,11.939,0.19,380679.1135,7613.58227,Baran:1988tw,1.471055228,0.029683793
26,56,1.5,11.939,0.2,336858.3417,6737.166834,Baran:1988tw,1.632733799,0.051356899
26,56,1.5,11.939,0.21,313093.5411,6261.870822,Baran:1988tw,1.686396973,0.052699905
26,56,1.5,11.939,0.22,305418.2963,6108.365926,Baran:1988tw,1.686212012,0.052387169
26,56,1.5,11.939,0.23,310817.3467,6216.346933,Baran:1988tw,1.747006742,0.05308584
26,56,1.5,11.939,0.24,327073.3875,6541.46775,Baran:1988tw,1.626546275,0.050753136
26,56,1.5,11.939,0.25,352466.6819,7049.333638,Baran:1988tw,1.600151245,0.049650083
26,56,1.5,11.939,0.26,385378.4672,7707.569344,Baran:1988tw,1.492039771,0.05111858
26,56,1.5,11.939,0.27,424073.6352,8481.472704,Baran:1988tw,1.381835491,0.046454197
26,56,1.5,11.939,0.28,466273.9386,9325.478771,Baran:1988tw,1.278218555,0.042249841
26,56,1.5,11.939,0.29,508609.6046,10172.19209,Baran:1988tw,1.179686727,0.019209232
26,56,1.5,11.939,0.3,547373.0624,10947.46125,Baran:1988tw,1.072394753,0.017629658
26,56,1.5,11.939,0.31,580574.5964,11611.49193,Baran:1988tw,0.993843002,0.016173632
26,56,1.5,11.939,0.32,606243.7484,12124.87497,Baran:1988tw,0.976504915,0.015802225
26,56,1.5,11.939,0.33,623086.7671,12461.73534,Baran:1988tw,0.922824926,0.015583704
26,56,1.5,11.939,0.34,631424.781,12628.49562,Baran:1988tw,0.902720351,0.010753458
26,56,1.5,11.939,0.35,631899.8856,12637.99771,Baran:1988tw,0.886216334,0.014242763
26,56,1.5,11.939,0.36,625501.2702,12510.0254,Baran:1988tw,0.882492213,0.014036742
26,56,1.5,11.939,0.37,613468.673,12269.37346,Baran:1988tw,0.841118744,0.014475067
26,56,1.5,11.939,0.38,597075.2151,11941.5043,Baran:1988tw,0.820667125,0.010584931
26,56,1.5,11.939,0.39,582127.9964,11642.55993,Baran:1988tw,0.798793397,0.014429816
26,56,1.5,11.939,0.4,560038.7321,11200.77464,Baran:1988tw,0.773160811,0.014231159
26,56,1.5,11.939,0.41,536888.8082,10737.77616,Baran:1988tw,0.787872635,0.015031045
26,56,1.5,11.939,0.42,513458.2521,10269.16504,Baran:1988tw,0.753712689,0.015950664
26,56,1.5,11.939,0.43,490440.9157,9808.818314,Baran:1988tw,0.738111337,0.017086666
26,56,1.5,13.539,0.03,657195.598,13143.91196,Baran:1988tw,1.278158287,0.023585064
26,56,1.5,13.539,0.04,971467.3949,19429.3479,Baran:1988tw,0.965549647,0.016984615
26,56,1.5,13.539,0.05,1297368.219,25947.36439,Baran:1988tw,0.793914931,0.013334688
26,56,1.5,13.539,0.06,1522940.583,30458.81167,Baran:1988tw,0.748551856,0.011950565
26,56,1.5,13.539,0.07,1642865.659,32857.31318,Baran:1988tw,0.718257146,0.011626027
26,56,1.5,13.539,0.08,1669147.985,33382.95969,Baran:1988tw,0.724920745,0.009286175
26,56,1.5,13.539,0.09,1620774.618,32415.49236,Baran:1988tw,0.734216829,0.00950163
26,56,1.5,13.539,0.1,1517949.153,30358.98306,Baran:1988tw,0.790540314,0.015810806
26,56,1.5,13.539,0.11,1379447.453,27588.94905,Baran:1988tw,0.84816569,0.016890821
26,56,1.5,13.539,0.12,1221609.886,24432.19771,Baran:1988tw,0.843149693,0.018418319
26,56,1.5,13.539,0.13,1058055.864,21161.11729,Baran:1988tw,0.888421899,0.021170905
26,56,1.5,13.539,0.14,899327.7569,17986.55514,Baran:1988tw,0.974060895,0.016901513
26,56,1.5,13.539,0.15,752847.1378,15056.94276,Baran:1988tw,0.955041155,0.018596073
26,56,1.5,13.539,0.16,623372.8792,12467.45758,Baran:1988tw,1.018651952,0.027591832
26,56,1.5,13.539,0.17,513634.5666,10272.69133,Baran:1988tw,1.086375482,0.031929315
26,56,1.5,13.539,0.18,424274.0729,8485.481458,Baran:1988tw,1.131344173,0.037240079
26,56,1.5,13.539,0.19,354474.0031,7089.480063,Baran:1988tw,1.190496331,0.023979191
26,56,1.5,13.539,0.2,302502.8526,6050.057052,Baran:1988tw,1.309078564,0.026743549
26,56,1.5,13.539,0.21,266187.0657,5323.741313,Baran:1988tw,1.446351268,0.034036214
26,56,1.5,13.539,0.22,243362.7431,4867.254862,Baran:1988tw,1.483382359,0.03558474
26,56,1.5,13.539,0.23,231912.1492,4638.242984,Baran:1988tw,1.539376015,0.036910529
26,56,1.5,13.539,0.24,230025.2551,4600.505102,Baran:1988tw,1.643297819,0.039082665
26,56,1.5,13.539,0.25,236168.9374,4723.378747,Baran:1988tw,1.579377899,0.038912823
26,56,1.5,13.539,0.26,248953.0288,4979.060576,Baran:1988tw,1.546476465,0.059448965
26,56,1.5,13.539,0.27,267025.0823,5340.501645,Baran:1988tw,1.486751719,0.055425505
26,56,1.5,13.539,0.28,288619.0358,5772.380716,Baran:1988tw,1.417092947,0.051278669
26,56,1.5,13.539,0.29,312053.6416,6241.072832,Baran:1988tw,1.345922444,0.038134469
26,56,1.5,13.539,0.3,335216.6153,6704.332306,Baran:1988tw,1.294685228,0.035797748
26,56,1.5,13.539,0.31,356730.4332,7134.608663,Baran:1988tw,1.208195208,0.032517551
26,56,1.5,13.539,0.32,375208.9896,7504.179791,Baran:1988tw,1.052746632,0.029583513
26,56,1.5,13.539,0.33,389596.8471,7791.936942,Baran:1988tw,1.111405298,0.020303039
26,56,1.5,13.539,0.34,399572.7643,7991.455285,Baran:1988tw,1.046117347,0.019270583
26,56,1.5,13.539,0.35,405059.2188,8101.184376,Baran:1988tw,1.041822974,0.023749614
26,56,1.5,13.539,0.36,411845.8212,8236.916424,Baran:1988tw,0.978521523,0.023236851
26,56,1.5,13.539,0.37,408494.3068,8169.886137,Baran:1988tw,1.045302206,0.024210864
26,56,1.5,13.539,0.38,401862.3945,8037.247891,Baran:1988tw,0.960527796,0.014582106
26,56,1.5,13.539,0.39,392526.7818,7850.535636,Baran:1988tw,1.003753166,0.018317221
26,56,1.5,13.539,0.4,381133.2383,7622.664767,Baran:1988tw,0.999650415,0.018077668
26,56,1.5,13.539,0.41,368281.0278,7365.620557,Baran:1988tw,0.955791837,0.018219782
26,56,1.5,13.539,0.42,354629.3685,7092.58737,Baran:1988tw,0.986945896,0.019654323
26,56,1.65,11.939,0.01,14762.45966,295.2491931,Baran:1988tw,46.87565732,0.718037525
26,56,1.65,11.939,0.02,535685.3685,10713.70737,Baran:1988tw,1.922770455,0.023707946
26,56,1.65,11.939,0.03,1029694.446,20593.88891,Baran:1988tw,1.165394263,0.013304918
26,56,1.65,11.939,0.04,1482033.383,29640.66766,Baran:1988tw,0.924405628,0.010188704
26,56,1.65,11.939,0.05,1931803.341,38636.06683,Baran:1988tw,0.786829574,0.006936524
26,56,1.65,11.939,0.06,2221569.134,44431.38267,Baran:1988tw,0.733715632,0.006391879
26,56,1.65,11.939,0.07,2352908.155,47058.1631,Baran:1988tw,0.72251014,0.006332589
26,56,1.65,11.939,0.08,2350328.505,47006.5701,Baran:1988tw,0.740322043,0.010679358
26,56,1.65,11.939,0.09,2246223.033,44924.46067,Baran:1988tw,0.747922168,0.011218833
26,56,1.65,11.939,0.1,2072355.072,41447.10144,Baran:1988tw,0.801021033,0.012256587
26,56,1.65,11.939,0.11,1856567.331,37131.34661,Baran:1988tw,0.829487827,0.013304123
26,56,1.65,11.939,0.12,1621954.637,32439.09275,Baran:1988tw,0.881652277,0.009124793
26,56,1.65,11.939,0.13,1386764.28,27735.2856,Baran:1988tw,0.901378856,0.009879112
26,56,1.65,11.939,0.14,1164733.46,23294.66919,Baran:1988tw,0.918665117,0.013393622
26,56,1.65,11.939,0.15,964792.3823,19295.84765,Baran:1988tw,0.949427065,0.015547386
26,56,1.65,11.939,0.16,791892.0968,15837.84194,Baran:1988tw,0.982457084,0.017679176
26,56,1.65,11.939,0.17,648378.025,12967.5605,Baran:1988tw,1.027178551,0.020204263
26,56,1.65,11.939,0.18,533891.2507,10677.82501,Baran:1988tw,1.131316535,0.014946864
26,56,1.65,11.939,0.19,446342.268,8926.845359,Baran:1988tw,1.272566012,0.020880837
26,56,1.65,11.939,0.2,382691.9816,7653.839632,Baran:1988tw,1.309146844,0.022733688
26,56,1.65,11.939,0.21,339578.5355,6791.570709,Baran:1988tw,1.451799653,0.025031028
26,56,1.65,11.939,0.22,313770.4843,6275.409686,Baran:1988tw,1.564838073,0.027089865
26,56,1.65,11.939,0.23,302513.6938,6050.273875,Baran:1988tw,1.590010667,0.022478321
26,56,1.65,11.939,0.24,303457.8528,6069.157055,Baran:1988tw,1.621312467,0.022836779
26,56,1.65,11.939,0.25,314568.3874,6291.367747,Baran:1988tw,1.608553244,0.034968549
26,56,1.65,11.939,0.26,334076.7721,6681.535442,Baran:1988tw,1.583468365,0.032327899
26,56,1.65,11.939,0.27,360230.3391,7204.606782,Baran:1988tw,1.443520835,0.030258418
26,56,1.65,11.939,0.28,390671.5306,7813.430612,Baran:1988tw,1.384795045,0.028668585
26,56,1.65,11.939,0.29,423130.4589,8462.609178,Baran:1988tw,1.247842099,0.026705712
26,56,1.65,11.939,0.3,454736.4769,9094.729538,Baran:1988tw,1.224885243,0.02638891
26,56,1.65,11.939,0.31,483682.4468,9673.648937,Baran:1988tw,1.161919362,0.028531116
26,56,1.65,11.939,0.32,508153.1412,10163.06282,Baran:1988tw,1.113837452,0.027157168
26,56,1.65,11.939,0.33,526797.2844,10535.94569,Baran:1988tw,1.08580666,0.026196035
26,56,1.65,11.939,0.34,539301.2087,10786.02417,Baran:1988tw,1.077320041,0.018171663
26,56,1.65,11.939,0.35,545665.2732,10913.30546,Baran:1988tw,1.031768059,0.017373288
26,56,1.65,11.939,0.36,546227.8153,10924.55631,Baran:1988tw,1.006905882,0.017172322
26,56,1.65,11.939,0.37,548251.7944,10965.03589,Baran:1988tw,1.003188691,0.016634692
26,56,1.65,11.939,0.38,538501.0722,10770.02144,Baran:1988tw,0.967500395,0.016898759
26,56,1.65,11.939,0.39,525288.3604,10505.76721,Baran:1988tw,0.946146988,0.015838919
26,56,1.65,11.939,0.4,509476.4514,10189.52903,Baran:1988tw,0.987288026,0.01711561
26,56,1.65,11.939,0.41,491850.3089,9837.006177,Baran:1988tw,0.906779953,0.038629639
26,56,1.65,11.939,0.42,473287.0567,9465.741134,Baran:1988tw,1.016296544,0.042468941
26,56,1.65,11.939,0.43,454405.919,9088.118381,Baran:1988tw,0.999106704,0.044233579
26,56,1.65,11.939,0.44,435688.1999,8713.763997,Baran:1988tw,0.973173017,0.019004416
26,56,1.65,11.939,0.45,417420.7453,8348.414905,Baran:1988tw,0.96305707,0.02026732
26,56,1.65,11.939,0.46,399775.4635,7995.50927,Baran:1988tw,0.995558848,0.020661598
26,56,1.65,11.939,0.47,382864.8673,7657.297347,Baran:1988tw,0.961174637,0.020947339
26,56,1.65,11.939,0.48,366678.575,7333.5715,Baran:1988tw,0.98451348,0.021926561
26,56,1.65,11.939,0.49,351222.7783,7024.455566,Baran:1988tw,0.985129728,0.017367894
26,56,1.65,11.939,0.5,336464.024,6729.280479,Baran:1988tw,0.995648795,0.029453372
26,56,1.65,11.939,0.51,322345.7035,6446.91407,Baran:1988tw,0.998927538,0.029502487
26,56,1.65,11.939,0.52,308858.413,6177.16826,Baran:1988tw,0.981032043,0.031276467
26,56,1.65,11.939,0.53,295887.2318,5917.744636,Baran:1988tw,0.990242121,0.025584071
26,56,1.65,11.939,0.54,283447.3858,5668.947716,Baran:1988tw,0.96314171,0.039866305
26,56,1.65,11.939,0.55,271568.9681,5431.379362,Baran:1988tw,0.957399521,0.039768903
26,56,1.65,11.939,0.56,260128.9465,5202.57893,Baran:1988tw,1.034102523,0.042671145
26,56,1.65,11.939,0.57,249194.1361,4983.882722,Baran:1988tw,0.979156267,0.044142291
26,56,1.65,11.939,0.58,238667.4093,4773.348185,Baran:1988tw,1.055862637,0.048184208
26,56,1.65,13.539,0.01,0,0,Baran:1988tw,#DIV/0!,#DIV/0!
26,56,1.65,13.539,0.02,136041.8983,2720.837966,Baran:1988tw,2.910867938,0.040428721
26,56,1.65,13.539,0.03,318537.6077,6370.752155,Baran:1988tw,1.582230756,0.019652311
26,56,1.65,13.539,0.04,514511.1709,10290.22342,Baran:1988tw,1.109791259,0.013449659
26,56,1.65,13.539,0.05,745441.3834,14908.82767,Baran:1988tw,0.893430409,0.008223316
26,56,1.65,13.539,0.06,938047.0104,18760.94021,Baran:1988tw,0.800599535,0.006865328
26,56,1.65,13.539,0.07,1078653.901,21573.07802,Baran:1988tw,0.761133853,0.006359779
26,56,1.65,13.539,0.08,1164060.945,23281.2189,Baran:1988tw,0.751678856,0.009020146
26,56,1.65,13.539,0.09,1197298.547,23945.97094,Baran:1988tw,0.750857004,0.008936785
26,56,1.65,13.539,0.1,1185283.801,23705.67602,Baran:1988tw,0.762686539,0.00919611
26,56,1.65,13.539,0.11,1136777.481,22735.54962,Baran:1988tw,0.775877438,0.009852412
26,56,1.65,13.539,0.12,1061170.785,21223.4157,Baran:1988tw,0.832099802,0.007812126
26,56,1.65,13.539,0.13,967624.5752,19352.4915,Baran:1988tw,0.840201893,0.008402019
26,56,1.65,13.539,0.14,864442.4676,17288.84935,Baran:1988tw,0.931236063,0.012493602
26,56,1.65,13.539,0.15,758713.72,15174.2744,Baran:1988tw,0.914706011,0.013180202
26,56,1.65,13.539,0.16,656126.966,13122.53932,Baran:1988tw,0.934270395,0.015119025
26,56,1.65,13.539,0.17,561129.1186,11222.58237,Baran:1988tw,0.99085929,0.017411322
26,56,1.65,13.539,0.18,476701.8851,9534.037702,Baran:1988tw,1.009016358,0.013677311
26,56,1.65,13.539,0.19,404539.104,8090.782081,Baran:1988tw,1.065409983,0.015820473
26,56,1.65,13.539,0.2,345260.614,6905.212279,Baran:1988tw,1.132477856,0.024387375
26,56,1.65,13.539,0.21,298664.1381,5973.282762,Baran:1988tw,1.205367348,0.026451117
26,56,1.65,13.539,0.22,263990.5735,5279.811471,Baran:1988tw,1.234892578,0.028902547
26,56,1.65,13.539,0.23,240155.149,4803.10298,Baran:1988tw,1.361619775,0.019404123
26,56,1.65,13.539,0.24,225940.5452,4518.810904,Baran:1988tw,1.394172081,0.019872485
26,56,1.65,13.539,0.25,220105.403,4402.108059,Baran:1988tw,1.422045964,0.024488268
26,56,1.65,13.539,0.26,221413.6675,4428.273351,Baran:1988tw,1.413643537,0.023801602
26,56,1.65,13.539,0.27,228649.3328,4572.986657,Baran:1988tw,1.39514949,0.022785984
26,56,1.65,13.539,0.28,240339.9437,4806.798874,Baran:1988tw,1.3980198,0.022717822
26,56,1.65,13.539,0.29,255144.0783,5102.881567,Baran:1988tw,1.336499762,0.015442255
26,56,1.65,13.539,0.3,271442.5201,5428.850401,Baran:1988tw,1.278355358,0.019377952
26,56,1.65,13.539,0.31,288029.6336,5760.592673,Baran:1988tw,1.208209015,0.017567637
26,56,1.65,13.539,0.32,310918.5741,6218.371482,Baran:1988tw,1.135345487,0.016177869
26,56,1.65,13.539,0.33,323970.933,6479.418661,Baran:1988tw,1.058736958,0.015618685
26,56,1.65,13.539,0.34,334557.4191,6691.148382,Baran:1988tw,1.058114332,0.012165326
26,56,1.65,13.539,0.35,342268.2141,6845.364282,Baran:1988tw,1.031354901,0.012008126
26,56,1.65,13.539,0.36,346894.23,6937.884599,Baran:1988tw,1.040663029,0.017296338
26,56,1.65,13.539,0.37,348431.7464,6968.634929,Baran:1988tw,0.998760887,0.016933015
26,56,1.65,13.539,0.38,347036.034,6940.720679,Baran:1988tw,0.999896167,0.017260455
26,56,1.65,13.539,0.39,343003.3666,6860.067332,Baran:1988tw,0.988328492,0.012711245
26,56,1.65,13.539,0.4,336766.0013,6735.320025,Baran:1988tw,0.941306423,0.012501262
26,56,1.65,13.539,0.41,328745.6383,6574.912766,Baran:1988tw,0.979480676,0.017216958
26,56,1.65,13.539,0.42,319441.7878,6388.835756,Baran:1988tw,0.95792101,0.017123621
26,56,1.65,13.539,0.43,309248.7851,6184.975703,Baran:1988tw,0.940989954,0.017785033
26,56,1.65,13.539,0.44,298546.7838,5970.935675,Baran:1988tw,0.974721604,0.012761819
26,56,1.65,13.539,0.45,287621.6686,5752.433372,Baran:1988tw,0.9943618,0.017314412
26,56,1.65,13.539,0.46,276697.5965,5533.951931,Baran:1988tw,0.975794526,0.016949912
26,56,1.65,13.539,0.47,265954.6371,5319.092742,Baran:1988tw,0.985130407,0.017596986
26,56,1.65,13.539,0.48,255477.821,5109.556419,Baran:1988tw,0.951158888,0.017848908
26,56,1.65,13.539,0.49,245343.4816,4906.869632,Baran:1988tw,0.957840813,0.01296142
26,56,1.65,13.539,0.5,235583.5286,4711.670572,Baran:1988tw,0.99752305,0.017955415
26,56,1.65,13.539,0.51,226196.3613,4523.927227,Baran:1988tw,0.981448148,0.018258472
26,56,1.65,13.539,0.52,217198.2306,4343.964612,Baran:1988tw,1.003691418,0.018968847
26,56,1.65,13.539,0.53,208522.1141,4170.442282,Baran:1988tw,0.987904812,0.013140093
26,56,1.65,13.539,0.54,200185.27,4003.7054,Baran:1988tw,0.994079135,0.017234035
26,56,1.65,13.539,0.55,192211.5007,3844.230013,Baran:1988tw,1.004102249,0.017324666
26,56,1.65,13.539,0.56,184515.4921,3690.309842,Baran:1988tw,1.002625838,0.017884677
26,56,1.65,13.539,0.57,177145.3982,3542.907965,Baran:1988tw,1.027404617,0.019249724
26,56,1.65,13.539,0.58,170033.2973,3400.665945,Baran:1988tw,1.029210177,0.020231331
26,56,2.015,35.51,0.5521,966.7497588,19.33499518,Arrington:1995hs,0.871994011,0.00735454
26,56,2.015,35.51,0.5618,1021.626614,20.43253228,Arrington:1995hs,0.871159764,0.005931717
26,56,2.015,35.51,0.5729,1079.678377,21.59356754,Arrington:1995hs,0.914161125,0.005816547
26,56,2.015,35.51,0.5839,1131.650123,22.63300246,Arrington:1995hs,0.96319523,0.005929394
26,56,2.015,35.51,0.595,1178.158932,23.56317865,Arrington:1995hs,0.942147931,0.005652888
26,56,2.015,35.51,0.6061,1218.662605,24.37325209,Arrington:1995hs,0.960068846,0.00561271
26,56,2.015,35.51,0.6172,1253.371486,25.06742972,Arrington:1995hs,0.925503742,0.005361539
26,56,2.015,35.51,0.6282,1282.455951,25.64911901,Arrington:1995hs,0.95129973,0.00545048
26,56,2.015,35.51,0.6393,1307.040111,26.14080221,Arrington:1995hs,0.964010201,0.00542447
26,56,2.015,35.51,0.6504,1327.516053,26.55032107,Arrington:1995hs,0.949141064,0.005273006
26,56,2.015,35.51,0.6614,1344.389145,26.88778289,Arrington:1995hs,0.966981923,0.005325839
26,56,2.015,35.51,0.6725,1358.972634,27.17945268,Arrington:1995hs,1.022831487,0.005666045
26,56,2.015,35.51,0.6836,1371.456579,27.42913158,Arrington:1995hs,1.035395522,0.006059251
26,56,2.015,35.51,0.6947,1382.723486,27.65446971,Arrington:1995hs,1.084815594,0.006856035
