Z,A,E0,ThetaDeg,nu,cross,ratio,ratio_error,dataSet
26,56,0.28,60,0.065,102310,1.16313,0.041638159,Meziani:1984is
26,56,0.28,60,0.075,88867,1.2378,0.046586472,Meziani:1984is
26,56,0.28,60,0.085,74995,1.27208,0.051070071,Meziani:1984is
26,56,0.28,60,0.095,62200,1.17685,0.051286174,Meziani:1984is
26,56,0.28,60,0.105,51082,1.10215,0.053051956,Meziani:1984is
26,56,0.28,60,0.115,41728,1.0209,0.056796396,Meziani:1984is
26,56,0.28,60,0.125,34014,0.99077,0.066149233,Meziani:1984is
26,56,0.28,60,0.135,27774,0.88932,0.08029092,Meziani:1984is
26,56,0.28,60,0.145,22840,0.89755,0.116024518,Meziani:1984is
26,56,0.28,60,0.155,19113,1.03594,0.18626066,Meziani:1984is
26,56,0.291,140,0.0465,843.36,1.81441,0.037801176,Altemus:1973
26,56,0.291,140,0.0622,1746.7,1.54468,0.027474094,Altemus:1973
26,56,0.291,140,0.078,3658.3,1.10644,0.020984064,Altemus:1973
26,56,0.291,140,0.0938,5360.1,1.01983,0.016841104,Altemus:1973
26,56,0.291,140,0.1097,6570.6,0.94984,0.019194594,Altemus:1973
26,56,0.291,140,0.1256,7035.2,0.9656,0.02120622,Altemus:1973
26,56,0.291,140,0.1414,6852.6,0.96969,0.023472842,Altemus:1973
26,56,0.291,140,0.1573,6274.8,0.99283,0.025498821,Altemus:1973
26,56,0.291,140,0.1706,5664.4,0.90965,0.025471365,Altemus:1973
26,56,0.291,140,0.1839,5043.5,0.85901,0.020662239,Altemus:1973
26,56,0.291,140,0.1945,4604.3,0.87047,0.023538866,Altemus:1973
26,56,0.291,140,0.2052,4259.6,0.96187,0.027565969,Altemus:1973
26,56,0.291,140,0.2157,4055.1,1.09529,0.033131119,Altemus:1973
26,56,0.291,140,0.2264,4029.9,1.21792,0.040718132,Altemus:1973
26,56,0.2928,180,0.0578,649.1,2.12602,0.067786165,Hotta:1984
26,56,0.2928,180,0.0678,953.75,1.9502,0.05242464,Hotta:1984
26,56,0.2928,180,0.0777,1352.2,1.97456,0.041413992,Hotta:1984
26,56,0.2928,180,0.0876,1827.6,1.88772,0.036112935,Hotta:1984
26,56,0.2928,180,0.0975,2321.5,1.71441,0.029722162,Hotta:1984
26,56,0.2928,180,0.1074,2747.4,1.73983,0.030574361,Hotta:1984
26,56,0.2928,180,0.1173,3025.1,1.77515,0.030412218,Hotta:1984
26,56,0.2928,180,0.1273,3112.9,1.82467,0.025699508,Hotta:1984
26,56,0.2928,180,0.1372,3016.6,1.93264,0.031823908,Hotta:1984
26,56,0.2928,180,0.1471,2778.2,2.03009,0.032755021,Hotta:1984
26,56,0.2928,180,0.157,2450.4,2.31391,0.039177277,Hotta:1984
26,56,0.2928,180,0.1669,2083.5,2.34221,0.040796736,Hotta:1984
26,56,0.2928,180,0.1769,1712.8,2.87249,0.054880897,Hotta:1984
26,56,0.2928,180,0.1868,1371.4,3.26673,0.071459822,Hotta:1984
26,56,0.2928,180,0.1967,1068.7,3.90194,0.094507345,Hotta:1984
26,56,0.2928,180,0.2066,809,4.89493,0.127317676,Hotta:1984
26,56,0.2928,180,0.2166,589.27,7.85718,0.373343289,Hotta:1984
26,56,0.2928,180,0.2265,410.42,12.32883,0.68466449,Hotta:1984
26,56,0.2994,160,0.0525,502.85,1.81865,0.092723476,Altemus:1973
26,56,0.2994,160,0.0678,913.95,1.85141,0.076151868,Altemus:1973
26,56,0.2994,160,0.0831,2243.9,1.21414,0.040187174,Altemus:1973
26,56,0.2994,160,0.0985,3509.4,1.07873,0.034376247,Altemus:1973
26,56,0.2994,160,0.1036,3915.5,1.06949,0.028849445,Altemus:1973
26,56,0.2994,160,0.1158,4725.4,0.99325,0.027718288,Altemus:1973
26,56,0.2994,160,0.1294,5281.4,0.99443,0.030683152,Altemus:1973
26,56,0.2994,160,0.1448,5441.9,1.06009,0.030783366,Altemus:1973
26,56,0.2994,160,0.1601,5221.7,0.98778,0.033106077,Altemus:1973
26,56,0.2994,160,0.1755,4786.1,0.96578,0.033348655,Altemus:1973
26,56,0.2994,160,0.1909,4282.4,0.88971,0.037341211,Altemus:1973
26,56,0.2994,160,0.2063,3836.5,0.93656,0.04440245,Altemus:1973
26,56,0.2994,160,0.2147,3660.9,1.00333,0.042650714,Altemus:1973
26,56,0.2994,160,0.2218,3569.2,1.13286,0.051871568,Altemus:1973
26,56,0.2994,160,0.2301,3546.6,1.25966,0.054449332,Altemus:1973
26,56,0.2994,160,0.2373,3610.6,1.32468,0.062737495,Altemus:1973
26,56,0.2988,90,0.0327,6179.4,1.36929,0.019317409,Altemus:1973
26,56,0.2988,90,0.0432,10234,1.07182,0.012495603,Altemus:1973
26,56,0.2988,90,0.0538,14755,0.92375,0.009930193,Altemus:1973
26,56,0.2988,90,0.0643,18389,0.89162,0.009307195,Altemus:1973
26,56,0.2988,90,0.0749,20857,0.88383,0.008914993,Altemus:1973
26,56,0.2988,90,0.0854,21962,0.88512,0.009078408,Altemus:1973
26,56,0.2988,90,0.0945,21910,0.94231,0.009483341,Altemus:1973
26,56,0.2988,90,0.1066,20768,0.99167,0.01058022,Altemus:1973
26,56,0.2988,90,0.1153,19466,1.01084,0.010749512,Altemus:1973
26,56,0.2988,90,0.1278,17276,0.99444,0.012647604,Altemus:1973
26,56,0.2988,90,0.1338,16175,0.95876,0.018493354,Altemus:1973
26,56,0.2988,90,0.1384,16175,0.89985,0.013005873,Altemus:1973
26,56,0.2988,90,0.1338,15352,1.01016,0.019484758,Altemus:1973
26,56,0.2988,90,0.1384,15352,0.94808,0.013703101,Altemus:1973
26,56,0.2988,90,0.149,13511,0.89675,0.014876767,Altemus:1973
26,56,0.2988,90,0.1596,11841,0.8832,0.016602483,Altemus:1973
26,56,0.2988,90,0.1702,10388,0.85685,0.018741817,Altemus:1973
26,56,0.2988,90,0.1809,9198,0.91287,0.022151555,Altemus:1973
26,56,0.2988,90,0.1915,8307.3,0.94783,0.028090956,Altemus:1973
26,56,0.2988,90,0.2042,7682.9,1.0803,0.043922217,Altemus:1973
26,56,0.2988,90,0.213,7554.1,1.17004,0.062266848,Altemus:1973
26,56,0.2988,90,0.2218,7675.7,1.26517,0.107480751,Altemus:1973
26,56,0.2988,90,0.2275,7880.8,1.39897,0.130367475,Altemus:1973
26,56,0.2988,90,0.2341,8245.1,1.43952,0.194576173,Altemus:1973
26,56,0.3122,180,0.0582,355.86,2.17782,0.098353285,Hotta:1984
26,56,0.3122,180,0.0681,526.31,2.03302,0.077900857,Hotta:1984
26,56,0.3122,180,0.078,765.76,1.9719,0.069212286,Hotta:1984
26,56,0.3122,180,0.0879,1082,1.95009,0.060998152,Hotta:1984
26,56,0.3122,180,0.0978,1463.2,1.90678,0.052624385,Hotta:1984
26,56,0.3122,180,0.1077,1868,1.6863,0.04496788,Hotta:1984
26,56,0.3122,180,0.1176,2231.9,1.70707,0.041668534,Hotta:1984
26,56,0.3122,180,0.1275,2490.7,1.70233,0.038944875,Hotta:1984
26,56,0.3122,180,0.1374,2606.8,1.75694,0.037977597,Hotta:1984
26,56,0.3122,180,0.1473,2577.8,1.72628,0.03530142,Hotta:1984
26,56,0.3122,180,0.1572,2426.7,1.91618,0.037911567,Hotta:1984
26,56,0.3122,180,0.1671,2189.5,1.99132,0.046129253,Hotta:1984
26,56,0.3122,180,0.177,1905.5,2.28811,0.047231698,Hotta:1984
26,56,0.3122,180,0.1869,1608.1,2.35682,0.057832224,Hotta:1984
26,56,0.3122,180,0.1968,1321.2,2.95186,0.067363003,Hotta:1984
26,56,0.3122,180,0.2067,1059.2,3.39879,0.08402568,Hotta:1984
26,56,0.3122,180,0.2166,828.36,4.15278,0.109855618,Hotta:1984
26,56,0.3122,180,0.2265,630.23,5.8074,0.155498786,Hotta:1984
26,56,0.3122,180,0.2364,463.25,8.89369,0.239611441,Hotta:1984
26,56,0.32,140,0.055,494.72,1.7141,0.062459573,Meziani:1984is
26,56,0.32,140,0.065,729.68,1.87754,0.064137704,Meziani:1984is
26,56,0.32,140,0.075,1302.8,1.55818,0.051734725,Meziani:1984is
26,56,0.32,140,0.085,2098,1.29647,0.042993327,Meziani:1984is
26,56,0.32,140,0.095,2901.1,1.12716,0.038606046,Meziani:1984is
26,56,0.32,140,0.105,3706.7,1.03866,0.037229881,Meziani:1984is
26,56,0.32,140,0.115,4435.2,1.01461,0.036976912,Meziani:1984is
26,56,0.32,140,0.125,5008.1,1.04031,0.038737246,Meziani:1984is
26,56,0.32,140,0.135,5381.5,1.05175,0.039765865,Meziani:1984is
26,56,0.32,140,0.145,5551,0.98721,0.039092055,Meziani:1984is
26,56,0.32,140,0.155,5541.4,1.02682,0.042408056,Meziani:1984is
26,56,0.32,140,0.165,5394.4,1.04553,0.04541747,Meziani:1984is
26,56,0.32,140,0.175,5153.8,0.97598,0.045791455,Meziani:1984is
26,56,0.32,140,0.185,4860.5,0.96698,0.048760416,Meziani:1984is
26,56,0.32,140,0.195,4550.3,0.95159,0.051425181,Meziani:1984is
26,56,0.32,140,0.205,4257,0.83157,0.049565422,Meziani:1984is
26,56,0.32,140,0.215,4009.7,0.88535,0.055116343,Meziani:1984is
26,56,0.32,140,0.225,3842.2,0.84066,0.056217792,Meziani:1984is
26,56,0.32,140,0.235,3783.9,0.90383,0.063690901,Meziani:1984is
26,56,0.3208,90,0.0341,4021.9,1.45946,0.03381735,Altemus:1973
26,56,0.3208,90,0.0443,5785.4,1.3382,0.027756076,Altemus:1973
26,56,0.3208,90,0.055,10043,1.0223,0.018859902,Altemus:1973
26,56,0.3208,90,0.0653,13277,0.92182,0.016457031,Altemus:1973
26,56,0.3208,90,0.076,16030,0.86007,0.015033063,Altemus:1973
26,56,0.3208,90,0.0865,17818,0.86643,0.017136603,Altemus:1973
26,56,0.3208,90,0.0971,18597,0.88041,0.016381137,Altemus:1973
26,56,0.3208,90,0.1075,18474,0.90294,0.017821804,Altemus:1973
26,56,0.3208,90,0.1182,17667,0.95104,0.020019245,Altemus:1973
26,56,0.3208,90,0.1287,16442,0.9615,0.021454203,Altemus:1973
26,56,0.3208,90,0.1393,15002,0.98494,0.024285429,Altemus:1973
26,56,0.3208,90,0.1499,13517,0.93697,0.025949545,Altemus:1973
26,56,0.3208,90,0.1605,12078,0.8941,0.02688359,Altemus:1973
26,56,0.3208,90,0.1711,10767,0.86958,0.028902201,Altemus:1973
26,56,0.3208,90,0.1817,9623.1,0.87609,0.030935977,Altemus:1973
26,56,0.3208,90,0.1923,8701.4,0.90272,0.035508079,Altemus:1973
26,56,0.3208,90,0.203,8030.9,0.94032,0.036245004,Altemus:1973
26,56,0.3208,90,0.2136,7650.2,1.05723,0.043809312,Altemus:1973
26,56,0.3208,90,0.2348,7812.8,1.11768,0.072811284,Altemus:1973
26,56,0.3208,90,0.2557,9058.5,1.34371,0.173748413,Altemus:1973
26,56,0.32,90,0.035,4228,1.52554,0.042809839,Meziani:1984is
26,56,0.32,90,0.045,6027.4,1.43179,0.044297707,Meziani:1984is
26,56,0.32,90,0.055,10206,1.0386,0.032333921,Meziani:1984is
26,56,0.32,90,0.065,13374,0.96456,0.030432182,Meziani:1984is
26,56,0.32,90,0.075,15988,0.96322,0.030647986,Meziani:1984is
26,56,0.32,90,0.085,17784,0.97841,0.031938821,Meziani:1984is
26,56,0.32,90,0.095,18652,0.95968,0.031792837,Meziani:1984is
26,56,0.32,90,0.105,18672,0.96937,0.033579692,Meziani:1984is
26,56,0.32,90,0.115,18032,1.00932,0.036268855,Meziani:1984is
26,56,0.32,90,0.125,16953,1.06176,0.039874948,Meziani:1984is
26,56,0.32,90,0.135,15631,1.08758,0.04273559,Meziani:1984is
26,56,0.32,90,0.145,14216,1.00591,0.043753517,Meziani:1984is
26,56,0.32,90,0.155,12815,0.96762,0.045181428,Meziani:1984is
26,56,0.32,90,0.165,11498,0.9306,0.046529831,Meziani:1984is
26,56,0.32,90,0.175,10313,0.84941,0.046252303,Meziani:1984is
26,56,0.32,90,0.185,9302.2,0.85034,0.049988175,Meziani:1984is
26,56,0.32,90,0.195,8494.1,0.90651,0.056392084,Meziani:1984is
26,56,0.32,90,0.205,7926.4,0.89448,0.062449536,Meziani:1984is
26,56,0.32,90,0.215,7620.3,1.02489,0.081230398,Meziani:1984is
26,56,0.3299,140,0.0624,489.86,1.79188,0.075050014,Altemus:1973
26,56,0.3299,140,0.0726,722.68,1.93834,0.065717883,Altemus:1973
26,56,0.3299,140,0.0828,1399.8,1.37005,0.04077011,Altemus:1973
26,56,0.3299,140,0.093,2102,1.32293,0.033912464,Altemus:1973
26,56,0.3299,140,0.1032,2842.3,1.16687,0.031281005,Altemus:1973
26,56,0.3299,140,0.1135,3578.1,1.11786,0.026562142,Altemus:1973
26,56,0.3299,140,0.1237,4221.4,1.12986,0.026953144,Altemus:1973
26,56,0.3299,140,0.134,4711.9,1.07337,0.024756468,Altemus:1973
26,56,0.3299,140,0.1442,5013.2,1.07087,0.025388973,Altemus:1973
26,56,0.3299,140,0.1545,5131,1.09756,0.025275775,Altemus:1973
26,56,0.3299,140,0.1648,5093.3,1.07504,0.025535507,Altemus:1973
26,56,0.3299,140,0.175,4939,1.0756,0.027388135,Altemus:1973
26,56,0.3299,140,0.1853,4709.1,1.00265,0.028393961,Altemus:1973
26,56,0.3299,140,0.1956,4441.9,0.94541,0.028712938,Altemus:1973
26,56,0.3299,140,0.2058,4173.2,0.97165,0.030719831,Altemus:1973
26,56,0.3299,140,0.2162,3931.8,0.93085,0.033140038,Altemus:1973
26,56,0.3299,140,0.2264,3755.7,1.0192,0.037327263,Altemus:1973
26,56,0.3299,140,0.2368,3673.4,1.07554,0.041174389,Altemus:1973
26,56,0.3299,140,0.2471,3716.5,1.21407,0.04600565,Altemus:1973
26,56,0.3299,140,0.2574,3903.5,1.32855,0.05132061,Altemus:1973
26,56,0.3299,140,0.2677,4241.6,1.50889,0.061580536,Altemus:1973
26,56,0.3331,180,0.0686,274.31,2.00139,0.138529401,Hotta:1984
26,56,0.3331,180,0.0785,403.42,2.22101,0.12394031,Hotta:1984
26,56,0.3331,180,0.0884,585.07,2.22196,0.073495479,Hotta:1984
26,56,0.3331,180,0.0983,827.14,2.17617,0.053195348,Hotta:1984
26,56,0.3331,180,0.1082,1124.7,1.98275,0.045345425,Hotta:1984
26,56,0.3331,180,0.1181,1451.8,1.81154,0.036506406,Hotta:1984
26,56,0.3331,180,0.128,1762.3,1.77609,0.034046417,Hotta:1984
26,56,0.3331,180,0.1379,2005,1.76559,0.031421446,Hotta:1984
26,56,0.3331,180,0.1478,2143.2,1.81971,0.032661441,Hotta:1984
26,56,0.3331,180,0.1577,2166,1.92059,0.032779317,Hotta:1984
26,56,0.3331,180,0.1676,2085.2,1.95665,0.038845195,Hotta:1984
26,56,0.3331,180,0.1775,1926.1,2.21692,0.039977156,Hotta:1984
26,56,0.3331,180,0.1874,1718,2.2759,0.043073341,Hotta:1984
26,56,0.3331,180,0.1973,1487.5,2.6084,0.050420168,Hotta:1984
26,56,0.3331,180,0.2072,1254.6,2.83756,0.057388809,Hotta:1984
26,56,0.3331,180,0.2171,1033.8,3.38557,0.067711356,Hotta:1984
26,56,0.3331,180,0.227,833.34,4.22397,0.087599299,Hotta:1984
26,56,0.3331,180,0.2369,656.73,6.39532,0.141610708,Hotta:1984
26,56,0.3331,180,0.2468,504.26,8.9438,0.174513148,Hotta:1984
26,56,0.3331,180,0.2567,374.62,10.67749,0.445785062,Hotta:1984
26,56,0.34,60,0.025,35559,1.20363,0.033184285,Meziani:1984is
26,56,0.34,60,0.035,53205,0.98487,0.028004887,Meziani:1984is
26,56,0.34,60,0.045,65910,0.92399,0.027006524,Meziani:1984is
26,56,0.34,60,0.055,73476,0.92683,0.02749197,Meziani:1984is
26,56,0.34,60,0.065,75660,0.92255,0.028416601,Meziani:1984is
26,56,0.34,60,0.075,73390,0.9797,0.030930645,Meziani:1984is
26,56,0.34,60,0.085,68152,1.05206,0.034335016,Meziani:1984is
26,56,0.34,60,0.095,61377,1.11768,0.037799176,Meziani:1984is
26,56,0.34,60,0.105,54147,1.13764,0.040445454,Meziani:1984is
26,56,0.34,60,0.115,47150,1.07317,0.04135737,Meziani:1984is
26,56,0.34,60,0.125,40741,1.02354,0.042954272,Meziani:1984is
26,56,0.34,60,0.135,35074,0.92946,0.042766722,Meziani:1984is
26,56,0.34,60,0.145,30186,0.87126,0.043728881,Meziani:1984is
26,56,0.34,60,0.155,26060,0.89025,0.046815042,Meziani:1984is
26,56,0.34,60,0.165,22689,0.88148,0.051126096,Meziani:1984is
26,56,0.34,60,0.175,20048,0.90782,0.057861133,Meziani:1984is
26,56,0.34,60,0.185,18112,1.07663,0.073431979,Meziani:1984is
26,56,0.3488,90,0.0563,5554.2,1.22048,0.015509704,Altemus:1973
26,56,0.3488,90,0.0856,12365,1.00639,0.00207497,Altemus:1973
26,56,0.3488,90,0.0967,14030,0.93115,0.001552031,Altemus:1973
26,56,0.3488,90,0.1022,14573,0.92095,0.014910451,Altemus:1973
26,56,0.3488,90,0.1123,15064,0.91908,0.01523898,Altemus:1973
26,56,0.3488,90,0.1225,14980,0.90828,0.016988652,Altemus:1973
26,56,0.3488,90,0.1326,14460,0.90615,0.019312586,Altemus:1973
26,56,0.3488,90,0.1428,13645,0.90905,0.022270429,Altemus:1973
26,56,0.3488,90,0.1531,12661,0.90419,0.019948661,Altemus:1973
26,56,0.3488,90,0.1633,11626,0.79392,0.017332703,Altemus:1973
26,56,0.3488,90,0.1735,10608,0.75875,0.018941365,Altemus:1973
26,56,0.3488,90,0.1837,9658.6,0.79722,0.02073696,Altemus:1973
26,56,0.3488,90,0.1941,8820.9,0.81568,0.022630344,Altemus:1973
26,56,0.3488,90,0.2044,8139.7,0.85555,0.03054658,Altemus:1973
26,56,0.3488,90,0.2146,7657.9,0.96741,0.048515912,Altemus:1973
26,56,0.3488,90,0.225,7384.2,1.10784,0.335974107,Altemus:1973
26,56,0.3488,90,0.2353,7352.5,1.20362,0.04083237,Altemus:1973
26,56,0.3488,90,0.2455,7558.3,1.29829,0.050158104,Altemus:1973
26,56,0.3488,90,0.2558,7983.7,1.38557,0.079166301,Altemus:1973
26,56,0.3488,90,0.2661,8592.3,1.29837,0.096315306,Altemus:1973
26,56,0.3488,90,0.2734,9089.7,1.35285,0.132578633,Altemus:1973
26,56,0.3488,90,0.2805,9600.9,1.3805,0.190523805,Altemus:1973
26,56,0.36,140,0.075,316.59,1.69304,0.057171736,Meziani:1984is
26,56,0.36,140,0.085,461.24,1.93392,0.067210129,Meziani:1984is
26,56,0.36,140,0.095,885.07,1.38972,0.047001932,Meziani:1984is
26,56,0.36,140,0.105,1341.1,1.26016,0.041831332,Meziani:1984is
26,56,0.36,140,0.115,1845.7,1.1432,0.03814271,Meziani:1984is
26,56,0.36,140,0.125,2382,1.11251,0.037279597,Meziani:1984is
26,56,0.36,140,0.135,2903.2,1.03679,0.035478093,Meziani:1984is
26,56,0.36,140,0.145,3355.8,1.03105,0.036950951,Meziani:1984is
26,56,0.36,140,0.155,3700.2,1.00265,0.037025026,Meziani:1984is
26,56,0.36,140,0.165,3920,1.04847,0.039795918,Meziani:1984is
26,56,0.36,140,0.175,4019.9,1.04729,0.040797035,Meziani:1984is
26,56,0.36,140,0.185,4018.1,1.00296,0.04205968,Meziani:1984is
26,56,0.36,140,0.195,3939.5,1.0382,0.045183399,Meziani:1984is
26,56,0.36,140,0.205,3810.1,1.03147,0.047505315,Meziani:1984is
26,56,0.36,140,0.215,3655.6,0.97385,0.047324653,Meziani:1984is
26,56,0.36,140,0.225,3500.6,0.93127,0.048848769,Meziani:1984is
26,56,0.36,140,0.235,3368.9,0.92612,0.051648906,Meziani:1984is
26,56,0.36,140,0.245,3285.8,0.91911,0.05386816,Meziani:1984is
26,56,0.36,140,0.255,3276.8,0.96436,0.058898926,Meziani:1984is
26,56,0.36,140,0.265,3362,0.94587,0.061273052,Meziani:1984is
26,56,0.36,140,0.275,3554.7,0.95367,0.066109658,Meziani:1984is
26,56,0.36,90,0.045,2466.5,1.57308,0.048246503,Meziani:1984is
26,56,0.36,90,0.055,3514.5,1.50519,0.045525679,Meziani:1984is
26,56,0.36,90,0.065,6116.5,1.14118,0.034333361,Meziani:1984is
26,56,0.36,90,0.075,8292.2,1.02385,0.030872386,Meziani:1984is
26,56,0.36,90,0.085,10310,0.96702,0.029485936,Meziani:1984is
26,56,0.36,90,0.095,11983,0.95969,0.029792206,Meziani:1984is
26,56,0.36,90,0.105,13152,0.96563,0.030489659,Meziani:1984is
26,56,0.36,90,0.115,13761,0.99557,0.032192428,Meziani:1984is
26,56,0.36,90,0.125,13854,1.01776,0.033997401,Meziani:1984is
26,56,0.36,90,0.135,13534,0.98271,0.034801241,Meziani:1984is
26,56,0.36,90,0.145,12921,1.00611,0.037767975,Meziani:1984is
26,56,0.36,90,0.155,12130,1.0305,0.040395713,Meziani:1984is
26,56,0.36,90,0.165,11253,0.97752,0.040877988,Meziani:1984is
26,56,0.36,90,0.175,10363,0.93216,0.04101129,Meziani:1984is
26,56,0.36,90,0.185,9515.3,0.92378,0.042457936,Meziani:1984is
26,56,0.36,90,0.195,8751.2,0.88216,0.043422616,Meziani:1984is
26,56,0.36,90,0.205,8106.6,0.93504,0.047492167,Meziani:1984is
26,56,0.36,90,0.215,7615.6,0.9126,0.049109722,Meziani:1984is
26,56,0.36,90,0.225,7300.6,0.98485,0.054516067,Meziani:1984is
26,56,0.36,90,0.235,7184.3,1.04951,0.060687889,Meziani:1984is
26,56,0.36,90,0.245,7278.7,1.09498,0.068556198,Meziani:1984is
26,56,0.36,90,0.255,7575,1.14983,0.081848185,Meziani:1984is
26,56,0.3686,140,0.0704,204.18,1.55338,0.073058086,Altemus:1973
26,56,0.3686,140,0.0909,440.23,1.89714,0.081116689,Altemus:1973
26,56,0.3686,140,0.1112,1296,1.36667,0.041866512,Altemus:1973
26,56,0.3686,140,0.1317,2278.5,1.20329,0.033706825,Altemus:1973
26,56,0.3686,140,0.1522,3179.9,1.24642,0.030454102,Altemus:1973
26,56,0.3686,140,0.1632,3509.3,1.17263,0.030855156,Altemus:1973
26,56,0.3686,140,0.1727,3681.8,1.2043,0.033714487,Altemus:1973
26,56,0.3686,140,0.1834,3762.5,1.16715,0.033905648,Altemus:1973
26,56,0.3686,140,0.1933,3748.9,1.12766,0.032550882,Altemus:1973
26,56,0.3686,140,0.2038,3666,1.09408,0.032828696,Altemus:1973
26,56,0.3686,140,0.2138,3546.1,1.10499,0.035546093,Altemus:1973
26,56,0.3686,140,0.2344,3278,1.00037,0.035835876,Altemus:1973
26,56,0.3686,140,0.2549,3145.7,1.07645,0.040181836,Altemus:1973
26,56,0.3686,140,0.2756,3343.3,1.31026,0.047249723,Altemus:1973
26,56,0.3686,140,0.2859,3601.2,1.36546,0.049447406,Altemus:1973
26,56,0.3686,140,0.2961,3957.6,1.42167,0.052562159,Altemus:1973
26,56,0.3686,140,0.3064,4381.9,1.53506,0.060980397,Altemus:1973
26,56,0.3686,160,0.1013,445.9,1.49563,0.07733124,Altemus:1973
26,56,0.3686,160,0.1528,2317.2,1.14587,0.048601761,Altemus:1973
26,56,0.3686,160,0.173,2892.4,0.99205,0.038566588,Altemus:1973
26,56,0.3686,160,0.1934,3110.6,1.01228,0.080550376,Altemus:1973
26,56,0.3686,160,0.2139,3045,0.95366,0.037973727,Altemus:1973
26,56,0.3686,160,0.2551,2735.2,0.99155,0.043031588,Altemus:1973
26,56,0.3686,160,0.286,3072.7,1.24513,0.053337456,Altemus:1973
26,56,0.3686,160,0.3013,3558.5,1.44457,0.059376142,Altemus:1973
26,56,0.3726,90,0.0439,1762.2,1.60379,0.02989445,Altemus:1973
26,56,0.3726,90,0.0744,6342.2,1.08401,0.013695721,Altemus:1973
26,56,0.3726,90,0.105,11333,0.96559,0.00113871,Altemus:1973
26,56,0.3726,90,0.1357,12544,0.96732,0.012268814,Altemus:1973
26,56,0.3726,90,0.1562,11552,0.9858,0.015472645,Altemus:1973
26,56,0.3726,90,0.1767,10032,0.92032,0.01772827,Altemus:1973
26,56,0.3726,90,0.1972,8540.4,0.78343,0.020710974,Altemus:1973
26,56,0.3726,90,0.2178,7436.7,0.87041,0.021953286,Altemus:1973
26,56,0.3726,90,0.2383,6985.1,1.05671,0.028569383,Altemus:1973
26,56,0.3726,90,0.2589,7318.9,1.16419,0.03503532,Altemus:1973
26,56,0.3726,90,0.2795,8336,1.17637,0.045846929,Altemus:1973
26,56,0.3726,90,0.2899,8985.4,1.14942,0.065113406,Altemus:1973
26,56,0.3726,90,0.3001,9609.7,1.15269,0.096876073,Altemus:1973
26,56,0.3726,90,0.3104,10132,1.20667,0.162919463,Altemus:1973
26,56,0.4,140,0.09,161.62,1.96758,0.098997649,Meziani:1984is
26,56,0.4,140,0.1,234.28,2.08725,0.092197371,Meziani:1984is
26,56,0.4,140,0.11,426.11,1.77184,0.070169674,Meziani:1984is
26,56,0.4,140,0.12,680.53,1.48414,0.051577447,Meziani:1984is
26,56,0.4,140,0.13,972.94,1.41838,0.047690505,Meziani:1984is
26,56,0.4,140,0.14,1310.1,1.34341,0.04488207,Meziani:1984is
26,56,0.4,140,0.15,1675.1,1.23575,0.041609456,Meziani:1984is
26,56,0.4,140,0.16,2037.7,1.21215,0.041124798,Meziani:1984is
26,56,0.4,140,0.17,2363.5,1.0916,0.037190607,Meziani:1984is
26,56,0.4,140,0.18,2625.5,1.09693,0.038087983,Meziani:1984is
26,56,0.4,140,0.19,2810.3,1.05683,0.038074227,Meziani:1984is
26,56,0.4,140,0.2,2917.8,1.05559,0.039413257,Meziani:1984is
26,56,0.4,140,0.21,2957.5,1.05156,0.041251057,Meziani:1984is
26,56,0.4,140,0.22,2943.4,1.01583,0.042128151,Meziani:1984is
26,56,0.4,140,0.23,2893,1.03699,0.044936053,Meziani:1984is
26,56,0.4,140,0.24,2823.9,0.99508,0.045681504,Meziani:1984is
26,56,0.4,140,0.25,2754,0.93682,0.04647785,Meziani:1984is
26,56,0.4,140,0.26,2703,1.02109,0.051794303,Meziani:1984is
26,56,0.4,140,0.27,2689.6,1.02617,0.054654967,Meziani:1984is
26,56,0.4,140,0.28,2732.7,1.0539,0.058550152,Meziani:1984is
26,56,0.4,140,0.29,2846.2,1.07512,0.062539526,Meziani:1984is
26,56,0.4,140,0.3,3039.6,1.08896,0.132583235,Meziani:1984is
26,56,0.4,140,0.31,3310.1,1.07248,0.068880094,Meziani:1984is
26,56,0.4,60,0.035,19898,1.22625,0.032867625,Meziani:1984is
26,56,0.4,60,0.045,30785,1.02972,0.027968166,Meziani:1984is
26,56,0.4,60,0.055,39354,0.9351,0.028459623,Meziani:1984is
26,56,0.4,60,0.065,45862,0.89617,0.027691771,Meziani:1984is
26,56,0.4,60,0.075,49760,0.87018,0.02733119,Meziani:1984is
26,56,0.4,60,0.085,51003,0.93132,0.029410035,Meziani:1984is
26,56,0.4,60,0.095,50023,0.97355,0.031185655,Meziani:1984is
26,56,0.4,60,0.105,47462,1.05769,0.034553959,Meziani:1984is
26,56,0.4,60,0.115,43955,1.10795,0.037310886,Meziani:1984is
26,56,0.4,60,0.125,40018,1.02454,0.036233695,Meziani:1984is
26,56,0.4,60,0.135,36024,1.02987,0.038030202,Meziani:1984is
26,56,0.4,60,0.145,32205,0.99363,0.038503338,Meziani:1984is
26,56,0.4,60,0.155,28697,0.90602,0.037983064,Meziani:1984is
26,56,0.4,60,0.165,25573,0.94631,0.041058929,Meziani:1984is
26,56,0.4,60,0.175,22875,0.90492,0.079562842,Meziani:1984is
26,56,0.4,60,0.185,20634,0.83358,0.039885626,Meziani:1984is
26,56,0.4,60,0.195,18856,0.84854,0.041790412,Meziani:1984is
