Z,A,E0,ThetaDeg,nu,cross,dataSet,ratio,ratio_error,normalization,normError,system_err,error,normCross,normCrossError,Veff,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),Ex,W2original,Ffoc2,Ep,E0original,R,Q2,qv2,qv,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Hcc,Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),RT_QD_data,qvbin,qvcenter,Q2bin,Q2center,Exbin_qv,Excenter_qv,nucenter_ex_qv,epcenter_ex_qv,W2bin_qv,W2center_qv,nucenter_w2_qv,epcenter_w2_qv,Exbin_q2,Excenter_q2,nucenter_ex_q2,epcenter_ex_q2,W2bin_q2,W2center_q2,nucenter_w2_q2,epcenter_w2_q2,RL_qvc_ex,RT_qvc_ex,RL_qvd_ex,RT_qvd_ex,bc_qv_ex,RL_qvc_w2,RT_qvc_w2,RL_qvd_w2,RT_qvd_w2,bc_qv_w2,RL_q2c_ex,RT_q2c_ex,RL_q2d_ex,RT_q2d_ex,bc_q2_ex,RL_q2c_w2,RT_q2c_w2,RL_q2d_w2,RT_q2d_w2,bc_q2_w2
26,56,0.15919999999999998,90.0,0.00362,7822.884165,Altemus:1973,15.26802615,0.145700738,1.0,0.0,0.0,156.4576833,7822.884165,156.4576833,0.0089,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0031881824072823185,0.8430573110490001,1.1219362118521883,0.15557999999999997,0.1503,4.433234524286382,0.049536672,0.049549776399999995,0.2225977906449208,0.8376126470490001,0.3332745571724182,-0.0002491632962958466,-31396615.31733558,-627932.3063467116,0.0011786441268832675,282.910593089564,2213176.7987911087,44263.535975822175,5.6838619654553995,0.11367723930910799,4.198178698297491e-13,"[0.190,0.230]",0.21,"[0.045,0.070]",0.056,0.0,0.006550559895278605,0.006972801899152614,0.33308824469323783,0.0,0.0,0.0,0.0,0.0,0.0068228442274665705,0.007359616337646561,0.3331185355169005,0.0,0.0,0.0,0.0,0.08177782,4.6419777480354745e-06,0.07258393,1.085758981786983e-08,1.126131593949781,0.0,0.0,0.03745509,4.2706371786982975e-10,1.0,0.07814193,4.6484671985245585e-06,0.07257308,1.083459981786983e-08,1.0763262524537824,0.0,0.0,0.03745509,4.2706371786982975e-10,1.0
26,56,0.15919999999999998,90.0,0.00742,36746.99551,Altemus:1973,2.591994221,0.04830599,1.0,0.0,0.0,734.9399102,36746.99551,734.9399102,0.0089,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.006988182407282319,0.8513304658490001,1.1219362118521883,0.15177999999999997,0.1503,4.433234524286382,0.048326752,0.048381808400000004,0.21995865156888011,0.845953441849,0.333080358122296,-0.00020048426229333268,-183291172.53220958,-3665823.4506441914,0.0011786441268832675,283.24046965929153,10408236.266820278,208164.72533640554,26.730344487962892,0.5346068897592577,2.4669900944264296e-07,"[0.190,0.230]",0.21,"[0.045,0.070]",0.056,0.0,0.006550559895278605,0.006972801899152614,0.33308824469323783,0.0,0.0,0.0,0.0,0.0,0.0068228442274665705,0.007359616337646561,0.3331185355169005,0.0,0.0,0.0,0.0,0.08177782,4.6419777480354745e-06,0.07821021,7.337931009442643e-06,1.0455821788275195,0.0,0.0,0.08978168,7.279631094426429e-07,1.0,0.07814193,4.6484671985245585e-06,0.07821571,7.324377009442643e-06,0.9991199154326252,0.0,0.0,0.08978168,7.279631094426429e-07,1.0
26,56,0.15919999999999998,90.0,0.00961,53536.90908,Altemus:1973,1.645089369,0.02228556,1.0,0.0,0.0,1070.7381816,53536.90908,1070.7381816,0.0089,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.009178182407282319,0.856098415589,1.1219362118521883,0.14958999999999997,0.1503,4.433234524286382,0.047629456,0.0477218081,0.21845321718848637,0.850760373589,0.3329030073067796,-0.0001724257276750583,-310492580.2075894,-6209851.604151787,0.0011786441268832675,283.5421051596253,15179967.904282657,303599.35808565316,38.98506538434462,0.7797013076868925,3.077352342669721e-06,"[0.190,0.230]",0.21,"[0.045,0.070]",0.056,0.0,0.006550559895278605,0.006972801899152614,0.33308824469323783,0.0,0.0,0.0,0.0,0.0,0.0068228442274665705,0.007359616337646561,0.3331185355169005,0.0,0.0,0.0,0.0,0.08177782,4.6419777480354745e-06,0.0576659,0.00011807915234266972,1.4146822688459397,0.0,0.0,0.07340879,1.7440792342669722e-05,1.0,0.07814193,4.6484671985245585e-06,0.05767642,0.00011789345234266973,1.3516738011759935,0.0,0.0,0.07340879,1.7440792342669722e-05,1.0
26,56,0.15919999999999998,90.0,0.01869,111708.1714,Altemus:1973,0.85591769,0.013120795,1.0,0.0,0.0,2234.1634280000003,111708.1714,2234.1634280000003,0.0089,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.018258182407282317,0.8758669012690001,1.1219362118521883,0.14051,0.1503,4.433234524286382,0.044738384,0.045087700099999996,0.21233864485768952,0.8706904832690001,0.3316072131938614,-5.620352691398898e-05,-1987565149.9763086,-39751302.99952617,0.0011786441268832675,285.7569831127899,31921390.04831044,638427.8009662089,81.98024436148228,1.639604887229646,0.00014894775295620004,"[0.190,0.230]",0.21,"[0.035,0.045]",0.04,1.0,0.016550559895278604,0.01697050740776973,0.33187892960448345,0.0,0.0,0.0,0.0,1.0,0.016550559895278604,0.016933968545407168,0.3317478039176391,0.0,0.0,0.0,0.0,0.02160511,0.009485925452680297,0.02345957,0.0127481577529562,0.8409663198728271,0.0,0.0,0.02168089,0.0098793327529562,1.0,0.0219014,0.009571662973417421,0.02344788,0.0127484277529562,0.8511502632126404,0.0,0.0,0.02168089,0.0098793327529562,1.0
26,56,0.15919999999999998,90.0,0.02479,133527.7029,Altemus:1973,0.681162021,0.011109305,1.0,0.0,0.0,2670.554058,133527.7029,2670.554058,0.0089,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.024358182407282318,0.889147491869,1.1219362118521883,0.13440999999999997,0.1503,4.433234524286382,0.042796143999999994,0.0434106881,0.2083523172417336,0.884079653869,0.33017252555029214,2.160432197687428e-05,6180601411.279228,123612028.22558457,0.0011786441268832675,288.2320659863974,38486965.673284866,769739.3134656975,98.84190023845385,1.9768380047690772,0.00032389137417878586,"[0.190,0.230]",0.21,"[0.035,0.045]",0.04,2.0,0.026550559895278606,0.02696629774285242,0.3296487768995375,0.0,0.0,0.0,0.0,2.0,0.026550559895278606,0.02693396854540717,0.32935126432681416,0.0,0.0,0.0,0.0,0.03654174,0.013426420071428703,0.03720467,0.013517401374178787,0.9859970906566733,0.0,0.0,0.03484004,0.013541231374178786,1.0,0.03760243,0.013718349923251907,0.03717378,0.013508151374178786,1.0127142033001897,0.0,0.0,0.03484004,0.013541231374178786,1.0
26,56,0.15919999999999998,90.0,0.03092,138744.0039,Altemus:1973,0.701788887,0.011414547,1.0,0.0,0.0,2774.880078,138744.0039,2774.880078,0.0089,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.030488182407282318,0.9024933968490001,1.1219362118521883,0.12827999999999998,0.1503,4.433234524286382,0.040844351999999993,0.041800398399999994,0.2044514573193353,0.897534672849,0.3282116851790048,9.93829276590682e-05,1396054706.4578278,27921094.129156556,0.0011786441268832675,291.65415236698954,40465264.853456795,809305.2970691358,103.92255148719853,2.0784510297439707,0.0005649017030543502,"[0.190,0.230]",0.21,"[0.035,0.045]",0.04,0.0,0.0,0.0,0.0,0.0,0.9168375059256667,0.04200119935733626,0.32432380283862644,0.0,0.0,0.0,0.0,0.0,0.9325644776697102,0.04913722079858962,0.32043853183164084,0.01553194,1.818531e-10,0.03348755,0.013599471703054351,1.0,0.03117979,0.01685517672559861,0.03452021,0.01351031170305435,1.035514380131469,0.01513798,3.731215e-10,0.03347395,0.013602961703054351,1.0,0.02782681,0.01698196273272346,0.03452021,0.01351031170305435,0.9822993180539934
26,56,0.15919999999999998,90.0,0.03703,130272.0555,Altemus:1973,0.731192884,0.01258213,1.0,0.0,0.0,2605.44111,130272.0555,2605.44111,0.0089,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.03659818240728232,0.9157957589090001,1.1219362118521883,0.12216999999999999,0.1503,4.433234524286382,0.038898928,0.0402701489,0.20067423576533186,0.9109457929090001,0.3256796729839487,0.00017630611450704958,738896979.6324965,14777939.59264993,0.0011786441268832675,296.1414249682183,38578952.14930882,771579.0429861764,99.07813912939758,1.9815627825879518,0.0008680756215874496,"[0.190,0.230]",0.21,"[0.035,0.045]",0.04,0.0,0.0,0.0,0.0,0.0,0.9168375059256667,0.04200119935733626,0.32432380283862644,0.0,0.0,0.0,0.0,0.0,0.9325644776697102,0.04913722079858962,0.32043853183164084,0.01553194,1.818531e-10,0.03251512,0.01540756562158745,1.0,0.03117979,0.01685517672559861,0.03276747,0.015055425621587449,1.0230891968742217,0.01513798,3.731215e-10,0.03251477,0.015421145621587449,1.0,0.02782681,0.01698196273272346,0.03276747,0.015055425621587449,0.9705126647013473
26,56,0.15919999999999998,90.0,0.04315,118042.4638,Altemus:1973,0.789097389,0.014503255,1.0,0.0,0.0,2360.849276,118042.4638,2360.849276,0.0089,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.04271818240728232,0.9291198924290001,1.1219362118521883,0.11605,0.1503,4.433234524286382,0.03695032,0.038812242500000003,0.19700822952354047,0.924378862429,0.32249952334634135,0.0002525379935016109,467424573.0840775,9348491.461681549,0.0011786441268832675,301.8891087694203,35635734.19352856,712714.6838705712,91.51939162940458,1.8303878325880916,0.0012135982235797985,"[0.190,0.230]",0.21,"[0.035,0.045]",0.04,0.0,0.0,0.0,0.0,0.0,0.9168375059256667,0.04200119935733626,0.32432380283862644,0.0,0.0,0.0,0.0,0.0,0.9325644776697102,0.04913722079858962,0.32043853183164084,0.01553194,1.818531e-10,0.02962337,0.016174548223579797,1.0,0.03117979,0.01685517672559861,0.03028779,0.016168878223579798,1.0345843020003498,0.01513798,3.731215e-10,0.02963796,0.0161997582235798,1.0,0.02782681,0.01698196273272346,0.03028779,0.016168878223579798,0.9814170366183466
26,56,0.15919999999999998,90.0,0.04927,100799.2927,Altemus:1973,0.88445065,0.017867189,1.0,0.0,0.0,2015.9858540000002,100799.2927,2015.9858540000002,0.0089,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.04883818240728232,0.942444025949,1.1219362118521883,0.10992999999999999,0.1503,4.433234524286382,0.035001712,0.0374292449,0.1934663921718705,0.937811931949,0.3186022911529005,0.00032771232167700846,307584689.4745302,6151693.789490605,0.0011786441268832675,309.1076514864847,31157832.637995765,623156.6527599153,80.0192826681825,1.60038565336365,0.0015852198221083984,"[0.190,0.230]",0.21,"[0.035,0.045]",0.04,0.0,0.0,0.0,0.0,1.0,0.9673165976927506,0.06741909885170638,0.309614252254185,0.0,0.0,0.0,0.0,0.0,0.9325644776697102,0.04913722079858962,0.32043853183164084,0.01553194,1.818531e-10,0.02616184,0.015405149822108399,1.0,0.02028861,0.013731946496788699,0.0267373,0.015628609822108397,0.8258812069771629,0.01513798,3.731215e-10,0.0261917,0.0154426598221084,1.0,0.02782681,0.01698196273272346,0.0267373,0.015628609822108397,1.0619540871520567
26,56,0.15919999999999998,90.0,0.05542,81621.32732,Altemus:1973,0.916953969,0.022837168,1.0,0.0,0.0,1632.4265464,81621.32732,1632.4265464,0.0089,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.054988182407282316,0.955833473849,1.1219362118521883,0.10378,0.1503,4.433234524286382,0.033043552000000004,0.0361149284,0.1900392812025977,0.951310849849,0.3138831769262515,0.00040192304097018796,203077004.79917035,4061540.095983407,0.0011786441268832675,318.1159235780799,25965043.924070563,519300.8784814113,66.68320654365084,1.333664130873017,0.0019724643208581813,"[0.190,0.230]",0.21,"[0.025,0.035]",0.026,0.0,0.0,0.0,0.0,1.0,0.9673165976927506,0.06741909885170638,0.309614252254185,0.0,0.0,0.0,0.0,0.0,1.0167242020190002,0.08652491305302408,0.2796507170702421,0.01553194,1.818531e-10,0.02262185,0.013697024320858182,1.0,0.02028861,0.013731946496788699,0.02315574,0.014007264320858182,0.9339126891273395,0.01155031,4.082654e-09,0.02266389,0.01374323432085818,1.0,0.009951547,0.006552382647656277,0.02315574,0.01400725432085818,0.4692488709040796
26,56,0.20929999999999999,90.0,0.00662,1124.964167,Altemus:1973,19.45661972,0.241936595,1.0,0.0,0.0,22.49928334,1124.964167,22.49928334,0.0089,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.005853058763353443,0.815111933049,1.090794707989211,0.20268,0.2004,4.433234524286382,0.08484184800000001,0.08488567240000001,0.2913514585513517,0.807937109049,0.3332185856788801,-0.00024421798106670695,-4606393.690121947,-92127.87380243895,0.0006629873213718378,503.12111076281025,565993.2212693996,11319.864425387992,1.4535790113270397,0.029071580226540793,1.709342524876916e-08,"[0.270,0.310]",0.29,"[0.070,0.100]",0.093,0.0,0.010853058763353443,0.011657872761873023,0.33297402762575556,0.0,0.0,0.0,0.0,0.0,0.010853058763353443,0.011744483874902355,0.3330040701247344,0.0,0.0,0.0,0.0,0.03553383,0.0004474194297932346,0.06134325,7.154443252487692e-07,0.5897888392949009,0.0,0.0,0.0476128,1.921671224876916e-08,1.0,0.03133375,0.00041721889098394566,0.06129494,7.139249252487691e-07,0.5210869312238858,0.0,0.0,0.0476128,1.921671224876916e-08,1.0
26,56,0.20929999999999999,90.0,0.01907,33071.74569,Altemus:1973,1.014672776,0.012296902,1.0,0.0,0.0,661.4349138000001,33071.74569,661.4349138000001,0.0089,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.018303058763353443,0.8434648907490001,1.090794707989211,0.19022999999999998,0.2004,4.433234524286382,0.079630278,0.0799939429,0.2828320047307235,0.8365116767490001,0.3323215433136543,-0.00014765771049722655,-223975744.8400989,-4479514.896801978,0.0006629873213718378,505.8374929717998,16728928.928030526,334578.5785606106,42.96309400531263,0.8592618801062527,8.223215787728149e-05,"[0.270,0.310]",0.29,"[0.070,0.100]",0.093,1.0,0.020853058763353444,0.021654680700834206,0.3320919583451711,0.0,0.0,0.0,0.0,1.0,0.020853058763353444,0.021744483874902357,0.33220734670661023,0.0,0.0,0.0,0.0,0.0138419,0.012966285278090172,0.01389956,0.012703762157877283,1.0105695257652316,0.0,0.0,0.01486041,0.006753241157877282,1.0,0.01100962,0.012516060785879052,0.01386817,0.012698622157877282,0.9053721687961986,0.0,0.0,0.01486041,0.006753241157877282,1.0
26,56,0.20929999999999999,90.0,0.02962,54763.05914,Altemus:1973,0.70308344,0.008247896,1.0,0.0,0.0,1095.2611828,54763.05914,1095.2611828,0.0089,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.028853058763353444,0.867490891049,1.090794707989211,0.17967999999999998,0.2004,4.433234524286382,0.075214048,0.0760913924,0.2758466827786769,0.8607254670490001,0.33076119431334494,-6.595744386208862e-05,-830278675.6640369,-16605573.513280736,0.0006629873213718378,510.60194524722135,27962124.524572622,559242.4904914525,71.81209207748742,1.4362418415497487,0.000272100465584184,"[0.270,0.310]",0.29,"[0.070,0.100]",0.093,2.0,0.03085305876335344,0.03164957398194446,0.3306759456379565,0.0,0.0,0.0,0.0,2.0,0.03085305876335344,0.03174448387490235,0.33094268815023137,0.0,0.0,0.0,0.0,0.01950195,0.013397458906542656,0.02180078,0.012544990465584185,0.9757895253708636,0.0,0.0,0.02166161,0.011348950465584182,1.0,0.01645755,0.01290994545557684,0.02173833,0.012539660465584183,0.8845990763985526,0.0,0.0,0.02166161,0.011348950465584182,1.0
26,56,0.20929999999999999,90.0,0.04019,66790.27642,Altemus:1973,0.654706079,0.005283703,1.0,0.0,0.0,1335.8055284,66790.27642,1335.8055284,0.0089,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.03942305876335344,0.891562438269,1.090794707989211,0.16910999999999998,0.2004,4.433234524286382,0.070789446,0.0724046821,0.26908118124461994,0.884985160269,0.3283387600067563,1.5496690916317582e-05,4309970224.00903,86199404.4801806,0.0006629873213718378,518.0995385711007,34604011.39423826,692080.2278847652,88.86972984866368,1.7773945969732736,0.0005711432485768071,"[0.230,0.270]",0.25,"[0.070,0.100]",0.093,0.0,0.0,0.0,0.0,0.0,0.9059999780040326,0.04585096475445749,0.32577368869446194,0.0,0.0,0.0,0.0,1.0,0.889962936952227,0.05467849678250728,0.32633929045899307,0.01504928,1.245996e-11,0.02603748,0.01823076324857681,1.0,0.0280567,0.019339561240645155,0.02567628,0.01720221324857681,1.1113671004946672,0.009900021,3.568453e-12,0.02598575,0.01823213324857681,1.0,0.02096785,0.02180555192984697,0.02567628,0.01720221324857681,1.0503851077462898
26,56,0.20929999999999999,90.0,0.05111,70381.66278,Altemus:1973,0.676070984,0.007684388,1.0,0.0,0.0,1407.6332556,70381.66278,1407.6332556,0.0089,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.050343058763353446,0.916431056589,1.090794707989211,0.15818999999999997,0.2004,4.433234524286382,0.06621833399999999,0.06883056609999999,0.2623558005838636,0.910048154589,0.3247915802126031,9.888001584808543e-05,711788546.7183889,14235770.93436778,0.0006629873213718378,529.304665106923,37253342.44743629,745066.8489487258,95.67371948717671,1.9134743897435345,0.0009500795483860903,"[0.230,0.270]",0.25,"[0.045,0.070]",0.056,0.0,0.0,0.0,0.0,0.0,0.9059999780040326,0.04585096475445749,0.32577368869446194,0.0,0.0,0.0,0.0,0.0,0.9049245252993522,0.04293436066600667,0.3261754924307242,0.01504928,1.245996e-11,0.02588725,0.021062829548386088,1.0,0.0280567,0.019339561240645155,0.02625563,0.02081463954838609,0.9897141763396957,0.01555881,2.68833e-11,0.0258547,0.02108559954838609,1.0,0.0293888,0.01827273233285763,0.02625563,0.02081463954838609,0.9833311014290639
