Data:Z,A,E0,ThetaDeg,nu,cross,error,dataSet,Fit:ep,theta,nu_fit,Ex,W2,q2,sigtot_shifted,qe_shifted
26,56,3.595,39.007,1.515,4.19,0.23,Day:1993md,2.08,39.007,1.515,1.4166,0.3893,3.334,5.449314554,4.086985915
26,56,3.595,39.007,1.53,5.17,0.255,Day:1993md,2.065,39.007,1.53,1.4316,0.4415,3.3099,6.155707181,4.440182229
26,56,3.595,39.007,1.545,5.53,0.266,Day:1993md,2.05,39.007,1.545,1.4466,0.4937,3.2859,6.862099809,4.843835159
26,56,3.595,39.007,1.56,6.07,0.241,Day:1993md,2.035,39.007,1.56,1.4616,0.5459,3.2618,7.568492436,5.146574857
26,56,3.595,39.007,1.575,6.84,0.272,Day:1993md,2.02,39.007,1.575,1.4766,0.5981,3.2378,8.375798296,5.49977117
26,56,3.595,39.007,1.59,8.45,0.499,Day:1993md,2.005,39.007,1.59,1.4916,0.6503,3.2138,9.284017388,5.852967484
26,56,3.595,39.007,1.605,8.74,0.497,Day:1993md,1.99,39.007,1.605,1.5066,0.7025,3.1897,10.19223648,6.155707181
26,56,3.595,39.007,1.62,9.95,0.538,Day:1993md,1.975,39.007,1.62,1.5216,0.7547,3.1657,11.15091219,6.458446879
26,56,3.595,39.007,1.635,10.2,0.454,Day:1993md,1.96,39.007,1.635,1.5366,0.8069,3.1416,12.21050113,6.71072996
26,56,3.595,39.007,1.65,11.2,0.476,Day:1993md,1.945,39.007,1.65,1.5516,0.8591,3.1176,13.3710033,6.963013041
26,56,3.595,39.007,1.665,13.6,0.852,Day:1993md,1.93,39.007,1.665,1.5666,0.9113,3.0935,14.43059224,7.11438289
26,56,3.595,39.007,1.68,15,0.894,Day:1993md,1.915,39.007,1.68,1.5816,0.9634,3.0695,15.964,7.28
26,56,3.595,39.007,1.695,16.6,0.957,Day:1993md,1.9,39.007,1.695,1.5966,1.0156,3.0455,17.368,7.488
26,56,3.595,39.007,1.71,16.2,0.746,Day:1993md,1.885,39.007,1.71,1.6116,1.0678,3.0214,18.876,7.644
26,56,3.595,39.007,1.725,19.9,1.3,Day:1993md,1.87,39.007,1.725,1.6266,1.12,2.9974,20.436,7.748
26,56,3.595,39.007,1.74,20.7,1.29,Day:1993md,1.855,39.007,1.74,1.6416,1.1722,2.9733,22.204,7.852
26,56,3.595,39.007,1.755,24.1,1.36,Day:1993md,1.84,39.007,1.755,1.6566,1.2244,2.9493,23.92,7.852
26,56,3.595,39.007,1.77,23.1,1.31,Day:1993md,1.825,39.007,1.77,1.6716,1.2766,2.9252,25.844,7.852
26,56,3.595,39.007,1.785,27.6,1.17,Day:1993md,1.81,39.007,1.785,1.6866,1.3288,2.9012,27.82,7.8
26,56,3.595,39.007,1.8,29.9,1.89,Day:1993md,1.795,39.007,1.8,1.7016,1.381,2.8772,29.9,7.696
26,56,3.595,39.007,1.815,30.6,1.9,Day:1993md,1.78,39.007,1.815,1.7166,1.4332,2.8531,32.084,7.54
26,56,3.595,39.007,1.83,32.6,1.96,Day:1993md,1.765,39.007,1.83,1.7316,1.4854,2.8291,34.372,7.332
26,56,3.595,39.007,1.845,33.3,1.97,Day:1993md,1.75,39.007,1.845,1.7466,1.5376,2.805,36.816,7.176
26,56,3.595,39.007,1.86,35.6,2.09,Day:1993md,1.735,39.007,1.86,1.7616,1.5897,2.781,39.364,6.968
26,56,4.6289,10.65,0.1021,1040,78,E04001,4.5268,10.65,0.1021,0.0911,0.3501,0.7219,1334.429031,1334.429031
26,56,4.6289,10.65,0.1217,1220,80.3,E04001,4.5072,10.65,0.1217,0.1107,0.39,0.7188,2228.391928,2228.340423
26,56,4.6289,10.65,0.1414,2360,111,E04001,4.4875,10.65,0.1414,0.1304,0.4301,0.7156,3607.114794,3607.114794
26,56,4.6289,10.65,0.161,3150,231,E04001,4.4679,10.65,0.161,0.15,0.47,0.7125,5671.722541,5670.228912
26,56,4.6289,10.65,0.1807,6810,279,E04001,4.4482,10.65,0.1807,0.1697,0.5101,0.7094,8686.948091,8676.801712
26,56,4.6289,10.65,0.2003,12200,566,E04001,4.4286,10.65,0.2003,0.1893,0.55,0.7062,12777.0717,12751.6285
26,56,4.6289,10.65,0.2199,17400,619,E04001,4.409,10.65,0.2199,0.2089,0.5899,0.7031,17887.96219,17828.68056
26,56,4.6289,10.65,0.2396,21800,750,E04001,4.3893,10.65,0.2396,0.2286,0.63,0.7,23678.81454,23564.68066
26,56,4.6289,10.65,0.2592,29100,940,E04001,4.3697,10.65,0.2592,0.2482,0.6699,0.6968,29591.32043,29372.89002
26,56,4.6289,10.65,0.2789,34800,1040,E04001,4.35,10.65,0.2789,0.2679,0.71,0.6937,35240.89605,34849.25615
26,56,4.6289,10.65,0.2985,42000,1130,E04001,4.3304,10.65,0.2985,0.2875,0.7499,0.6906,40277.72313,39635.87456
26,56,4.6289,10.65,0.3182,46300,1110,E04001,4.3107,10.65,0.3182,0.3072,0.79,0.6874,44609.35115,43582.04321
26,56,4.6289,10.65,0.3378,51300,1090,E04001,4.2911,10.65,0.3378,0.3268,0.8299,0.6843,48012.45678,46482.56833
26,56,4.6289,10.65,0.3575,54800,1030,E04001,4.2714,10.65,0.3575,0.3465,0.8701,0.6812,50461.08177,48218.93816
26,56,4.6289,10.65,0.3771,55000,946,E04001,4.2518,10.65,0.3771,0.3661,0.91,0.678,51809.05648,48681.13917
26,56,4.6289,10.65,0.3968,55700,886,E04001,4.2321,10.65,0.3968,0.3858,0.9501,0.6749,53496.56,49142.392
26,56,4.6289,10.65,0.4164,56900,863,E04001,4.2125,10.65,0.4164,0.4054,0.99,0.6718,54077.504,48301.864
26,56,4.6289,10.65,0.4361,55000,811,E04001,4.1928,10.65,0.4361,0.4251,1.0301,0.6686,53821.404,46326.228
26,56,4.6289,10.65,0.4557,54500,809,E04001,4.1732,10.65,0.4557,0.4447,1.07,0.6655,53053.676,43475.484
26,56,4.6289,10.65,0.4753,53300,796,E04001,4.1536,10.65,0.4753,0.4643,1.1099,0.6624,51903.748,40028.768
26,56,4.6289,10.65,0.495,53700,815,E04001,4.1339,10.65,0.495,0.484,1.15,0.6592,50675.768,36245.976
26,56,4.6289,10.65,0.5146,51600,794,E04001,4.1143,10.65,0.5146,0.5036,1.1899,0.6561,49568.324,32401.876
26,56,4.6289,10.65,0.5343,51500,806,E04001,4.0946,10.65,0.5343,0.5233,1.23,0.653,48678.24,28634.892
26,56,4.6289,10.65,0.5539,50800,801,E04001,4.075,10.65,0.5539,0.5429,1.2699,0.6498,48204.728,25167.116
26,56,4.6289,10.65,0.5736,49900,788,E04001,4.0553,10.65,0.5736,0.5626,1.31,0.6467,47824.712,21899.02
26,56,4.6289,10.65,0.5932,48600,765,E04001,4.0357,10.65,0.5932,0.5822,1.3499,0.6436,47652.956,18972.564
26,56,4.6289,10.65,0.6129,49200,760,E04001,4.016,10.65,0.6129,0.6019,1.3901,0.6404,47749.26,16364.4
26,56,4.6289,10.65,0.6325,50200,759,E04001,3.9964,10.65,0.6325,0.6215,1.43,0.6373,47933.236,14089.816
26,56,4.6289,10.65,0.6522,50100,735,E04001,3.9767,10.65,0.6522,0.6412,1.4701,0.6342,48101.82,12103.468
26,56,4.6289,10.65,0.6522,52300,841,E04001,3.9767,10.65,0.6522,0.6412,1.4701,0.6342,48101.82,12103.468
26,56,4.6289,10.65,0.6718,50400,719,E04001,3.9571,10.65,0.6718,0.6608,1.51,0.631,48192.3,10397.504
26,56,4.6289,10.65,0.6718,50000,756,E04001,3.9571,10.65,0.6718,0.6608,1.51,0.631,48192.3,10397.504
26,56,4.6289,10.65,0.6915,50700,705,E04001,3.9374,10.65,0.6915,0.6805,1.5501,0.6279,48121.216,8924.188
26,56,4.6289,10.65,0.6915,50600,726,E04001,3.9374,10.65,0.6915,0.6805,1.5501,0.6279,48121.216,8924.188
26,56,4.6289,10.65,0.7111,49300,687,E04001,3.9178,10.65,0.7111,0.7001,1.59,0.6248,47962.252,7668.492
26,56,4.6289,10.65,0.7307,47800,652,E04001,3.8982,10.65,0.7307,0.7197,1.6299,0.6216,47663.2,6594.38
26,56,4.6289,10.65,0.7504,48900,653,E04001,3.8785,10.65,0.7504,0.7394,1.67,0.6185,47240.752,5672.212
26,56,4.6289,10.65,0.77,47400,625,E04001,3.8589,10.65,0.77,0.759,1.7099,0.6154,46720.96,4888.728
26,56,4.6289,10.65,0.7897,46700,612,E04001,3.8392,10.65,0.7897,0.7787,1.75,0.6122,46114.9,4216.264
26,56,4.6289,10.65,0.8093,46100,601,E04001,3.8196,10.65,0.8093,0.7983,1.7899,0.6091,45503.172,3644.576
26,56,4.6289,10.65,0.829,45800,598,E04001,3.7999,10.65,0.829,0.818,1.83,0.606,44877.04,3153.176
26,56,4.6289,10.65,0.8486,45300,594,E04001,3.7803,10.65,0.8486,0.8376,1.8699,0.6028,44293.34,2734.576
26,56,4.6289,10.65,0.8683,44500,586,E04001,3.7606,10.65,0.8683,0.8573,1.9101,0.5997,43742.192,2373.852
26,56,4.6289,10.65,0.8879,44100,583,E04001,3.741,10.65,0.8879,0.8769,1.95,0.5966,43262.232,2065.44
26,56,4.6289,10.65,0.9076,44400,587,E04001,3.7213,10.65,0.9076,0.8966,1.9901,0.5934,42838.12,1798.576
26,56,4.6289,10.65,0.9272,43600,578,E04001,3.7017,10.65,0.9272,0.9162,2.03,0.5903,42486.288,1569.308
26,56,4.6289,10.65,0.9469,43800,578,E04001,3.682,10.65,0.9469,0.9359,2.0701,0.5872,42187.704,1369.732
26,56,4.6289,10.65,0.9665,43800,578,E04001,3.6624,10.65,0.9665,0.9555,2.11,0.584,41932.644,1197.404
26,56,4.6289,10.65,0.9861,44600,586,E04001,3.6428,10.65,0.9861,0.9751,2.1499,0.5809,41721.472,1047.28
26,56,4.6289,10.65,1.0058,44500,579,E04001,3.6231,10.65,1.0058,0.9948,2.19,0.5778,41556.58,915.668
26,56,4.6289,10.65,1.0254,44000,571,E04001,3.6035,10.65,1.0254,1.0144,2.2299,0.5747,41415.244,801.112
26,56,4.6289,10.65,1.0451,44100,565,E04001,3.5838,10.65,1.0451,1.0341,2.27,0.5715,41276.768,700.284
26,56,4.6289,10.65,1.0647,43900,559,E04001,3.5642,10.65,1.0647,1.0537,2.3099,0.5684,41130.18,612.3
26,56,4.6289,10.65,1.0844,43000,546,E04001,3.5445,10.65,1.0844,1.0734,2.35,0.5652,41006.628,534.664
26,56,4.6289,10.65,1.104,43000,542,E04001,3.5249,10.65,1.104,1.093,2.3899,0.5621,40852.656,466.752
26,56,4.6289,10.65,1.1237,42900,538,E04001,3.5052,10.65,1.1237,1.1127,2.4301,0.559,40698.424,406.848
26,56,4.6289,10.65,1.1237,43900,608,E04001,3.5052,10.65,1.1237,1.1127,2.4301,0.559,40698.424,406.848
26,56,4.6289,10.65,1.1433,43300,539,E04001,3.4856,10.65,1.1433,1.1323,2.47,0.5559,40521.312,354.432
26,56,4.6289,10.65,1.1433,44100,569,E04001,3.4856,10.65,1.1433,1.1323,2.47,0.5559,40521.312,354.432
26,56,4.6289,10.65,1.163,43700,544,E04001,3.4659,10.65,1.163,1.152,2.5101,0.5527,40331.98,308.152
26,56,4.6289,10.65,1.163,43700,542,E04001,3.4659,10.65,1.163,1.152,2.5101,0.5527,40331.98,308.152
26,56,4.6289,10.65,1.1826,43000,527,E04001,3.4463,10.65,1.1826,1.1716,2.55,0.5496,40117.116,267.696
26,56,4.6289,10.65,1.2023,42800,522,E04001,3.4266,10.65,1.2023,1.1913,2.5901,0.5464,39890.032,232.024
26,56,4.6289,10.65,1.2219,42200,514,E04001,3.407,10.65,1.2219,1.2109,2.63,0.5433,39625.196,200.876
26,56,4.6289,10.65,1.2416,41300,502,E04001,3.3873,10.65,1.2416,1.2306,2.6701,0.5402,39362.648,173.472
26,56,4.6289,10.65,1.2612,41500,500,E04001,3.3677,10.65,1.2612,1.2502,2.71,0.5371,39062.452,149.656
26,56,4.6289,10.65,1.2808,40200,484,E04001,3.3481,10.65,1.2808,1.2698,2.7499,0.5339,38740.26,128.908
26,56,4.6289,10.65,1.3005,41600,495,E04001,3.3284,10.65,1.3005,1.2895,2.79,0.5308,38407.928,110.916
26,56,4.6289,10.65,1.3201,40300,480,E04001,3.3088,10.65,1.3201,1.3091,2.8299,0.5277,38062.908,96.304
26,56,4.6289,10.65,1.3398,39800,473,E04001,3.2891,10.65,1.3398,1.3288,2.87,0.5245,37698.336,90.844
26,56,4.6289,10.65,1.3594,38300,457,E04001,3.2695,10.65,1.3594,1.3484,2.9099,0.5214,37311.664,77.324
26,56,4.6289,10.65,1.3791,38400,456,E04001,3.2498,10.65,1.3791,1.3681,2.9501,0.5182,36911.42,65.52
26,56,4.6289,10.65,1.3987,38600,454,E04001,3.2302,10.65,1.3987,1.3877,2.99,0.5151,36508.212,55.276
26,56,4.6289,10.65,1.4184,38500,453,E04001,3.2105,10.65,1.4184,1.4074,3.0301,0.512,36095.02,46.332
26,56,4.6289,10.65,1.438,37900,447,E04001,3.1909,10.65,1.438,1.427,3.07,0.5089,35674.496,38.584
26,56,4.6289,10.65,1.4577,37600,442,E04001,3.1712,10.65,1.4577,1.4467,3.1101,0.5057,35247.42,31.928
26,56,4.6289,10.65,1.4773,36500,430,E04001,3.1516,10.65,1.4773,1.4663,3.15,0.5026,34820.5,26.208
26,56,4.6289,10.65,1.497,36600,429,E04001,3.1319,10.65,1.497,1.486,3.1901,0.4994,34391.188,21.268
26,56,4.6289,10.65,1.5166,35700,420,E04001,3.1123,10.65,1.5166,1.5056,3.23,0.4963,33965.308,17.108
26,56,4.6289,10.65,1.5362,34700,411,E04001,3.0927,10.65,1.5362,1.5252,3.2699,0.4932,33541.82,13.572
26,56,4.6289,10.65,1.5559,35100,413,E04001,3.073,10.65,1.5559,1.5449,3.31,0.4901,33119.528,10.556
26,56,4.6289,10.65,1.5559,36000,416,E04001,3.073,10.65,1.5559,1.5449,3.31,0.4901,33119.528,10.556
26,56,4.6289,10.65,1.5755,36000,425,E04001,3.0534,10.65,1.5755,1.5645,3.3499,0.4869,32703.684,8.112
26,56,4.6289,10.65,1.5755,35600,388,E04001,3.0534,10.65,1.5755,1.5645,3.3499,0.4869,32703.684,8.112
26,56,4.6289,10.65,1.5952,34500,373,E04001,3.0337,10.65,1.5952,1.5842,3.39,0.4838,32290.544,6.032
26,56,4.6289,10.65,1.6148,34700,373,E04001,3.0141,10.65,1.6148,1.6038,3.4299,0.4807,31884.06,4.368
26,56,4.6289,10.65,1.6345,33800,366,E04001,2.9944,10.65,1.6345,1.6235,3.47,0.4775,31481.84,3.016
26,56,4.6289,10.65,1.6541,34200,368,E04001,2.9748,10.65,1.6541,1.6431,3.51,0.4744,31088.98,1.976
26,56,4.6289,10.65,1.6738,33000,356,E04001,2.9551,10.65,1.6738,1.6628,3.5501,0.4713,30700.384,1.196
26,56,4.6289,10.65,1.6934,32800,353,E04001,2.9355,10.65,1.6934,1.6824,3.59,0.4681,30320.16,0.624
26,56,4.6289,10.65,1.7131,31700,343,E04001,2.9158,10.65,1.7131,1.7021,3.6301,0.465,29944.408,0.26
26,56,4.6289,10.65,1.7327,31900,345,E04001,2.8962,10.65,1.7327,1.7217,3.67,0.4619,29576.3,0.052
26,56,4.6289,10.65,1.7524,31000,336,E04001,2.8765,10.65,1.7524,1.7414,3.7101,0.4587,29213.132,0
26,56,4.6289,10.65,1.772,30700,333,E04001,2.8569,10.65,1.772,1.761,3.75,0.4556,28858.44,0
26,56,4.6289,10.65,1.7916,30400,329,E04001,2.8373,10.65,1.7916,1.7806,3.7899,0.4525,28509.78,0
26,56,4.6289,10.65,1.8113,30200,329,E04001,2.8176,10.65,1.8113,1.8003,3.83,0.4493,28164.916,0
26,56,4.6289,10.65,1.8309,31000,334,E04001,2.798,10.65,1.8309,1.8199,3.8699,0.4462,27827.696,0
26,56,4.6289,10.65,1.8506,29000,318,E04001,2.7783,10.65,1.8506,1.8396,3.91,0.4431,27494.896,0
26,56,4.6289,10.65,1.8702,28900,315,E04001,2.7587,10.65,1.8702,1.8592,3.9499,0.4399,27169.272,0
26,56,4.6289,10.65,1.8899,28400,311,E04001,2.739,10.65,1.8899,1.8789,3.99,0.4368,26847.184,0
26,56,4.6289,10.65,1.9095,28100,308,E04001,2.7194,10.65,1.9095,1.8985,4.03,0.4337,26532.584,0
26,56,4.6289,10.65,1.9292,28800,313,E04001,2.6997,10.65,1.9292,1.9182,4.0701,0.4305,26221.624,0
26,56,4.6289,10.65,1.9488,28700,319,E04001,2.6801,10.65,1.9488,1.9378,4.11,0.4274,25917.216,0
26,56,5.15,11.97,1.2299,16300,247,E04001,3.9201,11.97,1.2299,1.2137,2.3104,0.8779,15711.644,386.048
26,56,5.15,11.97,1.249,16600,242,E04001,3.901,11.97,1.249,1.2328,2.3505,0.8737,15800.46,349.44
26,56,5.15,11.97,1.268,16700,237,E04001,3.882,11.97,1.268,1.2518,2.3904,0.8694,15888.964,316.524
26,56,5.15,11.97,1.287,17000,236,E04001,3.863,11.97,1.287,1.2708,2.4303,0.8652,15964.884,286.728
26,56,5.15,11.97,1.3061,17000,233,E04001,3.8439,11.97,1.3061,1.2899,2.4704,0.8609,16034.876,259.584
26,56,5.15,11.97,1.3251,17200,237,E04001,3.8249,11.97,1.3251,1.3089,2.5103,0.8566,16101.956,235.092
26,56,5.15,11.97,1.3442,17200,235,E04001,3.8058,11.97,1.3442,1.328,2.5505,0.8523,16156.036,212.68
26,56,5.15,11.97,1.3632,17200,235,E04001,3.7868,11.97,1.3632,1.347,2.5904,0.8481,16200.028,192.504
26,56,5.15,11.97,1.3823,17400,237,E04001,3.7677,11.97,1.3823,1.3661,2.6305,0.8438,16236.636,174.044
26,56,5.15,11.97,1.4013,17300,235,E04001,3.7487,11.97,1.4013,1.3851,2.6704,0.8396,16267.316,157.404
26,56,5.15,11.97,1.4203,17500,237,E04001,3.7297,11.97,1.4203,1.4041,2.7103,0.8353,16285.464,142.272
26,56,5.15,11.97,1.4394,17400,236,E04001,3.7106,11.97,1.4394,1.4232,2.7504,0.831,16293.42,128.44
26,56,5.15,11.97,1.4584,17300,234,E04001,3.6916,11.97,1.4584,1.4422,2.7903,0.8268,16291.86,115.96
26,56,5.15,11.97,1.4775,17500,236,E04001,3.6725,11.97,1.4775,1.4613,2.8305,0.8225,16281.096,104.52
26,56,5.15,11.97,1.4965,17400,234,E04001,3.6535,11.97,1.4965,1.4803,2.8704,0.8182,16261.856,94.224
26,56,5.15,11.97,1.5155,17400,234,E04001,3.6345,11.97,1.5155,1.4993,2.9103,0.814,16234.4,84.864
26,56,5.15,11.97,1.5346,17200,232,E04001,3.6154,11.97,1.5346,1.5184,2.9504,0.8097,16198.78,76.284
26,56,5.15,11.97,1.5536,17200,231,E04001,3.5964,11.97,1.5536,1.5374,2.9903,0.8054,16157.284,68.588
26,56,5.15,11.97,1.5727,17000,229,E04001,3.5773,11.97,1.5727,1.5565,3.0304,0.8012,16107.52,61.516
26,56,5.15,11.97,1.5917,17100,229,E04001,3.5583,11.97,1.5917,1.5755,3.0703,0.7969,16051.308,55.172
26,56,5.15,11.97,1.6108,17000,227,E04001,3.5392,11.97,1.6108,1.5946,3.1105,0.7926,15988.7,49.4
26,56,5.15,11.97,1.6298,16900,226,E04001,3.5202,11.97,1.6298,1.6136,3.1504,0.7884,15920.32,44.148
26,56,5.15,11.97,1.6488,16700,224,E04001,3.5012,11.97,1.6488,1.6326,3.1903,0.7841,15848.04,39.416
26,56,5.15,11.97,1.6679,16600,222,E04001,3.4821,11.97,1.6679,1.6517,3.2304,0.7799,15770.924,35.1
26,56,5.15,11.97,1.6869,16700,224,E04001,3.4631,11.97,1.6869,1.6707,3.2703,0.7756,15690.168,31.2
26,56,5.15,11.97,1.706,16500,221,E04001,3.444,11.97,1.706,1.6898,3.3104,0.7713,15605.356,27.664
26,56,5.15,11.97,1.725,16400,219,E04001,3.425,11.97,1.725,1.7088,3.3503,0.7671,15517.84,24.492
26,56,5.15,11.97,1.7441,16500,217,E04001,3.4059,11.97,1.7441,1.7279,3.3905,0.7628,15426.996,21.632
26,56,5.15,11.97,1.7631,16400,218,E04001,3.3869,11.97,1.7631,1.7469,3.4304,0.7585,15334.28,19.084
26,56,5.15,11.97,1.7821,16100,216,E04001,3.3679,11.97,1.7821,1.7659,3.4703,0.7543,15239.328,16.744
26,56,5.15,11.97,1.8012,16300,218,E04001,3.3488,11.97,1.8012,1.785,3.5104,0.75,15141.932,14.664
26,56,5.15,11.97,1.8202,15900,216,E04001,3.3298,11.97,1.8202,1.804,3.5503,0.7457,15044.484,12.792
26,56,5.15,11.97,1.8393,16100,221,E04001,3.3107,11.97,1.8393,1.8231,3.5904,0.7415,14945.164,11.076
26,56,5.15,11.97,1.8583,15800,224,E04001,3.2917,11.97,1.8583,1.8421,3.6303,0.7372,14845.22,9.568
26,56,5.15,11.97,1.8773,15800,245,E04001,3.2727,11.97,1.8773,1.8611,3.6702,0.733,14744.184,8.268
26,56,5.15,11.97,1.8964,15600,242,E04001,3.2536,11.97,1.8964,1.8802,3.7104,0.7287,14641.952,7.072
26,56,5.15,11.97,1.9154,15300,239,E04001,3.2346,11.97,1.9154,1.8992,3.7503,0.7244,14539.876,5.98
26,56,5.15,11.97,1.9345,15400,240,E04001,3.2155,11.97,1.9345,1.9183,3.7904,0.7201,14436.864,5.044
26,56,5.15,11.97,1.9535,15300,239,E04001,3.1965,11.97,1.9535,1.9373,3.8303,0.7159,14333.644,4.212
26,56,5.15,11.97,1.9726,15300,239,E04001,3.1774,11.97,1.9726,1.9564,3.8704,0.7116,14229.904,3.484
26,56,5.15,11.97,1.9916,15300,239,E04001,3.1584,11.97,1.9916,1.9754,3.9103,0.7074,14126.684,2.86
26,56,5.15,11.97,2.0106,14900,234,E04001,3.1394,11.97,2.0106,1.9944,3.9502,0.7031,14023.412,2.34
26,56,5.15,11.97,2.0297,15100,235,E04001,3.1203,11.97,2.0297,2.0135,3.9904,0.6988,13919.36,1.82
26,56,5.15,11.97,2.0487,14900,234,E04001,3.1013,11.97,2.0487,2.0325,4.0303,0.6946,13816.348,1.456
26,56,5.15,11.97,2.0678,14900,233,E04001,3.0822,11.97,2.0678,2.0516,4.0704,0.6903,13712.92,1.092
26,56,5.15,11.97,2.0868,14500,227,E04001,3.0632,11.97,2.0868,2.0706,4.1103,0.686,13610.324,0.832
26,56,5.15,11.97,2.1059,14500,226,E04001,3.0441,11.97,2.1059,2.0897,4.1504,0.6818,13507.624,0.572
26,56,5.15,11.97,2.1249,14300,224,E04001,3.0251,11.97,2.1249,2.1087,4.1903,0.6775,13405.964,0.416
26,56,5.15,11.97,2.1439,14500,227,E04001,3.0061,11.97,2.1439,2.1277,4.2302,0.6732,13304.876,0.26
26,56,5.15,11.97,2.163,14400,225,E04001,2.987,11.97,2.163,2.1468,4.2704,0.669,13203.944,0.156
26,56,5.15,11.97,2.182,14100,226,E04001,2.968,11.97,2.182,2.1658,4.3103,0.6647,13104.104,0.052
26,56,5.15,11.97,2.2011,14200,235,E04001,2.9489,11.97,2.2011,2.1849,4.3504,0.6604,13004.628,0
26,56,5.15,11.97,2.2201,14200,245,E04001,2.9299,11.97,2.2201,2.2039,4.3903,0.6562,12906.452,0
26,56,5.15,11.97,2.2391,13800,247,E04001,2.9109,11.97,2.2391,2.2229,4.4302,0.6519,12809.16,0
26,56,5.15,11.97,2.2582,14000,272,E04001,2.8918,11.97,2.2582,2.242,4.4703,0.6476,12712.232,0
26,56,5.15,11.97,2.2772,13300,305,E04001,2.8728,11.97,2.2772,2.261,4.5102,0.6434,12616.76,0
26,56,3.4889,14,0.0349,55.3,9.71,E04001,3.454,14,0.0349,0.0224,0.2299,0.7159,0,0
26,56,3.4889,14,0.0541,82.1,12,E04001,3.4348,14,0.0541,0.0416,0.2699,0.7119,198.7278607,198.7278607
26,56,3.4889,14,0.0733,154,18.2,E04001,3.4156,14,0.0733,0.0608,0.31,0.708,400.7430263,400.7430263
26,56,3.4889,14,0.0925,293,30.6,E04001,3.3964,14,0.0925,0.08,0.35,0.704,727.3675976,727.4189617
26,56,3.4889,14,0.1117,636,61.9,E04001,3.3772,14,0.1117,0.0992,0.39,0.7,1243.628577,1243.628577
26,56,3.4889,14,0.1309,1100,117,E04001,3.358,14,0.1309,0.1184,0.43,0.696,2045.885091,2045.885091
26,56,3.4889,14,0.1501,2110,86.3,E04001,3.3388,14,0.1501,0.1376,0.47,0.692,3268.813919,3268.813919
26,56,3.4889,14,0.1693,3810,196,E04001,3.3196,14,0.1693,0.1568,0.51,0.6881,5075.804392,5071.43844
26,56,3.4889,14,0.1885,6540,267,E04001,3.3004,14,0.1885,0.176,0.55,0.6841,7592.339105,7578.26533
26,56,3.4889,14,0.2077,9270,391,E04001,3.2812,14,0.2077,0.1952,0.59,0.6801,10807.22068,10777.06993
26,56,3.4889,14,0.2269,13100,369,E04001,3.262,14,0.2269,0.2144,0.63,0.6761,14519.9235,14456.1806
26,56,3.4889,14,0.2461,17400,401,E04001,3.2428,14,0.2461,0.2336,0.67,0.6721,18391.59834,18275.15583
26,56,3.4889,14,0.2653,21700,411,E04001,3.2236,14,0.2653,0.2528,0.71,0.6682,22128.69913,21915.38385
26,56,3.4889,14,0.2845,25400,379,E04001,3.2044,14,0.2845,0.272,0.7501,0.6642,25524.74203,25157.69388
26,56,3.4889,14,0.3037,29200,322,E04001,3.1852,14,0.3037,0.2912,0.7901,0.6602,28436.36971,27855.85219
26,56,3.4889,14,0.3229,32200,268,E04001,3.166,14,0.3229,0.3104,0.8301,0.6562,30785.30323,29886.27668
26,56,3.4889,14,0.3421,35000,234,E04001,3.1468,14,0.3421,0.3296,0.8701,0.6522,32444.05679,31135.81213
26,56,3.4889,14,0.3613,36100,215,E04001,3.1276,14,0.3613,0.3488,0.9101,0.6483,33407.80217,31527.72052
26,56,3.4889,14,0.3805,36300,212,E04001,3.1084,14,0.3805,0.368,0.9501,0.6443,34532.316,31917.444
26,56,3.4889,14,0.3996,35900,211,E04001,3.0893,14,0.3996,0.3871,0.9899,0.6403,34984.508,31437.796
26,56,3.4889,14,0.4188,35200,205,E04001,3.0701,14,0.4188,0.4063,1.0299,0.6363,34816.08,30173.624
26,56,3.4889,14,0.438,34800,221,E04001,3.0509,14,0.438,0.4255,1.0699,0.6324,34283.444,28289.508
26,56,3.4889,14,0.4572,33800,219,E04001,3.0317,14,0.4572,0.4447,1.1099,0.6284,33484.204,25987.468
26,56,3.4889,14,0.4764,34000,236,E04001,3.0125,14,0.4764,0.4639,1.1499,0.6244,32642.688,23466.3
26,56,3.4889,14,0.4956,33400,245,E04001,2.9933,14,0.4956,0.4831,1.1899,0.6204,31953.168,20893.912
26,56,3.4889,14,0.5148,33000,261,E04001,2.9741,14,0.5148,0.5023,1.23,0.6164,31379.14,18395.208
26,56,3.4889,14,0.534,33300,333,E04001,2.9549,14,0.534,0.5215,1.27,0.6125,31004.896,16053.44
26,56,3.4889,14,0.5532,33400,308,E04001,2.9357,14,0.5532,0.5407,1.31,0.6085,30818.476,13916.292
26,56,3.4889,14,0.5724,32700,296,E04001,2.9165,14,0.5724,0.5599,1.35,0.6045,30781.608,12004.824
26,56,3.4889,14,0.5916,33400,297,E04001,2.8973,14,0.5916,0.5791,1.39,0.6005,30869.592,10348.572
26,56,3.4889,14,0.6108,33100,290,E04001,2.8781,14,0.6108,0.5983,1.43,0.5965,30967.872,8878.064
26,56,3.4889,14,0.63,33100,288,E04001,2.8589,14,0.63,0.6175,1.47,0.5926,31059.184,7608.796
26,56,3.4889,14,0.6492,32000,276,E04001,2.8397,14,0.6492,0.6367,1.51,0.5886,31145.712,6519.032
26,56,3.4889,14,0.6684,32100,275,E04001,2.8205,14,0.6684,0.6559,1.55,0.5846,31177.952,5586.204
