Data:Z,A,E0,ThetaDeg,nu,cross,error,dataSet,Fit:ep,theta,nu,nu-nuel,w2,q2,scaled_sigtot_Fe56,sigqe,sigie,sigmec,nuccstot,signonuc,,ratio
26,56,0.9,85,0.6043,1430,34.5,Chen:1990kq,0.2957,85,0.6043,0.5643,1.5285,0.4859,1050.92,117.052,898.144,35.724,0,1050.92,,1.360712519
26,56,0.9,85,0.6333,1690,33.6,Chen:1990kq,0.2667,85,0.6333,0.5933,1.6306,0.4382,1172.756,81.536,1066.208,25.012,0,1172.756,,1.441049971
26,56,0.9,85,0.6633,2020,41.3,Chen:1990kq,0.2367,85,0.6633,0.6233,1.7361,0.3889,1252.42,53.144,1182.948,16.328,0,1252.42,,1.612877469
26,56,0.9,85,0.6933,2440,54.9,Chen:1990kq,0.2067,85,0.6933,0.6533,1.8417,0.3396,1290.276,31.72,1249.248,9.308,0,1290.276,,1.891068268
26,56,0.961,37.5,0.077,4610,379,Sealock:1989nx,0.884,37.5,0.077,0.0668,0.6737,0.3511,5539.508,3656.328,5.616,1875.744,1.872,5537.688,,0.832203871
26,56,0.961,37.5,0.087,7480,517,Sealock:1989nx,0.874,37.5,0.087,0.0768,0.6965,0.3471,7770.412,5243.056,11.18,2516.124,0.052,7770.36,,0.96262592
26,56,0.961,37.5,0.097,11000,621,Sealock:1989nx,0.864,37.5,0.097,0.0868,0.7192,0.3432,10411.856,7158.892,19.136,3233.828,0,10411.856,,1.056487911
26,56,0.961,37.5,0.107,13800,689,Sealock:1989nx,0.854,37.5,0.107,0.0968,0.742,0.3392,13330.98,9294.636,30.472,4005.924,0,13330.98,,1.03518271
26,56,0.961,37.5,0.117,16200,750,Sealock:1989nx,0.844,37.5,0.117,0.1068,0.7647,0.3352,16357.328,11509.056,46.384,4801.888,0,16357.328,,0.990381803
26,56,0.961,37.5,0.127,18300,786,Sealock:1989nx,0.834,37.5,0.127,0.1168,0.7874,0.3312,19328.868,13675.116,68.64,5585.112,0,19328.868,,0.946770395
26,56,0.961,37.5,0.137,20900,686,Sealock:1989nx,0.824,37.5,0.137,0.1268,0.8102,0.3273,22114.924,15700.516,99.216,6315.192,0,22114.924,,0.945063162
26,56,0.961,37.5,0.147,20900,838,Sealock:1989nx,0.814,37.5,0.147,0.1368,0.8329,0.3233,24609.26,17517.292,140.868,6951.1,0,24609.26,,0.84927381
26,56,0.961,37.5,0.157,25800,1210,Sealock:1989nx,0.804,37.5,0.157,0.1468,0.8556,0.3193,26714.324,19062.212,196.976,7455.084,0,26714.324,,0.965774017
26,56,0.961,37.5,0.167,25600,1180,Sealock:1989nx,0.794,37.5,0.167,0.1568,0.8784,0.3154,28334.02,20265.856,271.7,7796.464,0,28334.02,,0.903507515
26,56,0.961,37.5,0.177,25100,1170,Sealock:1989nx,0.784,37.5,0.177,0.1668,0.9011,0.3114,29382.444,21057.504,369.928,7954.96,0,29382.444,,0.854251607
26,56,0.961,37.5,0.187,27700,898,Sealock:1989nx,0.774,37.5,0.187,0.1768,0.9239,0.3074,29803.54,21383.128,497.328,7923.084,0,29803.54,,0.929419794
26,56,0.961,37.5,0.197,29800,876,Sealock:1989nx,0.764,37.5,0.197,0.1868,0.9466,0.3034,29592.264,21224.736,660.036,7707.544,0,29592.264,,1.007019943
26,56,0.961,37.5,0.207,28300,1190,Sealock:1989nx,0.754,37.5,0.207,0.1968,0.9693,0.2995,28805.14,20612.072,864.656,7328.412,0,28805.14,,0.982463546
26,56,0.961,37.5,0.217,29900,1210,Sealock:1989nx,0.744,37.5,0.217,0.2068,0.9921,0.2955,27554.592,19619.028,1118.26,6817.304,0,27554.592,,1.085118589
26,56,0.961,37.5,0.227,28800,1190,Sealock:1989nx,0.734,37.5,0.227,0.2168,1.0148,0.2915,25989.236,18347.264,1428.284,6213.74,0,25989.236,,1.108151082
26,56,0.961,37.5,0.237,26900,813,Sealock:1989nx,0.724,37.5,0.237,0.2268,1.0375,0.2876,24268.452,16905.2,1802.372,5560.88,0,24268.452,,1.108434934
26,56,0.961,37.5,0.247,25900,813,Sealock:1989nx,0.714,37.5,0.247,0.2368,1.0603,0.2836,22539.556,15390.544,2248.168,4900.844,0,22539.556,,1.149090958
26,56,0.961,37.5,0.257,24300,956,Sealock:1989nx,0.704,37.5,0.257,0.2468,1.083,0.2796,20923.656,13880.308,2772.484,4270.916,0,20923.656,,1.161364916
26,56,0.961,37.5,0.267,22500,919,Sealock:1989nx,0.694,37.5,0.267,0.2568,1.1058,0.2756,19604.624,12428.416,3476.304,3699.904,0,19604.624,,1.147688423
26,56,0.961,37.5,0.277,22500,910,Sealock:1989nx,0.684,37.5,0.277,0.2668,1.1285,0.2717,18446.168,11068.2,4171.024,3206.892,0,18446.168,,1.219765536
26,56,0.961,37.5,0.287,21100,627,Sealock:1989nx,0.674,37.5,0.287,0.2768,1.1512,0.2677,17571.06,9816.924,4953.52,2800.616,0,17571.06,,1.200838196
26,56,0.961,37.5,0.297,19200,702,Sealock:1989nx,0.664,37.5,0.297,0.2868,1.174,0.2637,16982.264,8680.516,5821.192,2480.556,0,16982.264,,1.130591304
26,56,0.961,37.5,0.307,19200,842,Sealock:1989nx,0.654,37.5,0.307,0.2968,1.1967,0.2598,16664.544,7657.52,6768.008,2239.016,0,16664.544,,1.152146737
26,56,0.961,37.5,0.317,17800,803,Sealock:1989nx,0.644,37.5,0.317,0.3068,1.2194,0.2558,16589.508,6742.268,7783.776,2063.516,0,16589.508,,1.072967324
26,56,0.961,37.5,0.327,19500,646,Sealock:1989nx,0.634,37.5,0.327,0.3168,1.2422,0.2518,16720.34,5926.7,8854.352,1939.288,0,16720.34,,1.166244227
26,56,0.961,37.5,0.337,17900,592,Sealock:1989nx,0.624,37.5,0.337,0.3268,1.2649,0.2478,17015.544,5202.08,9961.9,1851.512,0,17015.544,,1.051979296
26,56,0.961,37.5,0.347,18100,744,Sealock:1989nx,0.614,37.5,0.347,0.3368,1.2877,0.2439,17431.7,4559.464,11085.412,1786.824,0,17431.7,,1.0383382
26,56,0.961,37.5,0.357,19800,764,Sealock:1989nx,0.604,37.5,0.357,0.3468,1.3104,0.2399,17864.548,3990.272,12140.128,1734.148,0,17864.548,,1.108340385
26,56,0.961,37.5,0.367,19100,671,Sealock:1989nx,0.594,37.5,0.367,0.3568,1.3331,0.2359,18399.316,3486.652,13227.448,1685.216,0,18399.316,,1.038082068
26,56,0.961,37.5,0.377,20000,651,Sealock:1989nx,0.584,37.5,0.377,0.3668,1.3559,0.232,18932.316,3041.376,14256.58,1634.412,0,18932.316,,1.056394791
26,56,0.961,37.5,0.387,18400,945,Sealock:1989nx,0.574,37.5,0.387,0.3768,1.3786,0.228,19430.06,2647.996,15203.812,1578.252,0,19430.06,,0.946986268
26,56,0.961,37.5,0.397,18600,948,Sealock:1989nx,0.564,37.5,0.397,0.3868,1.4013,0.224,19864,2300.74,16048.084,1515.124,0,19864,,0.936367298
26,56,0.961,37.5,0.407,21500,811,Sealock:1989nx,0.554,37.5,0.407,0.3968,1.4241,0.22,20211.256,1994.46,16772.028,1444.768,0,20211.256,,1.063763677
26,56,0.961,37.5,0.417,21900,732,Sealock:1989nx,0.544,37.5,0.417,0.4068,1.4468,0.2161,20435.688,1724.58,17343.508,1367.6,0,20435.688,,1.071654647
26,56,0.961,37.5,0.427,22200,875,Sealock:1989nx,0.534,37.5,0.427,0.4168,1.4695,0.2121,20566.572,1487.096,17794.712,1284.764,0,20566.572,,1.0794215
26,56,0.961,37.5,0.437,21600,866,Sealock:1989nx,0.524,37.5,0.437,0.4268,1.4923,0.2081,20576.92,1278.368,18100.94,1197.56,0,20576.92,,1.049719783
26,56,0.961,37.5,0.447,22400,604,Sealock:1989nx,0.514,37.5,0.447,0.4368,1.515,0.2041,20467.408,1095.224,18264.584,1107.6,0,20467.408,,1.094422899
26,56,0.961,37.5,0.457,20800,799,Sealock:1989nx,0.504,37.5,0.457,0.4468,1.5378,0.2002,20236.32,934.856,18285.124,1016.34,0,20236.32,,1.027854867
26,56,0.961,37.5,0.467,21900,813,Sealock:1989nx,0.494,37.5,0.467,0.4568,1.5605,0.1962,19908.668,794.664,18188.716,925.288,0,19908.668,,1.100023367
26,56,0.961,37.5,0.477,21500,683,Sealock:1989nx,0.484,37.5,0.477,0.4668,1.5832,0.1922,19488.872,672.412,17980.768,835.744,0,19488.872,,1.103193658
26,56,0.961,37.5,0.487,19600,685,Sealock:1989nx,0.474,37.5,0.487,0.4768,1.606,0.1883,18989.1,566.072,17674.124,748.852,0,18989.1,,1.032171088
26,56,0.961,37.5,0.497,19800,816,Sealock:1989nx,0.464,37.5,0.497,0.4868,1.6287,0.1843,18432.284,473.928,17292.652,665.704,0,18432.284,,1.074202199
26,56,0.961,37.5,0.507,20900,710,Sealock:1989nx,0.454,37.5,0.507,0.4968,1.6514,0.1803,17830.28,394.264,16848.936,587.08,0,17830.28,,1.172163309
26,56,0.961,37.5,0.517,18800,655,Sealock:1989nx,0.444,37.5,0.517,0.5068,1.6742,0.1763,17203.108,325.676,16363.776,513.604,0,17203.108,,1.092825785
26,56,0.961,37.5,0.527,18300,837,Sealock:1989nx,0.434,37.5,0.527,0.5168,1.6969,0.1724,16563.352,266.916,15850.64,445.744,0,16563.352,,1.104848825
26,56,0.961,37.5,0.537,17900,677,Sealock:1989nx,0.424,37.5,0.537,0.5268,1.7197,0.1684,15926.56,216.788,15326.012,383.76,0,15926.56,,1.123908741
26,56,0.961,37.5,0.547,17100,631,Sealock:1989nx,0.414,37.5,0.547,0.5368,1.7424,0.1644,15303.808,174.252,14801.852,327.756,0,15303.808,,1.117368958
26,56,0.961,37.5,0.557,17100,731,Sealock:1989nx,0.404,37.5,0.557,0.5468,1.7651,0.1605,14705.964,138.372,14289.964,277.628,0,14705.964,,1.162793544
26,56,0.961,37.5,0.567,15400,562,Sealock:1989nx,0.394,37.5,0.567,0.5568,1.7879,0.1565,14141.4,108.368,13799.812,233.272,0,14141.4,,1.089001089
26,56,0.961,37.5,0.577,16200,767,Sealock:1989nx,0.384,37.5,0.577,0.5668,1.8106,0.1525,13616.252,83.46,13338.416,194.376,0,13616.252,,1.189754714
26,56,0.961,37.5,0.587,16200,758,Sealock:1989nx,0.374,37.5,0.587,0.5768,1.8333,0.1485,13135.2,63.024,12911.548,160.628,0,13135.2,,1.233327243
26,56,0.961,37.5,0.597,14400,540,Sealock:1989nx,0.364,37.5,0.597,0.5868,1.8561,0.1446,12701.208,46.436,12523.108,131.664,0,12701.208,,1.133750428
26,56,0.961,37.5,0.607,14200,669,Sealock:1989nx,0.354,37.5,0.607,0.5968,1.8788,0.1406,12315.576,33.176,12175.436,107.016,0,12315.576,,1.153011439
26,56,0.961,37.5,0.617,14300,546,Sealock:1989nx,0.344,37.5,0.617,0.6068,1.9016,0.1366,11974.456,22.776,11865.464,86.216,0,11974.456,,1.194208739
26,56,0.961,37.5,0.627,15400,759,Sealock:1989nx,0.334,37.5,0.627,0.6168,1.9243,0.1327,11683.672,14.82,11599.952,68.9,0,11683.672,,1.318078768
26,56,0.961,37.5,0.637,13500,600,Sealock:1989nx,0.324,37.5,0.637,0.6268,1.947,0.1287,11436.1,8.944,11372.608,54.548,0,11436.1,,1.180472364
26,56,0.961,37.5,0.647,14100,649,Sealock:1989nx,0.314,37.5,0.647,0.6368,1.9698,0.1247,11233.508,4.784,11185.876,42.848,0,11233.508,,1.255173362
26,56,0.961,37.5,0.657,13800,698,Sealock:1989nx,0.304,37.5,0.657,0.6468,1.9925,0.1207,11061.96,2.08,11026.548,33.332,0,11061.96,,1.247518523
26,56,0.961,37.5,0.667,11700,1490,Sealock:1989nx,0.294,37.5,0.667,0.6568,2.0152,0.1168,10929.412,0.572,10903.152,25.688,0,10929.412,,1.070505897
26,56,1.1,85,0.5008,63.7,1.32,Chen:1990kq,0.5992,85,0.5008,0.4436,0.6168,1.2033,81.588,59.644,3.9,18.044,0,81.588,,0.780752071
26,56,1.1,85,0.5358,124,1.6,Chen:1990kq,0.5642,85,0.5358,0.4786,0.7527,1.1331,135.928,98.072,10.556,27.3,0,135.928,,0.912247661
26,56,1.1,85,0.5688,187,2.42,Chen:1990kq,0.5312,85,0.5688,0.5116,0.8809,1.0668,191.204,129.532,24.232,37.44,0,191.204,,0.978013012
26,56,1.1,85,0.5998,246,3.41,Chen:1990kq,0.5002,85,0.5998,0.5426,1.0014,1.0045,238.784,144.3,48.412,46.072,0,238.784,,1.03021978
26,56,1.1,85,0.6288,301,4.52,Chen:1990kq,0.4712,85,0.6288,0.5716,1.114,0.9463,275.496,139.62,85.436,50.44,0,275.496,,1.092574847
26,56,1.1,85,0.6568,362,5.33,Chen:1990kq,0.4432,85,0.6568,0.5996,1.2228,0.8901,308.776,122.616,137.332,48.776,0,308.776,,1.17237091
26,56,1.1,85,0.6828,411,6.9,Chen:1990kq,0.4172,85,0.6828,0.6256,1.3238,0.8378,344.188,102.908,199.888,41.392,0,344.188,,1.194114844
26,56,1.1,85,0.7068,475,8.17,Chen:1990kq,0.3932,85,0.7068,0.6496,1.4171,0.7896,383.448,85.228,267.02,31.148,0,383.448,,1.238759884
26,56,1.1,85,0.7298,568,11.4,Chen:1990kq,0.3702,85,0.7298,0.6726,1.5064,0.7435,426.972,69.992,336.024,20.956,0,426.972,,1.330298005
26,56,1.1,85,0.7518,632,13.5,Chen:1990kq,0.3482,85,0.7518,0.6946,1.5919,0.6993,471.64,57.304,401.44,12.896,0,471.64,,1.340005089
26,56,1.1,85,0.7718,728,16,Chen:1990kq,0.3282,85,0.7718,0.7146,1.6696,0.6591,512.408,47.268,457.34,7.8,0,512.408,,1.420742846
26,56,1.1,85,0.7918,803,17.7,Chen:1990kq,0.3082,85,0.7918,0.7346,1.7473,0.6189,551.2,38.48,508.092,4.68,0,551.2,,1.45682148
26,56,1.108,37.5,0.125,4260,326,Sealock:1989nx,0.983,37.5,0.125,0.1119,0.6648,0.4501,4264.364,2809.612,10.14,1444.664,0,4264.364,,0.998976635
26,56,1.108,37.5,0.135,4830,315,Sealock:1989nx,0.973,37.5,0.135,0.1219,0.6881,0.4456,5492.24,3718.884,16.588,1756.768,0,5492.24,,0.879422604
26,56,1.108,37.5,0.145,6450,360,Sealock:1989nx,0.963,37.5,0.145,0.1319,0.7115,0.441,6847.88,4730.596,25.896,2091.336,0,6847.88,,0.941897346
26,56,1.108,37.5,0.155,7520,391,Sealock:1989nx,0.953,37.5,0.155,0.1419,0.7348,0.4364,8265.14,5790.564,34.58,2440.048,0,8265.14,,0.909845447
26,56,1.108,37.5,0.165,9110,432,Sealock:1989nx,0.943,37.5,0.165,0.1519,0.7582,0.4318,9690.512,6846.788,51.272,2792.4,0,9690.512,,0.940094806
26,56,1.108,37.5,0.175,10800,465,Sealock:1989nx,0.933,37.5,0.175,0.1619,0.7815,0.4272,11069.604,7858.76,74.36,3136.432,0,11069.604,,0.975644657
26,56,1.108,37.5,0.185,11700,384,Sealock:1989nx,0.923,37.5,0.185,0.1719,0.8048,0.4227,12361.908,8797.1,105.872,3458.988,0,12361.908,,0.946455838
26,56,1.108,37.5,0.195,13400,326,Sealock:1989nx,0.913,37.5,0.195,0.1819,0.8282,0.4181,13532.324,9637.628,148.252,3746.496,0,13532.324,,0.990221635
26,56,1.108,37.5,0.205,13600,382,Sealock:1989nx,0.903,37.5,0.205,0.1919,0.8515,0.4135,14532.492,10355.8,190.632,3986.06,0,14532.492,,0.935833992
26,56,1.108,37.5,0.215,14500,435,Sealock:1989nx,0.893,37.5,0.215,0.2019,0.8749,0.4089,15350.244,10924.68,259.272,4166.292,0,15350.244,,0.944610392
26,56,1.108,37.5,0.225,14100,435,Sealock:1989nx,0.883,37.5,0.225,0.2119,0.8982,0.4044,15942.524,11317.28,346.84,4278.404,0,15942.524,,0.884427083
26,56,1.108,37.5,0.235,15400,444,Sealock:1989nx,0.873,37.5,0.235,0.2219,0.9216,0.3998,16285.88,11512.436,456.664,4316.78,0,16285.88,,0.945604413
26,56,1.108,37.5,0.245,15300,395,Sealock:1989nx,0.863,37.5,0.245,0.2319,0.9449,0.3952,16373.24,11500.788,592.54,4279.912,0,16373.24,,0.934451581
26,56,1.108,37.5,0.255,15400,337,Sealock:1989nx,0.853,37.5,0.255,0.2419,0.9683,0.3906,16218.02,11288.836,758.784,4170.4,0,16218.02,,0.949561044
26,56,1.108,37.5,0.265,15900,431,Sealock:1989nx,0.843,37.5,0.265,0.2519,0.9916,0.386,15820.168,10899.2,926.016,3994.9,0,15820.168,,1.005046217
26,56,1.108,37.5,0.275,15000,525,Sealock:1989nx,0.833,37.5,0.275,0.2619,1.015,0.3815,15289.352,10366.616,1158.82,3763.916,0,15289.352,,0.981074934
26,56,1.108,37.5,0.285,14900,508,Sealock:1989nx,0.823,37.5,0.285,0.2719,1.0383,0.3769,14655.576,9731.8,1433.328,3490.448,0,14655.576,,1.016677884
26,56,1.108,37.5,0.295,14500,506,Sealock:1989nx,0.813,37.5,0.295,0.2819,1.0616,0.3723,13977.86,9035.26,1753.128,3189.472,0,13977.86,,1.037354788
26,56,1.108,37.5,0.305,15300,399,Sealock:1989nx,0.803,37.5,0.305,0.2919,1.085,0.3677,13310.128,8312.72,2121.184,2876.224,0,13310.128,,1.149500591
26,56,1.108,37.5,0.315,13800,349,Sealock:1989nx,0.793,37.5,0.315,0.3019,1.1083,0.3631,12697.672,7592.572,2539.94,2565.16,0,12697.672,,1.086813394
26,56,1.108,37.5,0.325,12600,433,Sealock:1989nx,0.783,37.5,0.325,0.3119,1.1317,0.3586,12123.904,6895.304,2959.58,2268.968,0,12123.904,,1.039269199
26,56,1.108,37.5,0.335,12900,434,Sealock:1989nx,0.773,37.5,0.335,0.3219,1.155,0.354,11704.784,6234.54,3472.768,1997.476,0,11704.784,,1.102113461
26,56,1.108,37.5,0.345,12300,421,Sealock:1989nx,0.763,37.5,0.345,0.3319,1.1784,0.3494,11407.448,5618.028,4032.08,1757.34,0,11407.448,,1.078242916
26,56,1.108,37.5,0.355,12700,361,Sealock:1989nx,0.753,37.5,0.355,0.3419,1.2017,0.3448,11234.444,5049.356,4633.148,1551.992,0,11234.444,,1.130452028
26,56,1.108,37.5,0.365,12300,292,Sealock:1989nx,0.743,37.5,0.365,0.3519,1.2251,0.3402,11181.352,4529.044,5270.668,1381.64,0,11181.352,,1.100045862
26,56,1.108,37.5,0.375,12200,404,Sealock:1989nx,0.733,37.5,0.375,0.3619,1.2484,0.3357,11187.904,4055.844,5888.012,1244.1,0,11187.904,,1.090463415
26,56,1.108,37.5,0.385,11900,400,Sealock:1989nx,0.723,37.5,0.385,0.3719,1.2717,0.3311,11328.72,3627.208,6566.248,1135.212,0,11328.72,,1.050427586
26,56,1.108,37.5,0.395,12900,418,Sealock:1989nx,0.713,37.5,0.395,0.3819,1.2951,0.3265,11540.36,3240.12,7250.308,1049.932,0,11540.36,,1.117816082
26,56,1.108,37.5,0.405,12400,347,Sealock:1989nx,0.703,37.5,0.405,0.3919,1.3184,0.3219,11769.056,2891.252,7895.16,982.644,0,11769.056,,1.053610417
26,56,1.108,37.5,0.415,12400,309,Sealock:1989nx,0.693,37.5,0.415,0.4019,1.3418,0.3173,12059.736,2577.224,8554.416,928.096,0,12059.736,,1.02821488
26,56,1.108,37.5,0.425,12900,426,Sealock:1989nx,0.683,37.5,0.425,0.4119,1.3651,0.3128,12358.84,2294.864,9182.316,881.66,0,12358.84,,1.043787281
26,56,1.108,37.5,0.435,12600,417,Sealock:1989nx,0.673,37.5,0.435,0.4219,1.3885,0.3082,12649.052,2041.156,9768.356,839.54,0,12649.052,,0.996122081
26,56,1.108,37.5,0.445,12700,420,Sealock:1989nx,0.663,37.5,0.445,0.4319,1.4118,0.3036,12890.332,1813.292,10278.008,799.032,0,12890.332,,0.985234515
26,56,1.108,37.5,0.455,13300,321,Sealock:1989nx,0.653,37.5,0.455,0.4419,1.4352,0.299,13115.804,1608.724,10748.816,758.264,0,13115.804,,1.014043821
26,56,1.108,37.5,0.465,13000,360,Sealock:1989nx,0.643,37.5,0.465,0.4519,1.4585,0.2944,13277.628,1425.216,11136.164,716.248,0,13277.628,,0.979090542
26,56,1.108,37.5,0.475,13500,433,Sealock:1989nx,0.633,37.5,0.475,0.4619,1.4818,0.2899,13398.736,1260.636,11465.584,672.568,0,13398.736,,1.007557728
26,56,1.108,37.5,0.485,13400,427,Sealock:1989nx,0.623,37.5,0.485,0.4719,1.5052,0.2853,13459.628,1113.112,11719.24,627.276,0,13459.628,,0.995569863
26,56,1.108,37.5,0.495,13300,335,Sealock:1989nx,0.613,37.5,0.495,0.4819,1.5285,0.2807,13449.644,980.928,11887.876,580.788,0,13449.644,,0.988873758
26,56,1.108,37.5,0.505,13800,337,Sealock:1989nx,0.603,37.5,0.505,0.4919,1.5519,0.2761,13389.012,862.68,11992.604,533.676,0,13389.012,,1.030695917
26,56,1.108,37.5,0.515,13100,409,Sealock:1989nx,0.593,37.5,0.515,0.5019,1.5752,0.2716,13265.668,756.912,12022.14,486.564,0,13265.668,,0.987511522
26,56,1.108,37.5,0.525,13900,417,Sealock:1989nx,0.583,37.5,0.525,0.5119,1.5986,0.267,13096.72,662.48,11994.112,440.128,0,13096.72,,1.061334441
26,56,1.108,37.5,0.535,13500,323,Sealock:1989nx,0.573,37.5,0.535,0.5219,1.6219,0.2624,12879.204,578.188,11906.024,394.992,0,12879.204,,1.048201426
26,56,1.108,37.5,0.545,13100,317,Sealock:1989nx,0.563,37.5,0.545,0.5319,1.6453,0.2578,12627.784,503.152,11773.06,351.624,0,12627.784,,1.037395001
26,56,1.108,37.5,0.555,12800,391,Sealock:1989nx,0.553,37.5,0.555,0.5419,1.6686,0.2532,12344.384,436.384,11597.508,310.544,0,12344.384,,1.036908768
26,56,1.108,37.5,0.565,12500,383,Sealock:1989nx,0.543,37.5,0.565,0.5519,1.6919,0.2487,12040.028,377.052,11390.912,272.064,0,12040.028,,1.038203566
26,56,1.108,37.5,0.575,12700,285,Sealock:1989nx,0.533,37.5,0.575,0.5619,1.7153,0.2441,11723.972,324.532,11162.996,236.444,0,11723.972,,1.083250625
26,56,1.108,37.5,0.585,11900,333,Sealock:1989nx,0.523,37.5,0.585,0.5719,1.7386,0.2395,11400.792,278.096,10918.856,203.84,0,11400.792,,1.043787133
26,56,1.108,37.5,0.595,12000,364,Sealock:1989nx,0.513,37.5,0.595,0.5819,1.762,0.2349,11079.224,237.12,10667.8,174.304,0,11079.224,,1.083108348
26,56,1.108,37.5,0.605,11900,324,Sealock:1989nx,0.503,37.5,0.605,0.5919,1.7853,0.2303,10765.664,201.084,10416.692,147.888,0,10765.664,,1.105366097
26,56,1.108,37.5,0.615,11700,271,Sealock:1989nx,0.493,37.5,0.615,0.6019,1.8087,0.2258,10463.284,169.52,10169.276,124.488,0,10463.284,,1.118195779
26,56,1.108,37.5,0.625,11500,330,Sealock:1989nx,0.483,37.5,0.625,0.6119,1.832,0.2212,10178.012,141.96,9932.156,103.896,0,10178.012,,1.129886662
26,56,1.108,37.5,0.635,11200,323,Sealock:1989nx,0.473,37.5,0.635,0.6219,1.8554,0.2166,9914.008,117.936,9710.064,86.06,0,9914.008,,1.129714642
26,56,1.108,37.5,0.645,11300,232,Sealock:1989nx,0.463,37.5,0.645,0.6319,1.8787,0.212,9670.752,97.136,9502.948,70.668,0,9670.752,,1.168471697
26,56,1.108,37.5,0.655,10800,299,Sealock:1989nx,0.453,37.5,0.655,0.6419,1.9021,0.2074,9452.144,79.196,9315.384,57.564,0,9452.144,,1.142597912
26,56,1.108,37.5,0.665,10900,299,Sealock:1989nx,0.443,37.5,0.665,0.6519,1.9254,0.2029,9260.42,63.856,9150.024,46.54,0,9260.42,,1.177052445
26,56,1.108,37.5,0.675,10800,222,Sealock:1989nx,0.433,37.5,0.675,0.6619,1.9487,0.1983,9089.86,50.804,9001.772,37.284,0,9089.86,,1.188137111
26,56,1.108,37.5,0.685,11000,264,Sealock:1989nx,0.423,37.5,0.685,0.6719,1.9721,0.1937,8945.144,39.78,8875.776,29.64,0,8945.144,,1.229717487
26,56,1.108,37.5,0.695,10900,246,Sealock:1989nx,0.413,37.5,0.695,0.6819,1.9954,0.1891,8826.116,30.524,8772.192,23.4,0,8826.116,,1.234971306
26,56,1.108,37.5,0.705,11200,236,Sealock:1989nx,0.403,37.5,0.705,0.6919,2.0188,0.1845,8720.452,22.932,8679.268,18.304,0,8720.452,,1.284337096
26,56,1.108,37.5,0.715,10300,311,Sealock:1989nx,0.393,37.5,0.715,0.7019,2.0421,0.18,8643.752,16.692,8612.916,14.196,0,8643.752,,1.191612161
26,56,1.108,37.5,0.725,10800,313,Sealock:1989nx,0.383,37.5,0.725,0.7119,2.0655,0.1754,8573.032,11.7,8550.412,10.92,0,8573.032,,1.25976434
26,56,1.108,37.5,0.735,8410,615,Sealock:1989nx,0.373,37.5,0.735,0.7219,2.0888,0.1708,8530.236,7.8,8514.064,8.32,0,8530.236,,0.985904728
26,56,1.25,85,0.8331,304,5.4,Chen:1990kq,0.4169,85,0.8331,0.7614,1.4923,0.9514,235.04,44.668,175.084,15.288,0,235.04,,1.293396869
26,56,1.25,85,0.8414,324,5.83,Chen:1990kq,0.4086,85,0.8414,0.7697,1.5268,0.9325,244.868,41.964,189.488,13.416,0,244.868,,1.323161867
26,56,1.25,85,0.8498,342,6.41,Chen:1990kq,0.4002,85,0.8498,0.7781,1.5617,0.9133,255.008,39.312,204.204,11.492,0,255.008,,1.341134396
26,56,1.25,85,0.8581,361,7,Chen:1990kq,0.3919,85,0.8581,0.7864,1.5963,0.8944,265.408,36.816,218.868,9.672,0,265.408,,1.360170002
26,56,1.299,37.5,0.153,1390,104,Sealock:1989nx,1.146,37.5,0.153,0.1356,0.5522,0.6153,929.552,536.952,2.132,390.416,0,929.552,,1.495343994
26,56,1.299,37.5,0.163,1490,107,Sealock:1989nx,1.136,37.5,0.163,0.1456,0.5764,0.6099,1221.532,744.796,3.38,473.356,0,1221.532,,1.219779752
26,56,1.299,37.5,0.173,1910,118,Sealock:1989nx,1.126,37.5,0.173,0.1556,0.6005,0.6045,1582.932,1010.932,5.772,566.228,0,1582.932,,1.206621636
26,56,1.299,37.5,0.183,2230,102,Sealock:1989nx,1.116,37.5,0.183,0.1656,0.6246,0.5991,2013.492,1336.556,8.372,668.512,0,2013.492,,1.107528612
26,56,1.299,37.5,0.193,2850,115,Sealock:1989nx,1.106,37.5,0.193,0.1756,0.6488,0.5938,2508.064,1715.48,13.104,779.48,0,2508.064,,1.136334639
26,56,1.299,37.5,0.203,3350,177,Sealock:1989nx,1.096,37.5,0.203,0.1856,0.6729,0.5884,3050.372,2134.288,18.304,897.78,0,3050.372,,1.098226708
26,56,1.299,37.5,0.213,3700,220,Sealock:1989nx,1.086,37.5,0.213,0.1956,0.697,0.583,3624.244,2575.404,27.092,1021.748,0,3624.244,,1.020902566
26,56,1.299,37.5,0.223,4160,236,Sealock:1989nx,1.076,37.5,0.223,0.2056,0.7212,0.5777,4209.4,3021.148,39.156,1149.096,0,4209.4,,0.988264361
26,56,1.299,37.5,0.233,5100,257,Sealock:1989nx,1.066,37.5,0.233,0.2156,0.7453,0.5723,4786.704,3456.7,52.728,1277.224,0,4786.704,,1.0654513
26,56,1.299,37.5,0.243,5660,272,Sealock:1989nx,1.056,37.5,0.243,0.2256,0.7694,0.5669,5347.628,3870.984,73.528,1403.116,0,5347.628,,1.058413188
26,56,1.299,37.5,0.253,6270,221,Sealock:1989nx,1.046,37.5,0.253,0.2356,0.7936,0.5616,5875.48,4255.42,96.668,1523.392,0,5875.48,,1.067146854
26,56,1.299,37.5,0.263,6640,215,Sealock:1989nx,1.036,37.5,0.263,0.2456,0.8177,0.5562,6367.14,4602.416,130.104,1634.62,0,6367.14,,1.042854406
