Data:Z,A,E0,ThetaDeg,nu,cross,error,dataSet,Fit:ep,theta,nu,nu-nuel,w2,q2,scaled_sigtot_Fe56,sigqe,sigie,sigmec,nuccstot,signonuc,,ratio
26,56,3.4889,28,1.6928,823,7.73,E04001,1.7961,28,1.6928,1.6434,2.59,1.467,796.172,13.104,782.756,0.26,0,796.172,,1.033696236
26,56,3.4889,28,1.7077,845,7.8,E04001,1.7812,28,1.7077,1.6583,2.6301,1.4548,813.436,12.272,800.956,0.208,0,813.436,,1.038803299
26,56,3.4889,28,1.7225,873,7.93,E04001,1.7664,28,1.7225,1.6731,2.67,1.4427,830.388,11.492,818.74,0.156,0,830.388,,1.05131577
26,56,3.4889,28,1.7374,881,7.9,E04001,1.7515,28,1.7374,1.688,2.7101,1.4306,847.236,10.764,836.316,0.104,0,847.236,,1.039851942
26,56,3.4889,28,1.7522,928,8.19,E04001,1.7367,28,1.7522,1.7028,2.75,1.4185,863.668,10.088,853.476,0.052,0,863.668,,1.074486956
26,56,3.4889,28,1.7671,924,8.08,E04001,1.7218,28,1.7671,1.7177,2.7901,1.4063,879.944,9.464,870.428,0.052,0,879.944,,1.050066822
26,56,3.4889,28,1.7819,950,8.27,E04001,1.707,28,1.7819,1.7325,2.8299,1.3942,895.752,8.84,886.86,0.052,0,895.752,,1.060561405
26,56,3.4889,28,1.7968,966,8.3,E04001,1.6921,28,1.7968,1.7474,2.8701,1.3821,911.352,8.268,903.084,0,0,911.352,,1.059963658
26,56,3.4889,28,1.8116,964,8.23,E04001,1.6773,28,1.8116,1.7622,2.9099,1.37,926.536,7.748,918.788,0,0,926.536,,1.040434479
26,56,3.4889,28,1.8265,980,8.29,E04001,1.6624,28,1.8265,1.7771,2.9501,1.3578,941.512,7.228,934.336,0,0,941.512,,1.040878927
26,56,3.4889,28,1.8413,1030,8.82,E04001,1.6476,28,1.8413,1.7919,2.9899,1.3457,956.072,6.708,949.364,0,0,956.072,,1.07732472
26,56,3.4889,28,1.8562,1040,9.36,E04001,1.6327,28,1.8562,1.8068,3.0301,1.3335,970.372,6.292,964.08,0,0,970.372,,1.071753925
26,56,3.4889,28,1.871,1020,10.6,E04001,1.6179,28,1.871,1.8216,3.0699,1.3215,984.204,5.824,978.328,0,0,984.204,,1.036370509
26,56,3.4889,28,1.8859,1040,9.77,E04001,1.603,28,1.8859,1.8365,3.1101,1.3093,997.724,5.46,992.316,0,0,997.724,,1.04237244
26,56,3.4889,28,1.9007,1070,9.36,E04001,1.5882,28,1.9007,1.8513,3.1499,1.2972,1010.828,5.044,1005.784,0,0,1010.828,,1.058538149
26,56,3.4889,28,1.9156,1070,9.22,E04001,1.5733,28,1.9156,1.8662,3.19,1.285,1023.62,4.68,1018.94,0,0,1023.62,,1.045309783
26,56,3.4889,28,1.9304,1080,9.28,E04001,1.5585,28,1.9304,1.881,3.2299,1.2729,1035.892,4.368,1031.576,0,0,1035.892,,1.042579728
26,56,3.4889,28,1.9453,1090,9.21,E04001,1.5436,28,1.9453,1.8959,3.27,1.2608,1048.008,4.056,1043.952,0,0,1048.008,,1.040068396
26,56,3.4889,28,1.9601,1100,9.21,E04001,1.5288,28,1.9601,1.9107,3.3099,1.2487,1059.656,3.744,1055.912,0,0,1059.656,,1.038072733
26,56,3.4889,28,1.975,1130,9.41,E04001,1.5139,28,1.975,1.9256,3.35,1.2365,1071.044,3.432,1067.612,0,0,1071.044,,1.055045358
26,56,3.4889,28,1.9898,1150,9.44,E04001,1.4991,28,1.9898,1.9404,3.3899,1.2244,1082.016,3.172,1078.792,0,0,1082.016,,1.062830864
26,56,3.4889,28,2.0047,1140,9.4,E04001,1.4842,28,2.0047,1.9553,3.43,1.2122,1092.624,2.912,1089.712,0,0,1092.624,,1.043359838
26,56,3.4889,28,2.0195,1170,9.56,E04001,1.4694,28,2.0195,1.9701,3.4699,1.2002,1102.868,2.704,1100.164,0,0,1102.868,,1.060870385
26,56,3.4889,28,2.0344,1160,9.43,E04001,1.4545,28,2.0344,1.985,3.51,1.188,1112.904,2.444,1110.46,0,0,1112.904,,1.042318115
26,56,3.4889,28,2.0492,1170,9.47,E04001,1.4397,28,2.0492,1.9998,3.5499,1.1759,1122.524,2.288,1120.288,0,0,1122.524,,1.042293973
26,56,3.4889,28,2.0641,1190,9.64,E04001,1.4248,28,2.0641,2.0147,3.59,1.1637,1131.936,2.08,1129.856,0,0,1131.936,,1.051296186
26,56,3.4889,28,2.0789,1210,10.3,E04001,1.41,28,2.0789,2.0295,3.6299,1.1516,1140.88,1.872,1139.008,0,0,1140.88,,1.060584812
26,56,3.4889,28,2.1087,1220,12.3,E04001,1.3802,28,2.1087,2.0593,3.7101,1.1273,1158.144,1.56,1156.636,0,0,1158.144,,1.053409593
26,56,3.4889,28,2.1235,1230,11.5,E04001,1.3654,28,2.1235,2.0741,3.75,1.1152,1166.308,1.404,1164.904,0,0,1166.308,,1.054609932
26,56,3.4889,28,2.1384,1240,11.4,E04001,1.3505,28,2.1384,2.089,3.7901,1.103,1174.264,1.248,1173.016,0,0,1174.264,,1.055980597
26,56,3.4889,28,2.1532,1240,11.4,E04001,1.3357,28,2.1532,2.1038,3.83,1.091,1181.856,1.144,1180.712,0,0,1181.856,,1.049197195
26,56,3.4889,28,2.1681,1220,11.2,E04001,1.3208,28,2.1681,2.1187,3.8701,1.0788,1189.292,0.988,1188.304,0,0,1189.292,,1.025820404
26,56,3.4889,28,2.1829,1270,11.5,E04001,1.306,28,2.1829,2.1335,3.91,1.0667,1196.468,0.884,1195.584,0,0,1196.468,,1.061457557
26,56,3.4889,28,2.1978,1290,11.5,E04001,1.2911,28,2.1978,2.1484,3.9501,1.0545,1203.436,0.78,1202.604,0,0,1203.436,,1.071930705
26,56,3.4889,28,2.2126,1300,11.6,E04001,1.2763,28,2.2126,2.1632,3.99,1.0424,1210.144,0.676,1209.468,0,0,1210.144,,1.07425232
26,56,3.4889,28,2.2275,1310,11.6,E04001,1.2614,28,2.2275,2.1781,4.0301,1.0303,1216.748,0.624,1216.124,0,0,1216.748,,1.076640356
26,56,3.4889,28,2.2423,1300,11.5,E04001,1.2466,28,2.2423,2.1929,4.0699,1.0182,1223.092,0.52,1222.572,0,0,1223.092,,1.06287998
26,56,3.4889,28,2.2572,1300,11.6,E04001,1.2317,28,2.2572,2.2078,4.1101,1.006,1229.332,0.468,1228.864,0,0,1229.332,,1.057484878
26,56,3.4889,28,2.272,1350,12.5,E04001,1.2169,28,2.272,2.2226,4.1499,0.9939,1235.364,0.364,1235,0,0,1235.364,,1.092795322
26,56,3.4889,28,2.2869,1350,13.8,E04001,1.202,28,2.2869,2.2375,4.1901,0.9818,1241.292,0.312,1240.928,0,0,1241.292,,1.087576493
26,56,3.4889,36,1.3085,10.4,0.576,E04001,2.1804,36,1.3085,1.2279,0.4301,2.9057,12.064,8.216,2.756,1.092,0,12.064,,0.862068966
26,56,3.4889,36,1.3209,12.5,0.6,E04001,2.168,36,1.3209,1.2403,0.4699,2.8892,13.364,8.944,3.224,1.144,0,13.364,,0.935348698
26,56,3.4889,36,1.3334,14.1,0.609,E04001,2.1555,36,1.3334,1.2528,0.51,2.8725,14.664,9.672,3.744,1.248,0,14.664,,0.961538462
26,56,3.4889,36,1.3459,14.4,0.591,E04001,2.143,36,1.3459,1.2653,0.5501,2.8559,16.068,10.4,4.368,1.3,0,16.068,,0.896191187
26,56,3.4889,36,1.3583,15.7,0.609,E04001,2.1306,36,1.3583,1.2777,0.5899,2.8393,17.524,11.128,5.044,1.352,0,17.524,,0.895914175
26,56,3.4889,36,1.3708,18.6,0.663,E04001,2.1181,36,1.3708,1.2902,0.6301,2.8227,19.032,11.752,5.824,1.404,0,19.032,,0.977301387
26,56,3.4889,36,1.3832,20,0.688,E04001,2.1057,36,1.3832,1.3026,0.6698,2.8061,20.592,12.428,6.656,1.508,0,20.592,,0.971250971
26,56,3.4889,36,1.3957,20.8,0.698,E04001,2.0932,36,1.3957,1.3151,0.71,2.7895,22.204,13,7.644,1.56,0,22.204,,0.93676815
26,56,3.4889,36,1.4082,22.8,0.726,E04001,2.0807,36,1.4082,1.3276,0.7501,2.7728,23.92,13.572,8.684,1.664,0,23.92,,0.953177258
26,56,3.4889,36,1.4206,23.7,0.737,E04001,2.0683,36,1.4206,1.34,0.7899,2.7563,25.636,14.092,9.828,1.716,0,25.636,,0.924481198
26,56,3.4889,36,1.4331,27,0.791,E04001,2.0558,36,1.4331,1.3525,0.83,2.7396,27.456,14.56,11.076,1.82,0,27.456,,0.983391608
26,56,3.4889,36,1.4456,27.8,0.794,E04001,2.0433,36,1.4456,1.365,0.8701,2.723,29.328,14.976,12.48,1.872,0,29.328,,0.947899618
26,56,3.4889,36,1.458,30,0.827,E04001,2.0309,36,1.458,1.3774,0.9099,2.7065,31.252,15.288,13.988,1.976,0,31.252,,0.959938564
26,56,3.4889,36,1.4705,31.2,0.847,E04001,2.0184,36,1.4705,1.3899,0.95,2.6898,33.28,15.6,15.652,2.08,0,33.28,,0.9375
26,56,3.4889,36,1.483,32.2,0.852,E04001,2.0059,36,1.483,1.4024,0.9901,2.6731,35.36,15.808,17.42,2.132,0,35.36,,0.910633484
26,56,3.4889,36,1.4954,36.4,0.914,E04001,1.9935,36,1.4954,1.4148,1.0299,2.6566,37.492,15.912,19.292,2.236,0,37.492,,0.970873786
26,56,3.4889,36,1.5079,39.8,0.955,E04001,1.981,36,1.5079,1.4273,1.07,2.64,39.676,15.964,21.372,2.34,0,39.676,,1.003125315
26,56,3.4889,36,1.5204,40.9,0.967,E04001,1.9685,36,1.5204,1.4398,1.1101,2.6233,41.964,15.964,23.608,2.392,0,41.964,,0.974644934
26,56,3.4889,36,1.5328,41.7,0.971,E04001,1.9561,36,1.5328,1.4522,1.1499,2.6068,44.304,15.86,25.948,2.444,0,44.304,,0.941224269
26,56,3.4889,36,1.5453,45.4,1.02,E04001,1.9436,36,1.5453,1.4647,1.1901,2.5901,46.696,15.704,28.444,2.548,0,46.696,,0.972246017
26,56,3.4889,36,1.5577,48.3,1.06,E04001,1.9312,36,1.5577,1.4771,1.2299,2.5736,49.192,15.496,31.096,2.6,0,49.192,,0.98186697
26,56,3.4889,36,1.5702,50.3,1.12,E04001,1.9187,36,1.5702,1.4896,1.27,2.5569,51.792,15.236,33.904,2.652,0,51.792,,0.971192462
26,56,3.4889,36,1.5827,54,1.2,E04001,1.9062,36,1.5827,1.5021,1.3101,2.5403,54.444,14.924,36.868,2.652,0,54.444,,0.991844831
26,56,3.4889,36,1.5951,58.7,1.32,E04001,1.8938,36,1.5951,1.5145,1.3499,2.5238,57.252,14.56,39.988,2.704,0,57.252,,1.025291693
26,56,3.4889,36,1.6076,61.1,1.81,E04001,1.8813,36,1.6076,1.527,1.39,2.5071,60.112,14.196,43.264,2.704,0,60.112,,1.016435986
26,56,3.4889,36,1.6201,61,1.66,E04001,1.8688,36,1.6201,1.5395,1.4301,2.4904,63.128,13.78,46.696,2.652,0,63.128,,0.966290711
26,56,3.4889,36,1.6325,65,1.63,E04001,1.8564,36,1.6325,1.5519,1.4699,2.4739,66.248,13.312,50.284,2.652,0,66.248,,0.981161695
26,56,3.4889,36,1.645,70.1,1.62,E04001,1.8439,36,1.645,1.5644,1.51,2.4573,69.524,12.844,54.028,2.6,0,69.524,,1.008284909
26,56,3.4889,36,1.6575,70.9,1.6,E04001,1.8314,36,1.6575,1.5769,1.5501,2.4406,72.904,12.428,57.928,2.6,0,72.904,,0.972511796
26,56,3.4889,36,1.6699,76,1.67,E04001,1.819,36,1.6699,1.5893,1.5899,2.4241,76.44,11.96,61.932,2.548,0,76.44,,0.994243851
26,56,3.4889,36,1.6824,79.2,1.7,E04001,1.8065,36,1.6824,1.6018,1.63,2.4074,80.08,11.492,66.144,2.444,0,80.08,,0.989010989
26,56,3.4889,36,1.6949,83.2,1.74,E04001,1.794,36,1.6949,1.6143,1.6702,2.3908,83.928,11.024,70.46,2.392,0,83.928,,0.991325898
26,56,3.4889,36,1.7073,87.7,1.78,E04001,1.7816,36,1.7073,1.6267,1.7099,2.3742,87.828,10.608,74.932,2.34,0,87.828,,0.998542606
26,56,3.4889,36,1.7198,93.2,1.84,E04001,1.7691,36,1.7198,1.6392,1.7501,2.3576,91.988,10.14,79.56,2.236,0,91.988,,1.013175632
26,56,3.4889,36,1.7322,93.4,1.84,E04001,1.7567,36,1.7322,1.6516,1.7899,2.3411,96.2,9.724,84.292,2.184,0,96.2,,0.970893971
26,56,3.4889,36,1.7447,96.2,1.87,E04001,1.7442,36,1.7447,1.6641,1.83,2.3244,100.568,9.308,89.18,2.08,0,100.568,,0.956566701
26,56,3.4889,36,1.7572,108,2.01,E04001,1.7317,36,1.7572,1.6766,1.8701,2.3077,105.092,8.892,94.224,1.976,0,105.092,,1.027670993
26,56,3.4889,36,1.7696,113,2.04,E04001,1.7193,36,1.7696,1.689,1.9099,2.2912,109.72,8.528,99.32,1.924,0,109.72,,1.029894276
26,56,3.4889,36,1.7821,121,2.12,E04001,1.7068,36,1.7821,1.7015,1.95,2.2746,114.556,8.164,104.572,1.82,0,114.556,,1.056251964
26,56,3.4889,36,1.7946,119,2.09,E04001,1.6943,36,1.7946,1.714,1.9901,2.2579,119.496,7.8,109.98,1.716,0,119.496,,0.995849233
26,56,3.4889,36,1.807,129,2.18,E04001,1.6819,36,1.807,1.7264,2.0299,2.2414,124.488,7.436,115.44,1.612,0,124.488,,1.036244457
26,56,3.4889,36,1.8195,133,2.22,E04001,1.6694,36,1.8195,1.7389,2.07,2.2247,129.688,7.124,121.056,1.508,0,129.688,,1.025538215
26,56,3.4889,36,1.832,135,2.26,E04001,1.6569,36,1.832,1.7514,2.1101,2.2081,134.992,6.812,126.776,1.404,0,134.992,,1.000059263
26,56,3.4889,36,1.8444,153,2.53,E04001,1.6445,36,1.8444,1.7638,2.1499,2.1915,140.348,6.5,132.548,1.3,0,140.348,,1.090147348
26,56,3.4889,36,1.8569,151,2.64,E04001,1.632,36,1.8569,1.7763,2.19,2.1749,145.86,6.188,138.424,1.196,0,145.86,,1.035239271
26,56,3.4889,36,1.8693,164,8.01,E04001,1.6196,36,1.8693,1.7887,2.2298,2.1583,151.424,5.928,144.352,1.144,0,151.424,,1.083051564
26,56,3.4889,36,1.8818,182,7.7,E04001,1.6071,36,1.8818,1.8012,2.2699,2.1417,157.144,5.668,150.436,1.04,0,157.144,,1.158173395
26,56,3.4889,36,1.8943,170,6.9,E04001,1.5946,36,1.8943,1.8137,2.3101,2.125,162.916,5.408,156.572,0.936,0,162.916,,1.043482531
26,56,3.4889,36,1.9067,169,6.57,E04001,1.5822,36,1.9067,1.8261,2.3499,2.1085,168.792,5.148,162.76,0.832,0,168.792,,1.001232286
26,56,3.4889,36,1.9192,185,6.84,E04001,1.5697,36,1.9192,1.8386,2.39,2.0918,174.772,4.94,169.052,0.728,0,174.772,,1.05852196
26,56,3.4889,36,1.9317,196,7.03,E04001,1.5572,36,1.9317,1.8511,2.4301,2.0752,180.804,4.732,175.448,0.676,0,180.804,,1.084046813
26,56,3.4889,36,1.9441,191,6.9,E04001,1.5448,36,1.9441,1.8635,2.4699,2.0587,186.888,4.472,181.792,0.572,0,186.888,,1.022002483
26,56,3.4889,36,1.9566,204,7.12,E04001,1.5323,36,1.9566,1.876,2.51,2.042,193.076,4.316,188.24,0.52,0,193.076,,1.056578757
26,56,3.4889,36,1.9691,207,7.15,E04001,1.5198,36,1.9691,1.8885,2.5501,2.0253,199.316,4.108,194.74,0.468,0,199.316,,1.038551847
26,56,3.4889,36,1.9815,205,7.07,E04001,1.5074,36,1.9815,1.9009,2.5899,2.0088,205.556,3.9,201.24,0.416,0,205.556,,0.997295141
26,56,3.4889,36,1.994,214,7.29,E04001,1.4949,36,1.994,1.9134,2.63,1.9922,211.9,3.744,207.844,0.312,0,211.9,,1.009910335
26,56,3.4889,36,2.0065,228,7.54,E04001,1.4824,36,2.0065,1.9259,2.6701,1.9755,218.296,3.588,214.448,0.26,0,218.296,,1.044453403
26,56,3.4889,36,2.0189,224,7.46,E04001,1.47,36,2.0189,1.9383,2.7099,1.959,224.692,3.38,221.052,0.26,0,224.692,,0.996920229
26,56,3.4889,36,2.0314,243,7.73,E04001,1.4575,36,2.0314,1.9508,2.75,1.9423,231.14,3.224,227.708,0.208,0,231.14,,1.051310894
26,56,3.4889,36,2.0438,242,7.73,E04001,1.4451,36,2.0438,1.9632,2.7898,1.9258,237.588,3.12,234.312,0.156,0,237.588,,1.018569961
26,56,3.4889,36,2.0563,256,7.96,E04001,1.4326,36,2.0563,1.9757,2.83,1.9091,244.088,2.964,240.968,0.156,0,244.088,,1.048802071
26,56,3.4889,36,2.0688,266,8.43,E04001,1.4201,36,2.0688,1.9882,2.8701,1.8925,250.588,2.808,247.676,0.104,0,250.588,,1.061503344
26,56,3.4889,36,2.0812,272,8.98,E04001,1.4077,36,2.0812,2.0006,2.9099,1.876,257.088,2.704,254.28,0.104,0,257.088,,1.058003485
26,56,3.4889,36,2.1062,282,4.88,E04001,1.3827,36,2.1062,2.0256,2.9901,1.8426,270.14,2.444,267.696,0.052,0,270.14,,1.043903161
26,56,3.4889,36,2.1186,284,4.52,E04001,1.3703,36,2.1186,2.038,3.0299,1.8261,276.64,2.34,274.3,0.052,0,276.64,,1.026604974
26,56,3.4889,36,2.1311,292,4.42,E04001,1.3578,36,2.1311,2.0505,3.07,1.8095,283.14,2.184,280.904,0.052,0,283.14,,1.03129194
26,56,3.4889,36,2.1436,292,4.38,E04001,1.3453,36,2.1436,2.063,3.1101,1.7928,289.64,2.08,287.56,0,0,289.64,,1.008148046
26,56,3.4889,36,2.156,310,4.54,E04001,1.3329,36,2.156,2.0754,3.1499,1.7763,296.088,1.976,294.112,0,0,296.088,,1.046986031
26,56,3.4889,36,2.1685,307,4.48,E04001,1.3204,36,2.1685,2.0879,3.19,1.7596,302.588,1.872,300.664,0,0,302.588,,1.014580882
26,56,3.4889,36,2.181,321,4.57,E04001,1.3079,36,2.181,2.1004,3.2301,1.743,309.036,1.82,307.216,0,0,309.036,,1.038713936
26,56,3.4889,36,2.1934,333,4.66,E04001,1.2955,36,2.1934,2.1128,3.2699,1.7264,315.38,1.716,313.664,0,0,315.38,,1.05586911
26,56,3.4889,36,2.2059,340,4.75,E04001,1.283,36,2.2059,2.1253,3.31,1.7098,321.776,1.612,320.164,0,0,321.776,,1.056635672
26,56,3.4889,36,2.2183,350,4.8,E04001,1.2706,36,2.2183,2.1377,3.3498,1.6933,328.068,1.508,326.56,0,0,328.068,,1.066851994
26,56,3.4889,36,2.2308,346,4.76,E04001,1.2581,36,2.2308,2.1502,3.39,1.6766,334.412,1.456,332.956,0,0,334.412,,1.034651867
26,56,3.4889,36,2.2433,357,4.83,E04001,1.2456,36,2.2433,2.1627,3.4301,1.6599,340.704,1.352,339.3,0,0,340.704,,1.047830375
26,56,3.4889,36,2.2557,360,4.87,E04001,1.2332,36,2.2557,2.1751,3.4699,1.6434,346.892,1.3,345.592,0,0,346.892,,1.037786977
26,56,3.4889,36,2.2682,373,5.14,E04001,1.2207,36,2.2682,2.1876,3.51,1.6268,353.132,1.248,351.884,0,0,353.132,,1.056262248
26,56,3.4889,36,2.2807,370,5.51,E04001,1.2082,36,2.2807,2.2001,3.5501,1.6101,359.268,1.144,358.124,0,0,359.268,,1.029871851
26,56,3.4889,36,2.2931,385,6.3,E04001,1.1958,36,2.2931,2.2125,3.5899,1.5936,365.352,1.092,364.26,0,0,365.352,,1.053778274
26,56,3.4889,36,2.3056,386,5.7,E04001,1.1833,36,2.3056,2.225,3.63,1.5769,371.436,1.04,370.396,0,0,371.436,,1.039209985
26,56,3.4889,36,2.3181,388,5.33,E04001,1.1708,36,2.3181,2.2375,3.6701,1.5603,377.468,0.936,376.48,0,0,377.468,,1.027901703
26,56,3.4889,36,2.3305,404,5.37,E04001,1.1584,36,2.3305,2.2499,3.7099,1.5437,383.396,0.884,382.512,0,0,383.396,,1.05374078
26,56,3.4889,36,2.343,416,5.46,E04001,1.1459,36,2.343,2.2624,3.75,1.5271,389.376,0.832,388.492,0,0,389.376,,1.068376068
26,56,3.4889,36,2.3555,413,5.4,E04001,1.1334,36,2.3555,2.2749,3.7901,1.5104,395.252,0.78,394.472,0,0,395.252,,1.044902999
26,56,3.4889,36,2.3679,424,5.46,E04001,1.121,36,2.3679,2.2873,3.8299,1.4939,401.076,0.728,400.348,0,0,401.076,,1.05715625
26,56,3.4889,36,2.3804,430,5.52,E04001,1.1085,36,2.3804,2.2998,3.8701,1.4772,406.9,0.676,406.224,0,0,406.9,,1.056770705
26,56,3.4889,36,2.3928,439,5.58,E04001,1.0961,36,2.3928,2.3122,3.9098,1.4607,412.62,0.624,411.996,0,0,412.62,,1.063932916
26,56,3.4889,36,2.4053,436,5.53,E04001,1.0836,36,2.4053,2.3247,3.95,1.4441,418.34,0.572,417.768,0,0,418.34,,1.042214467
26,56,3.4889,36,2.4178,441,5.57,E04001,1.0711,36,2.4178,2.3372,3.9901,1.4274,424.06,0.572,423.488,0,0,424.06,,1.039947177
26,56,3.4889,36,2.4302,455,5.71,E04001,1.0587,36,2.4302,2.3496,4.0299,1.4109,429.676,0.52,429.156,0,0,429.676,,1.058937432
26,56,3.4889,36,2.4427,459,6.02,E04001,1.0462,36,2.4427,2.3621,4.07,1.3942,435.292,0.468,434.824,0,0,435.292,,1.054464589
26,56,3.4889,36,2.4552,465,6.76,E04001,1.0337,36,2.4552,2.3746,4.1101,1.3776,440.856,0.416,440.44,0,0,440.856,,1.054766182
26,56,3.4889,40,1.871,48,1.56,E04001,1.6179,40,1.871,1.7723,1.7502,2.6412,49.92,5.356,43.472,1.04,0,49.92,,0.961538462
26,56,3.4889,40,1.8824,49.8,1.46,E04001,1.6065,40,1.8824,1.7837,1.7902,2.6226,52.364,5.148,46.176,1.04,0,52.364,,0.951035062
26,56,3.4889,40,1.8938,55.1,1.44,E04001,1.5951,40,1.8938,1.7951,1.8302,2.604,54.912,4.992,48.932,1.04,0,54.912,,1.00342366
26,56,3.4889,40,1.9052,58.5,1.43,E04001,1.5837,40,1.9052,1.8065,1.8702,2.5854,57.564,4.784,51.792,0.988,0,57.564,,1.016260163
26,56,3.4889,40,1.9165,61.1,1.45,E04001,1.5724,40,1.9165,1.8178,1.9098,2.5669,60.268,4.628,54.704,0.988,0,60.268,,1.013805004
26,56,3.4889,40,1.9279,65.6,1.5,E04001,1.561,40,1.9279,1.8292,1.9498,2.5483,63.076,4.42,57.72,0.936,0,63.076,,1.04001522
26,56,3.4889,40,1.9393,65.9,1.5,E04001,1.5496,40,1.9393,1.8406,1.9898,2.5297,65.988,4.264,60.788,0.884,0,65.988,,0.998666424
26,56,3.4889,40,1.9507,69.2,1.52,E04001,1.5382,40,1.9507,1.852,2.0298,2.5111,68.952,4.108,64.012,0.884,0,68.952,,1.003596705
26,56,3.4889,40,1.9621,72.3,1.56,E04001,1.5268,40,1.9621,1.8634,2.0698,2.4925,72.02,3.952,67.236,0.832,0,72.02,,1.003887809
26,56,3.4889,40,1.9735,73.8,1.57,E04001,1.5154,40,1.9735,1.8748,2.1098,2.4739,75.192,3.796,70.616,0.78,0,75.192,,0.981487392
26,56,3.4889,40,1.9849,77.8,1.62,E04001,1.504,40,1.9849,1.8862,2.1498,2.4553,78.416,3.64,74.048,0.78,0,78.416,,0.99214446
26,56,3.4889,40,1.9963,82.4,1.69,E04001,1.4926,40,1.9963,1.8976,2.1898,2.4367,81.744,3.484,77.532,0.728,0,81.744,,1.008025054
26,56,3.4889,40,2.0077,87.2,1.72,E04001,1.4812,40,2.0077,1.909,2.2298,2.4181,85.176,3.38,81.12,0.676,0,85.176,,1.023762562
26,56,3.4889,40,2.0191,91.2,1.76,E04001,1.4698,40,2.0191,1.9204,2.2698,2.3994,88.608,3.224,84.76,0.624,0,88.608,,1.029252438
26,56,3.4889,40,2.0305,93.7,1.78,E04001,1.4584,40,2.0305,1.9318,2.3098,2.3808,92.144,3.12,88.452,0.572,0,92.144,,1.016886612
26,56,3.4889,40,2.0419,98.6,1.84,E04001,1.447,40,2.0419,1.9432,2.3499,2.3622,95.784,3.016,92.248,0.572,0,95.784,,1.029399482
26,56,3.4889,40,2.0533,103,1.88,E04001,1.4356,40,2.0533,1.9546,2.3899,2.3436,99.476,2.86,96.096,0.52,0,99.476,,1.03542563
26,56,3.4889,40,2.0647,105,1.93,E04001,1.4242,40,2.0647,1.966,2.4299,2.325,103.22,2.756,99.996,0.468,0,103.22,,1.01724472
26,56,3.4889,40,2.0761,110,2.07,E04001,1.4128,40,2.0761,1.9774,2.4699,2.3064,107.016,2.652,103.948,0.416,0,107.016,,1.027883681
26,56,3.4889,40,2.0875,117,2.28,E04001,1.4014,40,2.0875,1.9888,2.5099,2.2878,110.864,2.548,107.952,0.364,0,110.864,,1.055347092
26,56,3.4889,40,2.0989,121,2.71,E04001,1.39,40,2.0989,2.0002,2.5499,2.2692,114.816,2.444,112.008,0.364,0,114.816,,1.053860089
26,56,3.4889,40,2.1103,124,2.52,E04001,1.3786,40,2.1103,2.0116,2.5899,2.2506,118.82,2.34,116.168,0.312,0,118.82,,1.043595354
26,56,3.4889,40,2.1217,125,2.37,E04001,1.3672,40,2.1217,2.023,2.6299,2.2319,122.876,2.236,120.328,0.26,0,122.876,,1.017285719
26,56,3.4889,40,2.1331,128,2.34,E04001,1.3558,40,2.1331,2.0344,2.6699,2.2133,126.932,2.184,124.54,0.26,0,126.932,,1.008413954
26,56,3.4889,40,2.1445,134,2.39,E04001,1.3444,40,2.1445,2.0458,2.7099,2.1947,131.092,2.08,128.804,0.208,0,131.092,,1.022182894
26,56,3.4889,40,2.1559,138,2.43,E04001,1.333,40,2.1559,2.0572,2.7499,2.1761,135.252,1.976,133.12,0.208,0,135.252,,1.020317629
26,56,3.4889,40,2.1673,144,2.47,E04001,1.3216,40,2.1673,2.0686,2.7899,2.1575,139.516,1.924,137.436,0.156,0,139.516,,1.032139683
26,56,3.4889,40,2.1787,151,2.53,E04001,1.3102,40,2.1787,2.08,2.8299,2.1389,143.78,1.82,141.804,0.156,0,143.78,,1.050215607
26,56,3.4889,40,2.1901,146,2.47,E04001,1.2988,40,2.1901,2.0914,2.8699,2.1203,148.096,1.768,146.224,0.104,0,148.096,,0.985847018
26,56,3.4889,40,2.2015,156,2.57,E04001,1.2874,40,2.2015,2.1028,2.9099,2.1017,152.412,1.664,150.644,0.104,0,152.412,,1.023541453
26,56,3.4889,40,2.2129,159,2.6,E04001,1.276,40,2.2129,2.1142,2.9499,2.0831,156.832,1.612,155.116,0.104,0,156.832,,1.013823709
26,56,3.4889,40,2.2243,170,2.68,E04001,1.2646,40,2.2243,2.1256,2.9899,2.0645,161.2,1.56,159.588,0.052,0,161.2,,1.054590571
26,56,3.4889,40,2.2357,179,2.75,E04001,1.2532,40,2.2357,2.137,3.0299,2.0458,165.672,1.508,164.112,0.052,0,165.672,,1.080448114
26,56,3.4889,40,2.2471,177,2.74,E04001,1.2418,40,2.2471,2.1484,3.0699,2.0272,170.092,1.404,168.636,0.052,0,170.092,,1.040613315
26,56,3.4889,40,2.2585,182,2.81,E04001,1.2304,40,2.2585,2.1598,3.1099,2.0086,174.564,1.352,173.16,0.052,0,174.564,,1.042597557
26,56,3.4889,40,2.2699,186,2.94,E04001,1.219,40,2.2699,2.1712,3.1499,1.99,179.088,1.3,177.736,0.052,0,179.088,,1.038595551
26,56,3.4889,40,2.2813,200,3.29,E04001,1.2076,40,2.2813,2.1826,3.1899,1.9714,183.612,1.248,182.312,0,0,183.612,,1.089253426
26,56,3.4889,40,2.2927,196,4.09,E04001,1.1962,40,2.2927,2.194,3.2299,1.9528,188.136,1.196,186.94,0,0,188.136,,1.041799549
